Orthogroup	Ceratina_calcarata	Solenopsis_invicta
OG0007328	XP_017879886.1	XP_039303698.1
OG0007329	XP_017877343.1	XP_011175933.1
OG0007330	XP_026669647.1	XP_025996642.1
OG0007331	XP_017884303.1	XP_011155981.2
OG0007332	XP_017876857.1	XP_011169134.1
OG0007333	XP_017886310.1	XP_011166042.1
OG0007334	XP_017888909.1	XP_011168120.1
OG0007335	XP_017882983.1	XP_011166506.1
OG0007336	XP_017891094.1	XP_011157726.1
OG0007337	XP_017880434.1	XP_039311145.1
OG0007338	XP_017890684.1	XP_011155716.1
OG0007339	XP_026673778.1	XP_011164312.1
OG0007340	XP_017880615.1	XP_011164026.2
OG0007341	XP_017881702.1	XP_011168807.2
OG0007342	XP_017892137.1	XP_025986558.1
OG0007343	XP_026666476.1	XP_011174180.2
OG0007344	XP_017875683.1	XP_011166142.1
OG0007345	XP_017892774.1	XP_011158927.1
OG0007346	XP_017878583.1	XP_011172276.2
OG0007347	XP_017883961.1	XP_011158953.1
OG0007348	XP_017881446.1	XP_011172087.1
OG0007350	XP_026672296.1	XP_039307507.1
OG0007351	XP_017877655.1	XP_011175819.2
OG0007352	XP_017883972.1	XP_011157417.1
OG0007353	XP_017884169.1	XP_011172119.2
OG0007355	XP_017886668.1	XP_011165100.1
OG0007356	XP_017883952.1	XP_011170091.1
OG0007357	XP_017887328.1	XP_011160445.1
OG0007358	XP_017885088.1	XP_039311374.1
OG0007359	XP_026670161.1	XP_025986909.1
OG0007360	XP_026668704.1	XP_039305748.1
OG0007361	XP_017880951.1	XP_039313550.1
OG0007362	XP_026668876.1	XP_025990391.2
OG0007363	XP_017891849.1	XP_011167695.2
OG0007364	XP_017890489.1	XP_011169126.1
OG0007365	XP_017882145.1	XP_025990293.1
OG0007366	XP_017875473.1	XP_011161992.2
OG0007367	XP_017892904.1	XP_011172040.1
OG0007368	XP_017878367.1	XP_011170808.1
OG0007369	XP_017880866.1	XP_011170922.1
OG0007370	XP_017886458.1	XP_011166046.1
OG0007371	XP_026668838.1, XP_026668837.1	XP_011156385.1
OG0007372	XP_026666851.1	XP_039305283.1
OG0007373	XP_026674818.1, XP_017883740.1	XP_011173063.2
OG0007374	XP_026671185.1	XP_039301678.1
OG0007375	XP_017878471.1	XP_039308088.1
OG0007376	XP_017885276.1	XP_011166170.2
OG0007377	XP_017891946.1	XP_039301981.1
OG0007378	XP_017875709.1	XP_039308231.1
OG0007379	XP_017888755.1	XP_011171940.2
OG0007380	XP_017875514.1	XP_011161149.1
OG0007381	XP_017893222.2	XP_025987398.1
OG0007382	XP_017889111.1	XP_025991481.1
OG0007383	XP_017883729.1	XP_025986787.1
OG0007384	XP_026666701.1	XP_011160238.2
OG0007385	XP_017887176.1	XP_011161139.2
OG0007386	XP_017885797.1	XP_011163663.1
OG0007387	XP_017879818.1	XP_011159701.1
OG0007388	XP_017881668.1	XP_011171924.2
OG0007389	XP_026674954.1	XP_039304858.1
OG0007390	XP_017892615.1	XP_025987115.1
OG0007391	XP_017882537.1	XP_011163607.1
OG0007392	XP_026667846.1	XP_011157936.1
OG0007394	XP_017875217.1	XP_011172642.2
OG0007395	XP_026671561.1	XP_025994243.1, XP_039306084.1
OG0007396	XP_017893573.1	XP_011162836.2
OG0007397	XP_017883962.1	XP_039305395.1
OG0007398	XP_026667682.1	XP_011155431.2
OG0007399	XP_017876428.1	XP_039314753.1
OG0007400	XP_026672467.1, XP_017886438.1	XP_011165231.1
OG0007401	XP_017887341.1	XP_011165862.1
OG0007402	XP_017890250.1	XP_011161301.1
OG0007403	XP_026674916.1	XP_011162852.1
OG0007404	XP_026674373.1	XP_025991674.1
OG0007405	XP_017882047.1	XP_011171295.2
OG0007406	XP_017893568.1	XP_025986168.2
OG0007407	XP_017888286.1	XP_025993652.1
OG0007408	XP_017883938.1	XP_039302390.1
OG0007409	XP_017878039.1	XP_011164611.1
OG0007410	XP_017890639.1	XP_011156301.1
OG0007411	XP_017889845.1	XP_011174433.1
OG0007412	XP_017878377.1	XP_011168170.2
OG0007413	XP_017892674.1	XP_025995684.2
OG0007414	XP_017888335.1	XP_011158438.1
OG0007415	XP_026666531.1	XP_025989826.2
OG0007416	XP_017874992.1	XP_039314061.1
OG0007417	XP_017876155.1	XP_011175839.1
OG0007418	XP_026669392.1	XP_011165230.1
OG0007419	XP_026667323.1	XP_025990719.1
OG0007420	XP_017891188.1	XP_011171718.1
OG0007421	XP_017879641.1	XP_011159534.1
OG0007422	XP_017893284.1	XP_011161767.1
OG0007423	XP_017885526.1	XP_025986375.1
OG0007425	XP_017890295.1	XP_025993985.1
OG0007426	XP_017876582.1	XP_039308650.1
OG0007427	XP_026668677.1	XP_011161549.1
OG0007428	XP_026670055.1	XP_039307644.1
OG0007429	XP_017887787.1	XP_011155863.2
OG0007430	XP_017880250.1	XP_011168699.1
OG0007431	XP_017886081.1	XP_025989791.1
OG0007432	XP_017878440.1	XP_025991141.1
OG0007433	XP_026674641.1	XP_039305626.1
OG0007434	XP_017880464.1	XP_011168349.1
OG0007435	XP_017884484.1	XP_011169358.1, XP_039315315.1
OG0007436	XP_017876275.1	XP_025986569.1
OG0007437	XP_017878383.1	XP_025986198.1
OG0007438	XP_017881705.1, XP_026670179.1	XP_039305810.1
OG0007439	XP_017892747.1	XP_039307392.1
OG0007440	XP_017881365.1	XP_025993075.1
OG0007441	XP_017879627.1	XP_025993297.2
OG0007442	XP_017880084.1	XP_011162063.2
OG0007443	XP_026668754.1	XP_011158097.2
OG0007444	XP_017893587.1	XP_025988381.1
OG0007445	XP_026669049.1	XP_011167622.2
OG0007446	XP_026675404.1	XP_039309847.1, XP_039309845.1
OG0007447	XP_017887140.1	XP_011162958.1
OG0007448	XP_017888421.1	XP_039302462.1
OG0007449	XP_017876175.1	XP_025988970.2
OG0007450	XP_026672343.1	XP_011159800.1
OG0007451	XP_026672004.1	XP_011166022.2
OG0007452	XP_017892785.1	XP_025986149.1
OG0007453	XP_026672106.1	XP_011161190.1
OG0007454	XP_017887693.1	XP_011173244.1
OG0007455	XP_026673206.1	XP_011173197.1
OG0007456	XP_026668156.1	XP_039301711.1
OG0007457	XP_017880683.1	XP_025995039.1
OG0007459	XP_026667037.1	XP_025994959.1
OG0007460	XP_017881937.2	XP_011161254.1
OG0007461	XP_017888465.1	XP_011164078.1
OG0007462	XP_026668881.1	XP_011165123.1
OG0007463	XP_026675384.1	XP_039307654.1, XP_025989868.2
OG0007464	XP_026672926.1	XP_011159356.2
OG0007465	XP_026672819.1	XP_011162960.1
OG0007466	XP_026675310.1	XP_025986852.2
OG0007467	XP_017882472.1	XP_011168783.1
OG0007468	XP_026674466.1	XP_039301920.1
OG0007469	XP_017893663.1	XP_025988698.1
OG0007470	XP_017892893.1	XP_011155849.2
OG0007471	XP_017886177.1, XP_017886179.1	XP_011155539.2
OG0007472	XP_017886721.1	XP_039313670.1
OG0007473	XP_017877279.1	XP_011168670.2
OG0007474	XP_017876854.1	XP_011162730.1
OG0007475	XP_026668321.1, XP_017877873.2	XP_011157929.1
OG0007477	XP_017876928.1	XP_011166130.1
OG0007478	XP_017876898.1	XP_039305570.1
OG0007479	XP_017880814.1	XP_011164549.1
OG0007480	XP_017876981.1	XP_025995653.1
OG0007481	XP_017890739.1	XP_011159179.1
OG0007482	XP_026673783.1	XP_011163511.1, XP_025992325.1
OG0007483	XP_017876358.1, XP_017876359.1, XP_017888604.1	XP_039312906.1
OG0007484	XP_017879001.1	XP_039307594.1
OG0007485	XP_026667284.1	XP_011166942.1
OG0007486	XP_017879564.1	XP_039305883.1
OG0007487	XP_017882788.1	XP_011166464.2
OG0007488	XP_026669893.1	XP_011157453.1
OG0007489	XP_017886760.1	XP_025995384.1
OG0007490	XP_017878204.1	XP_025989271.2, XP_011157608.2, XP_025989272.2
OG0007491	XP_017879016.1, XP_017879017.1	XP_025991499.1
OG0007492	XP_026670685.1	XP_011156178.2
OG0007493	XP_026675400.1, XP_026675401.1, XP_017892507.1	XP_025987588.2
OG0007494	XP_017890118.1	XP_011169888.2
OG0007495	XP_017875292.1	XP_011158168.2
OG0007496	XP_017891590.1	XP_011173818.1
OG0007497	XP_017875589.2, XP_017883895.1	XP_011170791.1
OG0007498	XP_017880224.1	XP_011162580.1
OG0007499	XP_017887789.1	XP_011162417.1
OG0007500	XP_017879457.1	XP_011157910.2
OG0007501	XP_017881908.1	XP_011170325.1
OG0007502	XP_017877557.1	XP_039313276.1
OG0007503	XP_017891585.1	XP_011167453.2
OG0007504	XP_017892401.2	XP_011172334.1
OG0007505	XP_017878807.1	XP_025992923.1
OG0007506	XP_017883608.1	XP_011170820.1
OG0007507	XP_017877319.1, XP_017890059.1	XP_039304687.1
OG0007508	XP_026669731.1	XP_025987141.1
OG0007509	XP_017880186.1	XP_011162714.2
OG0007510	XP_017891440.1	XP_011165024.1
OG0007511	XP_017891296.1	XP_025987510.2
OG0007512	XP_026671229.1, XP_017883878.1	XP_039311661.1
OG0007513	XP_017890944.1	XP_011161665.1
OG0007514	XP_017882097.1	XP_025992021.1
OG0007515	XP_017889537.1	XP_011155754.1
OG0007516	XP_017879025.1	XP_011174770.1
OG0007517	XP_017884897.1	XP_011156504.1
OG0007518	XP_017881416.1	XP_011172564.1
OG0007519	XP_017890819.1	XP_011158919.2
OG0007521	XP_026672100.1	XP_039303903.1
OG0007522	XP_026669188.1	XP_039303887.1
OG0007523	XP_017887932.1	XP_011172721.1
OG0007524	XP_026670997.1	XP_025997081.2
OG0007525	XP_026674751.1	XP_025991996.1
OG0007526	XP_017879701.2	XP_011162554.2
OG0007527	XP_017883324.1	XP_011156654.1
OG0007528	XP_026673836.1	XP_011159660.1
OG0007529	XP_026666693.1	XP_011158150.2
OG0007530	XP_017888455.1	XP_011159535.3
OG0007531	XP_017877579.1	XP_011173083.1
OG0007532	XP_017885995.1	XP_011164053.1
OG0007533	XP_017879352.1	XP_011158679.1
OG0007534	XP_017881703.1	XP_011173576.1
OG0007535	XP_017888222.1	XP_025992959.1
OG0007536	XP_017884393.1	XP_025996094.1
OG0007537	XP_017893018.1	XP_011175665.3
OG0007538	XP_017884034.1	XP_011158196.2
OG0007539	XP_017886845.1	XP_039315725.1
OG0007540	XP_026670451.1	XP_039307152.1
OG0007541	XP_017893149.1	XP_011158572.1
OG0007542	XP_017893163.1	XP_011162816.3
OG0007543	XP_017882718.2, XP_017891571.1	XP_011170158.3, XP_039315460.1
OG0007544	XP_017887884.1	XP_025987352.2
OG0007545	XP_017889435.1	XP_011166054.1, XP_011166053.1
OG0007546	XP_026673257.1	XP_039303836.1, XP_039303829.1, XP_039303832.1
OG0007547	XP_017875330.1	XP_011171937.1, XP_011171938.1, XP_039302389.1, XP_039302388.1
OG0007548	XP_017877555.1	XP_011161715.1
OG0007550	XP_017880219.1	XP_011167023.1
OG0007551	XP_026675624.1	XP_011158928.2
OG0007552	XP_026670877.1	XP_039312886.1
OG0007553	XP_026673540.1	XP_011163241.2
OG0007554	XP_017883934.1	XP_025995451.2
OG0007555	XP_026671171.1	XP_039315464.1, XP_025996383.2
OG0007556	XP_017891966.2	XP_039312440.1, XP_039312437.1
OG0007558	XP_017883087.1	XP_039303257.1
OG0007560	XP_017880477.1	XP_011162756.1
OG0007561	XP_017883801.1, XP_017881186.1	XP_011159290.1
OG0007562	XP_026673614.1	XP_011165671.2
OG0007563	XP_017886690.1	XP_011167733.2
OG0007564	XP_026667637.1	XP_011171862.2
OG0007565	XP_017887552.1	XP_039310975.1
OG0007566	XP_017881333.1, XP_017881350.1, XP_017881342.1	XP_011171022.1
OG0007567	XP_017876308.1	XP_039306589.1, XP_039306590.1, XP_039306587.1, XP_039306588.1
OG0007568	XP_017892185.1	XP_039310067.1, XP_011162704.1
OG0007569	XP_017887794.1	XP_011161908.1, XP_025985972.1
OG0007570	XP_017884428.1	XP_011158624.1
OG0007572	XP_017882827.1, XP_017883300.1, XP_017876253.1	XP_039302761.1, XP_039302796.1, XP_039311836.1
OG0007573	XP_017890239.1	XP_025990533.1, XP_011159391.1, XP_011159390.1, XP_011159393.1, XP_011159392.1, XP_025990531.1
OG0007574	XP_017877232.1	XP_011156309.1
OG0007575	XP_026669494.1	XP_039309302.1
OG0007576	XP_026675416.1, XP_026675413.1, XP_017892414.1	XP_011166352.1
OG0007577	XP_026674758.1	XP_011176126.1
OG0007578	XP_017881642.1	XP_039308237.1
OG0007579	XP_026669345.1	XP_025996734.1, XP_039304326.1
OG0007580	XP_026675333.1, XP_017892269.1, XP_017892267.1	XP_011163365.1
OG0007581	XP_017890396.1	XP_011162465.1
OG0007582	XP_017889292.1	XP_011168911.1
OG0007583	XP_017886612.1	XP_011160570.2
OG0007584	XP_017876944.1	XP_011171907.1, XP_011171902.1, XP_025989588.1, XP_025989587.1
OG0007585	XP_017883948.1, XP_026671289.1	XP_011165706.2, XP_025988426.1, XP_011165703.1, XP_025988428.1, XP_025988424.2, XP_039305885.1, XP_011165702.2
OG0007586	XP_017889400.1	XP_039314696.1
OG0007587	XP_026670511.1	XP_025993801.2, XP_025993802.2
OG0007588	XP_026671370.1	XP_011173360.1
OG0007590	XP_017891580.1	XP_025990870.1
OG0007592	XP_026666644.1	XP_025988643.1, XP_039315678.1
OG0007593	XP_017881177.2	XP_011171011.1
OG0007594	XP_026675285.1	XP_039311085.1
OG0007595	XP_026675319.1, XP_026675315.1	XP_011162177.1
OG0007596	XP_026669283.1	XP_025993049.1
OG0007597	XP_017883981.1	XP_011162401.1
OG0007598	XP_017880860.1	XP_011169463.1
OG0007602	XP_026673599.1	XP_025994126.2, XP_039313957.1, XP_025997509.2, XP_025997510.2, XP_039312534.1, XP_039312539.1, XP_039312535.1, XP_039310899.1, XP_039310202.1, XP_039312536.1, XP_039312537.1, XP_039312538.1, XP_039308366.1
OG0007604	XP_017889577.1	XP_011156720.1
OG0007606	XP_017880246.1	XP_011158151.1
OG0007607	XP_017879715.1	XP_011163784.1
OG0007608	XP_017884201.1	XP_011167194.2
OG0007609	XP_026670502.1	XP_011168582.2
OG0007610	XP_026672018.1, XP_026672928.1	XP_011159666.2
OG0007611	XP_017884180.1	XP_039306275.1
OG0007613	XP_026667093.1	XP_025989976.1
OG0007614	XP_026670485.1	XP_025989805.2
OG0007615	XP_017875244.1	XP_011175131.2
OG0007616	XP_017893362.1	XP_011164126.1
OG0007618	XP_026670272.1	XP_011161420.1
OG0007619	XP_017879326.1	XP_011161044.1
OG0007620	XP_017890266.2	XP_039311048.1
OG0007621	XP_026674765.1	XP_011169315.1
OG0007622	XP_017876794.1	XP_011175306.1
OG0007623	XP_017892081.1	XP_039308705.1, XP_039308379.1
OG0007624	XP_026672912.1	XP_039306910.1
OG0007625	XP_017880005.1	XP_011170662.1
OG0007626	XP_026667497.1, XP_026667498.1	XP_011173733.1
OG0007627	XP_017887570.1	XP_039313073.1
OG0007628	XP_017883128.1	XP_011169244.1
OG0007629	XP_017879850.1	XP_011169745.2
OG0007630	XP_017876205.1	XP_011163713.1
OG0007631	XP_017879725.1	XP_039307988.1
OG0007632	XP_017891903.1	XP_025995065.1
OG0007633	XP_017887973.1	XP_011176148.1
OG0007634	XP_017885331.1	XP_011162238.1
OG0007635	XP_017889512.1	XP_011166905.2
OG0007636	XP_017883470.1	XP_011174008.1
OG0007637	XP_017883477.1	XP_011163270.1
OG0007638	XP_017880449.1	XP_025992653.2
OG0007639	XP_017886470.1	XP_011157594.1
OG0007640	XP_026670375.1	XP_011164813.1
OG0007642	XP_026671634.1	XP_025991440.1
OG0007643	XP_017886666.2	XP_011172340.2
OG0007644	XP_017877571.1, XP_026668164.1	XP_011161182.1
OG0007646	XP_017892769.1	XP_011165061.1
OG0007647	XP_017885475.1	XP_011161196.1
OG0007648	XP_017884304.1, XP_017888941.1	XP_025988075.1
OG0007649	XP_017884479.1	XP_011159675.1
OG0007650	XP_017875967.1	XP_025992702.2
OG0007651	XP_026673260.1	XP_039309190.1
OG0007653	XP_017876826.1	XP_011172141.1
OG0007654	XP_017877678.1	XP_011167278.1
OG0007655	XP_017891661.1	XP_011165609.1
OG0007656	XP_026667967.1	XP_011155596.1
OG0007657	XP_026670475.1	XP_011159281.1
OG0007658	XP_017883271.1	XP_011161790.1
OG0007659	XP_017881337.1	XP_011163147.3
OG0007661	XP_026675257.1	XP_011155343.2
OG0007662	XP_026673748.1	XP_011164331.1
OG0007664	XP_017885402.1	XP_011160351.1
OG0007665	XP_017891515.1	XP_039310941.1
OG0007667	XP_026672665.1	XP_025989654.2
OG0007668	XP_017882524.1	XP_039311604.1
OG0007669	XP_026671025.1	XP_011158445.1
OG0007670	XP_017892054.1	XP_011155435.2
OG0007671	XP_017878222.1	XP_011172120.1
OG0007672	XP_017888763.1	XP_039302747.1, XP_011172517.2
OG0007675	XP_017888984.1	XP_011168085.1
OG0007676	XP_017880970.1	XP_025988216.1
OG0007677	XP_017888311.1	XP_011168971.1
OG0007678	XP_017891164.1	XP_011156354.2
OG0007679	XP_017883331.1	XP_011169215.1
OG0007680	XP_026669452.1	XP_011160368.1
OG0007681	XP_017875039.1	XP_011163982.1, XP_039302248.1
OG0007682	XP_017876894.1	XP_011158731.2
OG0007683	XP_017887692.1	XP_011162927.1
OG0007684	XP_017890179.1	XP_011159422.1
OG0007685	XP_017882314.1	XP_025989461.1
OG0007686	XP_017890941.1	XP_011158705.2
OG0007687	XP_026673224.1	XP_011171048.1
OG0007688	XP_017888262.1	XP_039308483.1
OG0007689	XP_026671001.1	XP_011157460.1
OG0007690	XP_017892546.1	XP_011165805.1
OG0007691	XP_026671434.1	XP_025986044.1
OG0007692	XP_017882666.1	XP_011175942.1
OG0007695	XP_017888566.1	XP_011158055.1
OG0007696	XP_017881287.1	XP_011159298.2
OG0007698	XP_017886363.1	XP_025988470.1
OG0007699	XP_017875928.1	XP_025990383.2
OG0007700	XP_026671710.1	XP_011167063.1
OG0007701	XP_017876560.1	XP_025994532.2
OG0007702	XP_017887847.1	XP_011163151.1
OG0007704	XP_026674972.1, XP_017891503.1	XP_011163928.2
OG0007705	XP_017879988.1	XP_011165547.1
OG0007706	XP_017887512.1	XP_011160957.1
OG0007707	XP_017891271.1	XP_011166862.1, XP_011166863.1
OG0007708	XP_017892779.1	XP_011158926.2
OG0007709	XP_017879540.1	XP_011171228.2
OG0007711	XP_017878737.1	XP_039309483.1
OG0007713	XP_017891449.1	XP_011163944.2
OG0007714	XP_026666880.1	XP_011169412.2
OG0007715	XP_017892251.1	XP_011170116.1
OG0007716	XP_017889836.1	XP_039312171.1
OG0007717	XP_017884789.1	XP_025991181.2
OG0007718	XP_026672565.1	XP_025992510.2
OG0007719	XP_026671723.1	XP_025995853.1
OG0007720	XP_017888964.1	XP_039307582.1
OG0007721	XP_026672885.1, XP_026672884.1	XP_011159991.2
OG0007722	XP_017893333.1	XP_011173662.1
OG0007723	XP_017887503.1	XP_011162467.1
OG0007724	XP_026668445.1	XP_025992678.2
OG0007725	XP_017877868.1	XP_011171223.1
OG0007726	XP_017882322.1, XP_017882316.1	XP_011170935.1
OG0007728	XP_017875537.1	XP_011161172.2
OG0007730	XP_017892056.1	XP_011159709.1
OG0007731	XP_017877924.1	XP_011162136.1
OG0007732	XP_017876700.1	XP_025989769.1
OG0007733	XP_017884461.1	XP_011175482.2
OG0007734	XP_017887882.1	XP_025988723.1
OG0007735	XP_017883378.1	XP_039313304.1
OG0007736	XP_017881799.1	XP_025990137.1
OG0007737	XP_017887733.1	XP_011156220.2
OG0007738	XP_017875706.1	XP_011165935.1
OG0007739	XP_017890692.1	XP_025988473.1
OG0007740	XP_017881331.1	XP_011163898.2
OG0007741	XP_026668199.1	XP_025994810.2
OG0007743	XP_017892448.1	XP_011162452.1
OG0007744	XP_017885643.1	XP_011172637.1
OG0007745	XP_026675137.1	XP_025993013.2
OG0007746	XP_017890182.1	XP_011159432.1
OG0007747	XP_026668475.1	XP_011167742.1
OG0007748	XP_026672829.1	XP_039311361.1
OG0007749	XP_026667239.1	XP_011165852.1, XP_011165854.1, XP_039304733.1, XP_011165853.1
OG0007750	XP_017877148.1	XP_025993042.1
OG0007751	XP_017883612.1	XP_011167397.2
OG0007752	XP_017880020.1	XP_039303476.1
OG0007753	XP_017893352.2, XP_026669409.1	XP_025986584.1
OG0007754	XP_017887855.1	XP_039310877.1
OG0007756	XP_026674317.1	XP_011170173.2
OG0007757	XP_017877219.1	XP_025991574.1
OG0007758	XP_017880199.1	XP_011156565.1
OG0007761	XP_026675628.1	XP_011162511.1, XP_039310593.1
OG0007762	XP_017879343.1	XP_025989376.2
OG0007763	XP_017892278.1	XP_025990729.1
OG0007764	XP_017879138.1	XP_011165126.1
OG0007766	XP_026674499.1	XP_011157258.1, XP_011172231.1, XP_025997022.1, XP_039313016.1, XP_011171621.1, XP_011171612.1, XP_011171644.1
OG0007768	XP_017882298.1	XP_011176204.1
OG0007769	XP_026673322.1	XP_011161249.1
OG0007771	XP_026668920.1	XP_011172150.1
OG0007772	XP_017887930.1	XP_039314354.1
OG0007773	XP_017876796.1	XP_039305054.1
OG0007774	XP_017877896.1	XP_011173420.1
OG0007775	XP_017890086.1	XP_039314774.1
OG0007776	XP_017877696.1	XP_011158053.1
OG0007778	XP_017882478.1	XP_039310531.1
OG0007779	XP_017883772.1	XP_039303156.1
OG0007780	XP_017888554.2	XP_025986668.2
OG0007781	XP_017876448.1	XP_011160604.2
OG0007782	XP_017879601.1	XP_011162643.2
OG0007783	XP_026673324.1	XP_039306169.1, XP_039306168.1
OG0007784	XP_017892740.1	XP_011157713.1
OG0007785	XP_017883020.1	XP_011173318.1
OG0007786	XP_026674841.1	XP_039313656.1
OG0007787	XP_017887539.1	XP_025997320.1
OG0007788	XP_026667666.1	XP_011160683.1
OG0007789	XP_017885515.1	XP_011173409.2
OG0007790	XP_017892247.1	XP_025987316.1
OG0007791	XP_017890456.1	XP_011156897.1
OG0007792	XP_017881794.2	XP_011175431.1
OG0007793	XP_026666819.1, XP_026666818.1, XP_026666817.1	XP_011164140.2
OG0007794	XP_017891559.1	XP_011161921.2
OG0007795	XP_017880990.1	XP_025993447.2
OG0007796	XP_017880118.1	XP_011173638.1
OG0007798	XP_017889862.1	NP_001291533.1
OG0007799	XP_017875556.1	XP_011175177.1
OG0007800	XP_017892433.1	XP_011163902.1
OG0007801	XP_017886821.1	XP_011158247.1
OG0007802	XP_017887261.1	XP_011159360.2
OG0007803	XP_017889581.1	XP_011167870.1
OG0007804	XP_017883998.1	XP_025986811.1
OG0007805	XP_017877606.1	XP_011162447.2
OG0007806	XP_026669444.1, XP_017893243.1	XP_011162439.2
OG0007808	XP_017887154.1	XP_025995118.1
OG0007809	XP_026673702.1	XP_011157071.2
OG0007810	XP_017884487.1	XP_011172315.2
OG0007811	XP_017887589.1	XP_011160111.2
OG0007812	XP_017875100.1	XP_011163577.1
OG0007813	XP_017885013.1	XP_011157330.2
OG0007814	XP_017875513.1	XP_039313288.1
OG0007815	XP_017891823.1	XP_039306774.1
OG0007816	XP_017875792.1	XP_011165736.1
OG0007817	XP_017881899.1	XP_011171995.1
OG0007818	XP_017877122.1	XP_011164211.2
OG0007819	XP_017892376.1	XP_011162449.1
OG0007820	XP_017883710.1	XP_011159540.1
OG0007821	XP_017883596.1	XP_011170858.2
OG0007822	XP_026666657.1	XP_011162675.1
OG0007823	XP_017893210.1	XP_025987192.1
OG0007824	XP_017888000.1	XP_039314371.1
OG0007827	XP_017881139.1, XP_026669859.1	XP_025987241.2, XP_039302145.1
OG0007828	XP_017883485.2	XP_039302417.1
OG0007829	XP_017880172.1	XP_039304091.1
OG0007830	XP_017875807.1	XP_011158792.1
OG0007831	XP_026673082.1	XP_011162941.1
OG0007832	XP_026672118.1	XP_011156758.1
OG0007833	XP_017881912.2	XP_011171947.2
OG0007834	XP_017885914.1	XP_011167727.2
OG0007835	XP_017882567.1	XP_011155736.1
OG0007836	XP_017893548.1	XP_011158122.1
OG0007837	XP_017892677.1	XP_011167088.1
OG0007838	XP_026668550.1	XP_039308639.1
OG0007839	XP_017875879.1	NP_001291527.1
OG0007840	XP_017883575.1	XP_011172381.2
OG0007841	XP_017888733.1	XP_011168768.1
OG0007843	XP_017875943.1	XP_011168594.1
OG0007844	XP_017887186.1	XP_011159903.2
OG0007845	XP_017891719.1	XP_011165608.1
OG0007846	XP_017877086.1	XP_039314580.1, XP_025987010.1, XP_039314582.1
OG0007847	XP_017878463.1	XP_025986220.2
OG0007848	XP_026673270.1	XP_011169751.2
OG0007849	XP_017891848.1	XP_011164264.2
