Orthogroup	Ceratina_calcarata	Nasonia_vitripennis
OG0007991	XP_017877923.1	XP_003427507.1
OG0007992	XP_017880414.1	XP_031780339.1
OG0007995	XP_017885613.1	XP_001603842.3
OG0007996	XP_017889306.1, XP_017892144.2	XP_016845654.1
OG0007997	XP_017884105.1	XP_001607242.2
OG0007998	XP_026674267.1, XP_026674269.1	XP_008204104.1
OG0008002	XP_017876713.1	XP_031779196.1
OG0008003	XP_017882081.1	XP_001602214.2
OG0008005	XP_026667952.1	XP_016844891.1
OG0008006	XP_017880222.1	XP_001603332.2
OG0008008	XP_017875490.1	XP_008206807.1
OG0008010	XP_017884757.1	XP_001600497.1
OG0008011	XP_017877467.1	XP_016837853.1
OG0008012	XP_026672477.1	XP_031787560.1, XP_032456324.1
OG0008013	XP_017888981.1	XP_031780151.1
OG0008014	XP_017880014.1	XP_031783707.1
OG0008015	XP_017884228.1	XP_001604287.2
OG0008017	XP_026675375.1	XP_008215484.1
OG0008019	XP_017890046.1	NP_001136158.1
OG0008020	XP_017884667.1	XP_001603009.1
OG0008021	XP_017883487.2	NP_001127784.2, XP_008212395.1
OG0008022	XP_026668644.1	XP_001604964.1
OG0008023	XP_017893350.1, XP_026666761.1	XP_008217540.1
OG0008027	XP_017890524.1	XP_016837986.1
OG0008028	XP_026675322.1	XP_031782315.1
OG0008030	XP_017876751.1	XP_008203760.1, XP_032453979.1
OG0008032	XP_017893107.1	XP_016837114.1
OG0008033	XP_017876608.1	XP_031784334.1
OG0008035	XP_017879495.1	XP_031787553.1
OG0008038	XP_026674571.1, XP_026674574.1	XP_031789488.1, XP_031789483.1
OG0008039	XP_017885548.1	NP_001135881.1
OG0008040	XP_017875355.1	XP_031777262.1, XP_031777265.1
OG0008041	XP_017874998.1, XP_026666833.1	XP_003425372.1
OG0008042	XP_017875219.1	XP_031788912.1
OG0008044	XP_017892690.1	XP_032452021.1
OG0008046	XP_026674175.1, XP_026674177.1, XP_026674176.1	XP_001605660.1
OG0008047	XP_017886060.1	XP_008203366.1
OG0008049	XP_017886886.1	XP_001606078.1
OG0008053	XP_017881632.2	NP_001153404.1, XP_031778332.1
OG0008055	XP_017876726.1	XP_031783274.1
OG0008058	XP_026667187.1	NP_001123219.2
OG0008060	XP_017881861.1	XP_003425025.1
OG0008061	XP_026671623.1	XP_001608024.2, XP_003424578.1
OG0008062	XP_017893406.1	XP_031784676.1
OG0008063	XP_017883344.1	XP_032456941.1
OG0008064	XP_026671867.1	XP_008216966.1
OG0008065	XP_017891120.1	XP_016838513.1
OG0008066	XP_017891821.1	XP_031783751.2
OG0008068	XP_017878189.1	XP_016845236.2
OG0008069	XP_017883341.1	XP_003424582.1
OG0008070	XP_017886688.1	XP_008216369.1
OG0008071	XP_017876429.1	XP_008217805.1
OG0008074	XP_017884442.1	XP_003424540.1
OG0008075	XP_017881450.1, XP_017881449.1	XP_001603144.2
OG0008076	XP_026674996.1	XP_001601833.1
OG0008077	XP_017875031.1	XP_003424441.1
OG0008078	XP_017876907.1	XP_001603280.1
OG0008079	XP_017879184.1	XP_008213414.1
OG0008081	XP_017890690.1	XP_031784981.1
OG0008084	XP_017875227.1	XP_001602858.1
OG0008085	XP_017888332.1, XP_017888331.1	XP_001606856.1
OG0008086	XP_026667388.1	XP_001602403.1
OG0008087	XP_026671621.1	XP_031780482.1, XP_032451741.1, XP_008208196.1, XP_008208195.1, XP_032451742.1
OG0008088	XP_026667377.1	XP_008210398.1
OG0008089	XP_017892675.1	XP_031783268.2
OG0008090	XP_017891461.1	XP_001602976.1
OG0008091	XP_026674331.1	XP_031785762.1
OG0008092	XP_026674179.1	XP_003426648.1
OG0008093	XP_026673624.1	XP_031783343.1
OG0008094	XP_017879757.1	XP_003426333.1
OG0008099	XP_017891635.1	XP_008205428.1, NP_001161252.1
OG0008100	XP_017891833.1	XP_016844817.1
OG0008101	XP_017891681.1	XP_016840843.1
OG0008103	XP_017877474.1, XP_026668090.1, XP_017877473.1	XP_001599705.1
OG0008106	XP_017878053.1	XP_001604702.1
OG0008108	XP_017883185.1	XP_031781695.1
OG0008114	XP_017884482.1	XP_031782162.1
OG0008115	XP_017878990.1	XP_031779655.1
OG0008116	XP_017888602.1	XP_031779678.1
OG0008117	XP_017882160.1	XP_031786763.1
OG0008119	XP_017887816.1	XP_008216686.1, XP_032453958.1
OG0008120	XP_017892479.1	XP_003427376.1
OG0008121	XP_026670224.1	XP_031780955.1
OG0008122	XP_017876537.1	XP_031780566.1
OG0008124	XP_017877238.1	XP_001602562.2, XP_008210371.2
OG0008125	XP_017891191.1	XP_008203221.1
OG0008127	XP_017882583.1	XP_008202277.2
OG0008128	XP_017886569.1	XP_001607357.1
OG0008130	XP_017890320.1	XP_008215743.1
OG0008131	XP_026670467.1	XP_032453025.1
OG0008133	XP_017876172.1	XP_031780163.2
OG0008135	XP_017875027.1	XP_008205729.1
OG0008136	XP_017884060.1	XP_003426380.1
OG0008137	XP_017879387.1	XP_016844855.1
OG0008138	XP_017881269.1	XP_016843855.1
OG0008140	XP_017887540.1	NP_001161255.1
OG0008142	XP_017882418.1	XP_003427098.1
OG0008143	XP_017892891.1	XP_016839454.1
OG0008144	XP_017882594.1	NP_001136030.1
OG0008146	XP_017886124.1	XP_031787713.1
OG0008147	XP_017893277.1	XP_008206246.1, XP_001603585.2
OG0008148	XP_017880153.1	XP_003425850.1
OG0008149	XP_017888512.1	XP_016843064.1, XP_003426112.1
OG0008150	XP_017884793.1	XP_016839540.1, XP_031782367.1
OG0008151	XP_017889567.1	XP_032457741.1
OG0008152	XP_026674363.1	XP_016842882.1, XP_016842881.1, XP_008204100.1, XP_031784982.1
OG0008153	XP_017878638.1	XP_008207863.1
OG0008154	XP_017892514.1	XP_031776886.1
OG0008155	XP_017893032.1	XP_003424423.1
OG0008156	XP_026674489.1	XP_003427295.1, XP_003427296.1, XP_016839912.1, XP_032454405.1, XP_032454404.1
OG0008157	XP_017880695.1, XP_017880694.1, XP_017880693.1	XP_003424112.1
OG0008158	XP_017885572.1	XP_032452215.1
OG0008159	XP_017878182.1	XP_003426693.1
OG0008160	XP_017887899.1, XP_017886214.1	XP_008208597.1
OG0008161	XP_017876540.1	NP_001136349.1
OG0008163	XP_017881005.1	XP_001600336.1
OG0008164	XP_017878395.1	XP_001603866.2
OG0008165	XP_017875860.1	XP_031780653.1
OG0008167	XP_017892658.2	XP_031788189.1
OG0008168	XP_017877059.1	XP_032452607.1
OG0008169	XP_026672440.1	XP_001603707.2
OG0008170	XP_017889195.2, XP_017877243.1	XP_016839348.1, XP_016839347.1, XP_008203897.1
OG0008172	XP_017883021.1	XP_008211200.1
OG0008173	XP_017888937.1	XP_003425153.1
OG0008174	XP_017889055.1	XP_031787085.1
OG0008175	XP_017887557.1	XP_032455106.1, XP_003427668.1
OG0008176	XP_026673665.1	XP_031779012.1, XP_008209631.1
OG0008178	XP_026671297.1	XP_003425907.1
OG0008179	XP_026673492.1	XP_031780609.1
OG0008180	XP_026673091.1	XP_003427408.1
OG0008181	XP_026667943.1	XP_031777070.1, XP_031777066.1, XP_031777071.1
OG0008182	XP_026671407.1	XP_001602481.3
OG0008183	XP_017881011.1	XP_031785996.1
OG0008184	XP_017885105.1, XP_017885104.1, XP_017885106.1	XP_031782889.1
OG0008185	XP_017880324.1	XP_031789082.1, XP_016844020.1, XP_032455019.1, XP_001603767.1
OG0008186	XP_026666574.1, XP_017893325.1	XP_031782279.1, XP_032453798.1
OG0008187	XP_017891945.1	XP_016845937.1, XP_008215233.1, XP_031777195.1
OG0008188	XP_017875888.1	XP_031787742.1
OG0008189	XP_026672187.1	XP_016843906.1
OG0008198	XP_017892820.1, XP_017887383.1	XP_001607808.1
OG0008199	XP_026667434.1	XP_008213564.1
OG0008201	XP_026668511.1	XP_031787050.1
OG0008202	XP_017889411.2	XP_001600330.1
OG0008203	XP_026667459.1	NP_001156898.1
OG0008204	XP_017876251.1	XP_001605168.1
OG0008205	XP_026674188.1	XP_003427259.1
OG0008206	XP_017877429.1	XP_001605749.2
OG0008208	XP_026672994.1	XP_003426587.1
OG0008209	XP_017885348.1	XP_001606126.1
OG0008210	XP_026675127.1	XP_016840165.2
OG0008211	XP_026666613.1	XP_031783834.1
OG0008212	XP_017875654.1	XP_032452403.1
OG0008213	XP_017876815.1	NP_001127801.1
OG0008214	XP_017891253.1	XP_016839593.1
OG0008215	XP_017880979.1	XP_001607301.1
OG0008219	XP_017886436.1	XP_001606250.2
OG0008220	XP_017888697.1	XP_008203461.1
OG0008221	XP_017877890.1	NP_001127794.1, XP_008202520.1
OG0008223	XP_017887630.1	XP_031778811.1
OG0008224	XP_017890914.1	XP_001605276.2
OG0008226	XP_017890625.1	XP_008210880.1
OG0008227	XP_017886496.1	XP_003423809.1
OG0008228	XP_017888155.2	XP_016838840.1
OG0008229	XP_026672874.1, XP_026672873.1	XP_031783206.1
OG0008230	XP_026673058.1	XP_003424253.1
OG0008231	XP_017882837.2	XP_016836835.2
OG0008234	XP_017881009.1	XP_001606519.1
OG0008235	XP_026667750.1, XP_026667747.1	XP_003425761.1
OG0008237	XP_026674586.1	XP_031782309.1
OG0008238	XP_017885658.1	XP_001604070.1
OG0008239	XP_017888017.1	XP_016839624.1
OG0008243	XP_026666477.1	XP_001607972.2
OG0008246	XP_026668349.1	XP_001605776.2
OG0008247	XP_026674963.1	XP_031786810.1
OG0008248	XP_017892465.1	XP_001602275.1
OG0008249	XP_017884049.1	XP_016844710.1, NP_001127804.1
OG0008251	XP_026671443.1, XP_026669285.1	XP_008203283.1
OG0008254	XP_017875869.1	XP_001605037.2
OG0008255	XP_017875232.2	XP_008201876.1
OG0008257	XP_017885880.1	XP_008202080.1
OG0008258	XP_017884912.1	XP_016837500.1, XP_016837501.1
OG0008259	XP_017889401.1	XP_001603870.1
OG0008260	XP_026670125.1	XP_031781547.1
OG0008261	XP_017881400.1	XP_016840429.1, XP_016840428.1
OG0008262	XP_026671200.1	XP_031787875.1
OG0008263	XP_026670605.1	XP_032456358.1
OG0008266	XP_017887535.1	XP_008213678.1
OG0008267	XP_017884492.1	XP_008202719.1, XP_003424783.1
OG0008270	XP_017892937.1, XP_017884069.1	XP_003424136.1
OG0008273	XP_017892914.1	XP_016839996.1
OG0008274	XP_026668799.1	XP_008215227.1
OG0008276	XP_017882190.1	XP_008209268.1
OG0008279	XP_017886998.1	NP_001161364.1
OG0008283	XP_017888168.1	NP_001166086.1
OG0008285	XP_017884997.1	XP_001605398.2
OG0008287	XP_017888985.1	XP_001599638.1
OG0008290	XP_017892554.1	XP_008209252.1
OG0008291	XP_026668002.1	XP_001604465.2
OG0008292	XP_026672401.1	XP_016842409.1
OG0008293	XP_026673090.1	XP_008210903.1
OG0008294	XP_017889018.1	XP_003427982.1
OG0008296	XP_026670385.1	XP_008204156.1
OG0008298	XP_017886979.1	XP_001607374.2
OG0008300	XP_017887185.1	XP_016841173.1, XP_001606130.2
OG0008301	XP_017886216.1	XP_016845360.1, XP_001607986.1
OG0008303	XP_017875049.1	XP_008206319.1
OG0008305	XP_017877584.1	XP_016840334.1
OG0008306	XP_017890557.1	NP_001153243.1
OG0008307	XP_017885697.1	XP_031787503.1
OG0008310	XP_026666756.1, XP_026666757.1, XP_026666758.1	XP_001600315.1
OG0008313	XP_017891186.1	XP_008208571.1, NP_001234886.1, NP_001165829.1, XP_031783358.1
OG0008314	XP_017875397.1	XP_001600665.1, XP_031784774.1
OG0008315	XP_017879388.1	XP_001602474.2
OG0008316	XP_017893167.1, XP_017893168.1	XP_003425678.1
OG0008317	XP_017892599.1	XP_016841418.1
OG0008318	XP_017877541.1	XP_003424368.1
OG0008320	XP_026673335.1	XP_032455416.1
OG0008321	XP_017890644.1	XP_008208149.1
OG0008322	XP_026673478.1, XP_017888392.1	XP_001605785.1, XP_016838312.1
OG0008324	XP_017882263.1, XP_026670362.1	XP_032451927.1
OG0008325	XP_017877789.1	XP_032454029.1
OG0008327	XP_017891799.1	XP_003426916.2
OG0008328	XP_026671507.1	XP_031781366.1
OG0008329	XP_017890142.1	XP_031786323.1
OG0008330	XP_017879649.1	XP_001606234.1
OG0008331	XP_017880676.1	XP_008212482.1
OG0008335	XP_026673843.1	XP_016842873.1
OG0008336	XP_017879327.1	XP_008213607.1
OG0008337	XP_017890612.1	XP_016842387.1, XP_032456470.1
OG0008338	XP_017880057.1	XP_031788137.1
OG0008340	XP_026673172.1	XP_016841937.1
OG0008342	XP_017884264.1	XP_001608168.1
OG0008343	XP_017880565.1	XP_016842619.1, XP_008202669.1
OG0008344	XP_017880543.1	XP_016843788.1
OG0008345	XP_017877418.1	XP_008217798.1
OG0008346	XP_017886675.1	XP_031788403.1, XP_031788405.1
OG0008347	XP_017876801.1, XP_017876802.1	XP_031777712.1
OG0008348	XP_017879298.1	XP_016843263.1
OG0008349	XP_026668916.1	XP_003425416.1
OG0008350	XP_017877872.1	XP_001604273.3
OG0008353	XP_017893235.1	XP_032456162.1, XP_031787632.1, XP_031787631.1
OG0008354	XP_017891133.1	XP_001602812.2
OG0008356	XP_026668444.1	XP_016843523.2
OG0008357	XP_017885673.1	XP_003426972.2
OG0008359	XP_026669834.1, XP_017881123.1	XP_008217281.1, XP_031788141.1
OG0008360	XP_017875457.1	XP_031786934.1
OG0008364	XP_017877328.1, XP_017877329.1	XP_008204871.1
OG0008365	XP_026669408.1	XP_008215462.1
OG0008366	XP_026670803.1, XP_026669196.1	XP_008206614.1
OG0008367	XP_017888029.2, XP_026674369.1	XP_031784457.1, XP_031784460.1
OG0008370	XP_026669932.1, XP_026669933.1, XP_026669934.1, XP_026669935.1	XP_008208120.1
OG0008371	XP_026670273.1	XP_031786564.1
OG0008372	XP_017876446.1	XP_031787828.1
OG0008373	XP_017892092.1	XP_003424318.1
OG0008375	XP_017884373.1	XP_001602834.3
OG0008376	XP_017886305.1	XP_001603346.2
OG0008381	XP_017878646.2	XP_031786891.1
OG0008382	XP_017884499.1	XP_008202731.1
OG0008383	XP_017879803.1	XP_001605594.1
OG0008385	XP_017887391.1	XP_016841717.1
OG0008386	XP_026670363.1	XP_001607145.3
OG0008387	XP_017878284.1	NP_001153388.1, XP_001605175.1
OG0008388	XP_017877309.2	XP_008215381.1, XP_008215382.1
OG0008389	XP_017877139.1	XP_031780770.1, XP_031780771.1
OG0008390	XP_017875044.2	XP_001599396.1
OG0008392	XP_017875665.2	XP_031785439.1
OG0008393	XP_026667933.1, XP_017877199.1	XP_032457530.1, XP_032457536.1
OG0008405	XP_017889381.1	XP_016840673.1
OG0008406	XP_026673735.1	XP_001604857.1
OG0008411	XP_026669314.1	XP_003427561.2
OG0008412	XP_026674834.1	XP_031788540.1, XP_016841668.1
OG0008413	XP_017889579.1	XP_001602151.2
OG0008414	XP_017883730.1	XP_016839260.1, XP_003426034.1
OG0008415	XP_017886890.1	XP_001603808.1
OG0008417	XP_017879862.1	XP_001600416.1
OG0008419	XP_017886769.1, XP_017886772.1	XP_003425089.1
OG0008423	XP_017882516.1	XP_001604482.1
OG0008424	XP_026673979.1	XP_008215349.1
OG0008425	XP_017880214.1	XP_003424340.1
OG0008429	XP_017876950.1	XP_001604088.1
OG0008431	XP_017885404.1	XP_008202251.1
OG0008432	XP_017883422.1	XP_031780131.1
OG0008434	XP_017887752.1	XP_031786237.1
OG0008435	XP_017893162.1	XP_008210367.1
OG0008436	XP_026674016.1	XP_016845320.1
OG0008437	XP_026666641.1, XP_026666639.1	XP_008210644.1
OG0008438	XP_017875297.1	XP_008203946.1
OG0008439	XP_017881467.1	XP_008204748.1
OG0008440	XP_017892335.1	XP_032456203.1
OG0008441	XP_017893490.1	XP_003424847.2
OG0008443	XP_017889687.1	XP_001607698.1
OG0008444	XP_026667151.1	XP_008215951.1, XP_003424605.1
OG0008445	XP_017882598.1	XP_001602454.2
OG0008446	XP_017887118.1	XP_008205164.1
OG0008449	XP_017880225.1	XP_032457619.1
OG0008450	XP_017893313.1, XP_017893310.1	XP_008210014.1
OG0008457	XP_017875409.1	XP_001606634.3
OG0008460	XP_017892135.1	XP_031778479.1
OG0008461	XP_026673396.1	XP_031782642.1
OG0008462	XP_017878469.1	XP_016845041.1
OG0008464	XP_026671296.1, XP_017883761.1	XP_008204446.1
OG0008466	XP_026674621.1	XP_001603675.1, XP_031786905.1, XP_031786906.1
OG0008467	XP_026670985.1	XP_016836662.1
OG0008468	XP_017882821.1	XP_016836884.1
OG0008470	XP_017888167.2	XP_016838106.1
OG0008472	XP_026669656.1	XP_003424057.1
OG0008473	XP_026675635.1	XP_001607003.1
OG0008474	XP_017879780.1	XP_003426904.1
OG0008475	XP_017886739.1, XP_017886740.1	XP_031783657.1
OG0008476	XP_026672221.1	XP_031786227.1
OG0008478	XP_017882999.2	XP_008214859.2
OG0008479	XP_017882588.1	XP_001601516.1
OG0008483	XP_017880703.1	XP_016843676.1
OG0008485	XP_017886531.1	XP_001604595.2
OG0008488	XP_017876132.2	XP_003425962.1
OG0008490	XP_017885265.1	XP_016838145.1
OG0008494	XP_017881393.1	XP_032452081.1
OG0008499	XP_026668014.1, XP_017877371.1	XP_031788673.1
OG0008501	XP_017879749.1	NP_001234903.1
OG0008502	XP_017881557.1	XP_001606466.2
OG0008503	XP_026673445.1	XP_031787628.1
OG0008505	XP_017881050.1	XP_003425303.1
OG0008506	XP_017885860.1	NP_001352119.1, XP_032453634.1
OG0008507	XP_017885146.1	XP_001601860.1
OG0008508	XP_017889392.1	XP_003427565.1
OG0008509	XP_017891862.1, XP_017883979.1	XP_003424510.1
OG0008510	XP_026672495.1	NP_001127873.1
OG0008511	XP_017877888.1	XP_001601221.1
OG0008512	XP_017884272.1	XP_031780247.1, XP_001601314.2
OG0008513	XP_026674819.1	XP_003426354.1
OG0008514	XP_017893059.1	XP_003426359.1, XP_003426355.1
OG0008515	XP_017893152.1	XP_001604404.1
OG0008516	XP_026673226.1, XP_026673225.1, XP_017887822.1	XP_001608032.1
OG0008517	XP_017893503.1, XP_017893502.1	XP_031785556.1
OG0008518	XP_017882615.1	XP_031780124.1
OG0008520	XP_017884173.1	XP_003428025.2
OG0008522	XP_017879014.1	XP_008215209.1, XP_003423904.2
OG0008523	XP_017876863.1	XP_003427413.1
OG0008524	XP_026669624.1	XP_016838612.1
OG0008525	XP_017881014.1	XP_016836953.1, XP_016836954.1
OG0008526	XP_026672672.1	XP_001599899.2, XP_008203352.1, XP_001599877.2
OG0008527	XP_017880976.1	XP_016838686.1
OG0008528	XP_026669155.1	XP_001604468.1
OG0008529	XP_017886655.1	XP_031784452.1
OG0008530	XP_017888539.1	XP_031781611.1
OG0008531	XP_017884183.1, XP_026671400.1	XP_003424554.1
OG0008532	XP_017880527.1	XP_003425747.4
OG0008533	XP_017887111.1, XP_017887110.1	XP_008204172.1
OG0008537	XP_026674287.1	XP_031776973.1, XP_031776974.1
OG0008538	XP_026675102.1	XP_016839512.1
OG0008539	XP_026671647.1, XP_017876130.2	XP_032458209.1
OG0008540	XP_017875081.1	XP_003427791.1
OG0008541	XP_017890724.1	XP_008209294.1, XP_031782252.1
OG0008542	XP_017876161.1	XP_016837165.1
OG0008543	XP_017878070.1	XP_003427108.1
OG0008544	XP_026670210.1, XP_017881867.1	XP_031782145.1
OG0008548	XP_017891021.2	XP_003424381.1
OG0008549	XP_017877594.1	XP_003427545.1
OG0008550	XP_017881469.1	XP_008206191.1
OG0008551	XP_026667225.1	XP_001607828.3, XP_032456127.1
OG0008552	XP_026671542.1	XP_003425324.2
OG0008553	XP_026675306.1	XP_001605308.2, XP_003425508.1
OG0008555	XP_017879277.1	XP_031782407.1, XP_031782409.1
OG0008556	XP_026668965.1	XP_031786983.1, XP_016845634.1
OG0008558	XP_026667247.1	XP_003425626.2
OG0008559	XP_026670880.1	XP_032454907.1
OG0008560	XP_026674372.1	XP_031785181.1
OG0008561	XP_017883542.1	XP_003426941.1, XP_008208677.1, XP_008208676.1
OG0008562	XP_026675498.1, XP_017892299.2	XP_008212658.1
OG0008563	XP_026670954.1	XP_032452174.1, NP_001123217.1
OG0008565	XP_026666911.1	XP_031781692.1
OG0008566	XP_017889426.1	XP_001608203.2
OG0008567	XP_017893292.1	XP_003425680.1
OG0008568	XP_017879391.1	XP_003423863.1
OG0008571	XP_017877428.1	XP_003426520.1
OG0008572	XP_017881193.1	XP_016837790.1
OG0008573	XP_017890434.1	XP_016842130.1
OG0008574	XP_017876949.1	XP_031781659.1, XP_008207821.1
OG0008575	XP_017892372.1	XP_008215315.1, XP_008215313.1, XP_031777235.1, XP_008215314.1
OG0008576	XP_017878850.2, XP_017877692.2	XP_008215612.1, XP_001607623.1
OG0008577	XP_017887607.1	XP_001604092.1
OG0008578	XP_017879149.1	XP_031776841.2
OG0008579	XP_017886602.1	XP_016838379.1, XP_016838378.1
OG0008580	XP_017892298.1	XP_016845110.1, XP_016845823.1
OG0008581	XP_017875488.1	XP_008203000.1
OG0008582	XP_017886096.1	XP_001603528.1
OG0008583	XP_017892839.1, XP_017892840.1	XP_001600515.1
OG0008584	XP_017880689.1	XP_001600851.1
OG0008585	XP_017893518.1, XP_017893519.1	XP_008206196.1
OG0008586	XP_017892685.1	XP_001601073.1
OG0008588	XP_026671083.1, XP_017883486.1	NP_001177711.1, XP_032453041.1
OG0008589	XP_017883533.1	XP_003427490.1
OG0008592	XP_017877686.1	XP_008205950.1
OG0008592	XP_017881150.1	XP_031785529.1
OG0008601	XP_017890371.1	XP_016844902.1
OG0008603	XP_017892108.1, XP_017892109.1	XP_003426562.1
OG0008608	XP_026667146.1	XP_031788341.1
OG0008610	XP_026672773.1	XP_032455623.1
OG0008611	XP_026674214.1	XP_016841729.1, XP_008205069.1
OG0008612	XP_017892686.1	XP_016842509.1
OG0008617	XP_017877087.1	XP_001602716.1
OG0008618	XP_026675633.1	XP_008214864.1, XP_008214865.1
OG0008619	XP_017888907.1	XP_001605625.2
OG0008623	XP_026675014.1	XP_008214979.1
OG0008625	XP_017879316.1	XP_032452068.1
OG0008626	XP_017891231.1	XP_031777915.1
OG0008629	XP_017884965.1	XP_001607504.2
OG0008631	XP_017877695.2	XP_008215613.1
OG0008633	XP_017889924.1	XP_001603706.1
OG0008638	XP_017893430.1	XP_001607143.1
OG0008640	XP_017877299.1	XP_008211381.1
OG0008643	XP_026669708.1, XP_017880670.1	XP_008209012.1
OG0008645	XP_026670448.1	XP_032456104.1
OG0008649	XP_017887373.1	XP_008202255.1
OG0008651	XP_026671713.1	XP_003424326.1
OG0008652	XP_017884337.1	XP_008202905.1
OG0008662	XP_017880965.1	XP_031780502.1
OG0008666	XP_017891166.1	XP_008204985.2
OG0008667	XP_017891125.1	XP_003427193.1
OG0008668	XP_017892626.1	XP_001601205.2
OG0008669	XP_017885912.1	XP_016843630.1
OG0008671	XP_026669674.1	XP_003424329.1
OG0008672	XP_017888052.1	XP_031784924.1
OG0008674	XP_026672116.1	XP_031783386.1
OG0008675	XP_017884685.1	XP_008202106.1
OG0008677	XP_017882360.1, XP_026670490.1	XP_001603623.1
OG0008678	XP_017879607.1	NP_001161196.1
OG0008679	XP_026674721.1	XP_031783351.1
OG0008680	XP_017880145.1	XP_003426370.1
OG0008681	XP_026670159.1	NP_001166862.1
OG0008682	XP_017890230.1, XP_026674283.1	XP_032453024.1
OG0008683	XP_017883924.1	XP_003424916.1
OG0008684	XP_017879126.1	XP_003425220.1
OG0008685	XP_017879378.1	XP_001607239.1
OG0008686	XP_026672143.1	XP_003428038.1
OG0008687	XP_026672594.1, XP_017886572.1	XP_003425211.1
OG0008688	XP_017885019.1	XP_031781345.1
OG0008690	XP_017890680.1	XP_003426118.1
OG0008691	XP_017890350.1, XP_017890349.1	XP_003426439.1
OG0008692	XP_017893305.1	XP_003425681.1
OG0008693	XP_026669971.1	XP_001599748.2
OG0008696	XP_017881161.1, XP_026669936.1	XP_001606920.1
OG0008697	XP_017889345.1	XP_003424735.1
OG0008698	XP_017882494.1	XP_003427125.1
OG0008699	XP_017882407.1	XP_008201748.1
OG0008702	XP_026671054.1	XP_001601202.1
OG0008703	XP_017884181.1	XP_003428024.1
OG0008704	XP_017875898.1	XP_003424600.1, XP_003424626.1
OG0008706	XP_017879987.1	XP_001608112.1
OG0008707	XP_017883776.1, XP_026671190.1	XP_003426102.1
OG0008708	XP_026668789.1	XP_008201848.1
OG0008710	XP_026673623.1	XP_031783333.1, XP_031783332.1
OG0008711	XP_017890311.1	XP_008202303.1
OG0008713	XP_017881027.1	XP_003426843.1
