Orthogroup	Solenopsis_invicta	Habropoda_laboriosa
OG0008440	XP_011162457.1	XP_017792755.1
OG0008441	XP_039313184.1	XP_017795308.1
OG0008442	XP_039308059.1	XP_017791140.1
OG0008445	XP_011155743.1	XP_017792458.1
OG0008449	XP_011163672.1	XP_017794962.1
OG0008451	XP_011166198.1	XP_017790016.1
OG0008452	XP_039315707.1	XP_017787608.1
OG0008453	XP_011168781.1	XP_017789335.1
OG0008454	XP_011156423.2	XP_017793365.1
OG0008455	XP_025994516.1	XP_017790414.1
OG0008457	XP_011175178.2	XP_017798739.1
OG0008460	XP_011164551.2	XP_017796363.1
OG0008461	XP_011169049.2	XP_017799211.1
OG0008462	XP_025992380.1	XP_017792890.1
OG0008463	XP_011159263.1	XP_017788164.1
OG0008464	XP_011172937.1	XP_017796432.1
OG0008465	XP_011167851.1	XP_017798455.1
OG0008466	XP_025986154.2	XP_017799017.1
OG0008468	XP_011167817.2	XP_017789554.1
OG0008470	XP_025991421.1	XP_017797964.1
OG0008471	XP_039305190.1	XP_017794623.1
OG0008472	XP_011168794.1	XP_017788108.1
OG0008473	XP_011171033.1	XP_017797320.1
OG0008474	XP_011175722.1	XP_017789004.1
OG0008475	XP_025990065.2	XP_017791495.1
OG0008476	XP_025992025.1	XP_017790200.1
OG0008477	XP_039312608.1	XP_017795550.1
OG0008479	XP_011163815.1	XP_017794872.1
OG0008480	XP_039302344.1	XP_017792256.1
OG0008483	XP_011164333.1	XP_017797497.1
OG0008485	XP_011157504.2	XP_017797423.1
OG0008486	XP_011166001.2	XP_017796701.1
OG0008490	XP_039303647.1	XP_017789659.1
OG0008491	XP_011164840.1	XP_017798327.1, XP_017798323.1, XP_017798324.1, XP_017798326.1
OG0008493	XP_011156782.1	XP_017794148.1
OG0008494	XP_011170437.1	XP_017791468.1
OG0008496	XP_039309972.1	XP_017793171.1
OG0008497	XP_039305926.1	XP_017791562.1
OG0008500	XP_011168336.1	XP_017787778.1
OG0008501	XP_011166936.2	XP_017789166.1
OG0008502	XP_011172227.1	XP_017798984.1
OG0008503	XP_011164827.1	XP_017789274.1
OG0008504	XP_011173518.1	XP_017795770.1
OG0008505	XP_011166322.2	XP_017795450.1
OG0008506	XP_011163424.1	XP_017792325.1
OG0008507	XP_011158605.1	XP_017794331.1
OG0008508	XP_011157068.1	XP_017792546.1
OG0008509	XP_011161435.2	XP_017788889.1
OG0008510	XP_011159169.1	XP_017799329.1
OG0008511	XP_011163518.1	XP_017797186.1
OG0008512	XP_039303326.1	XP_017794438.1
OG0008513	XP_011175509.1	XP_017789125.1
OG0008515	XP_011161778.1	XP_017798887.1
OG0008516	XP_011163167.1	XP_017796236.1
OG0008517	XP_011158138.1	XP_017796402.1
OG0008518	XP_011155726.1	XP_017792433.1
OG0008520	XP_025993779.1	XP_017788399.1
OG0008521	XP_025987062.1	XP_017792637.1
OG0008522	XP_011162438.1	XP_017789903.1
OG0008523	XP_011171979.1	XP_017798408.1
OG0008524	XP_025994791.1	XP_017788141.1
OG0008525	XP_039304302.1	XP_017799448.1
OG0008526	XP_011155500.1, XP_039308627.1	XP_017791497.1
OG0008528	XP_011166728.2	XP_017795209.1
OG0008529	XP_011166598.1	XP_017787609.1
OG0008530	XP_025992314.1, XP_011163343.1	XP_017787696.1
OG0008532	XP_025987822.1	XP_017794429.1
OG0008533	XP_025989690.2	XP_017795864.1
OG0008534	XP_011160443.1	XP_017799517.1
OG0008535	XP_011171528.2	XP_017790803.1
OG0008536	XP_011155314.1	XP_017791312.1
OG0008537	XP_039313761.1, XP_039313760.1	XP_017797038.1, XP_017794323.1
OG0008538	XP_025994734.1	XP_017790353.1
OG0008539	XP_039313848.1, XP_025994332.2	XP_017792840.1
OG0008541	XP_011155861.1	XP_017788282.1
OG0008542	XP_011167282.1	XP_017788302.1
OG0008543	XP_011157471.1	XP_017788298.1
OG0008544	XP_025993778.2	XP_017798677.1, XP_017798794.1
OG0008545	XP_039315550.1	XP_017796978.1
OG0008546	XP_025992676.2	XP_017788187.1
OG0008547	XP_011156556.1	XP_017795005.1
OG0008548	XP_011173064.2	XP_017796110.1
OG0008549	XP_011162207.2	XP_017793210.1
OG0008550	XP_011172030.1	XP_017791297.1
OG0008551	XP_011170981.1	XP_017790257.1
OG0008552	XP_039302035.1	XP_017798530.1
OG0008554	XP_011165223.2	XP_017798382.1
OG0008558	XP_039308358.1, XP_025997137.1	XP_017789583.1
OG0008561	XP_011170999.2	XP_017793657.1
OG0008562	XP_011159591.1	XP_017792245.1
OG0008563	XP_025985924.2	XP_017789158.1
OG0008564	XP_039302003.1	XP_017795783.1
OG0008566	XP_011162239.1	XP_017797944.1
OG0008567	XP_025992624.1, XP_011161773.1	XP_017798847.1
OG0008568	XP_039303350.1	XP_017790525.1
OG0008570	XP_039304402.1	XP_017791541.1
OG0008571	XP_025995341.1	XP_017791546.1
OG0008572	XP_039303897.1	XP_017795436.1
OG0008574	XP_011166312.1	XP_017797909.1
OG0008576	XP_039314709.1	XP_017792819.1
OG0008577	XP_011168387.1	XP_017795177.1
OG0008578	XP_011165162.1	XP_017793850.1
OG0008579	XP_025988510.2	XP_017795391.1
OG0008580	XP_025991682.1	XP_017787814.1
OG0008581	XP_025996191.2	XP_017797761.1
OG0008582	XP_011159114.1	XP_017788055.1
OG0008583	XP_039310373.1	XP_017787883.1
OG0008584	XP_039313180.1	XP_017788998.1
OG0008585	XP_039309230.1	XP_017788801.1
OG0008586	XP_039313832.1	XP_017798367.1
OG0008588	XP_039314148.1	XP_017790629.1
OG0008589	XP_011159328.1, XP_011159329.1	XP_017795071.1
OG0008592	XP_025997282.2, XP_039308955.1	XP_017788505.1
OG0008601	XP_011156169.2	XP_017787835.1
OG0008604	XP_011161303.1	XP_017788014.1
OG0008606	XP_025987040.1	XP_017787960.1
OG0008607	XP_011176316.2	XP_017797136.1
OG0008608	XP_025992366.2	XP_017788021.1
OG0008612	XP_039313700.1	XP_017798303.1
OG0008613	XP_011167394.2	XP_017789524.1
OG0008616	XP_039313960.1	XP_017797394.1
OG0008617	XP_011164212.1	XP_017797411.1
OG0008619	XP_025988213.2	XP_017797953.1
OG0008623	XP_011163968.1	XP_017798999.1
OG0008625	XP_011161034.1	XP_017796538.1
OG0008626	XP_011165168.1	XP_017798886.1
OG0008627	XP_025991331.1, XP_039315700.1	XP_017791041.1
OG0008630	XP_011170371.2	XP_017787492.1
OG0008631	XP_025987304.1	XP_017793186.1
OG0008633	XP_039314870.1, XP_011156786.2, XP_011156785.2	XP_017796573.1
OG0008640	XP_011155614.1	XP_017794011.1
OG0008642	XP_011173070.2	XP_017791679.1
OG0008646	XP_025995977.2	XP_017789178.1
OG0008649	XP_011157699.1	XP_017797640.1
OG0008650	XP_011157666.2	XP_017798299.1
OG0008651	XP_025989796.1	XP_017797861.1
OG0008652	XP_011158537.1	XP_017790577.1
OG0008655	XP_025985890.2	XP_017795401.1
OG0008656	XP_011173440.1	XP_017792238.1
OG0008658	XP_039303623.1, XP_011162914.1, XP_025996979.1	XP_017788381.1
OG0008660	XP_025994449.1	XP_017798957.1
OG0008661	XP_011155667.2	XP_017791111.1
OG0008662	XP_011159590.1	XP_017795231.1
OG0008663	XP_011155619.1	XP_017794014.1
OG0008664	XP_011162148.1	XP_017798228.1
OG0008666	XP_011158207.1	XP_017790863.1
OG0008667	XP_011176125.1	XP_017790947.1
OG0008670	XP_039309618.1	XP_017788893.1
OG0008671	XP_011164415.2	XP_017797475.1
OG0008672	XP_011156477.1	XP_017798508.1
OG0008676	XP_011167039.2	XP_017797581.1
OG0008677	XP_011173826.3	XP_017798001.1
OG0008679	XP_039301703.1	XP_017793182.1
OG0008680	XP_011158611.1	XP_017794974.1
OG0008681	XP_011169103.1	XP_017797175.1
OG0008682	XP_011170561.2	XP_017788669.1
OG0008683	XP_025995217.1	XP_017791898.1
OG0008684	XP_011161423.1	XP_017798203.1
OG0008685	XP_025987820.1	XP_017794447.1
OG0008686	XP_011162787.2	XP_017789896.1
OG0008687	XP_011160574.2	XP_017795393.1
OG0008688	XP_011157333.1	XP_017798723.1
OG0008689	XP_011160006.1, XP_011160009.1, XP_011160007.1, XP_039311899.1, XP_039311900.1	XP_017795114.1, XP_017795111.1, XP_017795113.1
OG0008690	XP_011157761.1	XP_017792773.1
OG0008692	XP_011175713.1	XP_017798852.1
OG0008693	XP_011158350.1	XP_017799446.1
OG0008694	XP_011156582.3	XP_017791350.1
OG0008695	XP_011171395.2	XP_017791343.1
OG0008696	XP_011163141.1	XP_017796241.1
OG0008697	XP_011160022.3	XP_017791784.1
OG0008698	XP_025987406.2	XP_017788464.1
OG0008699	XP_039311155.1	XP_017789885.1
OG0008701	XP_011171275.2	XP_017789852.1
OG0008702	XP_039314157.1	XP_017788621.1
OG0008703	XP_011167174.2	XP_017788426.1
OG0008704	XP_011170529.1	XP_017793814.1
OG0008705	XP_039310818.1	XP_017792247.1
OG0008706	XP_039304104.1	XP_017793135.1
OG0008707	XP_011172684.1	XP_017797420.1
OG0008708	XP_039306353.1	XP_017792659.1
OG0008710	XP_025992723.1	XP_017798361.1
OG0008711	XP_025986655.2, XP_011158001.2	XP_017788932.1
OG0008712	XP_025989946.1	XP_017788131.1
OG0008713	XP_011158348.2	XP_017799450.1
OG0008714	XP_039314326.1	XP_017796590.1
OG0008715	XP_011175811.1	XP_017787493.1
OG0008716	XP_025993313.2	XP_017790656.1
OG0008718	XP_011162913.1	XP_017788380.1
OG0008719	XP_039309240.1, XP_039309244.1	XP_017791464.1
OG0008720	XP_011165137.2	XP_017790456.1
OG0008723	XP_011168612.1	XP_017789345.1
OG0008724	XP_011162936.1	XP_017789333.1
OG0008725	XP_011176274.1	XP_017793797.1
OG0008726	XP_011163466.2	XP_017792342.1
OG0008727	XP_011160360.2	XP_017789807.1
OG0008728	XP_039304309.1	XP_017787370.1
OG0008729	XP_039311833.1	XP_017796285.1
OG0008731	XP_011160783.1, XP_011160781.1, XP_039308711.1	XP_017794977.1, XP_017794847.1
OG0008732	XP_025990044.1	XP_017791537.1
OG0008734	XP_039302716.1	XP_017794435.1
OG0008735	XP_011171745.1	XP_017788043.1
OG0008736	XP_039313021.1	XP_017796174.1
OG0008737	XP_025987575.1, XP_025987574.1	XP_017797224.1
OG0008738	XP_011156564.1	XP_017795006.1
OG0008739	XP_011156076.1	XP_017792135.1
OG0008740	XP_025990387.2	XP_017794922.1
OG0008741	XP_039304597.1	XP_017790671.1
OG0008742	XP_025985913.2	XP_017795833.1
OG0008744	XP_039309207.1	XP_017791463.1
OG0008747	XP_011170094.3	XP_017793367.1
OG0008748	XP_025993055.2	XP_017795645.1
OG0008749	XP_011168918.1	XP_017798831.1
OG0008750	XP_025993928.1	XP_017797317.1
OG0008752	XP_039303896.1	XP_017795429.1
OG0008753	XP_011160640.2	XP_017789802.1
OG0008754	XP_011163381.1	XP_017793137.1
OG0008755	XP_039305185.1	XP_017795543.1
OG0008756	XP_011168992.1	XP_017793066.1
OG0008757	XP_039315312.1	XP_017787984.1
OG0008758	XP_025987573.2	XP_017794597.1
OG0008760	XP_025989556.1	XP_017799315.1
OG0008762	XP_025988725.2	XP_017795153.1
OG0008764	XP_011165806.1	XP_017792376.1
OG0008765	XP_011163142.1	XP_017796239.1
OG0008767	XP_011175179.1	XP_017793887.1
OG0008768	XP_025994827.1	XP_017792440.1
OG0008769	XP_011156577.1	XP_017792667.1
OG0008770	XP_011167351.2	XP_017790971.1
OG0008771	XP_039304997.1	XP_017790810.1
OG0008772	XP_011159904.2	XP_017789354.1
OG0008773	XP_011167592.2, XP_011167591.2	XP_017789315.1
OG0008775	XP_011160297.1	XP_017790384.1
OG0008777	XP_011161581.1	XP_017799295.1
OG0008778	XP_039306206.1, XP_039306210.1	XP_017789550.1
OG0008782	XP_011176360.1, XP_025995035.1, XP_039313615.1, XP_011176362.1	XP_017788258.1
OG0008796	XP_011176062.1	XP_017795849.1
OG0008799	XP_011171398.2	XP_017791342.1
OG0008802	XP_039304060.1	XP_017796656.1
OG0008803	XP_011169118.1	XP_017788994.1
OG0008806	XP_011158538.1	XP_017790580.1
OG0008807	XP_011159483.1, XP_025989393.1	XP_017793590.1
OG0008808	XP_011171023.1	XP_017794376.1
OG0008811	XP_011161054.2	XP_017787738.1
OG0008814	XP_011162002.1	XP_017798533.1
OG0008815	XP_011165855.1	XP_017797293.1
OG0008816	XP_011155562.1	XP_017797461.1
OG0008817	XP_011173114.2	XP_017789230.1
OG0008823	XP_025988115.1	XP_017789008.1
OG0008828	XP_011160598.1	XP_017791542.1
OG0008829	XP_025993233.1	XP_017791788.1
OG0008831	XP_011164424.1	XP_017793441.1
OG0008838	XP_011167967.1	XP_017795305.1
OG0008840	XP_025985933.2	XP_017793229.1
OG0008842	XP_025993289.1, XP_011172323.1	XP_017790672.1
OG0008845	XP_025985889.1, XP_011175962.1	XP_017795405.1
OG0008847	XP_011175207.1	XP_017792655.1
OG0008848	XP_011171906.1	XP_017788918.1
OG0008859	XP_011163765.1	XP_017793624.1
OG0008860	XP_011163969.1	XP_017799072.1
OG0008862	XP_039304715.1	XP_017790878.1
OG0008864	XP_011171132.2	XP_017794498.1
OG0008865	XP_025985930.1	XP_017793895.1
OG0008866	XP_025986605.2	XP_017788897.1
OG0008867	XP_011169104.1	XP_017797163.1
OG0008868	XP_011156254.2, XP_011156253.2	XP_017798972.1
OG0008869	XP_011158156.2	XP_017791506.1
OG0008870	XP_011155336.1	XP_017788472.1
OG0008871	XP_011162123.1	XP_017798084.1
OG0008872	XP_011170137.1	XP_017796661.1
OG0008873	XP_011158704.2	XP_017796431.1
OG0008874	XP_011160622.1	XP_017796562.1
OG0008875	XP_011166297.1	XP_017790391.1
OG0008879	XP_011163988.1	XP_017793836.1, XP_017798905.1
OG0008880	XP_011165172.2	XP_017787873.1
OG0008881	XP_025989935.2	XP_017789801.1
OG0008882	XP_025987268.2	XP_017798849.1
OG0008883	XP_025992253.1	XP_017799422.1
OG0008884	XP_011161770.2	XP_017798911.1
OG0008885	XP_011166767.1	XP_017795755.1
OG0008886	XP_039313869.1	XP_017798334.1
OG0008889	XP_039309054.1	XP_017787374.1
OG0008890	XP_011157773.2	XP_017790365.1
OG0008891	XP_011175218.2	XP_017792737.1
OG0008892	XP_011161588.2	XP_017796855.1
OG0008894	XP_011176115.1	XP_017791632.1
OG0008895	XP_011172353.1	XP_017790330.1
OG0008896	XP_025992888.1	XP_017798467.1
OG0008897	XP_011165672.2	XP_017796005.1
OG0008898	XP_039304351.1, XP_039304352.1, XP_011167753.2	XP_017789734.1
OG0008899	XP_011175154.1	XP_017794618.1
OG0008900	NP_001291509.1, XP_011162680.1	XP_017790061.1
OG0008902	XP_011156738.1	XP_017794089.1
OG0008904	XP_039310986.1	XP_017799010.1
OG0008905	XP_039314697.1	XP_017792919.1
OG0008907	XP_025986970.2	XP_017798724.1
OG0008908	XP_025989551.2	XP_017797799.1
OG0008911	XP_011166045.3	XP_017791801.1
OG0008912	XP_011169613.1	XP_017791576.1
OG0008913	XP_039314723.1	XP_017798836.1
OG0008914	XP_011173157.1	XP_017798838.1
OG0008916	XP_039312840.1, XP_025993413.2	XP_017791105.1
OG0008917	XP_011163379.1	XP_017792461.1
OG0008918	XP_011157212.1	XP_017791258.1
OG0008919	XP_039303761.1	XP_017789826.1
OG0008920	XP_011156691.2	XP_017792821.1
OG0008921	XP_039308893.1	XP_017795709.1
OG0008922	XP_011165775.2	XP_017792364.1
OG0008923	XP_039307402.1	XP_017797438.1
OG0008924	XP_011164862.2	XP_017791436.1
OG0008926	XP_011158332.1	XP_017793222.1
OG0008927	XP_039306898.1	XP_017796943.1
OG0008928	XP_011166740.1	XP_017797556.1
OG0008929	XP_039311650.1	XP_017791462.1
OG0008930	XP_025991561.2	XP_017793825.1
OG0008931	XP_011169185.1	XP_017798826.1
OG0008932	XP_025986045.2	XP_017799470.1
OG0008933	XP_039306669.1	XP_017794396.1
OG0008935	XP_011173721.1	XP_017795056.1
OG0008936	XP_011162957.2	XP_017788708.1
OG0008937	XP_011168870.2	XP_017788903.1
OG0008938	XP_039309620.1	XP_017788853.1
OG0008939	XP_011175295.1	XP_017796566.1
OG0008940	XP_011160012.1	XP_017791810.1
OG0008941	XP_011161826.1	XP_017787662.1
OG0008943	XP_011169068.2	XP_017799013.1
OG0008944	XP_011169254.1, XP_011169251.1	XP_017799109.1
OG0008945	XP_011162802.3	XP_017792649.1
OG0008946	XP_011155799.1	XP_017794480.1
OG0008947	XP_011172057.1	XP_017796422.1
OG0008948	XP_025992902.1	XP_017795045.1
OG0008949	XP_039311422.1	XP_017789325.1
OG0008950	XP_025993264.2	XP_017791046.1
OG0008951	XP_025987623.1, XP_011173652.1	XP_017793811.1
OG0008952	XP_011168736.1	XP_017789921.1
OG0008953	XP_011160691.2	XP_017789187.1
OG0008955	XP_011162236.3	XP_017798016.1
OG0008956	XP_011160612.2	XP_017793311.1
OG0008957	XP_011155668.2	XP_017791112.1
OG0008958	XP_011163986.1	XP_017798839.1
OG0008959	XP_025986125.1	XP_017799458.1
OG0008961	XP_039307253.1, XP_011157828.1	XP_017794353.1
OG0008962	XP_025992251.1, XP_011161893.1	XP_017787368.1
OG0008963	XP_011158349.2	XP_017799447.1
OG0008965	XP_025987666.1, XP_025987657.1, XP_011173418.1, XP_025986861.2	XP_017790957.1
OG0008966	XP_025990399.1	XP_017792202.1
OG0008968	XP_039309204.1	XP_017790316.1
OG0008970	XP_025989039.2	XP_017790317.1
OG0008971	XP_025988336.1, XP_039310839.1	XP_017792239.1
OG0008972	XP_039313859.1	XP_017795032.1
OG0008973	XP_011172881.1	XP_017798752.1
OG0008974	XP_039311360.1	XP_017799292.1
OG0008975	XP_039303220.1	XP_017792596.1
OG0008976	XP_011170020.1	XP_017787602.1
OG0008977	XP_011156295.1	XP_017799122.1
OG0008978	XP_025987870.1	XP_017795947.1
OG0008979	XP_025990619.1	XP_017791339.1
OG0008980	XP_011161145.1	XP_017798696.1
OG0008981	XP_025997215.1	XP_017788239.1
OG0008982	XP_011175365.1	XP_017798217.1
OG0008983	XP_011163144.1	XP_017796238.1
OG0008984	XP_011164471.1	XP_017793541.1
OG0008985	XP_039310978.1	XP_017792315.1
OG0008987	XP_011168702.1, XP_011168693.1	XP_017792965.1
OG0008988	XP_039303716.1	XP_017795216.1
OG0008995	XP_025988452.1, XP_039305018.1, XP_039305017.1, XP_011169091.1, XP_039305019.1	XP_017797184.1
OG0009008	XP_039309156.1	XP_017792224.1
OG0009009	XP_039310976.1	XP_017788241.1
OG0009016	XP_011164431.2	XP_017795139.1
OG0009030	XP_025990465.2	XP_017797068.1
OG0009031	XP_011163008.1	XP_017798920.1
OG0009034	XP_039313741.1	XP_017794993.1
OG0009035	XP_039303058.1	XP_017794427.1
OG0009038	XP_011159674.1	XP_017787369.1
OG0009040	XP_039312256.1	XP_017791673.1
OG0009043	XP_011163746.1	XP_017793603.1
OG0009044	XP_011158170.1	XP_017790380.1
OG0009045	XP_025992393.1	XP_017792869.1
OG0009048	XP_011166855.1	XP_017793729.1
OG0009049	XP_025995089.1	XP_017799226.1
OG0009051	XP_011166370.1	XP_017792222.1
OG0009052	XP_011168534.1	XP_017790969.1
OG0009053	XP_011162040.2	XP_017793869.1
OG0009055	XP_011158344.1	XP_017787373.1
OG0009056	XP_039301720.1	XP_017795213.1
OG0009057	XP_025987033.1	XP_017787959.1
OG0009060	XP_011171856.1	XP_017793475.1
OG0009061	XP_011155337.1	XP_017788479.1
OG0009062	XP_011169965.1	XP_017792177.1
OG0009063	XP_011155624.2	XP_017793975.1
OG0009066	XP_011162686.2	XP_017790196.1
OG0009067	XP_011168463.1, XP_011168464.1	XP_017788030.1
OG0009069	XP_011157862.2	XP_017798850.1
OG0009070	XP_011157193.1	XP_017795080.1
OG0009072	XP_011162153.3	XP_017798229.1
OG0009074	XP_011161717.1	XP_017788685.1
OG0009075	XP_011156262.1	XP_017799277.1
OG0009076	XP_011157813.2	XP_017788292.1
OG0009077	XP_039307199.1	XP_017792633.1
OG0009078	XP_039303874.1	XP_017788558.1
OG0009079	XP_025991330.1	XP_017791002.1
OG0009080	XP_039306506.1	XP_017788017.1
OG0009081	XP_011158371.2	XP_017799444.1
OG0009082	XP_011157328.2	XP_017798733.1
OG0009083	XP_011172103.1	XP_017794443.1
OG0009085	XP_011168919.1	XP_017795043.1
OG0009086	XP_011165846.2	XP_017795855.1
OG0009088	XP_011163072.2	XP_017794831.1
OG0009089	XP_025990899.1	XP_017788196.1
OG0009090	XP_039308874.1	XP_017788197.1
OG0009092	XP_011156108.3, XP_039306490.1	XP_017797515.1
OG0009093	XP_039314701.1	XP_017790389.1
OG0009094	XP_011176155.1	XP_017795681.1
OG0009096	XP_025992174.2	XP_017799455.1
OG0009098	XP_039306215.1, XP_039306218.1, XP_039306217.1, XP_039306216.1, XP_039306214.1	XP_017795190.1
OG0009099	XP_039308872.1	XP_017793847.1
OG0009100	XP_011169608.2	XP_017796304.1
OG0009101	XP_011173238.1	XP_017792897.1
OG0009102	XP_025990124.1	XP_017795370.1
OG0009103	XP_039305195.1	XP_017788259.1
OG0009104	XP_025989273.1	XP_017788376.1
OG0009106	XP_039304371.1	XP_017787993.1
OG0009107	XP_011163615.1	XP_017798070.1
OG0009109	XP_039310953.1	XP_017790720.1
OG0009110	XP_011159728.2	XP_017793578.1
OG0009111	XP_011159746.2	XP_017789795.1
OG0009113	XP_039301685.1	XP_017796775.1
OG0009114	XP_011156297.3	XP_017798971.1
OG0009115	XP_039302005.1	XP_017795784.1
OG0009116	XP_011166048.2	XP_017792386.1
OG0009120	XP_039302222.1	XP_017793183.1
OG0009124	XP_011175955.2	XP_017795717.1
OG0009125	XP_011156544.1, XP_011156543.1	XP_017792298.1
OG0009126	XP_011161973.2	XP_017792235.1
OG0009128	XP_011167763.1	XP_017789560.1
OG0009129	XP_025990642.2	XP_017791345.1
OG0009130	XP_011159186.1	XP_017798978.1
OG0009131	XP_025995985.2	XP_017798497.1
OG0009132	XP_011173163.1	XP_017798297.1
OG0009133	XP_039303390.1, XP_011157576.2	XP_017794406.1
OG0009134	XP_025992207.1	XP_017793638.1
OG0009136	XP_011158264.1	XP_017796848.1
OG0009138	XP_011163703.1	XP_017794824.1
OG0009139	XP_025987764.1	XP_017792140.1
OG0009141	XP_011172991.2	XP_017791444.1
OG0009144	XP_011157517.1	XP_017793563.1
OG0009145	XP_025990208.2	XP_017796588.1
OG0009147	XP_039302820.1, XP_039311959.1, XP_039310756.1, XP_039303910.1, XP_025997189.1, XP_011163070.1, XP_039309096.1, XP_039302124.1, XP_039303541.1	XP_017797970.1
OG0009159	XP_025986131.1	XP_017792966.1
OG0009168	XP_011156177.1	XP_017791659.1
OG0009177	XP_039308467.1	XP_017791063.1
OG0009209	XP_011161053.1	XP_017787736.1
OG0009210	XP_011169102.3	XP_017797177.1
OG0009211	XP_011175889.1	XP_017790065.1
OG0009212	XP_011157465.1	XP_017787970.1
OG0009214	XP_039302196.1	XP_017795198.1
OG0009215	XP_011166800.2	XP_017797591.1
OG0009217	XP_011158347.1	XP_017799453.1
OG0009221	XP_039306973.1	XP_017794380.1
OG0009222	XP_011171487.1	XP_017791344.1
OG0009224	XP_011159424.1	XP_017790797.1
OG0009225	XP_025986715.2	XP_017790349.1
OG0009226	XP_011158682.1	XP_017796410.1
OG0009227	XP_011167151.1	XP_017798442.1
OG0009228	XP_025996056.1	XP_017794290.1
OG0009229	XP_025992772.2	XP_017794606.1
OG0009230	XP_025985927.1	XP_017787366.1
OG0009231	XP_039304221.1	XP_017793714.1, XP_017793716.1
OG0009233	XP_011165429.1	XP_017799223.1
OG0009238	XP_025992890.1	XP_017787610.1
OG0009239	XP_039304366.1	XP_017789810.1
OG0009241	XP_011159134.1	XP_017796897.1
OG0009243	XP_011157874.1	XP_017796260.1
OG0009244	XP_025993203.1	XP_017789898.1
OG0009245	XP_011168948.1	XP_017789744.1
OG0009246	XP_011169485.1	XP_017795150.1
OG0009247	XP_011168991.2	XP_017793067.1
OG0009248	XP_039305865.1	XP_017797547.1
OG0009251	XP_011169459.2	XP_017796311.1
OG0009252	XP_039310856.1	XP_017792898.1
OG0009253	XP_011158620.2	XP_017791247.1, XP_017791076.1
OG0009254	XP_011172160.1	XP_017796415.1
OG0009256	XP_025991121.1	XP_017793748.1
OG0009261	XP_025985823.2	XP_017797592.1
OG0009263	XP_039315652.1	XP_017793184.1
OG0009268	XP_039307498.1	XP_017789229.1
OG0009270	XP_039315627.1	XP_017787612.1
