Orthogroup	Solenopsis_invicta	Vespa_mandarinia
OG0007776	XP_011158053.1	XP_035722194.1
OG0007778	XP_039310531.1	XP_035737599.1
OG0007779	XP_039303156.1	XP_035721392.1
OG0007780	XP_025986668.2	XP_035727691.1
OG0007781	XP_011160604.2	XP_035719413.1
OG0007782	XP_011162643.2	XP_035744092.1
OG0007783	XP_039306169.1, XP_039306168.1	XP_035735577.1
OG0007784	XP_011157713.1	XP_035720518.1
OG0007785	XP_011173318.1	XP_035738979.1, XP_035738978.1
OG0007786	XP_039313656.1	XP_035735768.1, XP_035735766.1, XP_035735767.1
OG0007787	XP_025997320.1	XP_035735050.1
OG0007788	XP_011160683.1	XP_035718435.1
OG0007789	XP_011173409.2	XP_035717202.1
OG0007790	XP_025987316.1	XP_035740800.1
OG0007791	XP_011156897.1	XP_035735347.1
OG0007792	XP_011175431.1	XP_035729531.1
OG0007793	XP_011164140.2	XP_035735212.1
OG0007794	XP_011161921.2	XP_035743173.1
OG0007795	XP_025993447.2	XP_035736986.1
OG0007796	XP_011173638.1	XP_035742368.1
OG0007798	NP_001291533.1	XP_035740737.1
OG0007799	XP_011175177.1	XP_035735698.1
OG0007800	XP_011163902.1	XP_035723184.1
OG0007801	XP_011158247.1	XP_035742115.1
OG0007802	XP_011159360.2	XP_035717379.1
OG0007803	XP_011167870.1	XP_035724903.1, XP_035724904.1, XP_035724902.1
OG0007804	XP_025986811.1	XP_035722138.1
OG0007805	XP_011162447.2	XP_035743415.1
OG0007806	XP_011162439.2	XP_035723219.1
OG0007808	XP_025995118.1	XP_035739121.1
OG0007809	XP_011157071.2	XP_035723515.1
OG0007810	XP_011172315.2	XP_035743447.1
OG0007811	XP_011160111.2	XP_035744273.1
OG0007812	XP_011163577.1	XP_035730747.1
OG0007813	XP_011157330.2	XP_035720320.1
OG0007814	XP_039313288.1	XP_035732509.1
OG0007815	XP_039306774.1	XP_035736629.1
OG0007816	XP_011165736.1	XP_035718411.1
OG0007817	XP_011171995.1	XP_035741611.1, XP_035741610.1
OG0007818	XP_011164211.2	XP_035729919.1
OG0007819	XP_011162449.1	XP_035743419.1
OG0007820	XP_011159540.1	XP_035741453.1
OG0007821	XP_011170858.2	XP_035720663.1
OG0007822	XP_011162675.1	XP_035743459.1
OG0007823	XP_025987192.1	XP_035727117.1
OG0007824	XP_039314371.1	XP_035730966.1
OG0007826	XP_039308273.1	XP_035737967.1
OG0007827	XP_025987241.2, XP_039302145.1	XP_035732046.1
OG0007828	XP_039302417.1	XP_035730292.1
OG0007830	XP_011158792.1	XP_035719256.1
OG0007831	XP_011162941.1	XP_035735058.1
OG0007832	XP_011156758.1	XP_035743681.1
OG0007833	XP_011171947.2	XP_035722272.1
OG0007834	XP_011167727.2	XP_035732571.1
OG0007836	XP_011158122.1	XP_035722654.1
OG0007837	XP_011167088.1	XP_035723345.1
OG0007838	XP_039308639.1	XP_035730991.1
OG0007839	NP_001291527.1	XP_035740487.1
OG0007840	XP_011172381.2	XP_035721683.1
OG0007841	XP_011168768.1	XP_035737009.1
OG0007844	XP_011159903.2	XP_035739338.1
OG0007845	XP_011165608.1	XP_035721436.1
OG0007846	XP_039314580.1, XP_025987010.1, XP_039314582.1	XP_035718992.1
OG0007847	XP_025986220.2	XP_035738319.1
OG0007848	XP_011169751.2	XP_035735346.1
OG0007849	XP_011164264.2	XP_035719610.1
OG0007850	XP_011170770.1	XP_035720344.1
OG0007851	XP_011160803.1	XP_035720133.1
OG0007852	XP_011162576.2	XP_035728230.1
OG0007853	XP_011164879.1	XP_035723726.1
OG0007854	XP_011169773.1	XP_035731124.1
OG0007855	XP_011155438.1	XP_035724484.1
OG0007856	XP_039303615.1	XP_035737468.1
OG0007857	XP_011156447.1	XP_035744211.1
OG0007858	XP_025995002.2	XP_035729067.1
OG0007859	XP_025995793.1	XP_035720964.1
OG0007860	XP_011156521.3	XP_035721816.1
OG0007861	XP_011158725.2	XP_035732960.1
OG0007862	XP_011166983.1	XP_035721359.1
OG0007863	XP_011173846.2	XP_035722626.1
OG0007864	XP_011156608.1	XP_035733215.1
OG0007865	XP_025991490.2	XP_035729721.1
OG0007866	XP_025986665.1	XP_035736432.1, XP_035736412.1
OG0007867	XP_011161280.1	XP_035732759.1
OG0007868	XP_025996812.1	XP_035744243.1
OG0007869	XP_039309541.1	XP_035720905.1
OG0007870	XP_039311585.1	XP_035737383.1, XP_035737373.1
OG0007871	XP_011172409.1	XP_035723269.1
OG0007872	XP_011172973.1	XP_035731118.1
OG0007874	XP_011167672.1	XP_035740062.1
OG0007875	XP_025992799.1	XP_035740146.1
OG0007876	XP_039305532.1	XP_035725322.1
OG0007878	XP_011162754.2	XP_035737768.1
OG0007879	XP_011176139.2	XP_035727110.1
OG0007880	XP_011175344.1	XP_035739762.1
OG0007882	XP_011162597.1	XP_035728242.1
OG0007883	XP_025995945.2	XP_035743027.1
OG0007884	XP_011161099.1	XP_035741171.1
OG0007885	XP_011161806.1	XP_035717693.1
OG0007886	XP_039308742.1	XP_035741679.1
OG0007887	XP_011163354.1	XP_035719761.1
OG0007888	XP_011158041.2	XP_035722800.1
OG0007889	XP_011164242.1	XP_035719756.1
OG0007892	XP_011160146.1	XP_035720861.1
OG0007893	XP_039307095.1	XP_035732195.1
OG0007894	XP_039314231.1	XP_035720608.1
OG0007895	XP_011173559.1	XP_035727780.1
OG0007896	XP_011166497.1	XP_035740248.1
OG0007897	XP_025994062.1	XP_035733821.1
OG0007899	XP_011175165.1	XP_035743133.1
OG0007900	XP_039305496.1	XP_035719888.1
OG0007901	XP_039313386.1	XP_035730387.1
OG0007902	XP_025995181.1	XP_035724517.1
OG0007903	XP_025995339.1	XP_035724506.1
OG0007904	XP_011160820.1	XP_035720138.1
OG0007905	XP_025993882.1	XP_035722705.1
OG0007906	XP_025992386.1	XP_035733939.1
OG0007907	XP_011159496.1, XP_011159497.1	XP_035719216.1
OG0007908	XP_011164248.2	XP_035742815.1
OG0007909	XP_011160660.1, XP_011161534.1, XP_011161535.1	XP_035729212.1, XP_035733062.1, XP_035739126.1, XP_035739127.1, XP_035739128.1, XP_035739129.1, XP_035739130.1, XP_035739125.1
OG0007910	XP_011156249.2	XP_035717821.1
OG0007911	XP_025990560.1, NP_001291515.1	XP_035736704.1, XP_035736703.1
OG0007912	XP_011161554.1	XP_035733026.1, XP_035733027.1
OG0007913	XP_011159016.1	XP_035727827.1
OG0007914	XP_011170353.1	XP_035740866.1
OG0007915	XP_011158072.2	XP_035727687.1
OG0007916	XP_011168157.1, XP_011168155.1, XP_039313631.1	XP_035733972.1
OG0007917	XP_011166494.1	XP_035740242.1
OG0007919	XP_011169713.1	XP_035732526.1
OG0007920	XP_025991705.2	XP_035725864.1
OG0007921	XP_039308407.1	XP_035725231.1
OG0007923	XP_025987414.1, XP_011162630.1, XP_025987415.1	XP_035733031.1
OG0007924	XP_011157939.1	XP_035719239.1, XP_035719240.1, XP_035719238.1, XP_035719237.1, XP_035719236.1, XP_035719234.1
OG0007926	XP_011162981.1	XP_035735679.1, XP_035735688.1, XP_035735713.1, XP_035735696.1, XP_035735705.1
OG0007927	XP_011171195.1	XP_035717900.1
OG0007928	XP_039312234.1, XP_039312226.1	XP_035718590.1
OG0007929	XP_011160568.1	XP_035719924.1, XP_035719923.1
OG0007930	XP_011162351.1	XP_035741339.1
OG0007931	XP_011157230.3	XP_035732786.1
OG0007933	XP_039310607.1, XP_011162527.2	XP_035728204.1, XP_035728203.1, XP_035728206.1
OG0007934	XP_039310161.1	XP_035739704.1
OG0007936	XP_025986255.1	XP_035741898.1
OG0007938	XP_011168656.1	XP_035736874.1
OG0007939	XP_039307672.1	XP_035733163.1
OG0007941	XP_011156693.1	XP_035736199.1
OG0007942	XP_039302636.1, XP_039302635.1	XP_035743165.1
OG0007957	XP_025985875.1	XP_035721740.1
OG0007958	XP_025987939.1	XP_035723703.1
OG0007959	XP_011161930.1	XP_035739864.1
OG0007961	XP_011163777.2	XP_035735932.1
OG0007962	XP_011161594.1	XP_035728057.1
OG0007963	XP_039312935.1	XP_035734896.1
OG0007964	XP_011173367.1	XP_035742872.1
OG0007966	XP_011167576.1	XP_035734701.1
OG0007967	XP_011161837.1	XP_035729218.1
OG0007968	XP_011164095.1	XP_035737596.1, XP_035737595.1
OG0007971	XP_011167266.1	XP_035725055.1
OG0007972	XP_011167192.1	XP_035725076.1
OG0007973	XP_011170492.1	XP_035730265.1
OG0007975	XP_025986447.1	XP_035722216.1
OG0007976	XP_039309255.1	XP_035718415.1
OG0007978	XP_011159408.2	XP_035721978.1
OG0007981	XP_011164268.2	XP_035718993.1
OG0007982	XP_011166627.1	XP_035722297.1
OG0007983	XP_011170059.1	XP_035725778.1
OG0007984	XP_025986976.2	XP_035722581.1
OG0007985	XP_011172235.3	XP_035724773.1
OG0007986	XP_011167173.3	XP_035741925.1
OG0007987	XP_011167353.2	XP_035743296.1
OG0007988	XP_025987609.1	XP_035741022.1
OG0007989	XP_025986580.1, XP_025986582.1	XP_035736425.1
OG0007991	XP_011173625.1	XP_035725359.1
OG0007993	XP_011159900.1	XP_035735398.1
OG0007995	XP_011159097.2	XP_035744051.1
OG0007996	XP_011156525.1	XP_035726305.1
OG0007997	XP_011170976.1	XP_035741990.1
OG0007999	XP_011165993.2	XP_035719784.1, XP_035719780.1
OG0008000	XP_011166397.2	XP_035742362.1
OG0008001	XP_025997166.1, XP_011172259.1	XP_035724030.1
OG0008002	XP_011165941.1, XP_039312057.1, XP_039312058.1	XP_035730068.1
OG0008004	XP_011163829.2	XP_035724465.1
OG0008005	XP_011156310.2	XP_035727802.1
OG0008006	XP_011163673.1	XP_035731756.1, XP_035731757.1
OG0008007	XP_039310063.1, XP_011162614.1, XP_011162613.1	XP_035726473.1, XP_035726472.1
OG0008009	XP_039307897.1	XP_035729425.1
OG0008012	XP_025994117.2	XP_035737243.1
OG0008013	XP_011165571.1	XP_035743810.1
OG0008014	XP_011168987.1	XP_035726338.1, XP_035726337.1
OG0008015	XP_039305842.1	XP_035733567.1
OG0008016	XP_011175480.1	XP_035724439.1
OG0008017	XP_025989525.2	XP_035734309.1
OG0008018	XP_039302765.1	XP_035722137.1
OG0008019	XP_011167640.1	XP_035719681.1
OG0008020	XP_025994255.1	XP_035743332.1
OG0008021	XP_011170817.1	XP_035725170.1
OG0008022	XP_025993422.1, XP_025993425.1, XP_025993424.1, XP_025993423.1	XP_035743969.1, XP_035743979.1
OG0008023	XP_025988300.1	XP_035729247.1
OG0008024	XP_011167777.1	XP_035728002.1
OG0008025	XP_039310911.1, XP_039310910.1	XP_035743185.1
OG0008026	XP_011168961.1	XP_035740156.1
OG0008027	XP_025987972.1	XP_035719643.1
OG0008028	XP_025987391.1	XP_035739920.1
OG0008030	XP_025987895.2	XP_035739136.1
OG0008033	XP_039308621.1	XP_035722867.1
OG0008039	XP_011166160.1	XP_035719220.1
OG0008040	XP_039314462.1	XP_035742311.1
OG0008041	XP_039307999.1	XP_035728859.1
OG0008042	XP_039308174.1	XP_035721783.1
OG0008043	XP_025988930.2	XP_035722750.1
OG0008044	XP_025995419.1	XP_035722738.1
OG0008047	XP_011167360.2	XP_035743297.1
OG0008049	XP_011161842.1	XP_035724457.1
OG0008050	XP_025987577.2	XP_035728874.1, XP_035728875.1
OG0008051	XP_011173492.1, XP_011173489.1	XP_035723325.1, XP_035723318.1
OG0008055	XP_039311286.1	XP_035724572.1
OG0008056	XP_025994998.1	XP_035722890.1
OG0008057	XP_011170134.2	XP_035740771.1
OG0008058	XP_039309973.1	XP_035726696.1
OG0008059	XP_011173369.1	XP_035742886.1
OG0008060	XP_011176103.1	XP_035719557.1
OG0008061	XP_011176224.1	XP_035726866.1
OG0008062	XP_011157962.1	XP_035742968.1, XP_035742967.1
OG0008063	XP_011176271.2	XP_035723511.1
OG0008067	XP_011164715.1	XP_035732097.1
OG0008069	XP_011176275.1	XP_035723157.1
OG0008070	XP_011165094.1	XP_035727123.1
OG0008071	XP_011167639.1	XP_035719944.1
OG0008072	XP_011162089.2, XP_025986870.2	XP_035741579.1
OG0008073	XP_011168933.1, XP_039312844.1	XP_035738026.1, XP_035738024.1, XP_035738025.1
OG0008074	XP_025995679.1	XP_035740105.1
OG0008075	XP_011172100.1	XP_035722099.1
OG0008076	XP_025992076.1	XP_035729479.1
OG0008077	XP_011156737.1	XP_035727531.1
OG0008078	XP_039308007.1	XP_035719611.1
OG0008079	XP_039303176.1	XP_035733147.1
OG0008080	XP_025994205.1	XP_035736285.1
OG0008081	XP_011166593.1	XP_035729872.1
OG0008084	XP_011166812.2	XP_035729365.1
OG0008085	XP_011165973.1	XP_035743141.1
OG0008086	XP_011163503.1	XP_035732782.1
OG0008087	XP_011157863.1	XP_035737663.1
OG0008088	XP_011168595.3	XP_035736806.1, XP_035736805.1
OG0008089	XP_025995680.1	XP_035729881.1
OG0008090	XP_011163926.1	XP_035729649.1
OG0008091	XP_039314472.1	XP_035719653.1
OG0008092	XP_011167886.3	XP_035723343.1
OG0008093	XP_039303898.1	XP_035741435.1
OG0008094	XP_011157498.1	XP_035742143.1
OG0008095	XP_011161942.1	XP_035721400.1
OG0008099	XP_025991064.1	XP_035727971.1
OG0008100	XP_025986541.1	XP_035736373.1
OG0008101	XP_011173421.1	XP_035731430.1
OG0008102	XP_011156563.1	XP_035731313.1
OG0008103	XP_011157031.1	XP_035721145.1
OG0008104	XP_039303548.1	XP_035734162.1, XP_035734163.1
OG0008105	XP_011170379.1	XP_035727207.1
OG0008106	XP_025986863.1, XP_011162122.1	XP_035732819.1
OG0008107	XP_039312269.1	XP_035729253.1
OG0008109	XP_011156810.1	XP_035731113.1
OG0008110	XP_011156675.1	XP_035738347.1
OG0008111	XP_039305222.1	XP_035738325.1
OG0008113	XP_011162560.1	XP_035737950.1
OG0008114	XP_039301664.1	XP_035721266.1
OG0008115	XP_025994244.1	XP_035724051.1
OG0008116	XP_011171486.2	XP_035725140.1
OG0008117	XP_011171297.2	XP_035731973.1
OG0008119	XP_039312163.1	XP_035743663.1
OG0008120	XP_011172444.1	XP_035741122.1
OG0008121	XP_011158458.1	XP_035741624.1
OG0008122	XP_039308771.1	XP_035722280.1
OG0008123	XP_011163588.2	XP_035734237.1, XP_035734236.1, XP_035734238.1
OG0008124	XP_039310583.1	XP_035741774.1
OG0008125	XP_025989517.1	XP_035740742.1
OG0008126	XP_039308494.1	XP_035735059.1
OG0008127	XP_039304205.1	XP_035731926.1
OG0008128	XP_011160569.2	XP_035719907.1
OG0008130	XP_025989303.1	XP_035730812.1
OG0008132	XP_011172869.2	XP_035726980.1
OG0008133	XP_011156602.1	XP_035736500.1
OG0008134	XP_039301786.1	XP_035729443.1
OG0008135	XP_011167038.1	XP_035729109.1
OG0008138	XP_011162194.2	XP_035736543.1
OG0008140	XP_011160890.2	XP_035735051.1, XP_035735053.1, XP_035735052.1
OG0008143	XP_011167632.1, XP_039307495.1	XP_035723953.1, XP_035722034.1
OG0008144	XP_011155728.1	XP_035719714.1
OG0008145	XP_011168710.1	XP_035727187.1
OG0008146	XP_011164154.2	XP_035735208.1
OG0008147	XP_011162682.1	XP_035737315.1, XP_035737333.1
OG0008148	XP_011158167.1	XP_035725377.1, XP_035725376.1
OG0008149	XP_011169623.1	XP_035737733.1
OG0008150	XP_011167141.1	XP_035721632.1, XP_035721631.1
OG0008151	XP_011162071.1	XP_035723689.1
OG0008152	XP_011169871.2	XP_035743759.1
OG0008153	XP_011160710.2	XP_035720047.1
OG0008154	XP_039307404.1, XP_039307401.1, XP_039307403.1	XP_035741200.1
OG0008155	XP_011164262.2	XP_035742833.1
OG0008156	XP_011162561.1	XP_035737966.1
OG0008157	XP_039311468.1	XP_035722168.1
OG0008158	XP_011156801.1	XP_035719867.1
OG0008159	XP_039315103.1	XP_035729216.1, XP_035729214.1, XP_035729215.1
OG0008160	XP_039303737.1, XP_011160352.1	XP_035742465.1
OG0008161	XP_011166975.1	XP_035722306.1, XP_035722307.1
OG0008162	XP_011159713.3	XP_035741495.1
OG0008164	XP_039303226.1, XP_039303230.1, XP_039303216.1	XP_035739971.1
OG0008165	XP_039310478.1	XP_035719614.1, XP_035719613.1
OG0008167	XP_039306626.1, XP_039306553.1	XP_035717444.1
OG0008168	XP_039312845.1	XP_035727348.1
OG0008169	XP_011161855.1	XP_035739661.1
OG0008170	XP_011162466.1	XP_035720969.1
OG0008172	XP_025988703.1	XP_035724526.1
OG0008173	XP_011165570.2	XP_035729785.1
OG0008174	XP_039313026.1	XP_035730382.1
OG0008175	XP_011175702.1	XP_035730404.1, XP_035730386.1, XP_035730393.1
OG0008176	XP_039313905.1	XP_035723550.1
OG0008178	XP_039304401.1	XP_035734891.1
OG0008180	XP_025995692.1	XP_035733550.1
OG0008182	XP_039307147.1, XP_025991626.2	XP_035744261.1
OG0008183	XP_011156053.2	XP_035732917.1
OG0008184	XP_025986362.1	XP_035726990.1
OG0008185	XP_025995581.1	XP_035732332.1
OG0008186	XP_011161221.2	XP_035729327.1
OG0008187	XP_011171267.2	XP_035736695.1, XP_035736694.1
OG0008189	XP_039313043.1, XP_011157088.2	XP_035722955.1, XP_035717346.1, XP_035724331.1
OG0008198	XP_011171034.1	XP_035729051.1
OG0008199	XP_025994867.1	XP_035718271.1
OG0008200	XP_025993995.1	XP_035738780.1
OG0008201	XP_011164613.1	XP_035735191.1
OG0008202	XP_011174300.3	XP_035740790.1
OG0008204	XP_039308932.1	XP_035728356.1
OG0008205	XP_025995740.1	XP_035721640.1, XP_035721649.1
OG0008206	XP_011167741.1	XP_035743055.1
OG0008207	XP_011165633.1	XP_035731623.1
OG0008209	XP_025987620.1	XP_035729449.1
OG0008210	XP_011162523.2	XP_035728197.1
OG0008211	XP_025992650.1	XP_035725444.1
OG0008212	XP_011163538.1	XP_035742616.1
OG0008214	XP_011164249.2	XP_035742811.1
OG0008215	XP_011155703.1	XP_035736521.1, XP_035736522.1
OG0008217	XP_011166365.2	XP_035731784.1
OG0008219	XP_011165023.1	XP_035717942.1
OG0008221	XP_011163521.1	XP_035726966.1
OG0008223	XP_025993625.2	XP_035738802.1
OG0008224	XP_011164345.1	XP_035725463.1
OG0008226	XP_011156170.2	XP_035739513.1
OG0008228	XP_039304461.1	XP_035739730.1
OG0008230	XP_011156219.1	XP_035742825.1
OG0008232	XP_011161595.1	XP_035728060.1
OG0008233	XP_011159898.2	XP_035735530.1
OG0008234	XP_011165558.1	XP_035737997.1
OG0008235	XP_011172058.1	XP_035717315.1
OG0008237	XP_011166291.1	XP_035739729.1, XP_035739728.1
OG0008240	XP_011162477.1	XP_035725167.1
OG0008243	XP_011167372.2	XP_035728546.1
OG0008244	XP_039311349.1	XP_035722811.1
OG0008248	XP_025995946.1	XP_035743033.1
OG0008251	XP_039303566.1	XP_035733017.1
OG0008253	XP_011167779.1	XP_035728375.1
OG0008254	XP_011156088.1	XP_035724834.1
OG0008255	XP_011165578.1	XP_035723566.1
OG0008256	XP_011161133.2	XP_035721912.1
OG0008257	XP_025990554.2	XP_035725605.1
OG0008258	XP_011175209.2	XP_035727159.1
OG0008260	XP_011169079.2	XP_035734347.1
OG0008261	XP_011162972.1	XP_035717121.1
OG0008262	XP_011171627.1	XP_035740557.1
OG0008264	XP_011161775.1	XP_035725310.1
OG0008265	XP_039308910.1, XP_011175938.1	XP_035743898.1
OG0008266	XP_011156218.1	XP_035742809.1
OG0008267	XP_011161147.1	XP_035735565.1
OG0008268	XP_039314373.1	XP_035730959.1
OG0008269	XP_025986972.2	XP_035741313.1
OG0008270	XP_011167732.2	XP_035738628.1
OG0008271	XP_011162399.1	XP_035739828.1
OG0008272	XP_011175982.1	XP_035725979.1
OG0008273	XP_039303809.1	XP_035738840.1
OG0008274	XP_039306988.1	XP_035726776.1
OG0008276	XP_011164171.1	XP_035733897.1
OG0008277	XP_011164632.1	XP_035735166.1
OG0008279	XP_011155349.1	XP_035744116.1
OG0008281	XP_011155439.1	XP_035724492.1
OG0008282	XP_011157199.1	XP_035729681.1
OG0008283	XP_025992894.1	XP_035726471.1
OG0008285	XP_011166672.3	XP_035725410.1
OG0008286	XP_011156566.1	XP_035731319.1
OG0008287	XP_039313600.1	XP_035732982.1
OG0008289	XP_011164635.1	XP_035735198.1
OG0008290	XP_011171555.1	XP_035743514.1
OG0008292	XP_011160236.1	XP_035730209.1
OG0008293	XP_011167307.1	XP_035723201.1
OG0008294	XP_011156940.1	XP_035742214.1, XP_035742215.1
OG0008300	XP_011161539.2	XP_035732015.1
OG0008301	XP_011162249.1	XP_035724535.1
OG0008304	XP_039309485.1, XP_011163768.1	XP_035737246.1
OG0008305	XP_039307915.1	XP_035729432.1, XP_035729433.1
OG0008306	XP_025995608.1	XP_035738051.1
OG0008309	XP_025988437.1, XP_039305992.1	XP_035731977.1
OG0008311	XP_039314395.1, XP_039314396.1, XP_039314397.1	XP_035727485.1
OG0008313	NP_001306577.1	XP_035724701.1
OG0008315	XP_039303287.1, XP_011172161.1	XP_035737772.1
OG0008316	XP_011161424.1, XP_011161777.1	XP_035725379.1
OG0008317	XP_039314347.1	XP_035721616.1
OG0008318	XP_039309623.1	XP_035718874.1, XP_035718873.1
OG0008319	XP_011155436.1	XP_035724487.1
OG0008320	XP_025991399.1	XP_035735934.1
OG0008321	XP_011166268.1	XP_035721550.1
OG0008322	XP_011159545.2, XP_011159541.2	XP_035725058.1
OG0008323	XP_025994541.1	XP_035743403.1
OG0008324	XP_011157201.2	XP_035740447.1
OG0008325	XP_011155942.1	XP_035741815.1
OG0008326	XP_011168942.1	XP_035718965.1, XP_035718964.1
OG0008327	XP_039304743.1	XP_035723900.1
OG0008328	XP_011157347.1	XP_035720210.1
OG0008329	XP_039304432.1, XP_025988593.1	XP_035732848.1, XP_035732849.1
OG0008330	XP_011158212.1	XP_035731224.1
OG0008331	XP_011159980.1	XP_035722166.1
OG0008332	XP_025994405.1	XP_035736321.1
OG0008333	XP_039312292.1	XP_035725398.1
OG0008335	XP_025990185.2	XP_035729611.1
OG0008336	XP_025987541.1	XP_035720539.1, XP_035720535.1
OG0008338	XP_011160384.1	XP_035729958.1
OG0008339	XP_025988561.2	XP_035733120.1
OG0008340	XP_039302339.1	XP_035722251.1
OG0008341	XP_011165843.1, XP_011165844.1	XP_035739424.1
OG0008342	XP_011171182.1	XP_035720815.1
OG0008343	XP_011158844.1	XP_035722907.1
OG0008344	XP_011159035.1	XP_035722699.1
OG0008345	XP_025988479.1	XP_035719507.1
OG0008346	XP_039314593.1	XP_035731812.1
OG0008347	XP_011158884.1	XP_035717762.1, XP_035717760.1
OG0008348	XP_039305875.1	XP_035728223.1
OG0008350	XP_011163563.2	XP_035727334.1
OG0008351	XP_011166891.1, XP_025985950.1	XP_035726541.1, XP_035726522.1
OG0008352	XP_011169668.1	XP_035731415.1
OG0008354	XP_011155783.1	XP_035734680.1, XP_035734681.1, XP_035734682.1
OG0008355	XP_011171963.2	XP_035722265.1
OG0008356	XP_039304527.1	XP_035738749.1
OG0008357	XP_025987552.1	XP_035718168.1
OG0008358	XP_011169839.1	XP_035735338.1
OG0008359	XP_039309122.1	XP_035735063.1
OG0008360	XP_011165721.1	XP_035718478.1
OG0008361	XP_011157931.2	XP_035741462.1
OG0008362	XP_011176288.1	XP_035725213.1
OG0008364	XP_011176398.1	XP_035725539.1, XP_035725537.1
OG0008365	XP_039307353.1	XP_035738750.1
OG0008366	XP_039304073.1, XP_025992209.2, XP_039304078.1	XP_035725766.1
OG0008367	XP_039304598.1, XP_025991654.2	XP_035730778.1
OG0008369	XP_011167102.1	XP_035736832.1, XP_035736829.1, XP_035736830.1
OG0008371	XP_039311586.1	XP_035738280.1
OG0008372	XP_039309051.1	XP_035744074.1
OG0008373	XP_011156531.2	XP_035723638.1
OG0008374	XP_011165903.2	XP_035718316.1
OG0008376	XP_011165211.1	XP_035718067.1
OG0008377	XP_011164108.1	XP_035737591.1
OG0008379	XP_011170384.1, XP_011170452.1, XP_025986099.1	XP_035725991.1
OG0008380	XP_011155523.1	XP_035729684.1, XP_035729685.1
OG0008381	XP_011157539.1	XP_035717957.1
OG0008382	XP_011161148.1	XP_035735547.1
OG0008383	XP_011161894.1	XP_035739603.1
OG0008385	XP_011171949.1	XP_035722275.1
OG0008386	XP_039311625.1	XP_035736760.1, XP_035736754.1
OG0008387	XP_011156754.1	XP_035735183.1
OG0008389	XP_011157407.1	XP_035733101.1, XP_035733102.1
OG0008390	XP_011166809.1, XP_039301977.1	XP_035729186.1
OG0008392	XP_011166141.1	XP_035723992.1
