Orthogroup	Solenopsis_invicta	Eufriesea_mexicana
OG0007454	XP_011173244.1	XP_017758210.1
OG0007455	XP_011173197.1	XP_017756244.1
OG0007456	XP_039301711.1	XP_017766088.1
OG0007457	XP_025995039.1	XP_017766562.1
OG0007458	XP_011164045.1	XP_017753550.1
OG0007459	XP_025994959.1	XP_017755946.1
OG0007460	XP_011161254.1	XP_017758235.1
OG0007461	XP_011164078.1	XP_017756185.1
OG0007462	XP_011165123.1	XP_017756607.1
OG0007463	XP_039307654.1, XP_025989868.2	XP_017762557.1
OG0007464	XP_011159356.2	XP_017757290.1
OG0007465	XP_011162960.1	XP_017766583.1
OG0007466	XP_025986852.2	XP_017760631.1
OG0007467	XP_011168783.1	XP_017760376.1
OG0007468	XP_039301920.1	XP_017764614.1
OG0007469	XP_025988698.1	XP_017757980.1
OG0007470	XP_011155849.2	XP_017759818.1
OG0007471	XP_011155539.2	XP_017766785.1
OG0007472	XP_039313670.1	XP_017754676.1
OG0007474	XP_011162730.1	XP_017765467.1
OG0007475	XP_011157929.1	XP_017758557.1
OG0007477	XP_011166130.1	XP_017753001.1
OG0007478	XP_039305570.1	XP_017762534.1
OG0007479	XP_011164549.1	XP_017759488.1
OG0007480	XP_025995653.1	XP_017761713.1
OG0007481	XP_011159179.1	XP_017753723.1
OG0007482	XP_011163511.1, XP_025992325.1	XP_017763723.1
OG0007483	XP_039312906.1	XP_017753628.1
OG0007484	XP_039307594.1	XP_017754082.1
OG0007485	XP_011166942.1	XP_017763821.1
OG0007486	XP_039305883.1	XP_017758740.1
OG0007487	XP_011166464.2	XP_017759256.1
OG0007488	XP_011157453.1	XP_017753204.1
OG0007489	XP_025995384.1	XP_017752912.1
OG0007490	XP_025989271.2, XP_011157608.2, XP_025989272.2	XP_017754595.1
OG0007491	XP_025991499.1	XP_017754333.1
OG0007492	XP_011156178.2	XP_017759683.1
OG0007493	XP_025987588.2	XP_017757916.1
OG0007494	XP_011169888.2	XP_017755301.1
OG0007495	XP_011158168.2	XP_017755898.1
OG0007496	XP_011173818.1	XP_017757548.1
OG0007497	XP_011170791.1	XP_017758361.1
OG0007498	XP_011162580.1	XP_017754277.1
OG0007499	XP_011162417.1	XP_017757636.1
OG0007500	XP_011157910.2	XP_017753559.1
OG0007501	XP_011170325.1	XP_017763179.1
OG0007502	XP_039313276.1	XP_017766089.1
OG0007503	XP_011167453.2	XP_017757418.1
OG0007504	XP_011172334.1	XP_017753152.1
OG0007505	XP_025992923.1	XP_017766316.1
OG0007506	XP_011170820.1	XP_017760562.1
OG0007507	XP_039304687.1	XP_017762651.1
OG0007508	XP_025987141.1	XP_017754348.1
OG0007509	XP_011162714.2	XP_017761404.1
OG0007510	XP_011165024.1	XP_017762933.1
OG0007511	XP_025987510.2	XP_017754694.1
OG0007512	XP_039311661.1	XP_017767488.1
OG0007513	XP_011161665.1	XP_017753478.1
OG0007514	XP_025992021.1	XP_017757420.1
OG0007515	XP_011155754.1	XP_017763031.1
OG0007516	XP_011174770.1	XP_017759999.1
OG0007517	XP_011156504.1	XP_017767194.1
OG0007518	XP_011172564.1	XP_017754468.1
OG0007519	XP_011158919.2	XP_017757048.1
OG0007521	XP_039303903.1	XP_017753982.1
OG0007522	XP_039303887.1	XP_017767670.1
OG0007523	XP_011172721.1	XP_017753188.1
OG0007524	XP_025997081.2	XP_017763453.1
OG0007525	XP_025991996.1	XP_017757612.1
OG0007526	XP_011162554.2	XP_017764255.1
OG0007527	XP_011156654.1	XP_017762749.1
OG0007528	XP_011159660.1	XP_017756539.1
OG0007529	XP_011158150.2	XP_017762664.1
OG0007530	XP_011159535.3	XP_017753441.1
OG0007531	XP_011173083.1	XP_017754276.1
OG0007532	XP_011164053.1	XP_017754381.1
OG0007533	XP_011158679.1	XP_017756284.1
OG0007534	XP_011173576.1	XP_017765965.1
OG0007535	XP_025992959.1	XP_017754018.1
OG0007536	XP_025996094.1	XP_017762862.1
OG0007537	XP_011175665.3	XP_017766117.1
OG0007538	XP_011158196.2	XP_017752367.1
OG0007539	XP_039315725.1	XP_017766878.1
OG0007540	XP_039307152.1	XP_017765365.1
OG0007541	XP_011158572.1	XP_017763440.1
OG0007542	XP_011162816.3	XP_017763052.1
OG0007543	XP_011170158.3, XP_039315460.1	XP_017757541.1
OG0007544	XP_025987352.2	XP_017753038.1
OG0007545	XP_011166054.1, XP_011166053.1	XP_017761195.1
OG0007546	XP_039303836.1, XP_039303829.1, XP_039303832.1	XP_017758243.1
OG0007547	XP_011171937.1, XP_011171938.1, XP_039302389.1, XP_039302388.1	XP_017764201.1
OG0007548	XP_011161715.1	XP_017760441.1
OG0007549	XP_025992306.2	XP_017760259.1
OG0007550	XP_011167023.1	XP_017761698.1
OG0007551	XP_011158928.2	XP_017766405.1
OG0007552	XP_039312886.1	XP_017757577.1
OG0007553	XP_011163241.2	XP_017764611.1
OG0007554	XP_025995451.2	XP_017753577.1
OG0007555	XP_039315464.1, XP_025996383.2	XP_017757535.1
OG0007556	XP_039312440.1, XP_039312437.1	XP_017757944.1
OG0007558	XP_039303257.1	XP_017761383.1
OG0007559	XP_011155890.2	XP_017755891.1
OG0007560	XP_011162756.1	XP_017761274.1
OG0007561	XP_011159290.1	XP_017758405.1
OG0007562	XP_011165671.2	XP_017758602.1, XP_017758604.1
OG0007563	XP_011167733.2	XP_017752905.1
OG0007564	XP_011171862.2	XP_017761500.1
OG0007565	XP_039310975.1	XP_017764911.1
OG0007566	XP_011171022.1	XP_017761807.1
OG0007567	XP_039306589.1, XP_039306590.1, XP_039306587.1, XP_039306588.1	XP_017755053.1
OG0007568	XP_039310067.1, XP_011162704.1	XP_017763073.1
OG0007569	XP_011161908.1, XP_025985972.1	XP_017763454.1
OG0007570	XP_011158624.1	XP_017767613.1
OG0007572	XP_039302761.1, XP_039302796.1, XP_039311836.1	XP_017762003.1
OG0007573	XP_025990533.1, XP_011159391.1, XP_011159390.1, XP_011159393.1, XP_011159392.1, XP_025990531.1	XP_017767660.1
OG0007574	XP_011156309.1	XP_017764322.1
OG0007575	XP_039309302.1	XP_017762829.1, XP_017762830.1, XP_017762831.1
OG0007576	XP_011166352.1	XP_017758855.1
OG0007577	XP_011176126.1	XP_017764231.1
OG0007578	XP_039308237.1	XP_017753184.1
OG0007579	XP_025996734.1, XP_039304326.1	XP_017762173.1
OG0007580	XP_011163365.1	XP_017757903.1
OG0007581	XP_011162465.1	XP_017753397.1, XP_017753398.1, XP_017753396.1
OG0007582	XP_011168911.1	XP_017759153.1
OG0007583	XP_011160570.2	XP_017758541.1
OG0007584	XP_011171907.1, XP_011171902.1, XP_025989588.1, XP_025989587.1	XP_017761463.1
OG0007585	XP_011165706.2, XP_025988426.1, XP_011165703.1, XP_025988428.1, XP_025988424.2, XP_039305885.1, XP_011165702.2	XP_017764497.1
OG0007586	XP_039314696.1	XP_017762988.1
OG0007587	XP_025993801.2, XP_025993802.2	XP_017763558.1
OG0007588	XP_011173360.1	XP_017759617.1
OG0007589	XP_039304398.1	XP_017757427.1
OG0007590	XP_025990870.1	XP_017757416.1
OG0007593	XP_011171011.1	XP_017758895.1
OG0007595	XP_011162177.1	XP_017760633.1
OG0007596	XP_025993049.1	XP_017761889.1
OG0007597	XP_011162401.1	XP_017755437.1
OG0007598	XP_011169463.1	XP_017757266.1
OG0007604	XP_011156720.1	XP_017765087.1
OG0007606	XP_011158151.1	XP_017753431.1
OG0007607	XP_011163784.1	XP_017766006.1
OG0007608	XP_011167194.2	XP_017766426.1
OG0007610	XP_011159666.2	XP_017762146.1
OG0007611	XP_039306275.1	XP_017755994.1
OG0007613	XP_025989976.1	XP_017762956.1
OG0007614	XP_025989805.2	XP_017767105.1
OG0007615	XP_011175131.2	XP_017766624.1
OG0007616	XP_011164126.1	XP_017764347.1
OG0007617	XP_011173543.1	XP_017761661.1
OG0007618	XP_011161420.1	XP_017757895.1
OG0007619	XP_011161044.1	XP_017756316.1
OG0007620	XP_039311048.1	XP_017756617.1
OG0007621	XP_011169315.1	XP_017754256.1
OG0007622	XP_011175306.1	XP_017759754.1
OG0007623	XP_039308705.1, XP_039308379.1	XP_017767404.1
OG0007624	XP_039306910.1	XP_017757831.1
OG0007625	XP_011170662.1	XP_017760344.1
OG0007626	XP_011173733.1	XP_017756648.1
OG0007627	XP_039313073.1	XP_017757101.1
OG0007628	XP_011169244.1	XP_017763883.1
OG0007629	XP_011169745.2	XP_017753704.1
OG0007630	XP_011163713.1	XP_017754504.1
OG0007631	XP_039307988.1	XP_017764863.1
OG0007632	XP_025995065.1	XP_017767540.1
OG0007633	XP_011176148.1	XP_017755024.1
OG0007634	XP_011162238.1	XP_017757151.1
OG0007635	XP_011166905.2	XP_017761840.1
OG0007636	XP_011174008.1	XP_017754471.1
OG0007637	XP_011163270.1	XP_017754239.1
OG0007638	XP_025992653.2	XP_017763869.1
OG0007639	XP_011157594.1	XP_017752858.1
OG0007640	XP_011164813.1	XP_017756456.1
OG0007641	XP_011156719.2	XP_017762166.1
OG0007642	XP_025991440.1	XP_017753285.1
OG0007643	XP_011172340.2	XP_017762211.1
OG0007644	XP_011161182.1	XP_017759897.1
OG0007646	XP_011165061.1	XP_017756559.1
OG0007647	XP_011161196.1	XP_017765187.1
OG0007648	XP_025988075.1	XP_017760156.1
OG0007649	XP_011159675.1	XP_017765514.1
OG0007650	XP_025992702.2	XP_017755859.1
OG0007651	XP_039309190.1	XP_017763105.1
OG0007652	XP_011161059.1	XP_017762972.1
OG0007653	XP_011172141.1	XP_017759772.1
OG0007654	XP_011167278.1	XP_017765798.1
OG0007655	XP_011165609.1	XP_017760095.1
OG0007656	XP_011155596.1	XP_017756258.1
OG0007657	XP_011159281.1	XP_017767097.1
OG0007658	XP_011161790.1	XP_017765411.1
OG0007659	XP_011163147.3	XP_017759971.1
OG0007660	XP_011173494.2	XP_017765860.1
OG0007661	XP_011155343.2	XP_017757696.1
OG0007662	XP_011164331.1	XP_017757058.1
OG0007664	XP_011160351.1	XP_017755716.1
OG0007665	XP_039310941.1	XP_017752349.1
OG0007666	XP_011173362.2	XP_017765846.1
OG0007667	XP_025989654.2	XP_017766884.1
OG0007668	XP_039311604.1	XP_017765763.1
OG0007669	XP_011158445.1	XP_017764520.1
OG0007670	XP_011155435.2	XP_017757120.1
OG0007671	XP_011172120.1	XP_017759745.1
OG0007672	XP_039302747.1, XP_011172517.2	XP_017764521.1
OG0007673	XP_011161125.1	XP_017766237.1
OG0007674	XP_025995834.1	XP_017760277.1
OG0007675	XP_011168085.1	XP_017754100.1
OG0007676	XP_025988216.1	XP_017765093.1
OG0007677	XP_011168971.1	XP_017762249.1
OG0007678	XP_011156354.2	XP_017763999.1
OG0007679	XP_011169215.1	XP_017753051.1
OG0007680	XP_011160368.1	XP_017755803.1
OG0007682	XP_011158731.2	XP_017762528.1
OG0007683	XP_011162927.1	XP_017763189.1
OG0007685	XP_025989461.1	XP_017756216.1
OG0007686	XP_011158705.2	XP_017765724.1
OG0007687	XP_011171048.1	XP_017755814.1
OG0007689	XP_011157460.1	XP_017753503.1
OG0007690	XP_011165805.1	XP_017761135.1
OG0007691	XP_025986044.1	XP_017765288.1
OG0007692	XP_011175942.1	XP_017764090.1
OG0007694	XP_011176157.1	XP_017765764.1
OG0007695	XP_011158055.1	XP_017766608.1
OG0007696	XP_011159298.2	XP_017758484.1, XP_017758315.1
OG0007697	XP_011172773.2	XP_017755095.1
OG0007698	XP_025988470.1	XP_017765270.1
OG0007699	XP_025990383.2	XP_017759069.1
OG0007701	XP_025994532.2	XP_017761484.1
OG0007702	XP_011163151.1	XP_017759968.1
OG0007703	XP_011160561.3	XP_017756681.1
OG0007704	XP_011163928.2	XP_017752158.1
OG0007705	XP_011165547.1	XP_017764793.1
OG0007706	XP_011160957.1	XP_017760011.1
OG0007707	XP_011166862.1, XP_011166863.1	XP_017764036.1
OG0007708	XP_011158926.2	XP_017766474.1
OG0007709	XP_011171228.2	XP_017761403.1
OG0007711	XP_039309483.1	XP_017759629.1
OG0007713	XP_011163944.2	XP_017767723.1
OG0007714	XP_011169412.2	XP_017753175.1
OG0007715	XP_011170116.1	XP_017763528.1
OG0007716	XP_039312171.1	XP_017765268.1
OG0007717	XP_025991181.2	XP_017767188.1
OG0007718	XP_025992510.2	XP_017752826.1
OG0007719	XP_025995853.1	XP_017763192.1
OG0007720	XP_039307582.1	XP_017763559.1
OG0007721	XP_011159991.2	XP_017753081.1
OG0007722	XP_011173662.1	XP_017753045.1
OG0007723	XP_011162467.1	XP_017753379.1
OG0007725	XP_011171223.1	XP_017758739.1
OG0007726	XP_011170935.1	XP_017767000.1
OG0007728	XP_011161172.2	XP_017759867.1
OG0007729	XP_011157875.2	XP_017764111.1, XP_017764110.1
OG0007730	XP_011159709.1	XP_017754510.1
OG0007731	XP_011162136.1	XP_017758584.1
OG0007732	XP_025989769.1	XP_017755762.1
OG0007733	XP_011175482.2	XP_017755563.1
OG0007734	XP_025988723.1	XP_017754400.1
OG0007735	XP_039313304.1	XP_017763620.1
OG0007736	XP_025990137.1	XP_017761814.1
OG0007737	XP_011156220.2	XP_017763304.1
OG0007738	XP_011165935.1	XP_017767415.1
OG0007739	XP_025988473.1	XP_017757455.1
OG0007740	XP_011163898.2	XP_017753022.1
OG0007741	XP_025994810.2	XP_017755876.1
OG0007742	XP_011157661.1	XP_017755016.1
OG0007743	XP_011162452.1	XP_017757995.1
OG0007744	XP_011172637.1	XP_017761791.1
OG0007745	XP_025993013.2	XP_017759587.1
OG0007746	XP_011159432.1	XP_017757607.1
OG0007747	XP_011167742.1	XP_017766942.1
OG0007748	XP_039311361.1	XP_017753073.1
OG0007749	XP_011165852.1, XP_011165854.1, XP_039304733.1, XP_011165853.1	XP_017764747.1
OG0007750	XP_025993042.1	XP_017765547.1
OG0007751	XP_011167397.2	XP_017757272.1
OG0007752	XP_039303476.1	XP_017760351.1
OG0007753	XP_025986584.1	XP_017766526.1
OG0007754	XP_039310877.1	XP_017759654.1
OG0007755	XP_039311694.1	XP_017767537.1
OG0007756	XP_011170173.2	XP_017752680.1
OG0007757	XP_025991574.1	XP_017764448.1, XP_017764453.1
OG0007758	XP_011156565.1	XP_017762160.1
OG0007759	XP_025986014.1	XP_017761982.1
OG0007761	XP_011162511.1, XP_039310593.1	XP_017754725.1
OG0007762	XP_025989376.2	XP_017756363.1, XP_017756364.1
OG0007763	XP_025990729.1	XP_017763464.1
OG0007764	XP_011165126.1	XP_017756597.1
OG0007768	XP_011176204.1	XP_017753885.1
OG0007769	XP_011161249.1	XP_017760612.1
OG0007771	XP_011172150.1	XP_017754686.1
OG0007773	XP_039305054.1	XP_017766340.1
OG0007774	XP_011173420.1	XP_017761105.1
OG0007775	XP_039314774.1	XP_017761354.1
OG0007776	XP_011158053.1	XP_017760499.1
OG0007778	XP_039310531.1	XP_017760328.1
OG0007779	XP_039303156.1	XP_017755378.1
OG0007780	XP_025986668.2	XP_017766564.1
OG0007781	XP_011160604.2	XP_017756431.1
OG0007782	XP_011162643.2	XP_017755339.1
OG0007783	XP_039306169.1, XP_039306168.1	XP_017759852.1
OG0007784	XP_011157713.1	XP_017758319.1
OG0007785	XP_011173318.1	XP_017761226.1
OG0007786	XP_039313656.1	XP_017763486.1
OG0007787	XP_025997320.1	XP_017763015.1
OG0007788	XP_011160683.1	XP_017758469.1
OG0007789	XP_011173409.2	XP_017758633.1
OG0007790	XP_025987316.1	XP_017763137.1
OG0007791	XP_011156897.1	XP_017760002.1
OG0007792	XP_011175431.1	XP_017758667.1, XP_017761976.1
OG0007793	XP_011164140.2	XP_017764343.1
OG0007794	XP_011161921.2	XP_017755741.1
OG0007795	XP_025993447.2	XP_017755684.1
OG0007796	XP_011173638.1	XP_017758699.1
OG0007798	NP_001291533.1	XP_017765243.1
OG0007799	XP_011175177.1	XP_017759850.1
OG0007800	XP_011163902.1	XP_017760901.1
OG0007801	XP_011158247.1	XP_017762470.1
OG0007802	XP_011159360.2	XP_017757288.1
OG0007803	XP_011167870.1	XP_017765086.1
OG0007804	XP_025986811.1	XP_017766360.1
OG0007805	XP_011162447.2	XP_017753394.1
OG0007806	XP_011162439.2	XP_017754286.1
OG0007808	XP_025995118.1	XP_017752691.1
OG0007810	XP_011172315.2	XP_017753179.1
OG0007812	XP_011163577.1	XP_017752609.1
OG0007813	XP_011157330.2	XP_017761615.1
OG0007814	XP_039313288.1	XP_017760628.1
OG0007815	XP_039306774.1	XP_017764765.1
OG0007816	XP_011165736.1	XP_017754099.1
OG0007817	XP_011171995.1	XP_017758992.1
OG0007818	XP_011164211.2	XP_017763724.1
OG0007819	XP_011162449.1	XP_017758000.1
OG0007820	XP_011159540.1	XP_017752191.1
OG0007821	XP_011170858.2	XP_017761362.1
OG0007822	XP_011162675.1	XP_017763063.1
OG0007823	XP_025987192.1	XP_017765730.1
OG0007824	XP_039314371.1	XP_017753332.1
OG0007826	XP_039308273.1	XP_017764052.1
OG0007827	XP_025987241.2, XP_039302145.1	XP_017760270.1
OG0007828	XP_039302417.1	XP_017755644.1
OG0007829	XP_039304091.1	XP_017759870.1, XP_017761786.1
OG0007830	XP_011158792.1	XP_017762852.1
OG0007831	XP_011162941.1	XP_017763248.1
OG0007832	XP_011156758.1	XP_017753934.1
OG0007833	XP_011171947.2	XP_017761670.1
OG0007834	XP_011167727.2	XP_017764365.1
OG0007835	XP_011155736.1	XP_017764483.1
OG0007836	XP_011158122.1	XP_017752660.1
OG0007837	XP_011167088.1	XP_017758704.1
OG0007838	XP_039308639.1	XP_017760685.1
OG0007839	NP_001291527.1	XP_017766149.1
OG0007840	XP_011172381.2	XP_017761402.1
OG0007841	XP_011168768.1	XP_017755472.1
OG0007843	XP_011168594.1	XP_017766018.1
OG0007844	XP_011159903.2	XP_017757305.1
OG0007845	XP_011165608.1	XP_017760093.1
OG0007846	XP_039314580.1, XP_025987010.1, XP_039314582.1	XP_017756101.1
OG0007847	XP_025986220.2	XP_017760414.1
OG0007848	XP_011169751.2	XP_017756973.1
OG0007849	XP_011164264.2	XP_017766215.1
OG0007850	XP_011170770.1	XP_017757966.1
OG0007851	XP_011160803.1	XP_017761558.1
OG0007852	XP_011162576.2	XP_017754268.1
OG0007853	XP_011164879.1	XP_017764237.1
OG0007854	XP_011169773.1	XP_017752597.1
OG0007855	XP_011155438.1	XP_017761850.1
OG0007856	XP_039303615.1	XP_017766419.1
OG0007857	XP_011156447.1	XP_017757964.1
OG0007858	XP_025995002.2	XP_017764998.1
OG0007859	XP_025995793.1	XP_017765128.1
OG0007861	XP_011158725.2	XP_017765708.1
OG0007862	XP_011166983.1	XP_017767152.1
OG0007863	XP_011173846.2	XP_017756009.1
OG0007864	XP_011156608.1	XP_017758838.1
OG0007865	XP_025991490.2	XP_017764327.1
OG0007866	XP_025986665.1	XP_017766610.1
OG0007867	XP_011161280.1	XP_017759031.1
OG0007868	XP_025996812.1	XP_017760690.1
OG0007869	XP_039309541.1	XP_017753519.1
OG0007870	XP_039311585.1	XP_017757409.1
OG0007871	XP_011172409.1	XP_017764523.1
OG0007872	XP_011172973.1	XP_017762728.1
OG0007874	XP_011167672.1	XP_017761910.1
OG0007875	XP_025992799.1	XP_017761914.1
OG0007876	XP_039305532.1	XP_017756493.1
OG0007877	XP_011159074.1	XP_017753943.1
OG0007878	XP_011162754.2	XP_017761288.1, XP_017761289.1
OG0007879	XP_011176139.2	XP_017759487.1
OG0007880	XP_011175344.1	XP_017760911.1
OG0007881	XP_025993041.1, XP_011157421.1	XP_017763341.1
OG0007882	XP_011162597.1	XP_017754295.1
OG0007883	XP_025995945.2	XP_017765157.1
OG0007884	XP_011161099.1	XP_017762512.1
OG0007885	XP_011161806.1	XP_017766897.1
OG0007886	XP_039308742.1	XP_017764100.1
OG0007887	XP_011163354.1	XP_017764612.1
OG0007888	XP_011158041.2	XP_017761121.1
OG0007889	XP_011164242.1	XP_017766280.1
OG0007892	XP_011160146.1	XP_017761357.1
OG0007893	XP_039307095.1	XP_017755074.1
OG0007894	XP_039314231.1	XP_017753185.1
OG0007895	XP_011173559.1	XP_017756346.1
OG0007896	XP_011166497.1	XP_017758791.1
OG0007897	XP_025994062.1	XP_017752830.1
OG0007899	XP_011175165.1	XP_017752656.1
OG0007900	XP_039305496.1	XP_017754784.1
OG0007901	XP_039313386.1	XP_017756590.1
OG0007902	XP_025995181.1	XP_017767693.1
OG0007903	XP_025995339.1	XP_017767720.1
OG0007904	XP_011160820.1	XP_017761540.1
OG0007905	XP_025993882.1	XP_017754598.1
OG0007906	XP_025992386.1	XP_017766967.1
OG0007907	XP_011159496.1, XP_011159497.1	XP_017759469.1
OG0007908	XP_011164248.2	XP_017752131.1
OG0007910	XP_011156249.2	XP_017765322.1
OG0007911	XP_025990560.1, NP_001291515.1	XP_017764721.1
OG0007912	XP_011161554.1	XP_017759275.1
OG0007913	XP_011159016.1	XP_017758996.1
OG0007914	XP_011170353.1	XP_017758164.1
OG0007915	XP_011158072.2	XP_017766532.1
OG0007916	XP_011168157.1, XP_011168155.1, XP_039313631.1	XP_017761923.1
OG0007917	XP_011166494.1	XP_017758849.1
OG0007918	XP_011171277.2	XP_017764723.1
OG0007919	XP_011169713.1	XP_017757432.1
OG0007920	XP_025991705.2	XP_017753227.1
OG0007921	XP_039308407.1	XP_017763118.1
OG0007922	XP_025986736.1, XP_011158793.1, XP_039305587.1, XP_011158794.1	XP_017762841.1
OG0007923	XP_025987414.1, XP_011162630.1, XP_025987415.1	XP_017761267.1
OG0007924	XP_011157939.1	XP_017766677.1
OG0007926	XP_011162981.1	XP_017752219.1
OG0007927	XP_011171195.1	XP_017755023.1
OG0007928	XP_039312234.1, XP_039312226.1	XP_017758395.1, XP_017758394.1
OG0007929	XP_011160568.1	XP_017758525.1
OG0007930	XP_011162351.1	XP_017757593.1
OG0007931	XP_011157230.3	XP_017767328.1
OG0007933	XP_039310607.1, XP_011162527.2	XP_017754690.1
OG0007934	XP_039310161.1	XP_017766958.1
OG0007936	XP_025986255.1	XP_017763089.1
OG0007938	XP_011168656.1	XP_017757773.1
OG0007939	XP_039307672.1	XP_017759185.1
OG0007941	XP_011156693.1	XP_017761908.1
OG0007942	XP_039302636.1, XP_039302635.1	XP_017756303.1
OG0007946	XP_011174142.1, XP_011171106.1	XP_017765527.1, XP_017758217.1
OG0007957	XP_025985875.1	XP_017753579.1
OG0007958	XP_025987939.1	XP_017763715.1
OG0007959	XP_011161930.1	XP_017765059.1
OG0007960	XP_011159361.2	XP_017757289.1
OG0007961	XP_011163777.2	XP_017764159.1
OG0007962	XP_011161594.1	XP_017754711.1
OG0007963	XP_039312935.1	XP_017764819.1
OG0007964	XP_011173367.1	XP_017765879.1
OG0007966	XP_011167576.1	XP_017758209.1
OG0007967	XP_011161837.1	XP_017766755.1
OG0007968	XP_011164095.1	XP_017764477.1
OG0007971	XP_011167266.1	XP_017767173.1
OG0007972	XP_011167192.1	XP_017767238.1
OG0007973	XP_011170492.1	XP_017758455.1
OG0007974	XP_011155324.1	XP_017759827.1
OG0007975	XP_025986447.1	XP_017761247.1
OG0007976	XP_039309255.1	XP_017766551.1
OG0007981	XP_011164268.2	XP_017754431.1
OG0007982	XP_011166627.1	XP_017760920.1
OG0007983	XP_011170059.1	XP_017762053.1
OG0007984	XP_025986976.2	XP_017760801.1
OG0007985	XP_011172235.3	XP_017758728.1
OG0007986	XP_011167173.3	XP_017766375.1
OG0007987	XP_011167353.2	XP_017765009.1
OG0007988	XP_025987609.1	XP_017761360.1
OG0007989	XP_025986580.1, XP_025986582.1	XP_017766537.1
OG0007990	XP_011176311.1	XP_017755393.1
OG0007991	XP_011173625.1	XP_017756720.1
OG0007993	XP_011159900.1	XP_017757363.1
OG0007994	XP_039308267.1	XP_017756962.1
OG0007995	XP_011159097.2	XP_017758579.1
OG0007996	XP_011156525.1	XP_017753424.1
OG0007997	XP_011170976.1	XP_017755989.1
OG0007999	XP_011165993.2	XP_017762812.1
OG0008000	XP_011166397.2	XP_017755703.1
OG0008001	XP_025997166.1, XP_011172259.1	XP_017762322.1
OG0008002	XP_011165941.1, XP_039312057.1, XP_039312058.1	XP_017767441.1
OG0008003	XP_011171238.1	XP_017760674.1
OG0008004	XP_011163829.2	XP_017761212.1
OG0008005	XP_011156310.2	XP_017764324.1
OG0008006	XP_011163673.1	XP_017762126.1
OG0008008	XP_011161162.2	XP_017759963.1
OG0008009	XP_039307897.1	XP_017763408.1
OG0008010	XP_039315249.1, XP_011157378.1	XP_017761547.1
OG0008011	XP_011164452.1	XP_017755613.1
OG0008012	XP_025994117.2	XP_017762046.1
