Orthogroup	Solenopsis_invicta	Bombus_terrestris
OG0008568	XP_039303350.1	XP_003397317.1
OG0008570	XP_039304402.1	XP_020720712.1
OG0008571	XP_025995341.1	XP_020723907.1
OG0008572	XP_039303897.1	XP_003398131.1
OG0008574	XP_011166312.1	XP_012163152.2
OG0008575	XP_011160773.1	XP_020719377.1, XP_012167056.1, XP_020719376.1
OG0008576	XP_039314709.1	XP_020719192.1
OG0008577	XP_011168387.1	XP_003396717.1
OG0008578	XP_011165162.1	XP_020720745.1
OG0008579	XP_025988510.2	XP_003398056.1
OG0008580	XP_025991682.1	XP_020719199.1
OG0008581	XP_025996191.2	XP_012171643.1
OG0008582	XP_011159114.1	XP_003394451.1
OG0008583	XP_039310373.1	XP_003393662.1
OG0008584	XP_039313180.1	XP_003394206.1
OG0008585	XP_039309230.1	XP_003400328.1, XP_020721857.1, XP_012170979.1
OG0008586	XP_039313832.1	XP_003402213.1, XP_012173642.1
OG0008588	XP_039314148.1	XP_012164502.2
OG0008589	XP_011159328.1, XP_011159329.1	XP_020718837.1
OG0008600	XP_011159909.1	XP_003402818.1
OG0008601	XP_011156169.2	XP_012165704.1
OG0008603	XP_025986566.2	XP_012170741.1
OG0008604	XP_011161303.1	XP_003400668.2
OG0008606	XP_025987040.1	XP_012163676.1
OG0008607	XP_011176316.2	XP_012163277.1
OG0008608	XP_025992366.2	XP_012171783.1
OG0008612	XP_039313700.1	XP_003402209.1
OG0008613	XP_011167394.2	XP_012175831.1
OG0008616	XP_039313960.1	XP_012175300.1
OG0008617	XP_011164212.1	XP_020723274.1
OG0008619	XP_025988213.2	XP_003401762.1
OG0008621	XP_039304294.1	XP_020722409.1, XP_012172262.1
OG0008622	XP_011163868.2	XP_012171992.1
OG0008625	XP_011161034.1	XP_012173129.1
OG0008626	XP_011165168.1	XP_012166397.1
OG0008627	XP_025991331.1, XP_039315700.1	XP_003396840.1, XP_020719309.1, XP_020719310.1
OG0008628	XP_025995305.1	XP_020719842.1
OG0008630	XP_011170371.2	XP_003403420.1
OG0008631	XP_025987304.1	XP_012166570.1
OG0008633	XP_039314870.1, XP_011156786.2, XP_011156785.2	XP_003401024.2
OG0008637	XP_025989835.1	XP_020718392.1
OG0008640	XP_011155614.1	XP_003403209.1
OG0008641	XP_039302127.1	XP_012168616.1
OG0008642	XP_011173070.2	XP_012176618.1
OG0008645	XP_025996551.1	XP_020720699.1
OG0008646	XP_025995977.2	XP_012164872.1
OG0008649	XP_011157699.1	XP_003396183.1
OG0008650	XP_011157666.2	XP_012170148.1
OG0008651	XP_025989796.1	XP_020719115.1
OG0008652	XP_011158537.1	XP_012175462.1
OG0008655	XP_025985890.2	XP_020720121.1
OG0008656	XP_011173440.1	XP_003396346.1
OG0008658	XP_039303623.1, XP_011162914.1, XP_025996979.1	XP_012173763.1
OG0008660	XP_025994449.1	XP_020720865.1
OG0008661	XP_011155667.2	XP_003403035.1
OG0008662	XP_011159590.1	XP_012174571.2
OG0008663	XP_011155619.1	XP_003403207.2
OG0008664	XP_011162148.1	XP_003402499.1
OG0008666	XP_011158207.1	XP_012166943.1
OG0008667	XP_011176125.1	XP_012167343.2
OG0008670	XP_039309618.1	XP_020721934.1
OG0008671	XP_011164415.2	XP_012164909.1
OG0008672	XP_011156477.1	XP_003400892.1
OG0008676	XP_011167039.2	XP_012174836.1
OG0008677	XP_011173826.3	XP_003401817.1
OG0008678	XP_011162653.1	XP_012164310.1
OG0008679	XP_039301703.1	XP_020723534.1
OG0008680	XP_011158611.1	XP_003402122.1
OG0008681	XP_011169103.1	XP_003395235.1
OG0008682	XP_011170561.2	XP_003395515.1
OG0008683	XP_025995217.1	XP_003398196.1
OG0008684	XP_011161423.1	XP_003402437.1
OG0008685	XP_025987820.1	XP_003394037.1
OG0008687	XP_011160574.2	XP_003398055.1
OG0008688	XP_011157333.1	XP_003403007.1
OG0008689	XP_011160006.1, XP_011160009.1, XP_011160007.1, XP_039311899.1, XP_039311900.1	XP_020722766.1
OG0008690	XP_011157761.1	XP_003402202.1
OG0008692	XP_011175713.1	XP_012166731.2, XP_020719813.1
OG0008693	XP_011158350.1	XP_020720000.1
OG0008694	XP_011156582.3	XP_003399475.1
OG0008695	XP_011171395.2	XP_003399489.1
OG0008696	XP_011163141.1	XP_003395246.1
OG0008697	XP_011160022.3	XP_012172252.1
OG0008698	XP_025987406.2	XP_003394572.1
OG0008699	XP_039311155.1	XP_020721841.1, XP_020721839.1
OG0008701	XP_011171275.2	XP_003398549.1
OG0008702	XP_039314157.1	XP_020718879.1, XP_020718878.1
OG0008703	XP_011167174.2	XP_003393970.1
OG0008704	XP_011170529.1	XP_003402867.1
OG0008705	XP_039310818.1	XP_003396386.1
OG0008706	XP_039304104.1	XP_003398682.1
OG0008707	XP_011172684.1	XP_003393250.1
OG0008708	XP_039306353.1	XP_003399270.1, XP_012169462.1
OG0008710	XP_025992723.1	XP_012169853.1
OG0008711	XP_025986655.2, XP_011158001.2	XP_012170720.1
OG0008712	XP_025989946.1	XP_012176061.1
OG0008713	XP_011158348.2	XP_012167430.1
OG0008714	XP_039314326.1	XP_012172224.2
OG0008715	XP_011175811.1	XP_003401729.1
OG0008716	XP_025993313.2	XP_020718840.1
OG0008718	XP_011162913.1	XP_012175680.2
OG0008719	XP_039309240.1, XP_039309244.1	XP_020719690.1, XP_020719689.1
OG0008720	XP_011165137.2	XP_012168382.1
OG0008723	XP_011168612.1	XP_020724348.1
OG0008724	XP_011162936.1	XP_020724192.1
OG0008725	XP_011176274.1	XP_012163715.1
OG0008726	XP_011163466.2	XP_012165576.1
OG0008727	XP_011160360.2	XP_003397574.1
OG0008728	XP_039304309.1	XP_020720139.1
OG0008729	XP_039311833.1	XP_012172652.1
OG0008730	XP_039306346.1	XP_020722181.1
OG0008731	XP_011160783.1, XP_011160781.1, XP_039308711.1	XP_003402153.1, XP_020723228.1
OG0008732	XP_025990044.1	XP_020721447.1
OG0008734	XP_039302716.1	XP_020724022.1
OG0008735	XP_011171745.1	XP_012176596.1
OG0008736	XP_039313021.1	XP_020723593.1
OG0008737	XP_025987575.1, XP_025987574.1	XP_020718292.1
OG0008738	XP_011156564.1	XP_003399553.1
OG0008739	XP_011156076.1	XP_012164097.1
OG0008740	XP_025990387.2	XP_020721684.1
OG0008741	XP_039304597.1	XP_020718797.1
OG0008742	XP_025985913.2	XP_003402940.2
OG0008744	XP_039309207.1	XP_012166196.2
OG0008747	XP_011170094.3	XP_020719956.1
OG0008748	XP_025993055.2	XP_020719631.1
OG0008749	XP_011168918.1	XP_003397104.2
OG0008750	XP_025993928.1	XP_020720069.1
OG0008752	XP_039303896.1	XP_012168448.1
OG0008753	XP_011160640.2	XP_020720564.1, XP_003398252.1
OG0008754	XP_011163381.1	XP_012168662.1
OG0008755	XP_039305185.1	XP_020723287.1, XP_020721154.1
OG0008756	XP_011168992.1	XP_012168603.1
OG0008757	XP_039315312.1	XP_012171497.1
OG0008758	XP_025987573.2	XP_012171984.1
OG0008760	XP_025989556.1	XP_020722695.1
OG0008761	XP_025988344.1, XP_039308672.1	XP_012172526.2
OG0008762	XP_025988725.2	XP_020719379.1
OG0008764	XP_011165806.1	XP_020719440.1
OG0008765	XP_011163142.1	XP_020718340.1
OG0008767	XP_011175179.1	XP_012166292.2
OG0008768	XP_025994827.1	XP_003399897.1
OG0008770	XP_011167351.2	XP_020720092.1
OG0008771	XP_039304997.1	XP_003395696.1
OG0008772	XP_011159904.2	XP_003394123.1
OG0008773	XP_011167592.2, XP_011167591.2	XP_003398309.1
OG0008775	XP_011160297.1	XP_012166306.2
OG0008777	XP_011161581.1	XP_020719767.1, XP_020719765.1, XP_020719746.1
OG0008778	XP_039306206.1, XP_039306210.1	XP_020720519.1
OG0008798	XP_011160435.1	XP_003397522.2
OG0008799	XP_011171398.2	XP_012169934.1
OG0008802	XP_039304060.1	XP_012172065.1
OG0008804	XP_011172233.1	XP_012175086.1, XP_012175087.1
OG0008806	XP_011158538.1	XP_012175466.1
OG0008807	XP_011159483.1, XP_025989393.1	XP_003395758.1
OG0008808	XP_011171023.1	XP_012167051.1
OG0008810	XP_011162461.1	XP_003398653.1
OG0008811	XP_011161054.2	XP_003394092.1
OG0008814	XP_011162002.1	XP_012171238.2
OG0008815	XP_011165855.1	XP_012170640.1, XP_003393538.1
OG0008816	XP_011155562.1	XP_012173862.1
OG0008817	XP_011173114.2	XP_012169816.1
OG0008823	XP_025988115.1	XP_012176004.1
OG0008826	XP_039305188.1	XP_020721963.1
OG0008829	XP_025993233.1	XP_020722411.1
OG0008831	XP_011164424.1	XP_012169287.1
OG0008832	XP_025988538.1	XP_020719911.1
OG0008838	XP_011167967.1	XP_020721345.1
OG0008840	XP_025985933.2	XP_003402713.2
OG0008842	XP_025993289.1, XP_011172323.1	XP_012163933.1
OG0008847	XP_011175207.1	XP_020721314.1
OG0008850	XP_011156539.1	XP_003398226.1
OG0008851	XP_011157196.1	XP_020719786.1
OG0008859	XP_011163765.1	XP_003401967.1
OG0008862	XP_039304715.1	XP_012167344.1
OG0008864	XP_011171132.2	XP_012168477.1
OG0008865	XP_025985930.1	XP_003398496.2
OG0008866	XP_025986605.2	XP_003400029.1
OG0008867	XP_011169104.1	XP_020718419.1
OG0008868	XP_011156254.2, XP_011156253.2	XP_012165845.1
OG0008869	XP_011158156.2	XP_003399464.1
OG0008870	XP_011155336.1	XP_003394729.1
OG0008871	XP_011162123.1	XP_003402493.1
OG0008872	XP_011170137.1	XP_012172148.1
OG0008873	XP_011158704.2	XP_012172997.1
OG0008874	XP_011160622.1	XP_003401197.1
OG0008875	XP_011166297.1	XP_020723316.1
OG0008878	XP_039307500.1, XP_039307499.1, XP_039307501.1	XP_012165025.1
OG0008879	XP_011163988.1	XP_012166261.1
OG0008880	XP_011165172.2	XP_003401578.1
OG0008881	XP_025989935.2	XP_012163763.2
OG0008882	XP_025987268.2	XP_020719720.1
OG0008883	XP_025992253.1	XP_003397823.1
OG0008884	XP_011161770.2	XP_003397005.1
OG0008885	XP_011166767.1	XP_020723552.1
OG0008886	XP_039313869.1	XP_003396226.1
OG0008888	XP_011173612.2	XP_003402405.1
OG0008889	XP_039309054.1	XP_003401665.1
OG0008890	XP_011157773.2	XP_012174866.1
OG0008891	XP_011175218.2	XP_012169461.1
OG0008892	XP_011161588.2	XP_020720536.1
OG0008894	XP_011176115.1	XP_012166189.1
OG0008895	XP_011172353.1	XP_012165948.1
OG0008896	XP_025992888.1	XP_012170155.1
OG0008897	XP_011165672.2	XP_012163732.2
OG0008898	XP_039304351.1, XP_039304352.1, XP_011167753.2	XP_012172040.1
OG0008899	XP_011175154.1	XP_012171391.1
OG0008900	NP_001291509.1, XP_011162680.1	XP_020719777.1
OG0008902	XP_011156738.1	XP_003403283.1
OG0008904	XP_039310986.1	XP_003401587.1
OG0008905	XP_039314697.1	XP_012172371.1
OG0008906	XP_011159787.1	XP_012169860.2
OG0008907	XP_025986970.2	XP_012175255.1
OG0008908	XP_025989551.2	XP_003400750.1
OG0008911	XP_011166045.3	XP_012172407.1, XP_020722474.1
OG0008912	XP_011169613.1	XP_003401150.1
OG0008913	XP_039314723.1	XP_012166387.1
OG0008914	XP_011173157.1	XP_003397145.1
OG0008916	XP_039312840.1, XP_025993413.2	XP_012167848.1
OG0008917	XP_011163379.1	XP_012170557.1
OG0008918	XP_011157212.1	XP_020720799.1
OG0008919	XP_039303761.1	XP_012167732.1
OG0008920	XP_011156691.2	XP_003399221.1
OG0008921	XP_039308893.1	XP_012167625.1
OG0008922	XP_011165775.2	XP_003396291.1
OG0008923	XP_039307402.1	XP_012164683.1
OG0008924	XP_011164862.2	XP_012167230.1
OG0008926	XP_011158332.1	XP_012166562.1
OG0008927	XP_039306898.1	XP_012176741.1, XP_012176742.1
OG0008928	XP_011166740.1	XP_020719080.1
OG0008929	XP_039311650.1	XP_020720617.1
OG0008930	XP_025991561.2	XP_003401640.3
OG0008931	XP_011169185.1	XP_012166564.1
OG0008932	XP_025986045.2	XP_003403143.1
OG0008933	XP_039306669.1	XP_020719972.1, XP_003397711.2, XP_020719971.1
OG0008934	XP_011167810.2	XP_012172039.1
OG0008935	XP_011173721.1	XP_012170590.1
OG0008936	XP_011162957.2	XP_003400208.1
OG0008937	XP_011168870.2	XP_020721853.1
OG0008938	XP_039309620.1	XP_003400293.1
OG0008939	XP_011175295.1	XP_012172141.1, XP_012172142.1, XP_020722675.1
OG0008940	XP_011160012.1	XP_012172259.1
OG0008941	XP_011161826.1	XP_012170183.1
OG0008942	XP_011164109.1	XP_020721643.1, XP_020721642.1
OG0008943	XP_011169068.2	XP_012169612.2
OG0008944	XP_011169254.1, XP_011169251.1	XP_003393032.1
OG0008945	XP_011162802.3	XP_012173766.1
OG0008946	XP_011155799.1	XP_020722404.1, XP_020722428.1
OG0008947	XP_011172057.1	XP_012173544.1, XP_020723954.1, XP_020723957.1
OG0008948	XP_025992902.1	XP_020724028.1
OG0008949	XP_039311422.1	XP_003394407.2
OG0008950	XP_025993264.2	XP_003396824.1
OG0008951	XP_025987623.1, XP_011173652.1	XP_003395032.1
OG0008952	XP_011168736.1	XP_012167272.2
OG0008953	XP_011160691.2	XP_003396010.2
OG0008954	XP_011171042.1	XP_003396931.1
OG0008955	XP_011162236.3	XP_003402605.1
OG0008956	XP_011160612.2	XP_012166621.1
OG0008957	XP_011155668.2	XP_012175000.1
OG0008958	XP_011163986.1	XP_012166257.1
OG0008959	XP_025986125.1	XP_012172929.2
OG0008961	XP_039307253.1, XP_011157828.1	XP_012166924.1
OG0008962	XP_025992251.1, XP_011161893.1	XP_020719981.1
OG0008963	XP_011158349.2	XP_020720208.1
OG0008965	XP_025987666.1, XP_025987657.1, XP_011173418.1, XP_025986861.2	XP_003397589.1
OG0008966	XP_025990399.1	XP_012167892.2
OG0008968	XP_039309204.1	XP_020719417.1
OG0008970	XP_025989039.2	XP_012165493.2
OG0008971	XP_025988336.1, XP_039310839.1	XP_020719580.1, XP_020719581.1
OG0008972	XP_039313859.1	XP_012170654.1
OG0008973	XP_011172881.1	XP_003400423.2
OG0008974	XP_039311360.1	XP_012172506.1
OG0008975	XP_039303220.1	XP_003399976.1
OG0008976	XP_011170020.1	XP_003401327.1
OG0008977	XP_011156295.1	XP_012165957.1
OG0008978	XP_025987870.1	XP_003393947.1
OG0008979	XP_025990619.1	XP_003399495.1
OG0008980	XP_011161145.1	XP_012171544.1, XP_020722090.1
OG0008982	XP_011175365.1	XP_012174161.1
OG0008983	XP_011163144.1	XP_020718357.1
OG0008984	XP_011164471.1	XP_003401515.1
OG0008985	XP_039310978.1	XP_003396290.1
OG0008986	XP_011170821.1	XP_020718877.1, XP_020718876.1, XP_003395671.1
OG0008987	XP_011168702.1, XP_011168693.1	XP_020721179.1
OG0008988	XP_039303716.1	XP_020723629.1
OG0009009	XP_039310976.1	XP_012165420.1
OG0009010	XP_011170322.1, XP_011170324.2	XP_012171902.1
OG0009015	XP_039301730.1	XP_020722050.1
OG0009022	XP_025997290.2, XP_039315510.1	XP_003402031.1
OG0009027	XP_039307369.1	XP_020719854.1
OG0009031	XP_011163008.1	XP_003397146.1
OG0009034	XP_039313741.1	XP_003399805.1
OG0009035	XP_039303058.1	XP_012175762.1, XP_012175760.1
OG0009036	XP_011157708.2	XP_012164604.1, XP_012164605.1
OG0009038	XP_011159674.1	XP_003403135.1
OG0009039	XP_011169299.1, XP_011169307.1, XP_011169316.1	XP_012164080.1
OG0009041	XP_011159477.1	XP_020723054.1
OG0009043	XP_011163746.1	XP_012173478.1
OG0009044	XP_011158170.1	XP_003400408.1
OG0009045	XP_025992393.1	XP_003399225.1
OG0009048	XP_011166855.1	XP_003395960.1
OG0009049	XP_025995089.1	XP_003393077.1
OG0009051	XP_011166370.1	XP_012165547.1
OG0009053	XP_011162040.2	XP_012168433.2
OG0009055	XP_011158344.1	XP_003397772.1
OG0009056	XP_039301720.1	XP_020719066.1
OG0009057	XP_025987033.1	XP_020718404.1, XP_020718405.1
OG0009060	XP_011171856.1	XP_020721199.1
OG0009061	XP_011155337.1	XP_003402560.1
OG0009062	XP_011169965.1	XP_003395661.1
OG0009063	XP_011155624.2	XP_012175202.2
OG0009066	XP_011162686.2	XP_003397292.1
OG0009067	XP_011168463.1, XP_011168464.1	XP_003400813.1
OG0009069	XP_011157862.2	XP_020719822.1
OG0009070	XP_011157193.1	XP_003397596.1
OG0009072	XP_011162153.3	XP_012174109.1
OG0009075	XP_011156262.1	XP_003393158.1
OG0009076	XP_011157813.2	XP_020721064.1
OG0009077	XP_039307199.1	XP_012173477.1
OG0009078	XP_039303874.1	XP_003403015.1
OG0009079	XP_025991330.1	XP_012165976.1
OG0009080	XP_039306506.1	XP_012171776.1
OG0009081	XP_011158371.2	XP_012167426.1
OG0009082	XP_011157328.2	XP_003403008.1
OG0009083	XP_011172103.1	XP_012175741.1
OG0009085	XP_011168919.1	XP_020721611.1
OG0009086	XP_011165846.2	XP_020720125.1
OG0009087	XP_011167171.2	XP_012174086.1
OG0009088	XP_011163072.2	XP_003399547.3
OG0009089	XP_025990899.1	XP_012166200.2
OG0009090	XP_039308874.1	XP_020719211.1
OG0009092	XP_011156108.3, XP_039306490.1	XP_020719145.1
OG0009093	XP_039314701.1	XP_020723320.1
OG0009094	XP_011176155.1	XP_003396882.2
OG0009096	XP_025992174.2	XP_003397803.2
OG0009099	XP_039308872.1	XP_012168440.1
OG0009100	XP_011169608.2	XP_003401598.1
OG0009101	XP_011173238.1	XP_012172391.1
OG0009102	XP_025990124.1	XP_003397804.1
OG0009103	XP_039305195.1	XP_012175679.1
OG0009104	XP_025989273.1	XP_020723471.1
OG0009106	XP_039304371.1	XP_003394394.1
OG0009107	XP_011163615.1	XP_003395017.1
OG0009109	XP_039310953.1	XP_012164224.1
OG0009110	XP_011159728.2	XP_020718855.1
OG0009111	XP_011159746.2	XP_020718853.1
OG0009113	XP_039301685.1	XP_020719111.1
OG0009116	XP_011166048.2	XP_003396445.1
OG0009120	XP_039302222.1	XP_020723538.1
OG0009124	XP_011175955.2	XP_003397913.1
OG0009125	XP_011156544.1, XP_011156543.1	XP_003398225.1
OG0009126	XP_011161973.2	XP_020720548.1
OG0009128	XP_011167763.1	XP_003401004.2
OG0009129	XP_025990642.2	XP_020721561.1
OG0009130	XP_011159186.1	XP_003393006.1
OG0009131	XP_025995985.2	XP_012171608.2
OG0009132	XP_011173163.1	XP_020721420.1
OG0009136	XP_011158264.1	XP_003394811.1
OG0009138	XP_011163703.1	XP_012170350.1
OG0009139	XP_025987764.1	XP_012171933.1, XP_020722372.1
OG0009140	XP_039302192.1	XP_020719038.1, XP_020719039.1
OG0009141	XP_011172991.2	XP_020719975.1
OG0009154	XP_011170186.1	XP_012171202.1
OG0009163	XP_025987850.1	XP_020723008.1
OG0009164	XP_025994691.2	XP_012166068.2
OG0009168	XP_011156177.1	XP_003396647.1
OG0009177	XP_039308467.1	XP_012167811.1
OG0009190	XP_011175346.2	XP_012169610.1
OG0009199	XP_011166508.1, XP_039306835.1	XP_003397556.2
OG0009206	XP_039306501.1	XP_012164694.1
OG0009209	XP_011161053.1	XP_003394055.1
OG0009210	XP_011169102.3	XP_003394948.1
OG0009211	XP_011175889.1	XP_003398541.1
OG0009212	XP_011157465.1	XP_012167437.1
OG0009214	XP_039302196.1	XP_012164966.2
OG0009215	XP_011166800.2	XP_003402914.1
OG0009217	XP_011158347.1	XP_020720210.1
OG0009221	XP_039306973.1	XP_020720113.1
OG0009222	XP_011171487.1	XP_012170042.1
OG0009224	XP_011159424.1	XP_012164384.1
OG0009225	XP_025986715.2	XP_020722565.1
OG0009226	XP_011158682.1	XP_003402670.1
OG0009227	XP_011167151.1	XP_020722211.1
OG0009228	XP_025996056.1	XP_003396238.1
OG0009229	XP_025992772.2	XP_020722366.1
OG0009230	XP_025985927.1	XP_003403198.1
OG0009231	XP_039304221.1	XP_003395762.1
OG0009233	XP_011165429.1	XP_020722568.1
OG0009236	XP_025990164.1	XP_020720587.1, XP_020720586.1, XP_020720585.1, XP_012168447.2
OG0009238	XP_025992890.1	XP_003399869.1
OG0009239	XP_039304366.1	XP_012167733.1
OG0009240	XP_011159986.2, XP_011159987.2	XP_012173958.1
OG0009242	XP_025990873.2	XP_020719208.1, XP_003396532.1, XP_020719209.1
OG0009243	XP_011157874.1	XP_003395001.1
OG0009244	XP_025993203.1	XP_020719788.1, XP_020719919.1
OG0009245	XP_011168948.1	XP_012167835.1
OG0009246	XP_011169485.1	XP_012165815.1
OG0009247	XP_011168991.2	XP_020720999.1, XP_003398792.1
OG0009248	XP_039305865.1	XP_003398839.1
OG0009249	XP_039315311.1	XP_020721589.1
OG0009251	XP_011169459.2	XP_020722567.1
OG0009252	XP_039310856.1	XP_020722549.1
OG0009253	XP_011158620.2	XP_012172900.2
OG0009254	XP_011172160.1	XP_003402622.1
OG0009255	XP_011173523.3	XP_012176723.1
OG0009256	XP_025991121.1	XP_003394918.1
OG0009261	XP_025985823.2	XP_020723697.1
OG0009263	XP_039315652.1	XP_020723528.1
OG0009265	XP_039314255.1	XP_020719922.1, XP_020719924.1, XP_020719923.1
OG0009268	XP_039307498.1	XP_012169678.1
OG0009269	XP_039304392.1	XP_020722802.1
OG0009270	XP_039315627.1	XP_003400000.1
OG0009271	XP_011157426.2	XP_020721030.1, XP_020721031.1
OG0009273	XP_011166996.2	XP_012171168.1, XP_003400380.1, XP_012171169.1
OG0009274	XP_039315092.1	XP_012172846.1
OG0009275	XP_011157826.1	XP_012169849.1
OG0009277	XP_039305264.1	XP_020722224.1
OG0009278	XP_011172132.2	XP_012175638.2
OG0009280	XP_011160840.1	XP_003400536.1
OG0009281	XP_011169233.1	XP_003393513.1
OG0009283	XP_011175534.2	XP_012164590.1
OG0009284	XP_011170930.2	XP_012165967.1
OG0009286	XP_025993915.1, XP_039312795.1	XP_012171892.1
OG0009287	XP_011176025.1	XP_012174874.1, XP_012174875.1
OG0009288	XP_039311691.1	XP_020720104.1
OG0009290	XP_011160802.3	XP_020722242.1
OG0009291	XP_039301839.1	XP_020722254.1
OG0009292	XP_011175866.1	XP_020723747.1
OG0009323	XP_011155625.1	XP_003403201.1
OG0009343	XP_011164038.1	XP_012170665.1, XP_020719448.1
OG0009354	XP_039305608.1	XP_012165036.1
OG0009361	XP_011163963.1	XP_003403024.1
OG0009365	XP_011168686.1	XP_003397636.1
OG0009366	XP_039311420.1	XP_003394406.2
OG0009368	XP_011164606.1	XP_003397336.2
OG0009371	XP_011172007.1	XP_020722865.1
OG0009373	XP_011158368.2	XP_020720075.1
OG0009376	XP_039313683.1	XP_020722108.1
OG0009378	XP_025986102.2	XP_020721486.1
OG0009379	XP_011156265.2	XP_003393146.1
OG0009380	XP_011155891.2	XP_012166742.1
OG0009381	XP_039310855.1, XP_011176111.1	XP_012165659.1
OG0009385	XP_039308906.1	XP_012168432.1
OG0009386	XP_025986983.1	XP_020721571.1
OG0009387	XP_011166279.1	XP_003401155.2
OG0009390	XP_039305180.1	XP_020718488.1
OG0009391	XP_025988726.2	XP_012164148.1
OG0009394	XP_039302659.1	XP_012163146.1
OG0009395	XP_011175487.2	XP_020723282.1, XP_020723263.1
OG0009398	XP_039315085.1, XP_025995798.1, XP_011171585.1	XP_020719242.1
OG0009399	XP_011156319.2	XP_003399384.1
OG0009402	XP_025990430.1	XP_003400150.1
OG0009403	XP_039311375.1	XP_020722893.1, XP_020722892.1
OG0009406	XP_011163899.1	XP_020719326.1
OG0009408	XP_011162939.1	XP_003396416.1
OG0009409	XP_011165349.2	XP_003393055.1
OG0009411	XP_011175817.1	XP_003401728.1
OG0009414	XP_011162398.1	XP_020721169.1
OG0009415	XP_039308596.1	XP_020723896.1
OG0009448	XP_011174071.1	XP_003400405.1
OG0009453	XP_011157254.1	XP_012169426.1
OG0009478	XP_011170796.2	XP_003394241.1
OG0009488	XP_039305229.1	XP_020721262.1
OG0009493	XP_011172130.1	XP_003393940.1
OG0009496	XP_011162674.1	XP_003397171.3
OG0009497	XP_011164683.1, XP_011164682.3	XP_020722431.1
OG0009499	XP_011170907.2	XP_003395184.1
OG0009501	XP_039310730.1	XP_020722550.1
OG0009506	XP_039301785.1	XP_020721292.1
OG0009508	XP_039311607.1	XP_012167546.1
OG0009511	XP_011170875.2	XP_012174356.1
OG0009512	XP_039306688.1	XP_020722169.1
OG0009515	XP_025988705.2	XP_020718792.1
OG0009516	XP_011156836.2	XP_020719035.1
