Orthogroup	Solenopsis_invicta	Drosophila_melanogaster
OG0007516	XP_011174770.1	NP_001262317.1
OG0007517	XP_011156504.1	NP_730133.1
OG0007518	XP_011172564.1	NP_001163171.1
OG0007519	XP_011158919.2	NP_650988.1
OG0007521	XP_039303903.1	NP_001246983.1
OG0007524	XP_025997081.2	NP_001261020.1
OG0007525	XP_025991996.1	NP_001284761.2
OG0007526	XP_011162554.2	NP_001097225.1
OG0007527	XP_011156654.1	NP_001246193.1
OG0007528	XP_011159660.1	NP_651094.2
OG0007529	XP_011158150.2	NP_649101.2
OG0007530	XP_011159535.3	NP_477094.1
OG0007531	XP_011173083.1	NP_001246747.1
OG0007532	XP_011164053.1	NP_610784.1
OG0007533	XP_011158679.1	NP_609230.2
OG0007534	XP_011173576.1	NP_001285669.1
OG0007535	XP_025992959.1	NP_652011.3
OG0007536	XP_025996094.1	NP_609000.2
OG0007537	XP_011175665.3	NP_650714.1
OG0007538	XP_011158196.2	NP_001027237.1
OG0007539	XP_039315725.1	NP_610875.1
OG0007541	XP_011158572.1	NP_650772.1
OG0007542	XP_011162816.3	NP_524908.1
OG0007544	XP_025987352.2	NP_733132.2
OG0007545	XP_011166054.1, XP_011166053.1	NP_001036256.2, NP_001245738.1
OG0007547	XP_011171937.1, XP_011171938.1, XP_039302389.1, XP_039302388.1	NP_001163743.1
OG0007548	XP_011161715.1	NP_572324.1
OG0007549	XP_025992306.2	NP_524131.1
OG0007550	XP_011167023.1	NP_650070.1
OG0007551	XP_011158928.2	NP_001285513.1
OG0007552	XP_039312886.1	NP_001262337.1
OG0007553	XP_011163241.2	NP_001137721.1
OG0007554	XP_025995451.2	NP_477249.3
OG0007555	XP_039315464.1, XP_025996383.2	NP_650305.1
OG0007556	XP_039312440.1, XP_039312437.1	NP_728186.1
OG0007558	XP_039303257.1	NP_001262460.1
OG0007559	XP_011155890.2	NP_650242.1
OG0007561	XP_011159290.1	NP_001188534.1
OG0007563	XP_011167733.2	NP_573339.1
OG0007569	XP_011161908.1, XP_025985972.1	NP_001189164.1
OG0007604	XP_011156720.1	NP_650690.1
OG0007605	XP_011167764.1	NP_001138076.1
OG0007606	XP_011158151.1	NP_001260247.1
OG0007607	XP_011163784.1	NP_001285625.1
OG0007608	XP_011167194.2	NP_001285171.1
OG0007609	XP_011168582.2	NP_001285162.1
OG0007611	XP_039306275.1	NP_001189075.1
OG0007613	XP_025989976.1	NP_525055.1
OG0007614	XP_025989805.2	NP_001014461.1
OG0007615	XP_011175131.2	NP_650552.3
OG0007616	XP_011164126.1	NP_523418.1
OG0007617	XP_011173543.1	NP_001286270.1, NP_001286268.1
OG0007618	XP_011161420.1	NP_609162.1
OG0007619	XP_011161044.1	NP_001261289.1
OG0007620	XP_039311048.1	NP_648100.2
OG0007621	XP_011169315.1	NP_572241.2
OG0007622	XP_011175306.1	NP_725699.1
OG0007623	XP_039308705.1, XP_039308379.1	NP_001097727.1
OG0007624	XP_039306910.1	NP_648101.1
OG0007625	XP_011170662.1	NP_647747.1
OG0007628	XP_011169244.1	NP_609026.1
OG0007629	XP_011169745.2	NP_723797.3
OG0007630	XP_011163713.1	NP_725536.1
OG0007631	XP_039307988.1	NP_726557.3
OG0007633	XP_011176148.1	NP_570023.1
OG0007634	XP_011162238.1	NP_649951.1
OG0007635	XP_011166905.2	NP_649519.1
OG0007636	XP_011174008.1	NP_649865.1
OG0007637	XP_011163270.1	NP_732797.1, NP_651095.1
OG0007639	XP_011157594.1	NP_650933.2
OG0007640	XP_011164813.1	NP_001246971.1
OG0007642	XP_025991440.1	NP_001137962.1
OG0007643	XP_011172340.2	NP_001014650.2
OG0007647	XP_011161196.1	NP_001261746.1
OG0007648	XP_025988075.1	NP_570054.2
OG0007651	XP_039309190.1	NP_572245.1
OG0007652	XP_011161059.1	NP_730941.1
OG0007653	XP_011172141.1	NP_730954.2
OG0007654	XP_011167278.1	NP_995767.1
OG0007655	XP_011165609.1	NP_724049.1
OG0007656	XP_011155596.1	NP_611456.1
OG0007657	XP_011159281.1	NP_001162887.1
OG0007659	XP_011163147.3	NP_001263130.1
OG0007660	XP_011173494.2	NP_001015319.1
OG0007661	XP_011155343.2	NP_647853.1
OG0007662	XP_011164331.1	NP_001285205.1
OG0007664	XP_011160351.1	NP_612113.2
OG0007665	XP_039310941.1	NP_649631.1
OG0007666	XP_011173362.2	NP_001245864.1
OG0007667	XP_025989654.2	NP_524876.1
OG0007668	XP_039311604.1	NP_651126.3
OG0007669	XP_011158445.1	NP_524428.1
OG0007670	XP_011155435.2	NP_729078.1
OG0007671	XP_011172120.1	NP_477479.1
OG0007673	XP_011161125.1	NP_609557.1
OG0007674	XP_025995834.1	NP_728102.1
OG0007675	XP_011168085.1	NP_611523.3
OG0007676	XP_025988216.1	NP_001285651.1
OG0007677	XP_011168971.1	NP_610801.1
OG0007681	XP_011163982.1, XP_039302248.1	NP_611400.1
OG0007682	XP_011158731.2	NP_001262166.1
OG0007683	XP_011162927.1	NP_001260353.1
OG0007684	XP_011159422.1	NP_611436.2
OG0007685	XP_025989461.1	NP_001036705.1
OG0007687	XP_011171048.1	NP_649509.1
OG0007688	XP_039308483.1	NP_609222.1
OG0007689	XP_011157460.1	NP_730096.2
OG0007690	XP_011165805.1	NP_477173.1
OG0007691	XP_025986044.1	NP_650164.1
OG0007692	XP_011175942.1	NP_001259660.1
OG0007694	XP_011176157.1	NP_650284.2
OG0007695	XP_011158055.1	NP_648165.1
OG0007696	XP_011159298.2	NP_001368974.1
OG0007697	XP_011172773.2	NP_650897.3
OG0007698	XP_025988470.1	NP_648335.1, NP_648333.1
OG0007699	XP_025990383.2	NP_476873.2
OG0007700	XP_011167063.1	NP_001260475.1
OG0007701	XP_025994532.2	NP_001188528.1
OG0007703	XP_011160561.3	NP_650921.1
OG0007704	XP_011163928.2	NP_731062.1
OG0007705	XP_011165547.1	NP_001285830.1
OG0007706	XP_011160957.1	NP_001262999.1
OG0007709	XP_011171228.2	NP_001246921.1
OG0007713	XP_011163944.2	NP_001262674.1
OG0007714	XP_011169412.2	NP_724773.1
OG0007715	XP_011170116.1	NP_611870.3
OG0007716	XP_039312171.1	NP_651119.2
OG0007717	XP_025991181.2	NP_651839.1
OG0007719	XP_025995853.1	NP_650291.1
OG0007720	XP_039307582.1	NP_001286654.1
OG0007721	XP_011159991.2	NP_611187.1
OG0007722	XP_011173662.1	NP_001262529.1
OG0007723	XP_011162467.1	NP_995865.2
OG0007726	XP_011170935.1	NP_001014505.1
OG0007729	XP_011157875.2	NP_001369021.1
OG0007730	XP_011159709.1	NP_001261818.1
OG0007731	XP_011162136.1	NP_524840.2
OG0007732	XP_025989769.1	NP_647793.1
OG0007733	XP_011175482.2	NP_651951.1
OG0007734	XP_025988723.1	NP_001285037.1
OG0007735	XP_039313304.1	NP_572355.1
OG0007737	XP_011156220.2	NP_001286043.1
OG0007740	XP_011163898.2	NP_524458.1
OG0007742	XP_011157661.1	NP_648054.2
OG0007743	XP_011162452.1	NP_651756.1
OG0007745	XP_025993013.2	NP_651936.1
OG0007746	XP_011159432.1	NP_001286087.1
OG0007747	XP_011167742.1	NP_572870.2
OG0007748	XP_039311361.1	NP_611186.2
OG0007749	XP_039314713.1, XP_011165852.1, XP_011165854.1, XP_039304733.1, XP_011165853.1	NP_611968.1
OG0007750	XP_025993042.1	NP_731331.1
OG0007751	XP_011167397.2	NP_573302.1
OG0007752	XP_039303476.1	NP_729364.1
OG0007754	XP_039310877.1	NP_524658.2
OG0007755	XP_039311694.1	NP_609369.1
OG0007758	XP_011156565.1	NP_001261081.1
OG0007759	XP_025986014.1	NP_001097287.1
OG0007763	XP_025990729.1	NP_648509.1
OG0007768	XP_011176204.1	NP_611650.2
OG0007771	XP_011172150.1	NP_611111.1
OG0007773	XP_039305054.1	NP_001246211.1
OG0007774	XP_011173420.1	NP_476705.1
OG0007778	XP_039310531.1	NP_001246033.1
OG0007779	XP_039303156.1	NP_001259060.1
OG0007781	XP_011160604.2	NP_001262393.1
OG0007782	XP_011162643.2	NP_650019.6
OG0007784	XP_011157713.1	NP_001097796.1
OG0007786	XP_039313656.1	NP_610349.1
OG0007787	XP_025997320.1	NP_001285757.1
OG0007788	XP_011160683.1	NP_001286044.1
OG0007789	XP_011173409.2	NP_788719.1
OG0007790	XP_025987316.1	NP_476962.1
OG0007792	XP_011175431.1	NP_610502.1
OG0007795	XP_025993447.2	NP_652334.2
OG0007796	XP_011173638.1	NP_001014605.1
OG0007798	NP_001291533.1	NP_001285404.1
OG0007799	XP_011175177.1	NP_610591.1
OG0007800	XP_011163902.1	NP_001285209.1, NP_648518.1
OG0007801	XP_011158247.1	NP_001286116.1
OG0007802	XP_011159360.2	NP_611263.1
OG0007803	XP_011167870.1	NP_610740.1
OG0007804	XP_025986811.1	NP_001137830.2
OG0007805	XP_011162447.2	NP_001137839.1
OG0007808	XP_025995118.1	NP_649465.6
OG0007809	XP_011157071.2	NP_647644.2
OG0007810	XP_011172315.2	NP_611494.1
OG0007812	XP_011163577.1	NP_610817.1
OG0007813	XP_011157330.2	NP_612060.2
OG0007814	XP_039313288.1	NP_647814.1
OG0007815	XP_039306774.1	NP_610551.1
OG0007816	XP_011165736.1	NP_001260414.1
OG0007817	XP_011171995.1	NP_001262725.1
OG0007818	XP_011164211.2	NP_610178.2
OG0007819	XP_011162449.1	NP_650438.2
OG0007820	XP_011159540.1	NP_001188583.1
OG0007821	XP_011170858.2	NP_731237.1
OG0007822	XP_011162675.1	NP_001260251.1
OG0007823	XP_025987192.1	NP_649347.1
OG0007824	XP_039314371.1	NP_001163490.1
OG0007828	XP_039302417.1	NP_611205.1
OG0007829	XP_039304091.1	NP_609219.1
OG0007830	XP_011158792.1	NP_001284993.1
OG0007831	XP_011162941.1	NP_647939.1
OG0007832	XP_011156758.1	NP_649695.1
OG0007833	XP_011171947.2	NP_001262333.1
OG0007834	XP_011167727.2	NP_523659.1
OG0007836	XP_011158122.1	NP_730454.2
OG0007837	XP_011167088.1	NP_001036401.1
OG0007840	XP_011172381.2	NP_001284909.1
OG0007841	XP_011168768.1	NP_648230.1
OG0007843	XP_011168594.1	NP_648325.2
OG0007844	XP_011159903.2	NP_523544.2
OG0007846	XP_039314580.1, XP_025987010.1, XP_039314582.1	NP_649974.1
OG0007847	XP_025986220.2, XP_011159111.1	NP_608791.2
OG0007849	XP_011164264.2	NP_650382.3
OG0007850	XP_011170770.1	NP_001162683.1
OG0007851	XP_011160803.1	NP_572263.2
OG0007852	XP_011162576.2	NP_001245554.1
OG0007853	XP_011164879.1	NP_001138195.1
OG0007854	XP_011169773.1	NP_647699.1
OG0007855	XP_011155438.1	NP_001262043.1
OG0007856	XP_039303615.1	NP_001162676.1
OG0007857	XP_011156447.1	NP_001261155.1
OG0007858	XP_025995002.2	NP_788506.1
OG0007859	XP_025995793.1	NP_001260788.1
OG0007860	XP_011156521.3	NP_001138185.2
OG0007861	XP_011158725.2	NP_001014491.1
OG0007862	XP_011166983.1	NP_001285688.1
OG0007863	XP_011173846.2	NP_608762.3
OG0007864	XP_011156608.1	NP_001285820.1
OG0007865	XP_025991490.2	NP_729825.2
OG0007866	XP_025986665.1	NP_608526.1
OG0007867	XP_011161280.1	NP_524788.2
OG0007868	XP_025996812.1	NP_611469.1
OG0007869	XP_039309541.1	NP_610293.3
OG0007870	XP_039311585.1	NP_001285860.1
OG0007871	XP_011172409.1	NP_001097092.1
OG0007872	XP_011172973.1	NP_001260064.1
OG0007874	XP_011167672.1	NP_722636.1
OG0007875	XP_025992799.1	NP_001162874.1
OG0007876	XP_039305532.1	NP_001259896.1
OG0007877	XP_011159074.1	NP_649182.4
OG0007878	XP_011162754.2	NP_476769.1
OG0007879	XP_011176139.2	NP_651268.1
OG0007880	XP_011175344.1	NP_649530.2
OG0007881	XP_025993041.1, XP_011157421.1	NP_573102.1
OG0007882	XP_011162597.1	NP_511139.2
OG0007883	XP_025995945.2	NP_609403.2
OG0007885	XP_011161806.1	NP_001246293.1
OG0007888	XP_011158041.2	NP_001284736.1
OG0007889	XP_011164242.1	NP_001262281.1
OG0007892	XP_011160146.1	NP_651206.3
OG0007893	XP_039307095.1	NP_650760.1
OG0007894	XP_039314231.1	NP_001287205.1
OG0007895	XP_011173559.1	NP_001246408.1
OG0007896	XP_011166497.1	NP_732995.1
OG0007897	XP_025994062.1	NP_731367.2
OG0007899	XP_011175165.1	NP_524073.2, NP_001246759.1
OG0007901	XP_039313386.1	NP_729715.2
OG0007902	XP_025995181.1	NP_001246976.1
OG0007903	XP_025995339.1	NP_524532.2
OG0007904	XP_011160820.1	NP_001285247.1
OG0007905	XP_025993882.1	NP_788911.2
OG0007906	XP_025992386.1	NP_001285638.1
OG0007907	XP_011159496.1, XP_011159497.1	NP_610180.1
OG0007908	XP_011164248.2	NP_001262638.1
OG0007914	XP_011170353.1	NP_001259967.1
OG0007915	XP_011158072.2	NP_608505.1
OG0007921	XP_039308407.1	NP_001259701.1
OG0007933	XP_039310607.1, XP_011162527.2	NP_608727.1
OG0007936	XP_025986255.1	NP_001285288.1
OG0007941	XP_011156693.1	NP_649915.1, NP_611122.1, NP_572317.2, NP_572449.1
OG0007957	XP_025985875.1	NP_477314.1
OG0007958	XP_025987939.1	NP_651459.2
OG0007959	XP_011161930.1	NP_788592.1
OG0007960	XP_011159361.2	NP_724939.1
OG0007962	XP_011161594.1	NP_001033852.1
OG0007964	XP_011173367.1	NP_001260311.1
OG0007965	XP_025990816.2	NP_730119.1
OG0007972	XP_011167192.1	NP_728490.1
OG0007976	XP_039309255.1	NP_001137622.1
OG0007978	XP_011159408.2	NP_732262.1
OG0007985	XP_011172235.3	NP_609889.1
OG0007986	XP_011167173.3	NP_476948.1
OG0007989	XP_025986580.1, XP_025986582.1	NP_572469.1
OG0007990	XP_011176311.1	NP_611591.3
OG0007993	XP_011159900.1	NP_001260058.1
OG0007994	XP_039308267.1	NP_001246838.1
OG0007999	XP_011165993.2	NP_001261480.1
OG0008000	XP_011166397.2	NP_001138080.1
OG0008001	XP_025997166.1, XP_011172259.1	NP_001259838.1
OG0008003	XP_011171238.1	NP_001285237.1
OG0008004	XP_011163829.2	NP_572963.1
OG0008005	XP_011156310.2	NP_524060.2
OG0008007	XP_039310063.1, XP_011162614.1, XP_011162613.1	NP_572674.3
OG0008008	XP_011161162.2	NP_001163093.1
OG0008009	XP_039307897.1	NP_001096891.1
OG0008010	XP_039315249.1, XP_011157378.1	NP_572998.1
OG0008011	XP_011164452.1	NP_572815.3
OG0008012	XP_025994117.2	NP_731873.1
OG0008013	XP_011165571.1	NP_788420.1
OG0008015	XP_039305842.1	NP_001097200.1
OG0008017	XP_025989525.2	NP_651833.1
OG0008018	XP_039302765.1	NP_001262334.1
OG0008019	XP_011167640.1	NP_001262899.1
OG0008022	XP_025993422.1, XP_025993425.1, XP_025993424.1, XP_025993423.1	NP_001261059.1
OG0008023	XP_025988300.1	NP_725104.1
OG0008024	XP_011167777.1	NP_477187.1
OG0008026	XP_011168961.1	NP_609191.1
OG0008031	XP_025994337.1	NP_726504.2
OG0008038	XP_039306300.1	NP_001261317.1
OG0008043	XP_025988930.2	NP_572685.2
OG0008044	XP_025995419.1	NP_001027079.1
OG0008047	XP_011167360.2	NP_001163108.1
OG0008049	XP_011161842.1	NP_001097169.1
OG0008051	XP_011173492.1, XP_011173489.1	NP_612008.1
OG0008055	XP_039311286.1	NP_001245414.1
OG0008056	XP_025994998.1	NP_610420.1
OG0008057	XP_011170134.2	NP_649132.1
OG0008058	XP_039309973.1	NP_648911.1
OG0008059	XP_011173369.1	NP_608972.1
OG0008063	XP_011176271.2	NP_001260338.1
OG0008067	XP_011164715.1	NP_001097887.1
OG0008070	XP_011165094.1	NP_650709.3
OG0008071	XP_011167639.1	NP_001286887.1
OG0008072	XP_011162089.2, XP_025986870.2	NP_651070.3
OG0008075	XP_011172100.1	NP_724152.1
OG0008076	XP_025992076.1	NP_649618.1
OG0008077	XP_011156737.1	NP_572948.1
OG0008079	XP_039303176.1	NP_649174.1
OG0008080	XP_025994205.1	NP_001163314.1
OG0008081	XP_011166593.1	NP_610469.3
OG0008086	XP_011163503.1	NP_001260501.1
OG0008087	XP_011157863.1	NP_476684.1
OG0008089	XP_025995680.1	NP_001259704.1
OG0008090	XP_011163926.1	NP_649636.1
OG0008091	XP_039314472.1	NP_001262277.1
OG0008092	XP_011167886.3	NP_650718.2
OG0008093	XP_039303898.1	NP_001260572.1
OG0008094	XP_011157498.1	NP_573355.1
OG0008096	XP_011159187.1	NP_001036552.1
OG0008097	XP_011169741.2, XP_039303634.1, XP_011169740.2	NP_609075.1
OG0008100	XP_025986541.1	NP_573143.1
OG0008102	XP_011156563.1	NP_728237.1
OG0008103	XP_011157031.1	NP_001261460.1
OG0008104	XP_039303548.1	NP_648426.1
OG0008105	XP_011170379.1	NP_649692.2
OG0008106	XP_025986863.1, XP_011162122.1	NP_609581.3
OG0008108	XP_011176257.1	NP_001189216.1
OG0008109	XP_011156810.1	NP_001189223.1
OG0008110	XP_011156675.1	NP_001096974.1
OG0008111	XP_039305222.1	NP_001259527.1
OG0008113	XP_011162560.1	NP_001286931.1
OG0008114	XP_039301664.1	NP_001261932.1
OG0008117	XP_011171297.2	NP_001033972.1
OG0008119	XP_039312163.1	NP_001163658.1
OG0008120	XP_011172444.1	NP_001260795.1
OG0008121	XP_011158458.1	NP_001097362.1
OG0008122	XP_039308771.1	NP_723214.2
OG0008123	XP_011163588.2	NP_995620.1
OG0008124	XP_039310583.1	NP_001260134.1
OG0008126	XP_039308494.1	NP_001303333.1
OG0008127	XP_039304205.1	NP_001137791.2
OG0008128	XP_011160569.2	NP_001261386.1
OG0008133	XP_011156602.1	NP_001261846.1
OG0008134	XP_039301786.1	NP_651480.1
OG0008136	XP_011167264.2	NP_610706.1
OG0008137	XP_011158959.1	NP_611845.2, NP_648748.1
OG0008138	XP_011162194.2	NP_477138.1
OG0008141	XP_011163155.1	NP_650846.1
OG0008142	XP_011169013.1	NP_647829.1
OG0008146	XP_011164154.2	NP_611806.3
OG0008151	XP_011162071.1	NP_609655.2
OG0008158	XP_011156801.1	NP_610043.1
OG0008159	XP_039315103.1	NP_001163567.1
OG0008161	XP_011166975.1	NP_610300.1
OG0008169	XP_011161855.1	NP_476608.1
OG0008174	XP_039313026.1	NP_649257.1
OG0008182	XP_039307147.1, XP_025991626.2	NP_651933.1
OG0008184	XP_025986362.1	NP_001245719.1
OG0008200	XP_025993995.1	NP_001259147.1
OG0008202	XP_011174300.3	NP_652187.1
OG0008203	XP_011173202.1	NP_652383.1
OG0008205	XP_025995740.1	NP_649102.3
OG0008208	XP_011166011.1	NP_573061.2
OG0008209	XP_025987620.1	NP_477351.1
OG0008210	XP_011162523.2	NP_001245416.1
OG0008213	XP_011158630.2	NP_649371.2
OG0008217	XP_011166365.2	NP_001036744.1
OG0008219	XP_011165023.1	NP_001287613.1
OG0008222	XP_011161057.2	NP_730271.1
OG0008223	XP_025993625.2	NP_611239.1
OG0008225	XP_039306831.1	NP_001014730.1
OG0008228	XP_039304461.1	NP_001245468.1
OG0008230	XP_011156219.1	NP_610241.1
OG0008232	XP_011161595.1	NP_001262647.1
OG0008233	XP_011159898.2	NP_001259789.1
OG0008237	XP_011166291.1	NP_729470.1
OG0008239	XP_011158584.1	NP_001163345.1
OG0008240	XP_011162477.1	NP_001036572.1
OG0008246	XP_011162163.1	NP_001261283.1
OG0008248	XP_025995946.1	NP_001262109.1
OG0008249	XP_011160933.1	NP_001287309.1
OG0008252	XP_025993724.1	NP_001303355.1
OG0008254	XP_011156088.1	NP_609289.1
OG0008259	XP_039314811.1	NP_647931.1
OG0008260	XP_011169079.2	NP_724347.3
OG0008264	XP_011161775.1	NP_476895.1
OG0008268	XP_039314373.1	NP_001285146.1
OG0008269	XP_025986972.2	NP_001014636.1
OG0008270	XP_011167732.2	NP_001014717.1, NP_001285040.1
OG0008271	XP_011162399.1	NP_001285550.1
OG0008272	XP_011175982.1	NP_996062.3
OG0008273	XP_039303809.1	NP_001286788.1
OG0008274	XP_039306988.1	NP_001261098.1
OG0008277	XP_011164632.1	NP_001034034.1
OG0008279	XP_011155349.1	NP_610777.1
OG0008281	XP_011155439.1	NP_995949.1
OG0008282	XP_011157199.1	NP_001356903.1, NP_001261731.1
OG0008285	XP_011166672.3	NP_001247118.1
OG0008286	XP_011156566.1	NP_725399.1
OG0008289	XP_011164635.1	NP_001259144.1
OG0008293	XP_011167307.1	NP_001261506.1
OG0008294	XP_011156940.1	NP_001163119.1
OG0008297	XP_011167598.2	NP_649649.1
OG0008298	XP_011163857.1	NP_608572.1
OG0008299	XP_011161863.1	NP_001033875.1
OG0008301	XP_011162249.1	NP_001163131.1
OG0008303	XP_011166794.1	NP_001246488.1
OG0008305	XP_039307915.1	NP_651009.1
OG0008314	XP_011172976.1	NP_524350.1
OG0008316	XP_011161424.1, XP_011161777.1	NP_001287511.1
OG0008328	XP_011157347.1	NP_647799.1
OG0008339	XP_025988561.2	NP_726307.1
OG0008344	XP_011159035.1	NP_611800.1
OG0008345	XP_025988479.1	NP_610499.2
OG0008348	XP_039305875.1	NP_001245439.1
OG0008352	XP_011169668.1	NP_001285188.1
OG0008355	XP_011171963.2	NP_001097798.1
OG0008358	XP_011169839.1	NP_001261494.1
OG0008365	XP_039307353.1	NP_572284.4
OG0008370	XP_011164416.1	NP_001097152.1
OG0008372	XP_039309051.1	NP_001097683.1
OG0008382	XP_011161148.1	NP_573317.1
OG0008403	XP_025996049.1	NP_001162693.1
OG0008405	XP_011164466.1	NP_650695.1
OG0008407	XP_039308424.1	NP_001137926.1
OG0008408	XP_011170299.1	NP_610846.2
OG0008409	XP_011176106.2	NP_573054.2
OG0008410	XP_011157367.1	NP_727668.2
OG0008423	XP_025993947.1	NP_609539.1
OG0008425	XP_011159514.1	NP_001261848.1
OG0008426	XP_011157390.1	NP_650036.2
OG0008427	XP_039311896.1	NP_648627.1
OG0008430	XP_011157772.1	NP_651391.1
OG0008432	XP_025988111.2	NP_001137913.1
OG0008436	XP_011155899.1	NP_001137754.1
OG0008439	XP_011170436.1	NP_001036534.2
OG0008444	XP_011168035.1	NP_477492.1
OG0008446	XP_011171904.1	NP_001096985.2
OG0008450	XP_011168579.2	NP_569833.1
OG0008451	XP_011166198.1	NP_524034.2
OG0008453	XP_011168781.1	NP_001260923.1
OG0008455	XP_025994516.1	NP_001137733.1
OG0008460	XP_011164551.2	NP_609313.2
OG0008463	XP_011159263.1	NP_001334732.1
OG0008467	XP_039307444.1	NP_608460.1
OG0008473	XP_011171033.1	NP_001303466.1
OG0008476	XP_025992025.1	NP_001263071.1
OG0008480	XP_039302344.1	NP_001027234.1
OG0008485	XP_011157504.2	NP_609073.2
OG0008486	XP_011166001.2	NP_650607.1
OG0008489	XP_011168532.1	NP_608942.1, NP_608686.1, NP_608941.1, NP_650260.1
OG0008491	XP_011164840.1	NP_001097274.1
OG0008493	XP_011156782.1	NP_001138219.1
OG0008501	XP_011166936.2	NP_001286298.1
OG0008519	XP_025992113.1	NP_647796.2
OG0008536	XP_011155314.1	NP_001284763.1
OG0008545	XP_039315550.1	NP_610955.1, NP_610956.1
OG0008554	XP_011165223.2	NP_569925.2
OG0008577	XP_011168387.1	NP_732260.2
OG0008588	XP_039314148.1	NP_523359.2
OG0008600	XP_011159909.1	NP_609556.2
OG0008603	XP_025986566.2	NP_001259772.1
OG0008607	XP_011176316.2	NP_609206.1
OG0008614	XP_039304973.1	NP_001286101.1
OG0008614	XP_039314629.1, XP_039306858.1, XP_039315320.1, XP_039303657.1, XP_039305574.1, XP_039313450.1, XP_025991972.1, XP_039312621.1	NP_611558.2
OG0008615	XP_025987677.1	NP_650458.1
OG0008621	XP_039304294.1	NP_727152.1
OG0008628	XP_025995305.1	NP_612085.1
OG0008634	XP_039301812.1, XP_039311960.1	NP_729755.1
OG0008637	XP_025989835.1	NP_573063.1
OG0008641	XP_039302127.1	NP_001137677.1
OG0008642	XP_011173070.2	NP_001247300.1
OG0008645	XP_025996551.1	NP_728821.2
OG0008649	XP_011157699.1	NP_001262320.1
OG0008652	XP_011158537.1	NP_001261248.1
OG0008655	XP_025985890.2	NP_609941.2
OG0008660	XP_025994449.1	NP_001259871.1
OG0008661	XP_011155667.2	NP_724811.1
OG0008662	XP_011159590.1	NP_608835.1
OG0008663	XP_011155619.1	NP_650137.3
OG0008664	XP_011162148.1	NP_650471.2
OG0008741	XP_039304597.1	NP_732682.2
OG0008775	XP_011160297.1	NP_610756.2
OG0008796	XP_011176062.1	NP_001014576.1
OG0008797	XP_011167737.1	NP_001261057.1
OG0008804	XP_011172233.1	NP_611615.1, NP_611404.1, NP_610504.4
OG0008805	XP_039315365.1, XP_039312770.1	NP_001368967.1
OG0008806	XP_011158538.1	NP_610615.1
OG0008809	XP_011160285.1	NP_609939.1
OG0008810	XP_011162461.1	NP_001262630.1
OG0008813	XP_039314844.1	NP_609017.2, NP_609016.2, NP_651704.2, NP_651705.2, NP_651708.2
OG0008823	XP_025988115.1	NP_001097475.2
OG0008828	XP_011160598.1	NP_001259865.1
OG0008829	XP_025993233.1	NP_001138171.1
OG0008832	XP_025988538.1	NP_729788.1
OG0008838	XP_011167967.1	NP_001262324.1
OG0008845	XP_025985889.1, XP_011175962.1	NP_608516.1
OG0008850	XP_011156539.1	NP_001188855.1
OG0008851	XP_011157196.1	NP_001189028.1
OG0008858	XP_011155717.1	NP_001163568.1
OG0008859	XP_011163765.1	NP_001263012.2
OG0008862	XP_039304715.1	NP_001284789.1
