Orthogroup	Solenopsis_invicta	Aedes_aegypti
OG0006255	XP_011157618.2	XP_001653652.2
OG0006256	XP_039313590.1	XP_021699832.1, XP_021699834.1
OG0006257	XP_011169204.1	XP_001660415.1, XP_021704810.1
OG0006258	XP_011166218.1	XP_001662100.1
OG0006259	XP_011162659.1	XP_021698919.1
OG0006260	XP_011161716.1	XP_021710032.1
OG0006261	XP_039314514.1	XP_021713032.1
OG0006262	XP_011173042.1	XP_001654445.1
OG0006263	XP_011156179.1	XP_001658134.1
OG0006264	XP_011159689.1	XP_001658414.2
OG0006265	XP_011167673.1	XP_001656416.2
OG0006266	XP_025996207.1	XP_001655142.1, XP_021712740.1
OG0006267	XP_011155670.1	XP_021708664.1
OG0006268	XP_011163701.1	XP_001662153.1
OG0006269	XP_011168121.1	XP_001655113.1
OG0006270	XP_025987891.1, XP_025987890.1	XP_021705036.1
OG0006271	XP_011172316.1	XP_001659155.1
OG0006273	XP_011174918.1	XP_001661529.1
OG0006274	XP_011163594.1	XP_021699399.1
OG0006275	XP_011165086.1	XP_001656034.2
OG0006276	XP_011157194.1	XP_001661085.2
OG0006277	XP_011159165.1	XP_001654122.2
OG0006278	XP_011160155.1	XP_021701929.1
OG0006279	XP_011160201.1	XP_001649464.1
OG0006280	XP_011176402.1	XP_021706949.1
OG0006281	XP_011162518.1	XP_021701193.1
OG0006282	XP_011166235.1	XP_021711621.1
OG0006283	XP_011173642.2	XP_001662069.2
OG0006284	XP_011155959.1	XP_001658130.2
OG0006285	XP_025994447.1	XP_001656619.1
OG0006286	XP_011156205.1	XP_001657422.1
OG0006287	XP_011161183.1	XP_001650345.1
OG0006288	XP_011168129.2	XP_021697338.1
OG0006289	XP_011172790.1	XP_001662357.1
OG0006290	XP_011165749.1	XP_021695110.1
OG0006291	XP_011158787.1	XP_021706632.1
OG0006292	XP_011168319.1	XP_001659750.2
OG0006293	XP_011165561.1	XP_001649003.1, XP_021707585.1
OG0006294	XP_039314617.1	XP_001653052.1
OG0006295	XP_011159083.1	XP_001650202.1
OG0006296	XP_039306613.1	XP_021704011.1
OG0006297	XP_039302408.1, XP_039302409.1	XP_001658958.2
OG0006298	XP_011161867.1	XP_001662051.2
OG0006299	XP_011176252.2	XP_021695016.1, XP_021694917.1
OG0006300	XP_011158036.2	XP_021693795.1
OG0006301	XP_011166030.1	XP_021697011.1
OG0006302	XP_011166612.2	XP_021706178.1
OG0006303	XP_011158109.2	XP_001657255.2
OG0006304	XP_025993429.2	XP_021700110.1
OG0006305	XP_025995916.1	XP_021694598.1
OG0006306	XP_011175515.1	XP_001648253.1
OG0006307	XP_011161694.1	XP_021706343.1
OG0006308	XP_025988745.1	XP_001648949.2
OG0006309	XP_011173347.1	XP_001662411.1
OG0006310	XP_011161274.1	XP_001650763.1
OG0006311	XP_011156512.1	XP_021696841.1, XP_001650609.2
OG0006312	XP_011166482.1	XP_001649746.1
OG0006313	XP_011165462.1	XP_001649399.1
OG0006314	XP_025993751.2	XP_021699555.1
OG0006315	XP_011155696.1	XP_021699711.1
OG0006316	XP_011160310.1	XP_021704286.1
OG0006317	XP_039308357.1	XP_021696014.1
OG0006318	XP_025988776.1, XP_025988774.1	XP_021709632.1
OG0006319	XP_011164592.1	XP_001662409.1
OG0006320	XP_025987959.1	XP_021698478.1
OG0006322	XP_025993394.1	XP_011493441.1
OG0006323	XP_011165742.1	XP_011493383.1
OG0006324	XP_011169417.1	XP_001649078.2
OG0006325	XP_025987957.1	XP_021702947.1
OG0006326	XP_039307389.1	XP_001654401.2
OG0006327	XP_011172443.1	XP_001658204.2
OG0006328	XP_011157198.1, XP_039312666.1	XP_001660887.1
OG0006329	XP_039315119.1	XP_001659032.1
OG0006330	XP_039306708.1, XP_011157375.1	XP_021701539.1, XP_021701541.1, XP_021701540.1
OG0006331	XP_011160870.1	XP_001658276.1
OG0006332	XP_011167833.1	XP_001653669.1, XP_001653667.1, XP_021707232.1
OG0006333	XP_011173378.1	XP_001662996.1
OG0006334	XP_039305051.1	XP_001663180.1
OG0006335	XP_011162110.1, XP_011162111.1	XP_021710512.1
OG0006337	XP_011176127.1	XP_001661825.1
OG0006338	XP_011155902.1	XP_001662618.1
OG0006339	XP_011158935.2	XP_021712646.1, XP_001662501.2
OG0006340	XP_011163053.1, XP_011163054.1	XP_021693362.1
OG0006343	XP_039306294.1	XP_021703591.1
OG0006344	XP_011170959.2	XP_001654070.2
OG0006345	XP_011157770.2	XP_021709008.1
OG0006346	XP_011172792.2	XP_001656402.1
OG0006347	XP_011157665.1	XP_021696286.1
OG0006348	XP_011161132.2	XP_001654328.1
OG0006349	XP_011175880.2	XP_001658824.2
OG0006350	XP_011164285.1	XP_021706106.1
OG0006351	XP_011162279.2	XP_021713409.1
OG0006352	XP_025991780.2	XP_021706867.1
OG0006353	XP_011175121.1	XP_021705989.1
OG0006355	XP_011175808.1	XP_021693425.1
OG0006356	XP_011162445.1	XP_001657729.1
OG0006357	XP_039313737.1	XP_021707656.1
OG0006358	XP_011168267.1	XP_001652359.1
OG0006359	XP_039302649.1	XP_001660612.2
OG0006360	XP_011162422.1	XP_021697513.1
OG0006361	XP_039315250.1, XP_011157368.1	XP_001660716.2
OG0006362	XP_011175475.1	XP_001656892.1
OG0006363	XP_039309239.1, XP_025989070.1	XP_021699101.1
OG0006364	XP_011171085.2	XP_021710562.1, XP_021712143.1
OG0006365	XP_039310825.1	XP_021712422.1, XP_001657668.2
OG0006366	XP_011164505.1	XP_021707076.1
OG0006367	XP_039306671.1	XP_021695172.1
OG0006368	XP_011161308.1	XP_021705623.1
OG0006369	XP_011162480.1	XP_001657123.1
OG0006370	XP_039305116.1	XP_001662032.1
OG0006373	XP_025993512.1, XP_011161532.1	XP_001648654.2
OG0006374	XP_011162474.1	XP_021712817.1, XP_001658799.2
OG0006375	XP_011165661.1	XP_001663666.2
OG0006377	XP_011160243.2	XP_021695198.1
OG0006378	XP_039307005.1	XP_001653879.2
OG0006379	XP_039308298.1	XP_021701522.1
OG0006380	XP_039309417.1, XP_011157044.2	XP_021710493.1
OG0006381	XP_011157486.1	XP_021706258.1
OG0006382	XP_039312145.1	XP_001664244.2
OG0006383	XP_011163954.1	XP_021702590.1
OG0006384	XP_039307904.1	XP_001652638.1
OG0006385	XP_025992690.2	XP_001648348.3
OG0006386	XP_011158632.1, XP_025989278.1	XP_001660840.2
OG0006387	XP_025987305.2	XP_021709494.1
OG0006388	XP_011164525.1	XP_021707726.1
OG0006389	XP_011163786.1	XP_001653143.2
OG0006390	XP_011155586.2	XP_001652466.1
OG0006391	XP_011159956.1	XP_001649858.2, XP_001649859.2
OG0006392	XP_011168308.1	XP_021703657.1
OG0006393	XP_011176011.1	XP_001657121.1
OG0006394	XP_011172776.3	XP_021706817.1
OG0006395	XP_025993375.1	XP_021709944.1
OG0006396	XP_011163073.3	XP_001654731.2
OG0006397	XP_011161980.2	XP_001651394.2
OG0006398	XP_011161073.1	XP_001658688.2
OG0006399	XP_025988199.1	XP_021712108.1, XP_021695083.1
OG0006400	XP_039308222.1	XP_021698933.1
OG0006401	XP_039310014.1	XP_021704579.1
OG0006403	XP_025996949.1	XP_021695823.1
OG0006404	XP_039315645.1	XP_001653183.2
OG0006405	XP_039309350.1	XP_021696127.1
OG0006406	XP_011169732.1	XP_001656444.1
OG0006407	XP_011176344.1	XP_021706770.1
OG0006408	XP_011158562.1	XP_021695876.1
OG0006409	XP_025991991.1	XP_021694165.1, XP_021694166.1
OG0006411	XP_011169276.1	XP_021698270.1
OG0006412	XP_011159633.1	XP_001649124.1
OG0006413	XP_039309746.1	XP_001653824.1, XP_001653823.1
OG0006414	XP_011160589.1	XP_021699025.1
OG0006415	XP_025991635.1	XP_021708154.1
OG0006416	XP_011172610.1	XP_021711898.1, XP_001661064.2
OG0006417	XP_039312152.1, XP_039312151.1	XP_021700324.1
OG0006418	XP_025991348.1	XP_021707602.1
OG0006419	XP_011157849.1	XP_021708497.1
OG0006420	XP_011175660.1	XP_001657527.2
OG0006422	XP_011171069.1	XP_001663654.1
OG0006423	XP_039307358.1	XP_021709939.1
OG0006425	XP_039311124.1	XP_021709132.1
OG0006426	XP_011166575.1	XP_001650919.1
OG0006427	XP_011159580.1	XP_021709504.1
OG0006428	XP_039302255.1	XP_021706620.1, XP_021711982.1
OG0006429	XP_011176247.1	XP_021712998.1
OG0006430	XP_011158452.1	XP_001663724.2
OG0006431	XP_011175541.1	XP_021705127.1
OG0006432	XP_011158894.2	XP_021694828.1
OG0006433	XP_039304130.1, XP_011175173.1	XP_001656845.2
OG0006434	XP_011176006.1	XP_021698604.1
OG0006435	XP_011159664.2	XP_001659327.1
OG0006437	XP_011166538.1	XP_001653312.1
OG0006438	XP_025994002.2	XP_021704712.1
OG0006439	XP_025994547.2	XP_001659227.2
OG0006440	XP_011162848.1	XP_021701538.1
OG0006441	XP_039310099.1	XP_001654260.2
OG0006442	XP_011164341.1, XP_011164339.1	XP_001655350.2
OG0006443	XP_011173603.1	XP_021705140.1
OG0006444	XP_011155553.1	XP_001648196.1
OG0006445	XP_011159349.1	XP_021708505.1
OG0006446	XP_011156009.2, XP_039310128.1	XP_021705676.1
OG0006447	XP_011159527.1	XP_001648609.1
OG0006448	XP_011164332.2	XP_011493731.1
OG0006449	XP_011170093.1	XP_001650574.2
OG0006450	XP_039311906.1, XP_011159995.1	XP_021700848.1
OG0006451	XP_011166450.1	XP_001664282.1
OG0006452	XP_025994803.1	XP_001659778.1
OG0006454	XP_011162841.1	XP_021695339.1
OG0006455	XP_025986969.2	XP_021697448.1
OG0006456	XP_011158785.1	XP_001654061.2
OG0006457	XP_011175818.1	XP_001649604.1
OG0006458	XP_025989708.1	XP_001661916.1
OG0006459	XP_011159549.2	XP_021706028.1
OG0006460	XP_025989473.1	XP_001661961.1
OG0006461	XP_039304964.1, XP_039304965.1, XP_039304963.1, XP_039304962.1, XP_025987760.2, XP_039313125.1, XP_039313126.1, XP_039303468.1, XP_039301707.1	XP_021707460.1
OG0006463	XP_039309141.1	XP_001664316.1
OG0006464	XP_011169409.1	XP_021707837.1
OG0006465	XP_039313701.1	XP_021709281.1
OG0006466	XP_011162077.1	XP_021704187.1
OG0006467	XP_011160756.1	XP_001654812.1
OG0006468	XP_011173335.1	XP_021694829.1
OG0006469	XP_011166486.1	XP_021698220.1
OG0006470	XP_039314721.1	XP_021704077.1
OG0006471	XP_011168622.1	XP_021703560.1
OG0006472	XP_039314149.1	XP_001652850.2
OG0006473	XP_011175426.1	XP_021709807.1
OG0006474	XP_025989430.1	XP_001652417.2
OG0006475	XP_011169027.1	XP_021701211.1
OG0006476	XP_025991362.2	XP_021697068.1
OG0006477	XP_011167962.1	XP_021700677.1
OG0006478	XP_011158446.1	XP_001656937.1
OG0006480	XP_011167697.1	XP_001650487.2
OG0006482	XP_011166393.1	XP_001648880.2
OG0006483	XP_025987606.1	XP_021697737.1
OG0006484	XP_039305928.1	XP_021713424.1
OG0006485	XP_025993647.2	XP_021709595.1, XP_021709594.1
OG0006486	XP_025993950.1	XP_021709153.1
OG0006488	XP_011161557.1	XP_001657902.2
OG0006489	XP_039302220.1, XP_011164246.1	XP_021694898.1
OG0006490	XP_011156270.2	XP_001660418.2
OG0006491	XP_025988853.2	XP_001660916.2
OG0006492	XP_011159872.1	XP_021712273.1, XP_021694720.1
OG0006493	XP_039304189.1	XP_011493096.1
OG0006494	XP_011170724.1	XP_021708500.1
OG0006495	XP_025988646.1	XP_001649467.1
OG0006496	XP_039314073.1	XP_021706328.1
OG0006497	XP_039307574.1	XP_021700020.1
OG0006498	XP_025997238.1, XP_039313589.1	XP_001650131.1
OG0006499	XP_039305585.1	XP_021707065.1
OG0006500	XP_011159870.1	XP_001656926.2
OG0006501	XP_025986145.1	XP_001650005.1
OG0006502	XP_011161841.1, XP_025988953.1	XP_001648450.1
OG0006503	XP_011161443.1	XP_001662670.1
OG0006505	XP_039311023.1	XP_021702162.1
OG0006506	XP_011168337.1	XP_021712602.1, XP_001651261.1
OG0006507	XP_039307604.1	XP_021709249.1
OG0006508	XP_039311593.1	XP_021699337.1
OG0006509	XP_039314180.1, XP_039314181.1	XP_021711973.1, XP_021693609.1
OG0006510	XP_039310881.1	XP_001650335.1
OG0006511	XP_011175693.1, XP_011175692.1	XP_021701335.1
OG0006512	XP_011170513.3	XP_021713034.1, XP_021712351.1
OG0006513	XP_011170512.1	XP_001654102.2
OG0006514	XP_011164205.1	XP_001659016.2
OG0006515	XP_011167362.1	XP_021694817.1
OG0006516	XP_011173610.2	XP_001653438.1
OG0006517	XP_025990004.1	XP_021694575.1
OG0006518	XP_011168015.1	XP_021698137.1
OG0006519	XP_011167262.1	XP_021707312.1
OG0006520	XP_011168037.1	XP_001656464.2
OG0006521	XP_039313358.1	XP_001653443.2
OG0006522	XP_011170689.2	XP_001655315.1
OG0006523	XP_011155949.3	XP_021699726.1
OG0006524	XP_025994697.1	XP_021703268.1
OG0006525	XP_011172944.1	XP_001654173.2, XP_021708087.1
OG0006526	XP_039312923.1	XP_021706331.1
OG0006527	XP_011162858.1	XP_021699671.1
OG0006528	XP_025990126.1	XP_021703214.1
OG0006529	XP_039302450.1	XP_001657348.1, XP_021711286.1
OG0006530	XP_039314502.1, XP_011172382.2	XP_021694164.1
OG0006532	XP_025996167.1, XP_025996168.1	XP_001664109.2
OG0006533	XP_011165918.1	XP_001662904.1
OG0006534	XP_011156979.1	XP_001654737.1
OG0006535	XP_025995766.2	XP_001660944.1
OG0006536	XP_011167625.2	XP_021695744.1
OG0006537	XP_025986856.1	XP_021697183.1
OG0006538	XP_039308372.1	XP_021701619.1
OG0006539	XP_011159271.1	XP_021707172.1
OG0006540	XP_011172094.1	XP_001649665.2
OG0006541	XP_039307972.1	XP_001650870.1
OG0006542	XP_039313351.1	XP_021701853.1
OG0006543	XP_039312315.1	XP_021701331.1, XP_021701330.1, XP_001658184.1
OG0006544	XP_011157489.1	XP_021694656.1
OG0006545	XP_039303592.1	XP_021704327.1
OG0006546	XP_011162157.1	XP_001661121.1
OG0006547	XP_011170204.2, XP_011170203.2	XP_001664204.1
OG0006548	XP_011169372.1	XP_001662694.2
OG0006549	XP_011166260.1	XP_001655852.1
OG0006551	XP_011160725.2	XP_001650886.2
OG0006552	XP_025991438.1	XP_001663333.1
OG0006553	XP_011162827.1	XP_021707819.1
OG0006554	XP_039306850.1	XP_001658388.1
OG0006555	XP_039310536.1	XP_011493288.2, XP_021693043.1
OG0006556	XP_011169374.1	XP_001654277.1
OG0006558	XP_011164542.2	XP_021697069.1
OG0006559	XP_039313234.1	XP_021703739.1
OG0006560	XP_011164544.2	XP_021700104.1
OG0006561	XP_025992921.1	XP_001658164.1
OG0006562	XP_011169588.1	XP_021708171.1
OG0006565	XP_011172199.1	XP_021693766.1
OG0006566	XP_039304025.1	XP_021698895.1
OG0006568	XP_011170778.1	XP_001660405.1
OG0006570	XP_025995770.1	XP_021699637.1
OG0006571	XP_025996402.1	XP_021701970.1
OG0006573	XP_011167713.1	XP_001656668.1
OG0006574	XP_025988965.1	XP_021702968.1
OG0006576	XP_011156358.1	XP_021705145.1
OG0006577	XP_011157800.1	XP_021709301.1
OG0006579	XP_025997255.1, XP_039308259.1	XP_001656789.2
OG0006580	XP_011167006.1	XP_021705060.1
OG0006581	XP_011164646.2	XP_021699941.1, XP_021699950.1, XP_021699935.1
OG0006582	XP_039305110.1	XP_001650857.1
OG0006583	XP_011156000.1	XP_021700455.1
OG0006584	XP_025988081.1	XP_001655336.2
OG0006586	XP_011169581.1	XP_001662311.1
OG0006587	XP_011166267.1, XP_011166266.1	XP_001663056.2
OG0006588	XP_039306701.1	XP_001662977.2
OG0006590	XP_039306686.1	XP_021703546.1
OG0006591	XP_011156757.1	XP_001660548.1
OG0006592	XP_011173354.1	XP_001658166.2
OG0006593	XP_039305005.1	XP_021694750.1, XP_021694749.1
OG0006594	XP_011159876.1	XP_021699913.1
OG0006595	XP_011160244.2	XP_021699828.1
OG0006596	XP_039313634.1	XP_021695771.1
OG0006597	XP_011169186.2	XP_021695160.1
OG0006598	XP_011166715.1	XP_021706205.1
OG0006599	XP_039313776.1	XP_021703880.1
OG0006600	XP_025993622.2	XP_001658690.2
OG0006601	XP_025991767.2	XP_021709738.1
OG0006602	XP_039313990.1	XP_001660447.1
OG0006603	XP_039315293.1	XP_021706843.1
OG0006604	XP_011165083.1	XP_021698653.1
OG0006605	XP_011164000.2	XP_001649766.2
OG0006606	XP_025986979.2	XP_021713002.1
OG0006607	XP_011176016.2	XP_021697634.1
OG0006608	XP_025987884.1	XP_021708619.1
OG0006609	XP_025992183.1	XP_021692953.1
OG0006610	XP_025991344.2	XP_021704132.1
OG0006611	XP_025985854.1	XP_021706441.1
OG0006612	XP_011172028.1	XP_001654859.1
OG0006614	XP_025991088.1	XP_021708235.1
OG0006615	XP_011175355.1	XP_021712414.1, XP_021701511.1
OG0006616	XP_025986561.1	XP_001655801.1
OG0006617	XP_011159983.2	XP_001656925.1
OG0006618	XP_011164256.1	XP_021710584.1
OG0006619	XP_011166368.1	XP_021709530.1, XP_021712417.1
OG0006620	XP_011167720.2	XP_021702057.1
OG0006621	XP_039302681.1	XP_021713359.1
OG0006623	XP_011170783.1	XP_001647648.2
OG0006624	XP_025986093.1	XP_021696038.1
OG0006625	XP_039306525.1	XP_021693017.1
OG0006626	XP_039307982.1	XP_021709882.1, XP_021709905.1
OG0006627	XP_011166205.1	XP_021704811.1
OG0006628	XP_011157255.1	XP_021712803.1
OG0006629	XP_011168275.1, XP_011168274.1	XP_001650268.1
OG0006630	XP_011165948.1	XP_021702740.1
OG0006631	XP_011157933.1	XP_021703476.1
OG0006632	XP_011169767.1	XP_021703175.1
OG0006633	XP_011163415.1	XP_021706356.1
OG0006634	XP_025993711.2	XP_001654338.2
OG0006635	XP_011166768.1	XP_021703806.1
OG0006637	XP_039309880.1	XP_021699276.1, XP_021699277.1
OG0006638	XP_039306535.1, XP_011175208.1	XP_001657730.2
OG0006639	XP_039314846.1	XP_021694514.1
OG0006640	XP_011165610.2	XP_021693918.1
OG0006641	XP_025990359.1	XP_001659192.2
OG0006642	XP_039310868.1	XP_021698330.1
OG0006643	XP_039303894.1	XP_001659742.2
OG0006644	XP_039313374.1	XP_021698027.1
OG0006645	XP_039312683.1	XP_021700538.1
OG0006646	XP_039309830.1	XP_001659809.1
OG0006647	XP_011170777.1	XP_021694152.1, XP_021694025.1
OG0006648	XP_011158040.1	XP_001655800.2
OG0006649	XP_025996569.1	XP_001660547.2
OG0006650	XP_039311832.1	XP_021694894.1
OG0006651	XP_011160808.2	XP_021707903.1
OG0006652	XP_039310625.1	XP_021695167.1
OG0006653	XP_025989117.1	XP_021705980.1
OG0006654	XP_025992893.1	XP_001657903.2
OG0006655	XP_011162143.1	XP_021693218.1
OG0006656	XP_011176029.1	XP_021696607.1, XP_021696608.1
OG0006657	XP_011168510.1	XP_001661237.1
OG0006658	XP_011163947.1	XP_001651882.1
OG0006659	XP_025992074.2	XP_001653516.2
OG0006660	XP_039312006.1	XP_021710900.1
OG0006661	XP_011155897.1	XP_001657977.2
OG0006662	XP_039307590.1	XP_021709178.1
OG0006663	XP_025992115.1	XP_001657582.2
OG0006664	XP_039310080.1	XP_021710662.1
OG0006665	XP_039306705.1, XP_011157372.1	XP_001657248.1
OG0006666	XP_011158410.2	XP_021707292.1, XP_021712363.1
OG0006667	XP_025997063.1	XP_021702177.1
OG0006669	XP_039312382.1	XP_021711268.1, XP_021711263.1, XP_021711259.1
OG0006670	XP_039303286.1	XP_001651908.2
OG0006671	XP_011170097.1	XP_021694700.1
OG0006672	XP_039305298.1	XP_001648305.2
OG0006673	XP_039307640.1	XP_001649363.2
OG0006674	XP_039314815.1, XP_011175470.2	XP_001649614.2
OG0006675	XP_011162421.1	XP_021697515.1, XP_001649753.1
OG0006676	XP_011159310.1	XP_001650486.2
OG0006677	XP_039308268.1	XP_001650535.2
OG0006678	XP_039305783.1	XP_001650658.1
OG0006679	XP_011159985.2	XP_001650939.1
OG0006680	XP_011175927.1	XP_021711357.1, XP_021711356.1, XP_001651111.1
OG0006681	XP_039312014.1	XP_001651467.2
OG0006682	XP_011167756.1	XP_001651485.1
OG0006683	XP_039314013.1	XP_001651641.2
OG0006684	XP_011168054.2	XP_021695984.1, XP_001652310.1
OG0006685	XP_025991920.1	XP_001652628.1
OG0006686	XP_039314418.1	XP_021707041.1, XP_021707039.1, XP_021707038.1, XP_001653140.2
OG0006687	XP_011167703.1	XP_001653797.2
OG0006688	XP_011173080.1	XP_021701821.1, XP_021701820.1, XP_001654402.2
OG0006689	XP_011160932.1, XP_025995140.1	XP_001654433.1
OG0006690	XP_011167391.1	XP_021701275.1, XP_021701276.1, XP_021701274.1, XP_001654893.1
OG0006691	XP_011167820.1	XP_001655031.2, XP_001655032.2
OG0006692	XP_011161550.1, XP_039309771.1	XP_001655345.2
OG0006693	XP_011168205.2	XP_001655525.2
OG0006694	XP_011161846.1	XP_001655639.2
OG0006695	XP_025990102.1	XP_001655962.2
OG0006696	XP_011170507.1	XP_001656638.2
OG0006697	XP_025995690.1, XP_039313546.1, XP_011176304.1	XP_001657371.1
OG0006698	XP_011156862.1	XP_001657531.1
OG0006699	XP_025991565.1	XP_001657892.1
OG0006700	XP_011156083.2	XP_001659279.2, XP_021702719.1, XP_021702718.1
OG0006701	XP_011163585.1	XP_021702715.1, XP_021702716.1, XP_021702713.1, XP_021702714.1, XP_001659282.2
OG0006702	XP_039313986.1	XP_001659401.2
OG0006703	XP_011173493.1	XP_001659696.2
OG0006704	XP_011175299.1	XP_001659808.1
OG0006705	XP_011161036.2, XP_025990692.2	XP_001660790.2
OG0006706	XP_011158054.1	XP_001661378.2
OG0006707	XP_011163412.1	XP_001661397.1
OG0006708	XP_025990886.1	XP_001662978.1
OG0006709	XP_011167017.2	XP_001662982.2
OG0006710	XP_011159959.2	XP_001663461.1
OG0006711	XP_011166138.1	XP_021693038.1
OG0006714	XP_011161962.1	XP_021693953.1
OG0006715	XP_025990099.1, XP_025990098.1	XP_021695989.1
OG0006716	XP_039305032.1	XP_021696745.1
OG0006717	XP_039304472.1, XP_011157516.1	XP_021696914.1
OG0006718	XP_025987145.2	XP_021697247.1
OG0006719	XP_039308751.1	XP_021697274.1
OG0006720	XP_011165522.2	XP_021697553.1
OG0006721	XP_011171450.1, XP_011171451.1	XP_021697876.1, XP_021697877.1
OG0006722	XP_039308756.1, XP_011171737.1	XP_021698307.1
OG0006723	XP_011165305.1	XP_021698606.1
OG0006724	XP_011172003.1	XP_021700236.1
OG0006725	XP_025988998.1	XP_021700773.1
OG0006726	XP_011160250.1, XP_011160252.1	XP_021700931.1
OG0006727	XP_011172051.1, XP_011172050.1	XP_021701153.1
OG0006728	XP_011158718.2	XP_021701229.1
OG0006729	XP_025990624.1, XP_011171400.1	XP_021701639.1, XP_021701640.1
OG0006731	XP_039312451.1	XP_021701718.1
OG0006732	XP_011164035.1	XP_021702123.1
OG0006733	XP_025994450.1	XP_021702247.1
OG0006734	XP_011168153.2	XP_021702385.1, XP_021702373.1
OG0006735	XP_011167244.1	XP_021702801.1, XP_021702766.1
OG0006736	XP_025994441.1	XP_021703000.1
OG0006737	XP_039308760.1, XP_039308761.1, XP_039308759.1	XP_021703021.1, XP_021712146.1
OG0006739	XP_011158763.1	XP_021703878.1
OG0006740	XP_039308504.1	XP_021704283.1
OG0006741	XP_025990760.1	XP_021705141.1
OG0006742	XP_039307646.1	XP_021705342.1
OG0006743	XP_011165379.1	XP_021705453.1
OG0006744	XP_025985937.1, XP_011175981.1	XP_021706745.1
OG0006745	XP_039315010.1	XP_021706761.1
OG0006746	XP_025990677.2	XP_021706769.1
OG0006747	XP_011166019.1, XP_039311082.1, XP_011166018.1	XP_021707018.1
OG0006748	XP_011166498.2	XP_021710739.1, XP_021707799.1
OG0006749	XP_025992966.1	XP_021708789.1
OG0006750	XP_039309345.1	XP_021708822.1
OG0006751	XP_039311216.1	XP_021709044.1
OG0006752	XP_025993852.1	XP_021709282.1
OG0006753	XP_011175156.1	XP_021709369.1
OG0006754	XP_025993452.2	XP_021712263.1, XP_021713262.1
OG0006755	XP_011159381.2	XP_021713296.1
OG0006798	XP_025990007.1	XP_001662431.1
OG0006799	XP_025996658.1	XP_001652015.1
OG0006800	XP_011168715.1	XP_001663436.1
OG0006801	XP_011163166.1	XP_001663403.2
OG0006802	XP_011167408.1	XP_001654090.1
