Orthogroup	Osmia_lignaria	Nasonia_vitripennis
OG0007653	XP_034170997.1	XP_001603682.2
OG0007655	XP_034187435.1	XP_008216270.1
OG0007656	XP_034185263.1, XP_034185261.1	XP_003426992.1
OG0007657	XP_034191850.1	XP_001599859.1
OG0007658	XP_034181246.1	XP_001606188.1
OG0007659	XP_034187356.1	XP_008216692.1
OG0007660	XP_034174090.1	XP_016838811.1
OG0007661	XP_034189605.1	XP_016838616.1
OG0007662	XP_034191865.1	XP_016839443.1
OG0007663	XP_034183471.1	XP_008211910.1
OG0007664	XP_034184495.1	XP_008204265.1
OG0007665	XP_034179402.1	XP_008214624.1
OG0007666	XP_034174512.1	XP_031785208.1
OG0007667	XP_034194165.1	XP_008204034.1
OG0007668	XP_034174509.1	XP_001603424.1
OG0007671	XP_034170911.1	XP_008217228.2
OG0007673	XP_034183772.1	XP_001604229.1
OG0007675	XP_034173462.1	XP_031782620.1
OG0007677	XP_034175513.1	XP_001607967.2
OG0007678	XP_034195408.1	XP_031783294.1
OG0007679	XP_034173447.1	XP_001605964.1
OG0007680	XP_034184401.1	XP_001605131.1
OG0007682	XP_034196458.1	XP_001606372.1
OG0007683	XP_034193195.1	XP_032454654.1
OG0007684	XP_034192764.1	NP_001164390.1, XP_031778372.1
OG0007685	XP_034179008.1	XP_031784586.1
OG0007686	XP_034171823.1	XP_031788411.1
OG0007687	XP_034186367.1	NP_001153497.1
OG0007688	XP_034190499.1	XP_001599603.1
OG0007690	XP_034193168.1	XP_001604403.1
OG0007691	XP_034195154.1	XP_031780896.1
OG0007692	XP_034183953.1	XP_031786948.1
OG0007694	XP_034174498.1	XP_003426057.1
OG0007695	XP_034178703.1	XP_001601396.2
OG0007697	XP_034181551.1	XP_031787514.1
OG0007699	XP_034195530.1	XP_016844493.1
OG0007700	XP_034180380.1	XP_031788238.2
OG0007701	XP_034176657.1	XP_016837280.1
OG0007702	XP_034187667.1	NP_001136168.1
OG0007703	XP_034194049.1	XP_031780118.1
OG0007705	XP_034175234.1	XP_003426067.1
OG0007707	XP_034194362.1	XP_003426379.1
OG0007708	XP_034170904.1	XP_016841899.1
OG0007709	XP_034192699.1	XP_031785180.1
OG0007710	XP_034179898.1, XP_034179897.1	XP_016845440.1, XP_016845439.1, XP_031786640.1
OG0007711	XP_034188118.1	XP_031785891.1
OG0007712	XP_034193680.1	XP_032452744.1, XP_008203065.1, XP_008203066.1
OG0007713	XP_034179242.1	XP_016845501.1, XP_001601482.2
OG0007714	XP_034175111.1	XP_008216309.1
OG0007715	XP_034181003.1	XP_003424771.1
OG0007716	XP_034179295.1	XP_001604126.2
OG0007717	XP_034180784.1	XP_001604913.2
OG0007718	XP_034179485.1	XP_031777952.1
OG0007719	XP_034191874.1	XP_008206193.1
OG0007720	XP_034172399.1	XP_031787539.1
OG0007721	XP_034182145.1	XP_001604437.1
OG0007722	XP_034174594.1	XP_008205334.1
OG0007723	XP_034176700.1	XP_031782339.1
OG0007726	XP_034195002.1	XP_003426812.1
OG0007728	XP_034191599.1	XP_031787225.1
OG0007730	XP_034192880.1	XP_008214794.1
OG0007731	XP_034187242.1	XP_001602982.1
OG0007732	XP_034184342.1	XP_016844452.1
OG0007733	XP_034175425.1	XP_001600305.1
OG0007734	XP_034178512.1	XP_031778166.1
OG0007735	XP_034187938.1	XP_031783233.1
OG0007736	XP_034186110.1	XP_003424812.1
OG0007737	XP_034193163.1	XP_031782036.1
OG0007738	XP_034186331.1	XP_008207414.2
OG0007739	XP_034192608.1	XP_008204852.1
OG0007741	XP_034185319.1	XP_001603197.1
OG0007742	XP_034181715.1	XP_032451753.1, XP_032451752.1
OG0007743	XP_034188561.1	XP_001602573.1
OG0007744	XP_034190953.1	XP_031782596.1
OG0007745	XP_034190427.1	XP_003424608.1
OG0007746	XP_034192768.1	XP_016837582.1
OG0007747	XP_034179883.1	XP_008207525.2
OG0007748	XP_034182119.1	XP_031778600.1
OG0007750	XP_034187725.1	XP_031780777.1
OG0007751	XP_034194522.1	NP_001152815.1, XP_008215062.1
OG0007752	XP_034175661.1	XP_016839804.1
OG0007753	XP_034178752.1	XP_016844520.1
OG0007755	XP_034174373.1	XP_016845496.1
OG0007756	XP_034177436.1	XP_003425484.2
OG0007758	XP_034191274.1	XP_008204543.1
OG0007759	XP_034175565.1	XP_031785336.1
OG0007760	XP_034183834.1	XP_001602527.3
OG0007761	XP_034171700.1	XP_008202911.1
OG0007763	XP_034181056.1	XP_001604935.1
OG0007768	XP_034180312.1	XP_001606537.1
OG0007769	XP_034191769.1	XP_001607218.1
OG0007770	XP_034187636.1	XP_008202614.1
OG0007771	XP_034171675.1	XP_032454440.1
OG0007772	XP_034186941.1	XP_031787956.1
OG0007773	XP_034171899.1	XP_031777943.1
OG0007775	XP_034192671.1	XP_031781135.1
OG0007776	XP_034179023.1	XP_016836701.1
OG0007777	XP_034190797.1	XP_031781103.1
OG0007778	XP_034182286.1	XP_032453593.1
OG0007779	XP_034189242.1	XP_032452919.1
OG0007780	XP_034178836.1	XP_016841750.1
OG0007781	XP_034189858.1	XP_031780292.1
OG0007782	XP_034177522.1	XP_003426151.2, XP_032455610.1, XP_032455609.1
OG0007783	XP_034191994.1, XP_034191993.1	XP_031779322.1
OG0007785	XP_034174830.1, XP_034174829.1	XP_003424912.2
OG0007787	XP_034193427.1	XP_001603368.1
OG0007789	XP_034173856.1	XP_016839167.1
OG0007790	XP_034188022.1	XP_031780559.1
OG0007791	XP_034192259.1	XP_001604415.1
OG0007793	XP_034182773.1	XP_001608250.2
OG0007794	XP_034184324.1	XP_016842304.1
OG0007795	XP_034172463.1	XP_008204030.1
OG0007796	XP_034183058.1	NP_001135428.1
OG0007797	XP_034188087.1	XP_016841278.1
OG0007798	XP_034179297.1	XP_031787919.1
OG0007799	XP_034192030.1	XP_031779328.1
OG0007801	XP_034183261.1	XP_001605943.1
OG0007802	XP_034194355.1	XP_008209713.1
OG0007803	XP_034179224.1	XP_008209164.1
OG0007804	XP_034171337.1	XP_031782127.1
OG0007805	XP_034176334.1	XP_031788334.1
OG0007808	XP_034188084.1	XP_001606722.1
OG0007809	XP_034190705.1, XP_034190704.1	XP_031788076.1
OG0007810	XP_034175013.1	XP_008206938.1
OG0007811	XP_034188009.1	XP_001607700.1
OG0007812	XP_034171063.1	XP_016844316.1
OG0007813	XP_034180147.1	XP_016837845.1
OG0007814	XP_034191720.1	XP_001603163.2
OG0007815	XP_034185750.1	XP_008204173.1
OG0007816	XP_034172326.1	XP_031786738.1, NP_001129658.1
OG0007818	XP_034175292.1	XP_008209885.1, XP_031780738.1
OG0007819	XP_034188280.1	XP_001602242.1
OG0007821	XP_034177346.1	XP_008205904.1
OG0007822	XP_034181027.1	XP_031787626.1
OG0007823	XP_034188938.1	XP_031779593.1
OG0007824	XP_034187193.1	XP_008210718.1
OG0007826	XP_034178700.1	XP_001605079.1
OG0007827	XP_034190060.1	XP_031779180.1
OG0007828	XP_034177601.1	NP_001166858.1
OG0007829	XP_034191332.1	XP_031781490.1, XP_032457637.1, XP_031781491.1
OG0007830	XP_034175956.1	XP_032454084.1
OG0007831	XP_034193436.1	XP_003424198.1
OG0007832	XP_034181269.1	XP_003427029.1
OG0007835	XP_034187023.1, XP_034187025.1	XP_016845855.1
OG0007836	XP_034173940.1	XP_001602291.2
OG0007837	XP_034182926.1	XP_001604351.1
OG0007838	XP_034193344.1	XP_031784515.1
OG0007839	XP_034193045.1	NP_001161197.1
OG0007840	XP_034177699.1	XP_008211581.1
OG0007841	XP_034194064.1	XP_008211719.2
OG0007842	XP_034189503.1	XP_003426609.1
OG0007843	XP_034173322.1	XP_001604128.1
OG0007844	XP_034194470.1	XP_001604483.1
OG0007845	XP_034187451.1	XP_003424158.1, XP_032453416.1
OG0007846	XP_034186443.1	XP_031789524.1
OG0007848	XP_034179554.1	XP_032457277.1
OG0007849	XP_034182449.1	XP_016842359.1
OG0007850	XP_034191760.1	XP_003425658.1
OG0007851	XP_034191791.1	XP_016841074.1
OG0007852	XP_034192440.1	XP_001605476.2
OG0007853	XP_034190848.1	XP_031776605.1
OG0007854	XP_034176943.1, XP_034176942.1	XP_008211287.1, XP_032454847.1
OG0007856	XP_034171209.1	XP_031782014.1
OG0007857	XP_034191938.1	XP_031785498.1
OG0007858	XP_034179391.1	XP_001607174.1
OG0007859	XP_034195386.1	XP_031782311.1
OG0007860	XP_034180773.1	XP_031788395.1
OG0007861	XP_034196678.1	XP_001608187.1
OG0007862	XP_034180780.1	XP_001604506.2
OG0007863	XP_034190364.1	XP_008208254.1
OG0007864	XP_034183934.1	XP_001601024.2
OG0007865	XP_034190300.1	XP_031787654.1
OG0007868	XP_034193448.1	XP_001603244.1
OG0007869	XP_034172299.1	XP_016837282.1
OG0007870	XP_034183520.1	XP_003425105.1
OG0007872	XP_034189260.1, XP_034189259.1	XP_008204767.1
OG0007874	XP_034176572.1	XP_031784928.1
OG0007875	XP_034176289.1	XP_008211441.1
OG0007876	XP_034174237.1	XP_008211330.1
OG0007877	XP_034181800.1	XP_031777178.1
OG0007880	XP_034176010.1	XP_003427877.1
OG0007881	XP_034185841.1, XP_034185842.1, XP_034185840.1	XP_031780209.1, XP_008203297.2
OG0007882	XP_034192447.1	XP_016839889.1
OG0007883	XP_034174364.1	XP_016839631.1
OG0007884	XP_034186804.1	XP_008204943.1
OG0007885	XP_034190785.1	XP_016837482.1
OG0007887	XP_034187353.1	XP_001600850.1
OG0007888	XP_034179019.1	XP_003423997.1
OG0007889	XP_034183871.1	XP_001606414.3
OG0007890	XP_034175242.1, XP_034175239.1, XP_034175241.1, XP_034175240.1	XP_008203504.1
OG0007891	XP_034172521.1	XP_031777558.1, XP_001605324.2
OG0007892	XP_034192679.1	XP_001600109.2
OG0007893	XP_034181359.1	XP_001605082.1
OG0007894	XP_034175054.1	XP_001604282.3
OG0007895	XP_034174357.1, XP_034174359.1	XP_001602339.2
OG0007898	XP_034192637.1	XP_031784465.1
OG0007900	XP_034193224.1	XP_031781304.1, XP_031781305.1
OG0007901	XP_034196211.1	XP_003424657.1
OG0007902	XP_034177148.1	XP_008205475.1
OG0007903	XP_034177180.1	XP_001599413.4
OG0007904	XP_034191650.1	XP_008216956.1
OG0007905	XP_034191159.1	XP_031784567.1
OG0007908	XP_034193617.1	XP_008207834.1, XP_008207833.1
OG0007910	XP_034182727.1	XP_001601570.2
OG0007911	XP_034185747.1	XP_001606881.1
OG0007912	XP_034173367.1	XP_031784840.1
OG0007914	XP_034189216.1	XP_003425497.1
OG0007915	XP_034178832.1	XP_008202090.1
OG0007916	XP_034176542.1	XP_008214105.1
OG0007917	XP_034184210.1	XP_003423858.1
OG0007918	XP_034185733.1, XP_034174104.1	XP_016844919.1
OG0007919	XP_034177542.1	XP_008208678.1
OG0007920	XP_034179118.1, XP_034179111.1	XP_016839145.1
OG0007921	XP_034189363.1	XP_016836815.1, XP_016836817.1
OG0007922	XP_034176571.1	XP_016838961.1
OG0007923	XP_034188724.1	XP_008215897.2
OG0007924	XP_034178130.1	XP_008203259.1
OG0007925	XP_034179435.1, XP_034179434.1	XP_001604355.2
OG0007927	XP_034187925.1	XP_031782380.1
OG0007931	XP_034189940.1, XP_034183561.1	XP_003428231.1
OG0007933	XP_034171150.1	XP_008213504.1
OG0007934	XP_034192156.1	XP_016842325.1
OG0007936	XP_034188052.1	XP_031787607.1
OG0007937	XP_034175322.1, XP_034175323.1	XP_016844040.1, XP_016844041.1, XP_016844042.1
OG0007938	XP_034178171.1, XP_034178170.1, XP_034178169.1	XP_031787840.1
OG0007941	XP_034175924.1	XP_001601448.2
OG0007942	XP_034171090.1	XP_008213381.1
OG0007948	XP_034193104.1	XP_032455002.1, XP_008206696.1, XP_003426422.1, XP_008204246.1
OG0007949	XP_034184113.1, XP_034184156.1	XP_008217569.1, XP_016842164.1, XP_016842163.1, XP_008217567.1, XP_031780554.1
OG0007952	XP_034194689.1, XP_034194870.1, XP_034194660.1, XP_034194671.1	XP_031789327.1
OG0007957	XP_034191215.1	NP_001129486.1
OG0007958	XP_034183180.1	NP_001155061.1
OG0007960	XP_034194402.1	XP_003427152.1, XP_001605618.2
OG0007961	XP_034184786.1	XP_032455516.1
OG0007962	XP_034170822.1	XP_001599035.1
OG0007963	XP_034182116.1	NP_001165851.1
OG0007964	XP_034174518.1	XP_031787178.1
OG0007966	XP_034190161.1	XP_031786885.1
OG0007967	XP_034190782.1	XP_008202167.1, XP_008202164.1
OG0007968	XP_034187046.1	XP_001599727.1
OG0007970	XP_034176327.1	XP_001603626.1
OG0007971	XP_034180853.1	XP_016844090.1
OG0007972	XP_034180013.1	XP_008213532.1, XP_008213531.1
OG0007973	XP_034183578.1	XP_003427574.2
OG0007974	XP_034195442.1	XP_003425021.1
OG0007975	XP_034180215.1	XP_031788629.1
OG0007976	XP_034178491.1	XP_008206928.1, XP_001602935.2
OG0007977	XP_034185887.1	XP_031776759.1
OG0007981	XP_034190123.1, XP_034190122.1	XP_001603121.2
OG0007982	XP_034190106.1	XP_003426096.3, XP_031788896.1
OG0007983	XP_034178916.1	XP_001605312.2
OG0007984	XP_034190119.1	XP_001602032.1
OG0007985	XP_034177163.1	XP_001601010.1
OG0007986	XP_034171240.1	XP_003428020.1
OG0007987	XP_034182056.1	XP_001607483.1
OG0007988	XP_034177624.1	XP_001599516.2
OG0007989	XP_034178399.1	XP_003428149.1
OG0007990	XP_034182188.1	XP_003424699.1
OG0007991	XP_034174282.1	XP_003427507.1
OG0007992	XP_034184410.1	XP_031780339.1
OG0007995	XP_034173866.1	XP_001603842.3
OG0007996	XP_034183029.1	XP_016845654.1
OG0007997	XP_034170887.1	XP_001607242.2
OG0007998	XP_034192879.1	XP_008204104.1
OG0008000	XP_034183924.1	XP_008213083.1
OG0008001	XP_034176257.1	XP_031783478.1
OG0008002	XP_034185790.1	XP_031779196.1
OG0008003	XP_034193191.1	XP_001602214.2
OG0008005	XP_034190302.1	XP_016844891.1
OG0008006	XP_034191243.1	XP_001603332.2
OG0008008	XP_034191596.1	XP_008206807.1
OG0008010	XP_034191848.1	XP_001600497.1
OG0008011	XP_034182475.1	XP_016837853.1
OG0008013	XP_034172745.1	XP_031780151.1
OG0008014	XP_034174981.1	XP_031783707.1
OG0008015	XP_034196707.1	XP_001604287.2
OG0008017	XP_034181220.1	XP_008215484.1
OG0008019	XP_034192897.1	NP_001136158.1
OG0008020	XP_034180030.1	XP_001603009.1
OG0008021	XP_034177826.1	NP_001127784.2, XP_008212395.1
OG0008023	XP_034178568.1	XP_008217540.1
OG0008026	XP_034176305.1	XP_001605368.1
OG0008027	XP_034176832.1	XP_016837986.1
OG0008028	XP_034187891.1	XP_031782315.1
OG0008030	XP_034189401.1, XP_034189397.1	XP_008203760.1, XP_032453979.1
OG0008032	XP_034185471.1	XP_016837114.1
OG0008033	XP_034189510.1	XP_031784334.1
OG0008035	XP_034174552.1	XP_031787553.1
OG0008039	XP_034181266.1	NP_001135881.1
OG0008040	XP_034183290.1	XP_031777262.1, XP_031777265.1
OG0008041	XP_034188678.1	XP_003425372.1
OG0008042	XP_034173468.1	XP_031788912.1
OG0008045	XP_034185321.1	XP_031783280.1
OG0008046	XP_034179904.1, XP_034179903.1	XP_001605660.1
OG0008047	XP_034188642.1	XP_008203366.1
OG0008049	XP_034190795.1	XP_001606078.1
OG0008053	XP_034182048.1	NP_001153404.1, XP_031778332.1
OG0008055	XP_034187539.1	XP_031783274.1
OG0008057	XP_034179310.1	NP_001166085.1
OG0008058	XP_034173318.1	NP_001123219.2
OG0008059	XP_034173965.1	XP_008215425.1
OG0008060	XP_034190028.1	XP_003425025.1
OG0008061	XP_034180658.1	XP_001608024.2, XP_003424578.1
OG0008062	XP_034178756.1	XP_031784676.1
OG0008063	XP_034175630.1	XP_032456941.1
OG0008064	XP_034191828.1	XP_008216966.1
OG0008066	XP_034178316.1	XP_031783751.2
OG0008068	XP_034179659.1	XP_016845236.2
OG0008069	XP_034175617.1	XP_003424582.1
OG0008070	XP_034191330.1	XP_008216369.1
OG0008071	XP_034177325.1	XP_008217805.1
OG0008074	XP_034180744.1	XP_003424540.1
OG0008075	XP_034190211.1, XP_034190212.1	XP_001603144.2
OG0008076	XP_034179006.1	XP_001601833.1
OG0008077	XP_034181690.1	XP_003424441.1
OG0008078	XP_034171457.1	XP_001603280.1
OG0008079	XP_034171632.1	XP_008213414.1
OG0008081	XP_034191135.1	XP_031784981.1
OG0008084	XP_034194537.1	XP_001602858.1
OG0008085	XP_034176493.1	XP_001606856.1
OG0008086	XP_034184888.1	XP_001602403.1
OG0008088	XP_034173317.1	XP_008210398.1
OG0008089	XP_034183086.1	XP_031783268.2
OG0008090	XP_034179243.1	XP_001602976.1
OG0008091	XP_034192902.1	XP_031785762.1
OG0008092	XP_034179510.1	XP_003426648.1
OG0008093	XP_034187070.1	XP_031783343.1
OG0008094	XP_034183418.1	XP_003426333.1
OG0008096	XP_034173431.1	XP_031788729.1
OG0008099	XP_034176870.1	XP_008205428.1, NP_001161252.1
OG0008100	XP_034178364.1	XP_016844817.1
OG0008101	XP_034174367.1	XP_016840843.1
OG0008104	XP_034195888.1	XP_008214055.1
OG0008106	XP_034173712.1	XP_001604702.1
OG0008108	XP_034181229.1	XP_031781695.1
OG0008114	XP_034180862.1	XP_031782162.1
OG0008115	XP_034194966.1	XP_031779655.1
OG0008116	XP_034183189.1	XP_031779678.1
OG0008117	XP_034189446.1	XP_031786763.1
OG0008119	XP_034187674.1	XP_008216686.1, XP_032453958.1
OG0008120	XP_034184604.1	XP_003427376.1
OG0008121	XP_034190626.1	XP_031780955.1
OG0008122	XP_034190074.1	XP_031780566.1
OG0008124	XP_034191594.1	XP_001602562.2, XP_008210371.2
OG0008127	XP_034186730.1	XP_008202277.2
OG0008128	XP_034186302.1	XP_001607357.1
OG0008130	XP_034171623.1	XP_008215743.1
OG0008133	XP_034196202.1	XP_031780163.2
OG0008134	XP_034184890.1	XP_008216077.2
OG0008135	XP_034195517.1, XP_034195519.1	XP_008205729.1
OG0008136	XP_034188475.1	XP_003426380.1
OG0008137	XP_034189208.1	XP_016844855.1
OG0008138	XP_034185257.1	XP_016843855.1
OG0008142	XP_034182507.1	XP_003427098.1
OG0008143	XP_034176267.1	XP_016839454.1
OG0008144	XP_034183328.1	NP_001136030.1
OG0008146	XP_034194726.1	XP_031787713.1
OG0008147	XP_034181128.1	XP_008206246.1, XP_001603585.2
OG0008148	XP_034190910.1	XP_003425850.1
OG0008149	XP_034185165.1	XP_016843064.1, XP_003426112.1
OG0008150	XP_034180791.1	XP_016839540.1, XP_031782367.1
OG0008151	XP_034193731.1	XP_032457741.1
OG0008152	XP_034177442.1	XP_016842882.1, XP_016842881.1, XP_008204100.1, XP_031784982.1
OG0008153	XP_034195744.1	XP_008207863.1
OG0008154	XP_034190535.1	XP_031776886.1
OG0008155	XP_034196143.1, XP_034196144.1, XP_034196142.1, XP_034196145.1	XP_003424423.1
OG0008156	XP_034172277.1	XP_003427295.1, XP_003427296.1, XP_016839912.1, XP_032454405.1, XP_032454404.1
OG0008157	XP_034182114.1, XP_034182113.1	XP_003424112.1
OG0008158	XP_034181527.1	XP_032452215.1
OG0008159	XP_034178844.1	XP_003426693.1
OG0008160	XP_034184501.1	XP_008208597.1
OG0008161	XP_034190134.1	NP_001136349.1
OG0008163	XP_034185404.1	XP_001600336.1
OG0008164	XP_034175871.1	XP_001603866.2
OG0008165	XP_034196343.1	XP_031780653.1
OG0008166	XP_034174483.1	XP_003425860.1
OG0008167	XP_034185421.1	XP_031788189.1
OG0008168	XP_034186537.1, XP_034186538.1, XP_034186536.1, XP_034186535.1	XP_032452607.1
OG0008169	XP_034190756.1	XP_001603707.2
OG0008170	XP_034176363.1	XP_016839348.1, XP_016839347.1, XP_008203897.1
OG0008172	XP_034177886.1, XP_034177887.1, XP_034177888.1	XP_008211200.1
OG0008173	XP_034173207.1, XP_034173206.1	XP_003425153.1
OG0008174	XP_034196208.1	XP_031787085.1
OG0008175	XP_034170934.1	XP_032455106.1, XP_003427668.1
OG0008176	XP_034184732.1, XP_034184731.1	XP_031779012.1, XP_008209631.1
OG0008178	XP_034179130.1	XP_003425907.1
OG0008179	XP_034186807.1, XP_034186806.1	XP_031780609.1
OG0008180	XP_034172125.1	XP_003427408.1
OG0008181	XP_034186753.1	XP_031777070.1, XP_031777066.1, XP_031777071.1
OG0008182	XP_034189379.1	XP_001602481.3
OG0008183	XP_034173802.1	XP_031785996.1
OG0008184	XP_034191637.1	XP_031782889.1
OG0008185	XP_034181548.1	XP_031789082.1, XP_016844020.1, XP_032455019.1, XP_001603767.1
OG0008186	XP_034180409.1	XP_031782279.1, XP_032453798.1
OG0008187	XP_034185727.1	XP_016845937.1, XP_008215233.1, XP_031777195.1
OG0008188	XP_034171181.1	XP_031787742.1
OG0008189	XP_034187883.1	XP_016843906.1
OG0008198	XP_034186351.1	XP_001607808.1
OG0008199	XP_034172770.1	XP_008213564.1
OG0008201	XP_034193851.1	XP_031787050.1
OG0008202	XP_034179320.1	XP_001600330.1
OG0008203	XP_034172866.1	NP_001156898.1
OG0008204	XP_034177343.1	XP_001605168.1
OG0008206	XP_034189994.1	XP_001605749.2
OG0008208	XP_034179483.1	XP_003426587.1
OG0008209	XP_034187394.1	XP_001606126.1
OG0008210	XP_034171961.1	XP_016840165.2
OG0008211	XP_034181162.1	XP_031783834.1
OG0008212	XP_034186049.1	XP_032452403.1
OG0008213	XP_034171069.1	NP_001127801.1
OG0008214	XP_034193602.1	XP_016839593.1
OG0008215	XP_034188240.1	XP_001607301.1
OG0008219	XP_034178954.1	XP_001606250.2
OG0008220	XP_034174053.1	XP_008203461.1
OG0008221	XP_034187331.1	NP_001127794.1, XP_008202520.1
OG0008222	XP_034196550.1	XP_008213735.1, XP_031782794.1
OG0008223	XP_034181752.1	XP_031778811.1
OG0008224	XP_034192237.1	XP_001605276.2
OG0008226	XP_034179821.1	XP_008210880.1
OG0008227	XP_034193601.1, XP_034193603.1, XP_034193604.1, XP_034193599.1, XP_034193600.1	XP_003423809.1
OG0008229	XP_034177974.1	XP_031783206.1
OG0008231	XP_034179233.1	XP_016836835.2
OG0008234	XP_034172887.1	XP_001606519.1
OG0008235	XP_034189407.1	XP_003425761.1
OG0008237	XP_034179472.1	XP_031782309.1
OG0008238	XP_034173578.1	XP_001604070.1
OG0008243	XP_034175512.1	XP_001607972.2
OG0008247	XP_034179459.1	XP_031786810.1
OG0008251	XP_034187261.1	XP_008203283.1
OG0008255	XP_034172179.1	XP_008201876.1
OG0008257	XP_034188373.1	XP_008202080.1
OG0008258	XP_034191988.1	XP_016837500.1, XP_016837501.1
OG0008259	XP_034179300.1	XP_001603870.1
OG0008261	XP_034173926.1	XP_016840429.1, XP_016840428.1
OG0008262	XP_034171765.1	XP_031787875.1
OG0008263	XP_034186149.1	XP_032456358.1
OG0008266	XP_034193183.1	XP_008213678.1
OG0008267	XP_034180607.1	XP_008202719.1, XP_003424783.1
OG0008268	XP_034186853.1, XP_034186862.1	XP_008215827.1
OG0008270	XP_034186521.1	XP_003424136.1
OG0008271	XP_034176248.1, XP_034176247.1	XP_031783445.1
OG0008273	XP_034189181.1	XP_016839996.1
OG0008274	XP_034192293.1	XP_008215227.1
OG0008276	XP_034187296.1	XP_008209268.1
OG0008280	XP_034183088.1	XP_001600799.2
OG0008282	XP_034174803.1	XP_003426055.1
OG0008283	XP_034173057.1	NP_001166086.1
OG0008287	XP_034195416.1	XP_001599638.1
OG0008291	XP_034196525.1	XP_001604465.2
OG0008292	XP_034178472.1	XP_016842409.1
OG0008293	XP_034172254.1	XP_008210903.1
OG0008294	XP_034173054.1	XP_003427982.1
OG0008296	XP_034190145.1	XP_008204156.1
OG0008298	XP_034188424.1	XP_001607374.2
OG0008299	XP_034190723.1	XP_031779451.1
OG0008300	XP_034178642.1	XP_016841173.1, XP_001606130.2
OG0008301	XP_034190497.1	XP_016845360.1, XP_001607986.1
OG0008302	XP_034184516.1	XP_001602063.1
OG0008303	XP_034195326.1	XP_008206319.1
OG0008305	XP_034193393.1	XP_016840334.1
OG0008306	XP_034175453.1	NP_001153243.1
OG0008310	XP_034178268.1	XP_001600315.1
OG0008313	XP_034195610.1	XP_008208571.1, NP_001234886.1, NP_001165829.1, XP_031783358.1
OG0008314	XP_034196347.1	XP_001600665.1, XP_031784774.1
OG0008315	XP_034171096.1	XP_001602474.2
OG0008316	XP_034187941.1	XP_003425678.1
OG0008317	XP_034193660.1	XP_016841418.1
