Orthogroup	Osmia_lignaria	Drosophila_melanogaster
OG0006697	XP_034172090.1	NP_001027093.1
OG0006698	XP_034184022.1, XP_034184020.1	NP_001261300.1
OG0006699	XP_034186762.1	NP_648574.1
OG0006700	XP_034181661.1	NP_609380.1
OG0006701	XP_034187520.1	NP_610031.1
OG0006702	XP_034196630.1	NP_650138.1, NP_650140.1, NP_650139.3
OG0006703	XP_034190882.1	NP_650646.1
OG0006704	XP_034172799.1	NP_788522.1
OG0006706	XP_034178802.1	NP_001286635.1
OG0006707	XP_034195025.1	NP_609052.1
OG0006708	XP_034187880.1	NP_572755.1
OG0006709	XP_034180787.1	NP_001285859.1
OG0006710	XP_034181919.1	NP_572332.1
OG0006711	XP_034192645.1, XP_034192644.1	NP_732533.1
OG0006713	XP_034173764.1, XP_034173763.1	NP_651682.1
OG0006714	XP_034178886.1	NP_647783.3
OG0006715	XP_034186531.1	NP_001137703.1
OG0006716	XP_034173821.1	NP_001262649.1
OG0006717	XP_034191640.1	NP_647898.3
OG0006718	XP_034186582.1	NP_612024.4
OG0006719	XP_034180389.1	NP_725178.2
OG0006720	XP_034172830.1	NP_724619.2
OG0006721	XP_034183130.1	NP_001261159.1
OG0006722	XP_034182103.1	NP_001284773.1
OG0006723	XP_034173146.1	NP_001246283.1
OG0006724	XP_034184885.1	NP_573137.1
OG0006725	XP_034185083.1, XP_034185082.1	NP_001260554.1
OG0006726	XP_034178029.1	NP_609327.3
OG0006728	XP_034170942.1	NP_001096908.1
OG0006729	XP_034182943.1	NP_611531.2
OG0006731	XP_034175821.1, XP_034175822.1, XP_034175820.1	NP_609190.2
OG0006732	XP_034178191.1	NP_610434.1
OG0006733	XP_034173118.1	NP_609564.1
OG0006734	XP_034176516.1	NP_608979.2
OG0006735	XP_034188466.1	NP_001284725.1
OG0006736	XP_034173104.1	NP_001260188.1
OG0006738	XP_034181970.1, XP_034181973.1	NP_788038.1
OG0006739	XP_034171051.1	NP_001286748.1
OG0006740	XP_034177776.1	NP_611642.2
OG0006741	XP_034178839.1	NP_001036740.2
OG0006742	XP_034175415.1	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1
OG0006743	XP_034179942.1, XP_034179941.1	NP_651085.2
OG0006745	XP_034179304.1	NP_649211.1
OG0006746	XP_034171289.1	NP_001261799.1
OG0006747	XP_034179153.1	NP_648204.1
OG0006749	XP_034173082.1	NP_523705.2, NP_612571.1
OG0006750	XP_034191287.1	NP_524048.2
OG0006751	XP_034178527.1	NP_001260992.1
OG0006752	XP_034182930.1	NP_001097174.1
OG0006753	XP_034194035.1	NP_725497.1
OG0006754	XP_034193724.1, XP_034193723.1	NP_651223.2
OG0006757	XP_034171718.1	NP_651129.1, NP_788549.1
OG0006760	XP_034192478.1, XP_034192479.1	NP_001262493.1
OG0006782	XP_034177258.1	NP_511146.2
OG0006786	XP_034185723.1	NP_649750.1
OG0006792	XP_034179668.1	NP_611101.1
OG0006798	XP_034183145.1	NP_001246276.1
OG0006799	XP_034196408.1	NP_609142.1, NP_001036353.1
OG0006800	XP_034188299.1	NP_001188691.1
OG0006801	XP_034174206.1	NP_652014.1
OG0006802	XP_034172962.1	NP_649645.1
OG0006803	XP_034194187.1	NP_001014599.2
OG0006804	XP_034181225.1	NP_524328.1
OG0006805	XP_034178131.1	NP_511058.1
OG0006806	XP_034187902.1	NP_728489.2
OG0006807	XP_034192072.1	NP_523813.1
OG0006808	XP_034187429.1	NP_723327.1
OG0006809	XP_034180464.1	NP_649089.2
OG0006810	XP_034193433.1	NP_649202.1
OG0006811	XP_034192356.1	NP_001260339.1
OG0006812	XP_034176496.1	NP_524180.1
OG0006813	XP_034180388.1	NP_649243.1
OG0006814	XP_034180918.1	NP_650961.2
OG0006815	XP_034178239.1	NP_001036720.1
OG0006816	XP_034176098.1	NP_610024.1
OG0006817	XP_034184681.1	NP_001285512.1
OG0006818	XP_034181702.1	NP_523923.1
OG0006819	XP_034188760.1	NP_524284.1
OG0006820	XP_034184814.1	NP_001260563.1
OG0006821	XP_034183662.1	NP_648880.1
OG0006822	XP_034189637.1	NP_725343.1
OG0006823	XP_034194063.1	NP_001246059.1
OG0006824	XP_034192653.1	NP_001287182.1
OG0006825	XP_034180168.1	NP_001097372.1
OG0006826	XP_034186787.1	NP_788764.1
OG0006827	XP_034193434.1	NP_609086.1
OG0006828	XP_034179239.1	NP_649641.1
OG0006829	XP_034172545.1	NP_001287013.1
OG0006830	XP_034173691.1	NP_648351.1
OG0006831	XP_034180863.1	NP_524104.2
OG0006832	XP_034172046.1	NP_523817.1
OG0006833	XP_034192141.1	NP_001260735.1
OG0006834	XP_034170831.1	NP_648500.1
OG0006835	XP_034190522.1	NP_725106.1
OG0006836	XP_034174868.1	NP_609789.1
OG0006838	XP_034188790.1	NP_001285012.1
OG0006839	XP_034185709.1	NP_001033848.1, NP_608634.1
OG0006840	XP_034179152.1	NP_001287192.1
OG0006841	XP_034195114.1	NP_001163644.1
OG0006842	XP_034174372.1	NP_001285334.1
OG0006843	XP_034193665.1	NP_001286407.1
OG0006844	XP_034189855.1	NP_477419.1
OG0006845	XP_034184796.1	NP_647981.1
OG0006846	XP_034182061.1	NP_001027074.1
OG0006847	XP_034173088.1	NP_524115.1
OG0006848	XP_034183498.1	NP_572354.1
OG0006850	XP_034172276.1	NP_650067.1
OG0006851	XP_034172322.1	NP_001286784.1
OG0006852	XP_034180583.1	NP_651660.1
OG0006854	XP_034178943.1	NP_524586.1
OG0006855	XP_034186729.1	NP_608895.1
OG0006856	XP_034173608.1	NP_609949.1
OG0006857	XP_034186866.1	NP_788610.1
OG0006858	XP_034186147.1	NP_523785.2
OG0006859	XP_034191773.1	NP_651972.1
OG0006860	XP_034180686.1	NP_649184.1
OG0006862	XP_034182269.1	NP_572390.1
OG0006863	XP_034196021.1	NP_001188867.1
OG0006864	XP_034175196.1, XP_034175195.1	NP_611695.1
OG0006865	XP_034176238.1	NP_477080.1
OG0006867	XP_034187346.1	NP_651829.1
OG0006868	XP_034194746.1	NP_609339.1
OG0006869	XP_034180755.1	NP_650470.1
OG0006870	XP_034178843.1	NP_651118.1
OG0006871	XP_034194971.1	NP_722456.1
OG0006872	XP_034172656.1	NP_001260069.1
OG0006874	XP_034190345.1	NP_001247368.1
OG0006875	XP_034175523.1	NP_648027.3
OG0006876	XP_034189567.1	NP_995816.1
OG0006877	XP_034196688.1	NP_001285699.1
OG0006878	XP_034175371.1	NP_001285170.1
OG0006879	XP_034179829.1	NP_001246480.1
OG0006881	XP_034184455.1	NP_001138075.1
OG0006882	XP_034176808.1	NP_609926.1
OG0006884	XP_034171573.1	NP_001286868.1
OG0006885	XP_034176095.1	NP_001260836.2
OG0006886	XP_034190670.1	NP_611840.1
OG0006887	XP_034171501.1	NP_610547.1
OG0006888	XP_034192087.1	NP_524910.1
OG0006889	XP_034184464.1	NP_001285658.1, NP_728367.3
OG0006890	XP_034189670.1	NP_609936.1
OG0006891	XP_034174849.1	NP_524032.2
OG0006892	XP_034173022.1	NP_523893.1
OG0006893	XP_034175359.1	NP_001189308.1
OG0006894	XP_034171204.1	NP_611686.2
OG0006895	XP_034185490.1	NP_536733.1
OG0006896	XP_034177787.1	NP_001259877.1
OG0006897	XP_034179874.1	NP_001262986.1
OG0006898	XP_034181924.1	NP_610737.1
OG0006899	XP_034192352.1	NP_651331.1
OG0006900	XP_034183889.1	NP_001259892.1
OG0006901	XP_034176741.1	NP_001285438.1
OG0006902	XP_034176580.1	NP_524940.1
OG0006903	XP_034182199.1	NP_572170.1
OG0006905	XP_034172605.1	NP_001189105.1
OG0006906	XP_034176975.1	NP_648409.1
OG0006907	XP_034181901.1	NP_001350856.1
OG0006908	XP_034187488.1	NP_651529.2
OG0006909	XP_034192023.1	NP_650865.1
OG0006910	XP_034173722.1	NP_001097963.1
OG0006911	XP_034180201.1	NP_610702.1
OG0006912	XP_034187530.1	NP_723735.2
OG0006913	XP_034180955.1	NP_001262769.1
OG0006914	XP_034173492.1	NP_610670.2
OG0006915	XP_034172511.1	NP_730192.2
OG0006916	XP_034174441.1	NP_609981.1
OG0006917	XP_034175110.1	NP_573099.1
OG0006918	XP_034176816.1	NP_476886.1
OG0006919	XP_034187030.1	NP_001033932.2
OG0006920	XP_034196049.1	NP_477145.1
OG0006921	XP_034179847.1	NP_573128.2
OG0006922	XP_034179584.1	NP_648439.1
OG0006923	XP_034183523.1	NP_001368991.1
OG0006924	XP_034190668.1	NP_611871.2
OG0006925	XP_034173872.1	NP_524450.2
OG0006927	XP_034178140.1	NP_524776.1
OG0006928	XP_034187942.1	NP_001368954.1
OG0006929	XP_034184859.1	NP_001262456.1
OG0006930	XP_034184417.1	NP_651857.2
OG0006931	XP_034193216.1	NP_001285095.1
OG0006932	XP_034193548.1	NP_609209.2
OG0006933	XP_034182448.1	NP_610169.1
OG0006934	XP_034186486.1	NP_651044.1
OG0006935	XP_034179759.1	NP_726243.1
OG0006936	XP_034192120.1	NP_001188848.1, NP_649978.2
OG0006937	XP_034193946.1	NP_001287400.1
OG0006938	XP_034174027.1	NP_001259806.1
OG0006940	XP_034180357.1	NP_525099.3
OG0006941	XP_034180084.1	NP_647798.1
OG0006943	XP_034183878.1	NP_649512.1
OG0006944	XP_034181982.1	NP_727785.1
OG0006945	XP_034184514.1	NP_542443.4
OG0006946	XP_034178589.1	NP_001287052.1
OG0006948	XP_034191881.1	NP_001286684.1
OG0006949	XP_034175792.1	NP_001260196.1
OG0006950	XP_034193647.1	NP_651079.2
OG0006951	XP_034187240.1	NP_001188706.1
OG0006952	XP_034181067.1	NP_524834.2
OG0006953	XP_034179137.1	NP_650554.3
OG0006954	XP_034172703.1	NP_001097646.1
OG0006955	XP_034189817.1	NP_996147.1
OG0006956	XP_034173962.1	NP_611693.1
OG0006957	XP_034172402.1	NP_726006.3
OG0006959	XP_034170943.1	NP_652607.1
OG0006960	XP_034196019.1	NP_001036597.1
OG0006961	XP_034193770.1	NP_001284813.1
OG0006962	XP_034173673.1	NP_524212.2
OG0006963	XP_034192932.1, XP_034192933.1	NP_609478.1
OG0006965	XP_034174951.1	NP_001259286.1
OG0006966	XP_034179615.1	NP_001261722.1
OG0006967	XP_034174284.1	NP_651754.1
OG0006968	XP_034195234.1	NP_001036460.1
OG0006969	XP_034185511.1	NP_524894.1
OG0006970	XP_034191575.1	NP_733329.1
OG0006971	XP_034190642.1	NP_001163786.1
OG0006972	XP_034181031.1	NP_001285589.1
OG0006973	XP_034181767.1	NP_569954.1
OG0006974	XP_034180369.1	NP_650486.1
OG0006975	XP_034180355.1	NP_650542.1
OG0006976	XP_034174980.1	NP_476710.2
OG0006979	XP_034178217.1	NP_609738.1
OG0006980	XP_034182921.1	NP_729983.1
OG0006981	XP_034175857.1	NP_001259941.1
OG0006982	XP_034175669.1	NP_001261577.1
OG0006983	XP_034189865.1	NP_001261373.1
OG0006984	XP_034173592.1	NP_001286565.1
OG0006985	XP_034174616.1	NP_001286577.1
OG0006986	XP_034173242.1	NP_001284797.1
OG0006987	XP_034189029.1	NP_001286807.1
OG0006988	XP_034177327.1	NP_001286070.1
OG0006990	XP_034174705.1	NP_723971.1
OG0006991	XP_034194756.1	NP_609305.1
OG0006992	XP_034172148.1	NP_477502.1
OG0006993	XP_034187026.1	NP_610642.2
OG0006994	XP_034177150.1	NP_523910.1
OG0006995	XP_034183037.1, XP_034183036.1	NP_001036711.1
OG0006996	XP_034191502.1	NP_650704.1
OG0006998	XP_034192942.1	NP_609370.2
OG0006999	XP_034183243.1	NP_476593.2
OG0007000	XP_034188026.1	NP_001246950.1
OG0007001	XP_034179088.1	NP_649318.1
OG0007002	XP_034174699.1	NP_001303402.1
OG0007003	XP_034177513.1	NP_001163721.1
OG0007004	XP_034187600.1	NP_608841.1
OG0007005	XP_034191879.1	NP_573239.1
OG0007006	XP_034176997.1	NP_001137996.2
OG0007007	XP_034187267.1	NP_524596.1
OG0007008	XP_034178050.1	NP_573026.1
OG0007009	XP_034173701.1	NP_524939.1
OG0007010	XP_034195374.1	NP_001259381.1
OG0007012	XP_034174539.1	NP_611862.1
OG0007013	XP_034174864.1	NP_723549.1
OG0007014	XP_034188650.1	NP_001259837.1
OG0007015	XP_034181530.1	NP_001096864.1
OG0007016	XP_034174082.1	NP_648755.1
OG0007017	XP_034181072.1	NP_610048.2
OG0007018	XP_034175958.1	NP_001015187.2
OG0007020	XP_034178912.1	NP_647737.1
OG0007021	XP_034182250.1	NP_001261795.1
OG0007022	XP_034172349.1	NP_650431.1
OG0007023	XP_034177651.1	NP_609607.1
OG0007024	XP_034181274.1	NP_477271.1
OG0007025	XP_034187757.1	NP_650520.1
OG0007026	XP_034183487.1	NP_001162645.1
OG0007027	XP_034190539.1	NP_649129.1
OG0007028	XP_034172200.1	NP_647901.1
OG0007029	XP_034193106.1	NP_001163639.1
OG0007030	XP_034180078.1	NP_652724.1
OG0007031	XP_034192241.1	NP_001246473.1
OG0007033	XP_034194772.1	NP_001260200.1
OG0007034	XP_034179473.1	NP_649965.2
OG0007035	XP_034195104.1	NP_608521.1
OG0007036	XP_034179286.1	NP_477432.3
OG0007037	XP_034186245.1, XP_034186246.1	NP_001137648.1, NP_611151.1
OG0007038	XP_034178880.1	NP_611363.2
OG0007039	XP_034180311.1	NP_610292.2
OG0007040	XP_034189655.1	NP_476946.1
OG0007041	XP_034188082.1	NP_001104452.1
OG0007043	XP_034185811.1	NP_477242.1
OG0007044	XP_034174910.1	NP_648247.1
OG0007045	XP_034191095.1	NP_651182.2
OG0007046	XP_034195688.1	NP_001261051.1
OG0007047	XP_034192055.1	NP_001033884.2
OG0007048	XP_034179520.1	NP_650457.2
OG0007049	XP_034171466.1	NP_001369036.1
OG0007050	XP_034173311.1	NP_611080.1
OG0007051	XP_034186704.1	NP_001260871.1
OG0007052	XP_034182812.1	NP_609452.1
OG0007053	XP_034187317.1	NP_001262893.1
OG0007054	XP_034193258.1	NP_001263142.1
OG0007055	XP_034192413.1	NP_001259133.1
OG0007056	XP_034179429.1	NP_001285218.1
OG0007057	XP_034178919.1	NP_610997.1
OG0007058	XP_034188953.1	NP_648787.2
OG0007059	XP_034178596.1	NP_523403.2
OG0007060	XP_034176426.1	NP_001262717.1
OG0007061	XP_034188521.1	NP_001163511.1
OG0007062	XP_034173493.1	NP_650401.1
OG0007063	XP_034178835.1	NP_611008.2
OG0007064	XP_034172848.1	NP_477039.1
OG0007065	XP_034193518.1	NP_001285509.1
OG0007066	XP_034190045.1	NP_609058.2
OG0007067	XP_034186719.1	NP_001262000.1
OG0007068	XP_034190448.1	NP_001259972.1
OG0007070	XP_034173981.1	NP_001303376.1
OG0007071	XP_034181965.1	NP_477416.1
OG0007072	XP_034175151.1	NP_649072.1
OG0007073	XP_034180079.1	NP_001286637.1
OG0007074	XP_034192890.1	NP_573119.1
OG0007075	XP_034175843.1	NP_001097002.1
OG0007076	XP_034183568.1	NP_524757.1
OG0007077	XP_034193618.1	NP_650955.1
OG0007078	XP_034185181.1	NP_001286617.1
OG0007079	XP_034182383.1	NP_524199.1
OG0007080	XP_034180833.1	NP_610761.2
OG0007081	XP_034181305.1	NP_001261138.1
OG0007082	XP_034189963.1	NP_648944.1
OG0007083	XP_034179732.1	NP_476708.1
OG0007084	XP_034171544.1	NP_524764.1
OG0007085	XP_034192308.1	NP_524107.2
OG0007086	XP_034190193.1	NP_610928.1
OG0007087	XP_034174021.1	NP_524071.2
OG0007088	XP_034185256.1	NP_651601.1
OG0007089	XP_034172676.1	NP_001246428.1
OG0007090	XP_034174117.1	NP_001163531.1
OG0007091	XP_034188601.1	NP_650459.1
OG0007092	XP_034182982.1	NP_652063.1
OG0007093	XP_034192700.1	NP_611113.1
OG0007094	XP_034184120.1	NP_001262001.1
OG0007095	XP_034182283.1	NP_524549.1
OG0007096	XP_034182253.1	NP_001027032.1
OG0007097	XP_034178849.1	NP_001262804.1
OG0007098	XP_034173153.1	NP_001259946.1
OG0007099	XP_034190606.1	NP_610000.1
OG0007100	XP_034181141.1	NP_001162899.1
OG0007101	XP_034192762.1	NP_648819.2
OG0007102	XP_034174826.1	NP_573075.1, NP_611459.1
OG0007103	XP_034194413.1	NP_001285190.1
OG0007104	XP_034180939.1	NP_001097249.1
OG0007105	XP_034177047.1	NP_001287545.1
OG0007106	XP_034195461.1	NP_612112.1
OG0007107	XP_034196337.1	NP_650111.3
OG0007109	XP_034187064.1	NP_001246599.1
OG0007110	XP_034173887.1	NP_650128.1
OG0007111	XP_034182284.1	NP_001259457.1
OG0007112	XP_034188462.1	NP_612045.1
OG0007113	XP_034172566.1	NP_001097853.1
OG0007115	XP_034185318.1	NP_725369.1
OG0007116	XP_034188553.1	NP_001027109.2
OG0007117	XP_034187793.1	NP_001262220.1
OG0007118	XP_034176690.1	NP_648205.1
OG0007119	XP_034180921.1	NP_524737.2
OG0007120	XP_034179603.1	NP_001246323.1
OG0007121	XP_034183175.1	NP_001259175.1
OG0007122	XP_034186913.1	NP_609999.2
OG0007123	XP_034194242.1	NP_001097549.1
OG0007124	XP_034189751.1	NP_001259172.1
OG0007125	XP_034188905.1	NP_001246856.1
OG0007126	XP_034190832.1	NP_001014589.1
OG0007127	XP_034180994.1	NP_609237.1
OG0007128	XP_034172559.1	NP_001259621.1
OG0007129	XP_034186329.1	NP_648489.1
OG0007130	XP_034173674.1	NP_477354.1
OG0007131	XP_034184527.1	NP_001036375.2
OG0007132	XP_034191482.1	NP_609151.2
OG0007133	XP_034190044.1	NP_996213.1
OG0007134	XP_034188963.1	NP_608525.1
OG0007135	XP_034182785.1	NP_610760.1
OG0007136	XP_034173948.1	NP_726175.3
OG0007137	XP_034191752.1	NP_524316.1
OG0007138	XP_034173321.1	NP_524364.2
OG0007139	XP_034178474.1	NP_001246108.1
OG0007140	XP_034193457.1	NP_001303371.1
OG0007141	XP_034177966.1	NP_001259148.1
OG0007142	XP_034172810.1	NP_647880.1
OG0007143	XP_034191471.1	NP_572836.1
OG0007144	XP_034183068.1	NP_652555.1
OG0007145	XP_034180407.1	NP_723789.2
OG0007146	XP_034185151.1	NP_651978.2
OG0007147	XP_034180837.1	NP_001036609.1
OG0007148	XP_034196659.1	NP_650083.1
OG0007149	XP_034183928.1	NP_650734.2
OG0007150	XP_034179893.1	NP_001189165.1
OG0007151	XP_034182967.1	NP_609490.1
OG0007152	XP_034193120.1	NP_001262729.1
OG0007153	XP_034192234.1	NP_648553.1
OG0007154	XP_034174909.1	NP_001027089.1
OG0007155	XP_034186767.1	NP_651986.2
OG0007156	XP_034185493.1	NP_650553.1
OG0007158	XP_034176232.1	NP_725476.1
OG0007159	XP_034178515.1	NP_001259934.1
OG0007160	XP_034191880.1	NP_730600.1
OG0007161	XP_034179151.1	NP_649626.1
OG0007162	XP_034195407.1	NP_572673.1
OG0007163	XP_034193884.1	NP_728468.1
OG0007164	XP_034192208.1	NP_001303440.1
OG0007165	XP_034184749.1	NP_001285679.1
OG0007166	XP_034184952.1	NP_728573.1
OG0007168	XP_034182431.1	NP_001138001.1
OG0007169	XP_034185994.1	NP_611959.2
OG0007170	XP_034172168.1	NP_001137876.1
OG0007171	XP_034172565.1	NP_612003.1
OG0007172	XP_034196602.1	NP_649713.1
OG0007173	XP_034188616.1	NP_652037.1
OG0007174	XP_034177433.1	NP_525105.2
OG0007175	XP_034192856.1	NP_647995.1
OG0007176	XP_034192009.1	NP_650307.2
OG0007177	XP_034189850.1	NP_723226.1
OG0007178	XP_034187697.1	NP_001036342.1
OG0007179	XP_034175153.1	NP_001262895.1
OG0007180	XP_034188395.1	NP_001261188.1
OG0007182	XP_034182189.1	NP_523665.2
OG0007184	XP_034181592.1	NP_572576.1
OG0007185	XP_034176810.1	NP_001287558.1
OG0007187	XP_034188782.1	NP_647623.1
OG0007188	XP_034175467.1	NP_573000.1
OG0007189	XP_034182154.1	NP_001259576.1
OG0007190	XP_034172664.1	NP_611676.1
OG0007192	XP_034190295.1	NP_001259914.1
OG0007193	XP_034190686.1	NP_001097981.1
OG0007195	XP_034182251.1	NP_511069.3
OG0007196	XP_034192427.1	NP_572710.1
OG0007197	XP_034192622.1	NP_001260166.1
OG0007198	XP_034190961.1	NP_001284938.1
OG0007199	XP_034186845.1	NP_524942.1
OG0007200	XP_034193308.1	NP_648178.1
OG0007201	XP_034175361.1	NP_001259184.1
OG0007202	XP_034189275.1	NP_524626.1
OG0007205	XP_034178445.1	NP_728621.1
OG0007206	XP_034184479.1	NP_524831.2
OG0007208	XP_034181692.1, XP_034181693.1	NP_001284796.1
OG0007209	XP_034178250.1	NP_610267.2
OG0007210	XP_034195553.1	NP_001027138.2
OG0007212	XP_034177526.1	NP_477064.1
OG0007213	XP_034188348.1	NP_001260649.1
OG0007214	XP_034177742.1	NP_476762.1
OG0007217	XP_034176501.1	NP_649573.2
OG0007219	XP_034174555.1	NP_001260144.1
OG0007220	XP_034191116.1	NP_001287225.1
OG0007222	XP_034181749.1	NP_477448.1
OG0007223	XP_034192218.1	NP_001284786.1
OG0007225	XP_034176460.1	NP_650752.2
OG0007226	XP_034185804.1	NP_524756.2
OG0007227	XP_034196643.1	NP_524535.2
OG0007228	XP_034173370.1	NP_477324.1
OG0007229	XP_034172526.1	NP_609325.2, NP_001015502.3
OG0007230	XP_034190319.1	NP_511096.2
OG0007231	XP_034189115.1	NP_477401.2
OG0007232	XP_034174852.1	NP_511094.1
OG0007233	XP_034171021.1	NP_996087.2
OG0007234	XP_034193930.1	NP_001188596.1
OG0007235	XP_034179416.1	NP_611100.1
OG0007236	XP_034189066.1	NP_001260712.1
OG0007237	XP_034185444.1	NP_650000.1
OG0007238	XP_034192034.1	NP_477330.1
OG0007239	XP_034176205.1	NP_001286990.1
OG0007241	XP_034191525.1	NP_649546.1
OG0007242	XP_034184963.1	NP_001162756.1
OG0007243	XP_034174204.1	NP_001286836.1
OG0007244	XP_034176198.1	NP_611422.2
OG0007245	XP_034172098.1	NP_610610.1
OG0007247	XP_034184235.1	NP_730812.3
OG0007248	XP_034192882.1	NP_651581.2
OG0007249	XP_034193909.1	NP_001259560.1
OG0007250	XP_034179196.1	NP_609790.1
OG0007251	XP_034194144.1	NP_524333.1
OG0007253	XP_034176639.1	NP_651885.1
OG0007254	XP_034171309.1	NP_001287029.1
OG0007255	XP_034172093.1	NP_477449.1
OG0007257	XP_034180998.1	NP_001368973.1
OG0007259	XP_034176898.1	NP_001286252.1
OG0007262	XP_034182357.1	NP_001259535.1
OG0007263	XP_034185400.1	NP_001015384.1
OG0007264	XP_034177115.1	NP_001286339.1
OG0007265	XP_034173460.1	NP_659573.1
OG0007268	XP_034188263.1	NP_001287177.1
OG0007269	XP_034186857.1	NP_001245511.1
OG0007270	XP_034180984.1	NP_001262397.1
OG0007271	XP_034175680.1	NP_524729.2
OG0007272	XP_034177687.1	NP_649658.1
OG0007273	XP_034182345.1	NP_001287617.1
OG0007274	XP_034172871.1, XP_034172873.1, XP_034172872.1	NP_001247269.1
OG0007275	XP_034193535.1	NP_651778.1
OG0007276	XP_034185922.1	NP_609491.1
OG0007278	XP_034181445.1	NP_573066.1
OG0007279	XP_034192256.1	NP_648804.1
OG0007280	XP_034178795.1	NP_649910.3
OG0007281	XP_034184009.1	NP_608491.3
OG0007282	XP_034183935.1	NP_001260335.1
OG0007283	XP_034187923.1	NP_001287287.1
OG0007284	XP_034174088.1	NP_610687.1
OG0007285	XP_034175580.1	NP_651727.1
OG0007286	XP_034192874.1	NP_001286797.1
OG0007287	XP_034182615.1	NP_001259489.1
OG0007288	XP_034174548.1	NP_001262822.1
OG0007289	XP_034196205.1	NP_001261910.1
OG0007290	XP_034179321.1	NP_649635.1
OG0007291	XP_034188525.1	NP_723700.1
OG0007293	XP_034171247.1	NP_524621.2
OG0007294	XP_034186947.1	NP_001096987.2
OG0007295	XP_034181569.1	NP_001247303.1
OG0007296	XP_034195476.1	NP_611229.2
OG0007297	XP_034171165.1	NP_001261699.1
OG0007298	XP_034177359.1	NP_001262832.1
OG0007299	XP_034174841.1	NP_001287215.1
OG0007300	XP_034182697.1	NP_524981.2
OG0007301	XP_034174136.1	NP_001036558.1, NP_649386.1
OG0007302	XP_034176567.1	NP_001097115.1
OG0007303	XP_034176753.1	NP_001262259.1
OG0007304	XP_034179575.1	NP_001163238.2
OG0007305	XP_034176702.1	NP_610203.2
OG0007306	XP_034184214.1	NP_001259418.1
OG0007307	XP_034176122.1	NP_001285000.1
OG0007308	XP_034183224.1	NP_001287272.1
OG0007309	XP_034189859.1	NP_001097088.3
OG0007310	XP_034180450.1, XP_034180451.1	NP_001285953.1
OG0007311	XP_034174735.1	NP_001260017.1
OG0007312	XP_034171568.1	NP_648660.1
OG0007313	XP_034193310.1	NP_476602.1
OG0007314	XP_034174530.1	NP_001262857.1
OG0007315	XP_034195883.1	NP_476759.1
OG0007316	XP_034187467.1	NP_001246080.1
OG0007317	XP_034189975.1	NP_001286987.1
OG0007318	XP_034177224.1	NP_649946.1
OG0007319	XP_034190393.1	NP_649254.2
OG0007320	XP_034172182.1	NP_001260276.1
OG0007321	XP_034184305.1	NP_733239.1
OG0007322	XP_034192507.1	NP_001097354.1
OG0007323	XP_034171439.1	NP_001260513.1
OG0007324	XP_034187521.1	NP_608548.1
OG0007325	XP_034174030.1	NP_001162844.1
OG0007326	XP_034187408.1	NP_608742.2
OG0007327	XP_034195961.1	NP_732958.1
OG0007329	XP_034195103.1	NP_001285417.1
OG0007330	XP_034194230.1	NP_511075.3
OG0007331	XP_034188694.1	NP_001015316.1
OG0007332	XP_034175475.1	NP_001287279.1
OG0007334	XP_034185509.1	NP_573368.2
OG0007335	XP_034195985.1	NP_648241.1
