Orthogroup	Ceratina_calcarata	Eufriesea_mexicana
OG0007037	XP_026669601.1	XP_017767036.1
OG0007038	XP_017893424.1	XP_017764828.1
OG0007039	XP_017880658.1	XP_017757377.1
OG0007040	XP_017887268.1	XP_017767044.1
OG0007041	XP_017886069.1	XP_017752425.1
OG0007042	XP_026672060.1	XP_017757282.1
OG0007043	XP_017887290.1	XP_017755353.1
OG0007044	XP_017880850.1	XP_017752330.1
OG0007045	XP_017880804.1	XP_017759568.1
OG0007046	XP_017881139.1, XP_026669859.1	XP_017760270.1
OG0007047	XP_017880675.1	XP_017766714.1
OG0007048	XP_017875643.1	XP_017762925.1
OG0007049	XP_017882492.1	XP_017766183.1
OG0007050	XP_017882418.1	XP_017766184.1
OG0007052	XP_026670584.1	XP_017762364.1
OG0007053	XP_017887302.1	XP_017755625.1
OG0007054	XP_026668092.1	XP_017755757.1
OG0007055	XP_017880696.1	XP_017752303.1
OG0007056	XP_017875629.2	XP_017762916.1
OG0007057	XP_017880936.1	XP_017762356.1
OG0007058	XP_026675403.1	XP_017767054.1
OG0007059	XP_017878845.1	XP_017762350.1
OG0007060	XP_026672745.1	XP_017757264.1
OG0007061	XP_017884628.1	XP_017766996.1
OG0007062	XP_017887095.1	XP_017757343.1
OG0007063	XP_017879127.1	XP_017754503.1
OG0007064	XP_017878876.1	XP_017754458.1
OG0007065	XP_026667012.1	XP_017755963.1
OG0007066	XP_017875940.1	XP_017754022.1
OG0007067	XP_017886999.1	XP_017753082.1
OG0007068	XP_026667187.1	XP_017765972.1
OG0007069	XP_026667377.1	XP_017765975.1
OG0007070	XP_017875105.1	XP_017765974.1
OG0007071	XP_017880586.1	XP_017762370.1
OG0007072	XP_017877535.1	XP_017755415.1
OG0007073	XP_026670522.1	XP_017764742.1
OG0007074	XP_017893540.1	XP_017764348.1
OG0007075	XP_017875893.1	XP_017762340.1
OG0007076	XP_017875709.1	XP_017764751.1
OG0007077	XP_017882330.1	XP_017767021.1
OG0007078	XP_017878027.2	XP_017756493.1
OG0007079	XP_017885348.1	XP_017757249.1
OG0007080	XP_017878140.1	XP_017758589.1
OG0007081	XP_017877896.1	XP_017761105.1
OG0007082	XP_017877371.1, XP_026668014.1	XP_017757133.1
OG0007083	XP_026666845.1	XP_017758622.1
OG0007084	XP_017893627.1	XP_017758583.1
OG0007085	XP_017877989.1	XP_017757149.1
OG0007086	XP_017888697.1	XP_017758596.1
OG0007087	XP_017877099.1	XP_017759649.1
OG0007088	XP_017877968.1	XP_017761106.1
OG0007089	XP_017893115.2	XP_017760057.1
OG0007090	XP_017881780.1	XP_017765877.1
OG0007091	XP_017885613.1	XP_017758579.1
OG0007092	XP_017884459.1	XP_017753145.1
OG0007093	XP_017893330.2	XP_017753047.1
OG0007094	XP_026670308.1	XP_017767557.1
OG0007095	XP_017891555.1	XP_017764682.1
OG0007096	XP_017878792.1	XP_017760066.1
OG0007097	XP_017882537.1	XP_017760109.1
OG0007098	XP_017885797.1	XP_017758609.1
OG0007099	XP_017888715.1	XP_017758625.1
OG0007100	XP_017876463.1	XP_017767635.1
OG0007101	XP_017876479.1	XP_017767611.1
OG0007102	XP_017881278.1	XP_017756742.1
OG0007103	XP_017877239.2	XP_017756683.1
OG0007105	XP_017888154.1	XP_017762906.1
OG0007106	XP_017891422.2	XP_017752573.1
OG0007108	XP_017884717.1	XP_017759613.1
OG0007109	XP_017891720.1	XP_017760073.1
OG0007110	XP_026670211.1	XP_017753116.1
OG0007111	XP_017888910.1	XP_017756679.1
OG0007112	XP_017878799.1	XP_017760135.1
OG0007113	XP_026668704.1	XP_017760106.1
OG0007114	XP_017879117.1	XP_017761104.1
OG0007115	XP_017882033.1	XP_017767626.1
OG0007116	XP_017888961.1	XP_017761136.1
OG0007117	XP_017880204.1	XP_017762162.1
OG0007118	XP_026671086.1	XP_017755230.1
OG0007119	XP_017881823.1	XP_017753537.1
OG0007120	XP_017879617.1	XP_017767672.1
OG0007121	XP_017883730.1	XP_017762152.1
OG0007122	XP_017876230.1	XP_017757539.1
OG0007123	XP_017883235.1	XP_017757706.1
OG0007125	XP_026669099.1	XP_017752741.1
OG0007126	XP_017891373.1	XP_017755633.1
OG0007127	XP_017890062.1	XP_017761339.1
OG0007128	XP_026667286.1	XP_017758768.1
OG0007129	XP_026669376.1	XP_017758692.1
OG0007130	XP_026669188.1	XP_017767670.1
OG0007131	XP_017879927.1	XP_017755285.1
OG0007132	XP_017879555.1	XP_017758707.1
OG0007134	XP_017883087.1	XP_017761383.1
OG0007135	XP_017887654.1	XP_017764912.1
OG0007136	XP_017878367.1	XP_017755627.1
OG0007137	XP_026669050.1	XP_017758710.1
OG0007138	XP_017875765.1	XP_017754017.1
OG0007139	XP_026674889.1	XP_017758219.1
OG0007140	XP_017879810.1	XP_017765330.1
OG0007141	XP_017890104.2	XP_017762944.1
OG0007142	XP_026671378.1	XP_017752719.1
OG0007143	XP_017883484.1	XP_017755652.1
OG0007144	XP_026671078.1	XP_017755580.1
OG0007145	XP_026668296.1	XP_017757406.1
OG0007146	XP_017882599.1	XP_017759273.1
OG0007147	XP_017888029.2, XP_026674369.1	XP_017752625.1
OG0007149	XP_017878279.1	XP_017760480.1
OG0007150	XP_017886645.2	XP_017762085.1
OG0007151	XP_017879866.1	XP_017765331.1
OG0007152	XP_017879835.1	XP_017765333.1
OG0007153	XP_017890147.1	XP_017757601.1
OG0007154	XP_026669081.1	XP_017762036.1
OG0007155	XP_017890046.1	XP_017755282.1
OG0007156	XP_017879659.1	XP_017763890.1
OG0007157	XP_026674295.1	XP_017761346.1
OG0007158	XP_017883542.1	XP_017757546.1
OG0007159	XP_017891358.1	XP_017755585.1
OG0007160	XP_026672327.1	XP_017752144.1
OG0007161	XP_017889132.1	XP_017756771.1
OG0007162	XP_017891094.1	XP_017756779.1
OG0007163	XP_026669866.1	XP_017760256.1
OG0007164	XP_026666531.1	XP_017758918.1
OG0007165	XP_017890928.1	XP_017766258.1
OG0007167	XP_026670049.1	XP_017759408.1
OG0007168	XP_017884511.1	XP_017767587.1
OG0007169	XP_026674641.1	XP_017767562.1
OG0007170	XP_017881794.2	XP_017761976.1, XP_017758667.1
OG0007171	XP_017883338.1	XP_017761717.1
OG0007173	XP_026666908.1	XP_017754874.1
OG0007174	XP_026673748.1	XP_017757058.1
OG0007175	XP_026674744.1	XP_017758914.1
OG0007176	XP_017890993.1	XP_017766272.1
OG0007177	XP_017885044.1	XP_017767565.1
OG0007178	XP_026674850.1	XP_017764042.1
OG0007179	XP_026671712.1	XP_017763981.1
OG0007181	XP_026675582.1	XP_017760331.1
OG0007183	XP_017876955.1	XP_017758260.1
OG0007184	XP_017892511.1	XP_017766080.1
OG0007185	XP_017876950.1	XP_017758259.1
OG0007187	XP_026667378.1	XP_017766052.1
OG0007188	XP_026667170.1	XP_017767757.1
OG0007189	XP_017892732.1	XP_017762236.1
OG0007190	XP_026674723.1	XP_017766259.1
OG0007191	XP_026673806.1	XP_017760154.1
OG0007192	XP_017892718.1	XP_017764148.1
OG0007194	XP_017893044.1, XP_017893046.1	XP_017752476.1
OG0007195	XP_017875936.1	XP_017760436.1
OG0007196	XP_017878440.1	XP_017766124.1
OG0007197	XP_017893138.1	XP_017761024.1
OG0007198	XP_026671185.1	XP_017763581.1
OG0007199	XP_017888541.1	XP_017762902.1
OG0007200	XP_017889055.1	XP_017756588.1
OG0007201	XP_026675244.1	XP_017755914.1
OG0007202	XP_017893280.2	XP_017752270.1
OG0007203	XP_017892479.1	XP_017765169.1
OG0007204	XP_026673167.1	XP_017758196.1
OG0007205	XP_017885246.1	XP_017762813.1
OG0007206	XP_026675488.1	XP_017765125.1
OG0007207	XP_017892528.1	XP_017765162.1
OG0007208	XP_017879408.1	XP_017760423.1
OG0007209	XP_017887866.1	XP_017755003.1
OG0007210	XP_017882404.1	XP_017767310.1
OG0007212	XP_017881353.2	XP_017759805.1
OG0007213	XP_017887888.1	XP_017759655.1
OG0007214	XP_017893416.1	XP_017762786.1
OG0007215	XP_017883186.1	XP_017752260.1
OG0007216	XP_017881404.1	XP_017762805.1
OG0007217	XP_017887693.1	XP_017758210.1
OG0007218	XP_026670818.1	XP_017762583.1
OG0007219	XP_017887799.2	XP_017758193.1
OG0007220	XP_017875836.1	XP_017762564.1
OG0007221	XP_017881447.1	XP_017754293.1
OG0007222	XP_017891760.1	XP_017754275.1
OG0007223	XP_017883254.1	XP_017753121.1
OG0007224	XP_017887947.1	XP_017759676.1
OG0007225	XP_017887774.1	XP_017755005.1
OG0007226	XP_017887773.2	XP_017754991.1
OG0007227	XP_017887557.1	XP_017757114.1
OG0007228	XP_026675339.1	XP_017762614.1
OG0007230	XP_026670686.1	XP_017759682.1
OG0007231	XP_017892453.1	XP_017765131.1
OG0007232	XP_026674681.1	XP_017766277.1
OG0007233	XP_017889056.1	XP_017753998.1
OG0007234	XP_026669305.1	XP_017764327.1
OG0007235	XP_017877278.1	XP_017764306.1
OG0007236	XP_017891206.1	XP_017761069.1
OG0007237	XP_017885856.1	XP_017757972.1
OG0007238	XP_026674782.1	XP_017763089.1
OG0007239	XP_017877350.1	XP_017761752.1
OG0007240	XP_017888807.1	XP_017755997.1
OG0007242	XP_026666586.1	XP_017756772.1
OG0007243	XP_017885546.1	XP_017753921.1
OG0007244	XP_017887989.1	XP_017757894.1
OG0007245	XP_017883429.1	XP_017763608.1
OG0007246	XP_017883470.1	XP_017754471.1
OG0007247	XP_017883373.1	XP_017764515.1
OG0007248	XP_026675338.1	XP_017760316.1
OG0007249	XP_017893240.1	XP_017763471.1
OG0007250	XP_017876046.1	XP_017752549.1
OG0007251	XP_017893081.1	XP_017752533.1
OG0007252	XP_017877652.1	XP_017761990.1
OG0007253	XP_026666691.1	XP_017761757.1
OG0007254	XP_026671017.1	XP_017754525.1
OG0007255	XP_017893658.1	XP_017757889.1
OG0007256	XP_017892002.1	XP_017763449.1
OG0007257	XP_017888908.1	XP_017759519.1
OG0007258	XP_017891042.1	XP_017763502.1
OG0007259	XP_017888352.1	XP_017752496.1
OG0007260	XP_017876175.1	XP_017755877.1
OG0007261	XP_026668473.1	XP_017763128.1
OG0007262	XP_017890410.1	XP_017756636.1
OG0007263	XP_017883457.1	XP_017760497.1
OG0007264	XP_017891231.1	XP_017763445.1
OG0007265	XP_026675353.1	XP_017752685.1
OG0007266	XP_017881416.1	XP_017754468.1
OG0007267	XP_017881362.2	XP_017754461.1
OG0007268	XP_017888286.1	XP_017765109.1
OG0007269	XP_017888266.1	XP_017765115.1
OG0007270	XP_017884076.1	XP_017757964.1
OG0007271	XP_017877411.1	XP_017761182.1
OG0007272	XP_017878258.1	XP_017757967.1
OG0007273	XP_017889608.1	XP_017757962.1
OG0007274	XP_017886728.1	XP_017756964.1
OG0007275	XP_026675284.1	XP_017758786.1
OG0007276	XP_017884895.1	XP_017755540.1
OG0007277	XP_017889890.1	XP_017755774.1
OG0007278	XP_017876242.1	XP_017758799.1
OG0007279	XP_017881468.1	XP_017758910.1
OG0007280	XP_026673872.1	XP_017759222.1
OG0007282	XP_026666896.1	XP_017755712.1
OG0007284	XP_017882952.1	XP_017753359.1
OG0007285	XP_026669181.1	XP_017763255.1
OG0007286	XP_017875111.2	XP_017758791.1
OG0007288	XP_026669964.1	XP_017756830.1
OG0007289	XP_017877678.1	XP_017765798.1
OG0007290	XP_026675563.1	XP_017755724.1
OG0007291	XP_026670111.1	XP_017761798.1
OG0007292	XP_026670716.1	XP_017759188.1
OG0007295	XP_026675376.1	XP_017757909.1
OG0007296	XP_026672443.1, XP_026673417.1	XP_017755710.1
OG0007297	XP_017885472.1	XP_017755772.1
OG0007298	XP_017886550.1	XP_017758795.1
OG0007299	XP_026670118.1	XP_017761801.1
OG0007301	XP_017889275.1	XP_017765466.1
OG0007302	XP_017889276.1	XP_017765660.1
OG0007303	XP_017882936.1	XP_017759245.1
OG0007304	XP_017885474.1	XP_017755783.1
OG0007305	XP_017885459.1	XP_017755785.1
OG0007306	XP_017886513.2	XP_017757939.1
OG0007307	XP_026669951.1	XP_017758801.1
OG0007308	XP_017882145.1	XP_017756461.1
OG0007309	XP_017883800.1	XP_017758448.1
OG0007310	XP_017882174.1	XP_017756482.1, XP_017756425.1
OG0007311	XP_017882173.1	XP_017756476.1
OG0007312	XP_017889997.1	XP_017763976.1
OG0007313	XP_017884774.1	XP_017755558.1
OG0007314	XP_017876723.1	XP_017767311.1
OG0007315	XP_017876467.1	XP_017766238.1
OG0007316	XP_017876685.1	XP_017766218.1
OG0007317	XP_017883814.1	XP_017767486.1
OG0007318	XP_026670273.1	XP_017758253.1
OG0007319	XP_017888879.1	XP_017752301.1
OG0007320	XP_026670447.1	XP_017758415.1
OG0007321	XP_017875648.1	XP_017767314.1
OG0007322	XP_017882117.1	XP_017767515.1
OG0007323	XP_017882054.1	XP_017757358.1
OG0007324	XP_017891823.1	XP_017764765.1
OG0007325	XP_017876553.1	XP_017766247.1
OG0007326	XP_026670385.1	XP_017758015.1
OG0007327	XP_017885675.1, XP_017885674.1	XP_017756427.1
OG0007328	XP_017882289.1	XP_017758386.1
OG0007329	XP_017881920.2	XP_017756421.1
OG0007330	XP_017875706.1	XP_017767415.1
OG0007331	XP_017883612.1	XP_017757272.1
OG0007332	XP_017876545.1	XP_017761597.1
OG0007333	XP_017876446.1	XP_017757846.1
OG0007334	XP_026670246.1	XP_017757372.1
OG0007335	XP_017891897.1	XP_017767365.1
OG0007336	XP_017891627.1	XP_017758433.1
OG0007337	XP_017892133.1	XP_017767344.1
OG0007338	XP_017881287.1	XP_017758484.1, XP_017758315.1
OG0007339	XP_026667666.1	XP_017758469.1
OG0007340	XP_017882183.1	XP_017765396.1
OG0007341	XP_017875748.1	XP_017767419.1
OG0007342	XP_017875731.1	XP_017756437.1
OG0007343	XP_026670375.1	XP_017756456.1
OG0007344	XP_017876582.1	XP_017758696.1
OG0007345	XP_017876585.1	XP_017758591.1
OG0007346	XP_026668883.1	XP_017756601.1
OG0007347	XP_017889647.1	XP_017759116.1
OG0007348	XP_026669427.1	XP_017760719.1
OG0007349	XP_017881087.1	XP_017760008.1
OG0007350	XP_017877596.1	XP_017764798.1
OG0007351	XP_026669848.1	XP_017760043.1
OG0007352	XP_017878640.1	XP_017754917.1
OG0007353	XP_017881121.1	XP_017761478.1
OG0007354	XP_017876384.1	XP_017763384.1
OG0007355	XP_017887486.1	XP_017760021.1
OG0007356	XP_017890435.1	XP_017754867.1
OG0007357	XP_017883040.2	XP_017754837.1
OG0007358	XP_017876261.1	XP_017754771.1
OG0007359	XP_017876275.1	XP_017754882.1
OG0007360	XP_026667495.1	XP_017754835.1
OG0007361	XP_017878377.1	XP_017754894.1
OG0007362	XP_026668546.1	XP_017763383.1
OG0007363	XP_017887993.1	XP_017755201.1
OG0007364	XP_026674543.1	XP_017760000.1
OG0007365	XP_017890456.1	XP_017760002.1
OG0007366	XP_017880020.1	XP_017760351.1
OG0007367	XP_017879983.1	XP_017760382.1
OG0007368	XP_017876900.1	XP_017761442.1
OG0007369	XP_017888000.1	XP_017753332.1
OG0007370	XP_017887441.1	XP_017755148.1
OG0007371	XP_017891415.1	XP_017763090.1
OG0007372	XP_026671865.1	XP_017755565.1
OG0007373	XP_017887527.1	XP_017756969.1
OG0007374	XP_017880294.1	XP_017754254.1
OG0007375	XP_017881522.1	XP_017755194.1
OG0007376	XP_017885188.1	XP_017753318.1
OG0007377	XP_017879061.1	XP_017761935.1
OG0007378	XP_017881109.1	XP_017760004.1
OG0007379	XP_026668600.1	XP_017760927.1
OG0007380	XP_017878385.1	XP_017760852.1
OG0007381	XP_017892610.2	XP_017754782.1
OG0007382	XP_017875578.1	XP_017761860.1
OG0007383	XP_026668596.1	XP_017761432.1
OG0007384	XP_017882050.1	XP_017760837.1
OG0007385	XP_017882300.1	XP_017760896.1
OG0007386	XP_017881365.1	XP_017755192.1
OG0007387	XP_026669491.1, XP_026669492.1	XP_017762764.1
OG0007388	XP_017878940.2	XP_017755119.1
OG0007389	XP_017883958.1	XP_017764420.1
OG0007390	XP_017879007.1	XP_017754070.1
OG0007391	XP_017879004.1	XP_017754173.1
OG0007392	XP_026670039.1	XP_017759830.1
OG0007393	XP_026673112.1	XP_017756974.1
OG0007394	XP_017879990.1	XP_017762311.1
OG0007395	XP_026668566.1	XP_017762299.1
OG0007396	XP_026674511.1	XP_017762262.1
OG0007397	XP_017888311.1	XP_017762249.1
OG0007398	XP_017886666.2	XP_017762211.1
OG0007399	XP_026673856.1	XP_017756096.1
OG0007400	XP_026672772.1	XP_017762198.1
OG0007401	XP_026672623.1	XP_017763631.1
OG0007402	XP_017888455.1	XP_017753441.1
OG0007403	XP_017879903.1	XP_017764083.1
OG0007404	XP_017888465.1	XP_017756185.1
OG0007405	XP_026672626.1	XP_017752881.1
OG0007406	XP_017887471.1	XP_017766953.1
OG0007407	XP_017877460.1	XP_017756151.1
OG0007408	XP_017877086.1	XP_017756101.1
OG0007409	XP_017875348.1	XP_017764226.1
OG0007410	XP_017886930.1	XP_017762104.1
OG0007411	XP_026672773.1	XP_017762086.1
OG0007412	XP_017877109.1	XP_017752872.1
OG0007413	XP_017891470.1	XP_017753968.1
OG0007414	XP_026667106.1	XP_017754140.1
OG0007415	XP_017881848.2	XP_017756100.1
OG0007416	XP_026668475.1	XP_017766942.1
OG0007417	XP_017886480.1	XP_017762067.1
OG0007418	XP_026671870.1	XP_017755541.1
OG0007419	XP_017892682.1	XP_017758706.1
OG0007420	XP_026675019.1	XP_017753977.1
OG0007421	XP_017886913.1	XP_017757537.1
OG0007422	XP_026670622.1	XP_017756196.1
OG0007423	XP_017886649.1	XP_017762143.1
OG0007424	XP_017888351.1	XP_017756131.1
OG0007425	XP_017884128.1	XP_017762177.1
OG0007426	XP_017880258.1	XP_017761411.1
OG0007427	XP_017882886.1	XP_017752947.1
OG0007428	XP_017883301.1	XP_017762012.1
OG0007429	XP_017883785.1, XP_026673570.1	XP_017756093.1
OG0007430	XP_017877559.1	XP_017752944.1
OG0007431	XP_026667999.1	XP_017752927.1
OG0007432	XP_026667931.1	XP_017761032.1
OG0007433	XP_026669966.1	XP_017756087.1
OG0007434	XP_017879725.1	XP_017764863.1
OG0007435	XP_017892115.1	XP_017764488.1
OG0007436	XP_017887121.1	XP_017766565.1
OG0007438	XP_017880901.1	XP_017752216.1
OG0007439	XP_026670055.1	XP_017766028.1
OG0007440	XP_026672817.1	XP_017766513.1
OG0007441	XP_017893504.1	XP_017766855.1
OG0007442	XP_017875248.1	XP_017766623.1
OG0007443	XP_017888554.2	XP_017766564.1
OG0007444	XP_017893390.1	XP_017766663.1
OG0007445	XP_017888264.1	XP_017763257.1
OG0007446	XP_017888054.1	XP_017759327.1
OG0007448	XP_017877347.1	XP_017760543.1
OG0007449	XP_026675079.1	XP_017765494.1
OG0007450	XP_017885001.1	XP_017761618.1
OG0007451	XP_026671937.1	XP_017757077.1
OG0007452	XP_017876374.1	XP_017755481.1
OG0007453	XP_017890250.1	XP_017759291.1
OG0007454	XP_017890271.1	XP_017759290.1
OG0007455	XP_017884885.1	XP_017752574.1
OG0007456	XP_017875433.1	XP_017759888.1
OG0007457	XP_017884578.1	XP_017767139.1
OG0007458	XP_026666639.1, XP_026666641.1	XP_017757822.1
OG0007459	XP_026670464.1	XP_017756799.1
OG0007460	XP_017875012.1	XP_017761239.1
OG0007461	XP_026671510.1, XP_017885007.1	XP_017760542.1
OG0007462	XP_017884547.1	XP_017767246.1
OG0007463	XP_017888733.1	XP_017755472.1
OG0007464	XP_026671735.1	XP_017761557.1
OG0007465	XP_017892153.1	XP_017759335.1
OG0007466	XP_026671940.1	XP_017752643.1
OG0007467	XP_017883324.1	XP_017762749.1
OG0007468	XP_017888187.1	XP_017754217.1
OG0007469	XP_017893316.1	XP_017755470.1
OG0007470	XP_017884484.1	XP_017759354.1
OG0007471	XP_017884375.2	XP_017760546.1
OG0007472	XP_017884926.1	XP_017763240.1
OG0007473	XP_026675310.1	XP_017760631.1
OG0007474	XP_017883171.1, XP_017888918.1	XP_017755449.1
OG0007475	XP_026672912.1	XP_017757831.1
OG0007476	XP_017884440.1	XP_017759846.1
OG0007477	XP_017884393.1	XP_017762862.1
OG0007478	XP_017887179.1	XP_017757814.1
OG0007479	XP_017884644.1	XP_017759309.1
OG0007480	XP_017890867.1	XP_017764605.1
OG0007481	XP_026671811.1	XP_017767268.1
OG0007482	XP_026671561.1	XP_017761520.1
OG0007483	XP_017882282.1	XP_017753783.1
OG0007484	XP_026672493.1	XP_017752844.1
OG0007485	XP_026672496.1	XP_017752781.1
OG0007486	XP_017889577.1	XP_017765087.1
OG0007487	XP_017892588.1	XP_017753802.1
OG0007488	XP_026672144.1	XP_017759577.1
OG0007490	XP_026670937.1	XP_017757721.1, XP_017757720.1
OG0007491	XP_017886503.1	XP_017752788.1
OG0007492	XP_017891525.1	XP_017752863.1
OG0007493	XP_017889474.1	XP_017753791.1
OG0007494	XP_017878189.1	XP_017753817.1
OG0007495	XP_026674104.1	XP_017753849.1
OG0007496	XP_026667185.1	XP_017753988.1
OG0007497	XP_017886454.1	XP_017765088.1
OG0007498	XP_017886457.1	XP_017763023.1
OG0007499	XP_026674026.1	XP_017762998.1
OG0007500	XP_017882837.2	XP_017760509.1
OG0007501	XP_026672186.1	XP_017759576.1
OG0007502	XP_017878116.1	XP_017762042.1
OG0007503	XP_026673979.1	XP_017752794.1
OG0007504	XP_017889818.1	XP_017765256.1
OG0007505	XP_017889410.1	XP_017752785.1
OG0007506	XP_017891138.1	XP_017765804.1
OG0007507	XP_017892567.1	XP_017758176.1
OG0007508	XP_026672561.1	XP_017752859.1
OG0007509	XP_017890774.1	XP_017761159.1
OG0007510	XP_017889446.1	XP_017753761.1
OG0007511	XP_017889784.1	XP_017753816.1
OG0007512	XP_017877336.1	XP_017760080.1
OG0007513	XP_017877316.1	XP_017759644.1
OG0007514	XP_026672747.1	XP_017754672.1
OG0007515	XP_017887106.1	XP_017754598.1
OG0007516	XP_026669358.1	XP_017762478.1
OG0007517	XP_017886688.1	XP_017760056.1
OG0007518	XP_017875325.1	XP_017763293.1
OG0007519	XP_017892674.1	XP_017753583.1
OG0007520	XP_017886871.1	XP_017760155.1
OG0007521	XP_017877134.1	XP_017760092.1
OG0007522	XP_017888474.1	XP_017765278.1
OG0007523	XP_017886654.1	XP_017756691.1
OG0007524	XP_017887529.1	XP_017764878.1
OG0007525	XP_017886883.2	XP_017766868.1
OG0007526	XP_017890648.2	XP_017764395.1
OG0007527	XP_026673090.1	XP_017764899.1
OG0007528	XP_026673091.1	XP_017764879.1
OG0007529	XP_017883726.1	XP_017763289.1
OG0007530	XP_017888452.1	XP_017752767.1
OG0007532	XP_017886642.1	XP_017762471.1
OG0007533	XP_017877200.1	XP_017764467.1
OG0007534	XP_017882564.1	XP_017764446.1
OG0007535	XP_017888692.1	XP_017763332.1
OG0007536	XP_017883703.1	XP_017764477.1
OG0007537	XP_026671200.1	XP_017762756.1
OG0007538	XP_017875425.1	XP_017767192.1
OG0007539	XP_017884404.1	XP_017767135.1
OG0007540	XP_017885763.1	XP_017762752.1
OG0007541	XP_017876155.1	XP_017762584.1
OG0007542	XP_026667897.1	XP_017760250.1
OG0007543	XP_017879485.1	XP_017755514.1
OG0007544	XP_017892329.1	XP_017761960.1
OG0007545	XP_026669477.1	XP_017763847.1
OG0007546	XP_017883974.1	XP_017764669.1
OG0007547	XP_026670982.1	XP_017764663.1
OG0007548	XP_026673744.1	XP_017754202.1
OG0007549	XP_026667274.1	XP_017754055.1
OG0007550	XP_017888949.1	XP_017754037.1
OG0007551	XP_017877053.1	XP_017764868.1
OG0007552	XP_017877886.1	XP_017764844.1
OG0007553	XP_017881048.1	XP_017764554.1
OG0007554	XP_026674270.1	XP_017760200.1
OG0007555	XP_017892738.1	XP_017755520.1
OG0007556	XP_017877005.1	XP_017763824.1
OG0007557	XP_017875807.1	XP_017762852.1
OG0007559	XP_017887922.1	XP_017753132.1
OG0007560	XP_017890639.1	XP_017766015.1
OG0007561	XP_017892433.1	XP_017760901.1
OG0007562	XP_026669478.1	XP_017763845.1
OG0007563	XP_017890727.1	XP_017761145.1
OG0007564	XP_017876055.1	XP_017759061.1
OG0007566	XP_026673853.1	XP_017761091.1
OG0007567	XP_017880546.1	XP_017758679.1
OG0007568	XP_026675628.1	XP_017754725.1
OG0007569	XP_017887884.1	XP_017753038.1
OG0007570	XP_017892868.1	XP_017765302.1
OG0007571	XP_017877607.1	XP_017753395.1
OG0007572	XP_017893573.1	XP_017763959.1
OG0007573	XP_017876772.1	XP_017754738.1
