Orthogroup	Osmia_lignaria	Nomia_melanderi
OG0008257	XP_034178842.1	XP_031844765.1
OG0008258	XP_034184406.1	XP_031838020.1
OG0008259	XP_034172046.1	XP_031835536.1
OG0008260	XP_034170868.1	XP_031836324.1
OG0008261	XP_034185847.1	XP_031825871.1
OG0008262	XP_034171286.1	XP_031839937.1
OG0008263	XP_034178314.1	XP_031832396.1
OG0008264	XP_034182668.1	XP_031849475.1
OG0008265	XP_034190565.1	XP_031829872.1
OG0008266	XP_034181215.1, XP_034181206.1	XP_031826435.1
OG0008267	XP_034185249.1	XP_031829967.1
OG0008268	XP_034192234.1	XP_031833292.1
OG0008269	XP_034189386.1	XP_031834982.1
OG0008270	XP_034192235.1	XP_031833296.1
OG0008271	XP_034172370.1	XP_031846940.1
OG0008272	XP_034172122.1	XP_031839151.1
OG0008273	XP_034188082.1	XP_031827907.1
OG0008274	XP_034175355.1	XP_031835463.1
OG0008275	XP_034176179.1	XP_031827881.1
OG0008276	XP_034172950.1	XP_031839380.1
OG0008277	XP_034184998.1	XP_031844208.1
OG0008278	XP_034196019.1	XP_031826062.1
OG0008279	XP_034182180.1	XP_031841008.1
OG0008280	XP_034182070.1	XP_031844304.1
OG0008281	XP_034185375.1	XP_031847009.1
OG0008282	XP_034192872.1	XP_031831291.1
OG0008283	XP_034183032.1	XP_031841328.1
OG0008284	XP_034186429.1	XP_031827543.1
OG0008285	XP_034188972.1	XP_031843550.1
OG0008286	XP_034171089.1	XP_031839766.1
OG0008287	XP_034178149.1	XP_031840020.1
OG0008288	XP_034180942.1	XP_031846394.1
OG0008290	XP_034184410.1	XP_031845152.1
OG0008291	XP_034194335.1	XP_031844244.1
OG0008292	XP_034184811.1	XP_031841092.1
OG0008293	XP_034193709.1	XP_031842550.1
OG0008294	XP_034192499.1	XP_031832087.1
OG0008295	XP_034176690.1	XP_031835498.1
OG0008296	XP_034176886.1	XP_031833411.1
OG0008297	XP_034181746.1	XP_031841127.1
OG0008298	XP_034172524.1	XP_031841967.1
OG0008299	XP_034187482.1	XP_031833191.1
OG0008300	XP_034177632.1	XP_031833626.1
OG0008301	XP_034191250.1	XP_031841443.1
OG0008302	XP_034189045.1	XP_031829001.1
OG0008303	XP_034187085.1	XP_031826909.1
OG0008304	XP_034187744.1	XP_031833188.1
OG0008305	XP_034176180.1	XP_031840315.1
OG0008306	XP_034188826.1	XP_031834646.1
OG0008307	XP_034173648.1	XP_031844020.1
OG0008308	XP_034179148.1	XP_031828079.1
OG0008309	XP_034177287.1	XP_031833676.1
OG0008310	XP_034183825.1	XP_031830602.1
OG0008311	XP_034184495.1	XP_031845872.1
OG0008312	XP_034191773.1	XP_031832998.1
OG0008313	XP_034174811.1	XP_031845445.1
OG0008314	XP_034185261.1, XP_034185263.1	XP_031829864.1
OG0008315	XP_034182728.1	XP_031844877.1
OG0008316	XP_034187066.1	XP_031826213.1
OG0008317	XP_034174243.1	XP_031835126.1
OG0008318	XP_034192352.1	XP_031831986.1
OG0008319	XP_034191752.1	XP_031832997.1
OG0008320	XP_034191116.1	XP_031827066.1
OG0008321	XP_034189855.1	XP_031845499.1
OG0008322	XP_034176065.1	XP_031849843.1
OG0008323	XP_034179318.1	XP_031847350.1
OG0008324	XP_034186788.1	XP_031827121.1
OG0008325	XP_034192123.1	XP_031832822.1
OG0008326	XP_034178709.1	XP_031840184.1
OG0008327	XP_034184815.1	XP_031830001.1
OG0008328	XP_034177343.1	XP_031841365.1
OG0008329	XP_034189670.1	XP_031843859.1
OG0008330	XP_034185357.1	XP_031830876.1
OG0008331	XP_034175475.1	XP_031850154.1
OG0008332	XP_034188500.1	XP_031844251.1
OG0008333	XP_034177151.1	XP_031825325.1
OG0008334	XP_034184463.1	XP_031845779.1
OG0008335	XP_034186737.1	XP_031827056.1
OG0008336	XP_034191236.1	XP_031826813.1
OG0008337	XP_034175467.1	XP_031850144.1
OG0008338	XP_034181075.1	XP_031838597.1
OG0008339	XP_034192036.1	XP_031832872.1
OG0008340	XP_034188760.1	XP_031831449.1
OG0008341	XP_034186568.1	XP_031842158.1
OG0008342	XP_034176493.1	XP_031838520.1
OG0008343	XP_034174456.1	XP_031845028.1
OG0008344	XP_034189300.1	XP_031835033.1
OG0008345	XP_034192049.1	XP_031832672.1
OG0008346	XP_034174363.1	XP_031845326.1
OG0008347	XP_034180099.1	XP_031845874.1
OG0008348	XP_034194510.1	XP_031844111.1
OG0008349	XP_034175825.1	XP_031850012.1
OG0008350	XP_034188152.1	XP_031832238.1
OG0008351	XP_034192653.1	XP_031831371.1
OG0008352	XP_034176288.1	XP_031838537.1
OG0008353	XP_034191135.1	XP_031827520.1
OG0008354	XP_034180665.1	XP_031837207.1
OG0008355	XP_034193850.1	XP_031843133.1
OG0008356	XP_034180475.1	XP_031832701.1
OG0008357	XP_034193847.1	XP_031843249.1
OG0008358	XP_034183068.1	XP_031828131.1
OG0008359	XP_034186490.1	XP_031825831.1
OG0008360	XP_034176997.1	XP_031825611.1
OG0008361	XP_034186974.1	XP_031827549.1
OG0008362	XP_034174372.1	XP_031827923.1
OG0008363	XP_034178955.1	XP_031842970.1
OG0008364	XP_034190961.1	XP_031826745.1
OG0008365	XP_034171457.1	XP_031836153.1
OG0008366	XP_034191048.1	XP_031841435.1
OG0008367	XP_034193647.1	XP_031842575.1
OG0008368	XP_034181548.1	XP_031846448.1
OG0008369	XP_034179225.1	XP_031843103.1
OG0008370	XP_034193433.1	XP_031849955.1
OG0008371	XP_034173670.1	XP_031845570.1
OG0008372	XP_034178899.1	XP_031843087.1
OG0008373	XP_034178880.1	XP_031843057.1
OG0008374	XP_034179737.1	XP_031843170.1
OG0008375	XP_034174709.1	XP_031847548.1
OG0008376	XP_034187327.1	XP_031834456.1
OG0008377	XP_034174282.1	XP_031829293.1
OG0008378	XP_034179900.1	XP_031842993.1
OG0008379	XP_034194455.1	XP_031844136.1
OG0008380	XP_034176562.1	XP_031828173.1
OG0008381	XP_034178781.1	XP_031839848.1
OG0008382	XP_034188252.1	XP_031848370.1
OG0008383	XP_034187518.1	XP_031845030.1
OG0008384	XP_034177358.1	XP_031846621.1
OG0008385	XP_034175616.1	XP_031825968.1
OG0008386	XP_034184261.1	XP_031841031.1
OG0008387	XP_034174180.1, XP_034174191.1	XP_031837662.1
OG0008388	XP_034186088.1	XP_031845488.1
OG0008389	XP_034186250.1	XP_031830995.1
OG0008390	XP_034186160.1	XP_031830616.1
OG0008393	XP_034186471.1	XP_031828534.1
OG0008395	XP_034180751.1	XP_031837893.1
OG0008396	XP_034179595.1	XP_031844814.1
OG0008397	XP_034183439.1	XP_031838606.1
OG0008398	XP_034190570.1	XP_031829879.1
OG0008399	XP_034187745.1	XP_031833190.1
OG0008400	XP_034177682.1	XP_031825339.1
OG0008401	XP_034175851.1, XP_034175850.1, XP_034175853.1, XP_034175852.1	XP_031831592.1
OG0008402	XP_034189567.1	XP_031826488.1
OG0008404	XP_034185871.1	XP_031825880.1
OG0008405	XP_034185699.1	XP_031845479.1
OG0008406	XP_034185983.1	XP_031838213.1
OG0008408	XP_034175416.1	XP_031850284.1
OG0008409	XP_034186883.1	XP_031826752.1
OG0008411	XP_034183473.1	XP_031847812.1
OG0008412	XP_034188282.1	XP_031841026.1
OG0008413	XP_034173426.1	XP_031839492.1
OG0008414	XP_034174594.1	XP_031834413.1, XP_031834412.1
OG0008415	XP_034176027.1, XP_034176047.1, XP_034176037.1	XP_031826137.1
OG0008417	XP_034178187.1	XP_031836358.1
OG0008418	XP_034170827.1, XP_034170826.1	XP_031839651.1
OG0008419	XP_034188435.1	XP_031850445.1
OG0008420	XP_034196559.1	XP_031839568.1
OG0008421	XP_034195340.1	XP_031841133.1
OG0008425	XP_034194201.1	XP_031836983.1
OG0008426	XP_034177217.1	XP_031826327.1, XP_031826329.1, XP_031826328.1
OG0008428	XP_034175783.1, XP_034178409.1	XP_031842150.1
OG0008430	XP_034171032.1, XP_034171031.1	XP_031850564.1
OG0008433	XP_034186846.1	XP_031849962.1
OG0008434	XP_034173651.1	XP_031842041.1
OG0008435	XP_034174107.1	XP_031842414.1
OG0008437	XP_034180689.1	XP_031837684.1
OG0008438	XP_034194746.1	XP_031850355.1
OG0008439	XP_034174064.1	XP_031842275.1
OG0008440	XP_034173904.1	XP_031842272.1
OG0008443	XP_034173112.1	XP_031847601.1
OG0008444	XP_034170982.1	XP_031834878.1
OG0008445	XP_034181170.1	XP_031838355.1
OG0008446	XP_034179980.1	XP_031848879.1
OG0008447	XP_034187376.1	XP_031834360.1
OG0008448	XP_034174961.1	XP_031844480.1
OG0008449	XP_034178642.1	XP_031836004.1
OG0008451	XP_034172402.1	XP_031832441.1
OG0008454	XP_034171732.1	XP_031834641.1
OG0008455	XP_034174465.1	XP_031842411.1
OG0008456	XP_034181229.1	XP_031834210.1
OG0008457	XP_034172398.1	XP_031832419.1
OG0008459	XP_034172602.1	XP_031844722.1
OG0008460	XP_034175717.1	XP_031831738.1
OG0008461	XP_034194748.1	XP_031850350.1
OG0008462	XP_034193323.1	XP_031836801.1
OG0008463	XP_034183041.1	XP_031841359.1
OG0008464	XP_034174131.1	XP_031846103.1
OG0008465	XP_034183382.1	XP_031839041.1
OG0008466	XP_034187201.1	XP_031828765.1
OG0008467	XP_034183418.1	XP_031848873.1
OG0008468	XP_034196461.1	XP_031834604.1
OG0008469	XP_034188280.1	XP_031834721.1
OG0008470	XP_034178954.1	XP_031825792.1
OG0008471	XP_034176741.1	XP_031833757.1
OG0008472	XP_034193436.1	XP_031831776.1
OG0008473	XP_034172150.1	XP_031848476.1
OG0008475	XP_034194726.1	XP_031850424.1
OG0008476	XP_034183181.1	XP_031827408.1
OG0008477	XP_034188216.1	XP_031848288.1
OG0008479	XP_034173601.1	XP_031837508.1
OG0008480	XP_034175259.1	XP_031842217.1
OG0008481	XP_034191136.1	XP_031826588.1
OG0008482	XP_034171492.1	XP_031834585.1
OG0008483	XP_034187435.1	XP_031829369.1
OG0008484	XP_034173130.1	XP_031832450.1
OG0008485	XP_034193550.1	XP_031847436.1
OG0008486	XP_034187770.1	XP_031836086.1
OG0008487	XP_034171962.1	XP_031834728.1
OG0008488	XP_034193416.1	XP_031831819.1
OG0008489	XP_034171706.1	XP_031834758.1
OG0008490	XP_034182297.1	XP_031840825.1
OG0008492	XP_034180229.1	XP_031843525.1
OG0008493	XP_034184211.1	XP_031844011.1
OG0008494	XP_034176113.1	XP_031849747.1
OG0008495	XP_034187348.1	XP_031828863.1
OG0008496	XP_034171124.1	XP_031828679.1
OG0008500	XP_034171008.1	XP_031834841.1
OG0008501	XP_034187818.1	XP_031834394.1
OG0008502	XP_034187476.1	XP_031845523.1, XP_031845522.1, XP_031845521.1
OG0008503	XP_034178862.1	XP_031829517.1
OG0008504	XP_034186307.1	XP_031842157.1
OG0008507	XP_034190499.1	XP_031830698.1
OG0008508	XP_034192531.1	XP_031834204.1
OG0008509	XP_034178364.1	XP_031835976.1
OG0008511	XP_034182240.1	XP_031836878.1
OG0008512	XP_034182291.1	XP_031840666.1
OG0008513	XP_034177976.1, XP_034177977.1	XP_031844376.1
OG0008517	XP_034178834.1	XP_031827696.1
OG0008518	XP_034171132.1	XP_031834566.1
OG0008520	XP_034184447.1	XP_031840744.1
OG0008522	XP_034183231.1	XP_031841321.1
OG0008523	XP_034183044.1	XP_031841324.1
OG0008525	XP_034179230.1	XP_031838002.1
OG0008526	XP_034182509.1	XP_031840809.1
OG0008527	XP_034196554.1	XP_031847215.1
OG0008528	XP_034170986.1	XP_031834785.1
OG0008530	XP_034177442.1	XP_031825511.1
OG0008531	XP_034192812.1	XP_031833893.1
OG0008532	XP_034192763.1	XP_031833838.1
OG0008533	XP_034190443.1	XP_031828792.1
OG0008536	XP_034176283.1	XP_031835746.1
OG0008537	XP_034194763.1	XP_031838725.1
OG0008538	XP_034195658.1	XP_031840130.1
OG0008541	XP_034196367.1	XP_031837402.1
OG0008542	XP_034179019.1	XP_031841153.1
OG0008543	XP_034187030.1	XP_031827195.1
OG0008544	XP_034193157.1	XP_031831762.1
OG0008546	XP_034186904.1	XP_031827028.1
OG0008548	XP_034195536.1	XP_031838888.1
OG0008549	XP_034181511.1	XP_031845682.1
OG0008551	XP_034188153.1	XP_031832237.1
OG0008553	XP_034180866.1	XP_031828351.1
OG0008554	XP_034193308.1	XP_031836797.1
OG0008555	XP_034193665.1	XP_031836536.1
OG0008556	XP_034179576.1	XP_031842874.1
OG0008557	XP_034178491.1	XP_031836002.1
OG0008559	XP_034184890.1	XP_031841171.1
OG0008560	XP_034184725.1	XP_031830191.1
OG0008561	XP_034188642.1	XP_031848451.1
OG0008562	XP_034181618.1	XP_031847036.1
OG0008563	XP_034178844.1	XP_031825696.1
OG0008565	XP_034178130.1	XP_031845829.1
OG0008567	XP_034185810.1	XP_031830826.1
OG0008568	XP_034174858.1	XP_031848579.1, XP_031848580.1
OG0008569	XP_034173930.1	XP_031845026.1
OG0008570	XP_034173798.1	XP_031845184.1
OG0008571	XP_034174193.1	XP_031845436.1
OG0008572	XP_034193994.1	XP_031842611.1
OG0008573	XP_034179486.1	XP_031842877.1
OG0008574	XP_034179969.1	XP_031842880.1
OG0008575	XP_034178949.1	XP_031825789.1
OG0008576	XP_034184153.1	XP_031840082.1
OG0008577	XP_034188207.1	XP_031841053.1
OG0008578	XP_034178963.1	XP_031847360.1
OG0008579	XP_034179459.1	XP_031847367.1
OG0008581	XP_034179282.1	XP_031843077.1
OG0008582	XP_034179401.1	XP_031825834.1
OG0008583	XP_034195375.1	XP_031838891.1
OG0008584	XP_034183086.1	XP_031825749.1
OG0008586	XP_034195655.1	XP_031828619.1
OG0008587	XP_034192945.1	XP_031825527.1
OG0008588	XP_034183852.1	XP_031830940.1
OG0008589	XP_034187141.1	XP_031849885.1
OG0008590	XP_034194295.1	XP_031826028.1
OG0008591	XP_034185257.1	XP_031849127.1
OG0008594	XP_034187667.1	XP_031834454.1
OG0008595	XP_034187355.1	XP_031834496.1
OG0008596	XP_034173809.1	XP_031846000.1
OG0008599	XP_034191502.1	XP_031829578.1
OG0008600	XP_034180903.1	XP_031845969.1
OG0008601	XP_034194165.1	XP_031837795.1
OG0008602	XP_034186345.1	XP_031837698.1
OG0008603	XP_034190793.1	XP_031841796.1
OG0008605	XP_034178877.1	XP_031843267.1
OG0008607	XP_034195234.1	XP_031842478.1
OG0008609	XP_034178972.1	XP_031829425.1
OG0008610	XP_034194017.1	XP_031829452.1
OG0008611	XP_034179162.1	XP_031826089.1
OG0008612	XP_034171864.1	XP_031843294.1
OG0008613	XP_034181062.1	XP_031849037.1
OG0008614	XP_034181015.1	XP_031838324.1
OG0008615	XP_034176082.1	XP_031828805.1
OG0008616	XP_034177498.1	XP_031825639.1
OG0008617	XP_034190132.1	XP_031825848.1
OG0008619	XP_034190329.1	XP_031846373.1
OG0008620	XP_034196620.1	XP_031843321.1
OG0008621	XP_034196603.1	XP_031831491.1
OG0008622	XP_034196618.1	XP_031831544.1
OG0008623	XP_034176810.1	XP_031833545.1
OG0008624	XP_034176901.1	XP_031845677.1
OG0008626	XP_034194537.1	XP_031838981.1
OG0008627	XP_034185881.1	XP_031847865.1
OG0008628	XP_034189661.1	XP_031835874.1
OG0008629	XP_034189771.1	XP_031835829.1
OG0008630	XP_034180001.1	XP_031832980.1
OG0008632	XP_034171750.1	XP_031834578.1
OG0008633	XP_034170997.1	XP_031835438.1
OG0008634	XP_034171069.1	XP_031835070.1
OG0008636	XP_034170964.1	XP_031846319.1
OG0008637	XP_034189446.1	XP_031848276.1
OG0008638	XP_034186312.1	XP_031830991.1
OG0008640	XP_034193455.1	XP_031849443.1
OG0008644	XP_034180280.1	XP_031841822.1
OG0008645	XP_034173489.1	XP_031837796.1
OG0008646	XP_034178589.1	XP_031840170.1
OG0008647	XP_034170942.1	XP_031846336.1
OG0008649	XP_034172526.1	XP_031826424.1
OG0008650	XP_034195386.1	XP_031826413.1
OG0008651	XP_034182119.1	XP_031850300.1
OG0008652	XP_034171632.1	XP_031834767.1
OG0008653	XP_034171466.1	XP_031834656.1
OG0008654	XP_034171899.1	XP_031833063.1
OG0008655	XP_034171686.1	XP_031844907.1
OG0008656	XP_034171598.1	XP_031834853.1
OG0008657	XP_034189975.1	XP_031831014.1
OG0008658	XP_034189858.1	XP_031831055.1
OG0008659	XP_034187746.1	XP_031833218.1
OG0008660	XP_034183058.1	XP_031827497.1
OG0008661	XP_034191346.1	XP_031841665.1
OG0008662	XP_034191296.1	XP_031841616.1
OG0008663	XP_034189013.1	XP_031829152.1
OG0008664	XP_034182044.1	XP_031840334.1
OG0008665	XP_034181435.1	XP_031828122.1
OG0008666	XP_034193087.1	XP_031849296.1
OG0008667	XP_034172885.1	XP_031846840.1
OG0008669	XP_034196408.1	XP_031838663.1
OG0008670	XP_034192426.1	XP_031840126.1
OG0008672	XP_034172610.1	XP_031837427.1
OG0008673	XP_034172149.1	XP_031839159.1
OG0008674	XP_034172275.1	XP_031846842.1
OG0008675	XP_034172682.1	XP_031846810.1
OG0008676	XP_034172835.1	XP_031832430.1
OG0008677	XP_034173586.1	XP_031837546.1
OG0008678	XP_034195688.1	XP_031843913.1
OG0008679	XP_034196372.1	XP_031837406.1
OG0008680	XP_034179143.1	XP_031841135.1
OG0008681	XP_034187461.1	XP_031837770.1
OG0008682	XP_034177799.1	XP_031831485.1
OG0008683	XP_034171154.1	XP_031832645.1
OG0008684	XP_034171688.1	XP_031844941.1
OG0008685	XP_034182130.1	XP_031850566.1
OG0008686	XP_034188321.1	XP_031840779.1
OG0008688	XP_034187485.1, XP_034187484.1	XP_031833235.1
OG0008689	XP_034174441.1	XP_031842340.1
OG0008690	XP_034174373.1	XP_031829370.1
OG0008692	XP_034187520.1	XP_031845380.1
OG0008693	XP_034173751.1	XP_031846017.1
OG0008694	XP_034174136.1	XP_031846016.1
OG0008696	XP_034193017.1	XP_031825314.1
OG0008697	XP_034176904.1	XP_031833837.1
OG0008698	XP_034196048.1	XP_031826267.1
OG0008699	XP_034176731.1	XP_031833451.1
OG0008700	XP_034176735.1	XP_031833944.1
OG0008701	XP_034193435.1	XP_031836694.1
OG0008702	XP_034196015.1	XP_031848502.1
OG0008703	XP_034175565.1	XP_031843406.1
OG0008704	XP_034171123.1	XP_031828678.1
OG0008705	XP_034188017.1	XP_031846679.1
OG0008706	XP_034183406.1	XP_031848865.1
OG0008708	XP_034185268.1	XP_031830245.1
OG0008711	XP_034188019.1	XP_031832088.1
OG0008715	XP_034187210.1	XP_031825603.1
OG0008716	XP_034185932.1	XP_031825959.1
OG0008717	XP_034178524.1	XP_031840595.1
OG0008718	XP_034175359.1	XP_031848767.1
OG0008720	XP_034189554.1	XP_031826487.1
OG0008721	XP_034175203.1	XP_031831331.1
OG0008722	XP_034187218.1	XP_031841724.1
OG0008723	XP_034183143.1	XP_031826469.1
OG0008725	XP_034178666.1	XP_031832382.1
OG0008726	XP_034178430.1	XP_031827676.1
OG0008729	XP_034172527.1	XP_031841982.1
OG0008731	XP_034195239.1	XP_031842598.1
OG0008732	XP_034179024.1	XP_031825825.1
OG0008733	XP_034179398.1	XP_031825837.1
OG0008734	XP_034179842.1	XP_031842792.1
OG0008735	XP_034179946.1	XP_031825739.1
OG0008736	XP_034187015.1	XP_031827201.1
OG0008737	XP_034178075.1	XP_031827960.1
OG0008738	XP_034176700.1	XP_031834817.1
OG0008739	XP_034185853.1	XP_031825876.1
OG0008740	XP_034172553.1	XP_031839116.1
OG0008743	XP_034188246.1	XP_031847255.1
OG0008744	XP_034196556.1	XP_031839562.1
OG0008745	XP_034188242.1	XP_031834531.1
OG0008746	XP_034171150.1	XP_031834912.1
OG0008747	XP_034171033.1	XP_031835285.1
OG0008748	XP_034196707.1	XP_031839665.1
OG0008749	XP_034176327.1	XP_031834816.1
OG0008750	XP_034196049.1	XP_031844023.1
OG0008751	XP_034171586.1	XP_031831621.1
OG0008752	XP_034170976.1	XP_031839869.1
OG0008753	XP_034196474.1	XP_031836311.1
OG0008754	XP_034172042.1	XP_031835525.1
OG0008755	XP_034171591.1	XP_031834845.1
OG0008756	XP_034182574.1	XP_031844908.1
OG0008757	XP_034171961.1	XP_031834911.1
OG0008758	XP_034196591.1	XP_031833975.1
OG0008763	XP_034180187.1	XP_031846269.1
OG0008764	XP_034173964.1	XP_031833264.1
OG0008765	XP_034196430.1, XP_034196428.1, XP_034196429.1	XP_031834450.1, XP_031834449.1
OG0008766	XP_034174749.1	XP_031842327.1
OG0008767	XP_034174357.1	XP_031845438.1
OG0008768	XP_034187488.1	XP_031834410.1
OG0008769	XP_034174090.1	XP_031845182.1
OG0008770	XP_034174512.1	XP_031833217.1
OG0008771	XP_034174513.1	XP_031833261.1
OG0008772	XP_034173961.1	XP_031834479.1
OG0008774	XP_034176943.1, XP_034176942.1	XP_031831435.1
OG0008775	XP_034177786.1	XP_031831472.1
OG0008776	XP_034176897.1	XP_031845672.1
OG0008777	XP_034177736.1	XP_031833441.1
OG0008778	XP_034186950.1	XP_031828006.1
OG0008779	XP_034177473.1	XP_031825641.1
OG0008780	XP_034177522.1	XP_031825309.1
OG0008782	XP_034177434.1	XP_031831325.1
OG0008783	XP_034177436.1	XP_031831360.1
OG0008784	XP_034177500.1	XP_031825633.1
OG0008785	XP_034177804.1	XP_031833693.1
OG0008786	XP_034192367.1	XP_031838811.1
OG0008787	XP_034193337.1	XP_031836457.1
OG0008788	XP_034195015.1	XP_031840202.1
OG0008789	XP_034195570.1	XP_031849143.1
OG0008790	XP_034195521.1	XP_031849142.1
OG0008792	XP_034190573.1	XP_031834098.1
OG0008794	XP_034181650.1	XP_031847032.1
OG0008795	XP_034177705.1	XP_031826506.1
OG0008796	XP_034181715.1	XP_031826602.1
OG0008797	XP_034181504.1	XP_031845810.1
OG0008798	XP_034181220.1	XP_031845782.1
OG0008799	XP_034175584.1	XP_031831332.1
OG0008800	XP_034188022.1	XP_031834139.1
OG0008801	XP_034184888.1	XP_031829885.1
OG0008802	XP_034180978.1	XP_031849006.1
OG0008803	XP_034184790.1	XP_031829996.1
OG0008804	XP_034185599.1	XP_031830294.1
OG0008805	XP_034190448.1	XP_031841056.1
OG0008806	XP_034190256.1	XP_031841162.1
OG0008808	XP_034183601.1	XP_031831054.1
OG0008811	XP_034172830.1	XP_031827352.1
OG0008813	XP_034190074.1	XP_031825913.1
OG0008814	XP_034186300.1	XP_031830622.1
OG0008815	XP_034189805.1	XP_031835836.1
OG0008816	XP_034175842.1	XP_031831672.1
OG0008817	XP_034175226.1	XP_031849788.1
OG0008818	XP_034175453.1	XP_031835707.1
OG0008819	XP_034172979.1, XP_034172980.1	XP_031827328.1
OG0008820	XP_034196555.1	XP_031846766.1
OG0008821	XP_034181411.1	XP_031829802.1
OG0008822	XP_034193163.1	XP_031831512.1
OG0008823	XP_034175199.1	XP_031831522.1
OG0008824	XP_034176652.1	XP_031835481.1
OG0008826	XP_034194966.1	XP_031845612.1
OG0008827	XP_034175328.1	XP_031835436.1
OG0008829	XP_034193183.1	XP_031831845.1
OG0008830	XP_034190895.1	XP_031826805.1
OG0008831	XP_034183279.1, XP_034183280.1	XP_031826704.1
OG0008832	XP_034186519.1	XP_031850040.1
OG0008834	XP_034191011.1	XP_031827971.1
OG0008836	XP_034189639.1	XP_031839314.1
OG0008837	XP_034178312.1	XP_031832388.1
OG0008838	XP_034178316.1	XP_031832385.1
OG0008839	XP_034178582.1	XP_031836289.1
OG0008840	XP_034183905.1	XP_031835020.1
OG0008841	XP_034180079.1	XP_031848194.1
OG0008842	XP_034180178.1	XP_031837355.1
OG0008843	XP_034172399.1	XP_031832420.1
OG0008844	XP_034193948.1	XP_031842518.1, XP_031842519.1
OG0008845	XP_034171396.1	XP_031836745.1
OG0008846	XP_034179953.1	XP_031825685.1
OG0008847	XP_034179644.1	XP_031825737.1
OG0008849	XP_034193880.1	XP_031843265.1
OG0008850	XP_034179159.1	XP_031825788.1
OG0008851	XP_034179967.1	XP_031842878.1
OG0008852	XP_034187028.1	XP_031827193.1
OG0008853	XP_034196280.1	XP_031847657.1
OG0008855	XP_034172140.1	XP_031828393.1
OG0008856	XP_034186780.1	XP_031827038.1
OG0008857	XP_034186857.1	XP_031827018.1
OG0008858	XP_034182621.1	XP_031826525.1
OG0008861	XP_034188697.1	XP_031839544.1
OG0008864	XP_034182838.1	XP_031850462.1
OG0008865	XP_034189281.1	XP_031833051.1
OG0008866	XP_034171003.1	XP_031835771.1
OG0008867	XP_034196552.1	XP_031834572.1
OG0008868	XP_034182680.1	XP_031834286.1
OG0008869	XP_034188347.1	XP_031850428.1
