Orthogroup	Osmia_lignaria	Megalopta_genalis
OG0007251	XP_034185444.1	XP_033337430.1
OG0007252	XP_034184859.1	XP_033337862.1
OG0007253	XP_034192413.1	XP_033329255.1
OG0007254	XP_034185051.1	XP_033337923.1
OG0007255	XP_034180922.1	XP_033323878.1
OG0007256	XP_034192470.1	XP_033333146.1
OG0007257	XP_034185511.1	XP_033329927.1
OG0007258	XP_034187919.1	XP_033339299.1
OG0007259	XP_034184681.1	XP_033330321.1
OG0007260	XP_034185605.1	XP_033330294.1
OG0007261	XP_034184978.1	XP_033332616.1
OG0007262	XP_034184937.1	XP_033327457.1
OG0007263	XP_034195109.1	XP_033327368.1
OG0007264	XP_034181463.1	XP_033329363.1
OG0007265	XP_034188095.1	XP_033332874.1
OG0007266	XP_034185139.1	XP_033337928.1
OG0007267	XP_034185128.1	XP_033337961.1
OG0007268	XP_034172683.1	XP_033341440.1
OG0007269	XP_034172703.1	XP_033341392.1
OG0007270	XP_034191938.1	XP_033337390.1
OG0007272	XP_034180052.1	XP_033337676.1
OG0007273	XP_034180918.1	XP_033337698.1
OG0007274	XP_034184305.1	XP_033331755.1
OG0007275	XP_034187530.1	XP_033333947.1
OG0007276	XP_034175858.1	XP_033329901.1
OG0007277	XP_034184286.1	XP_033332799.1
OG0007278	XP_034187810.1	XP_033324051.1
OG0007279	XP_034173981.1	XP_033323798.1
OG0007280	XP_034176460.1	XP_033322179.1
OG0007281	XP_034185612.1	XP_033329917.1
OG0007282	XP_034184289.1	XP_033323472.1
OG0007283	XP_034190436.1	XP_033329903.1
OG0007284	XP_034172587.1	XP_033340165.1
OG0007285	XP_034173955.1	XP_033339276.1
OG0007286	XP_034184179.1	XP_033338313.1
OG0007287	XP_034190489.1	XP_033329909.1
OG0007288	XP_034175967.1	XP_033339279.1
OG0007289	XP_034184721.1	XP_033329911.1
OG0007290	XP_034184479.1	XP_033321349.1
OG0007291	XP_034173185.1	XP_033321141.1
OG0007292	XP_034175059.1	XP_033324968.1
OG0007293	XP_034190447.1	XP_033329965.1
OG0007294	XP_034190488.1	XP_033329960.1
OG0007295	XP_034180486.1	XP_033337310.1
OG0007296	XP_034184498.1	XP_033321324.1
OG0007297	XP_034184366.1	XP_033333284.1
OG0007298	XP_034184569.1	XP_033338321.1
OG0007299	XP_034179446.1	XP_033334369.1
OG0007301	XP_034184214.1	XP_033327908.1
OG0007302	XP_034184239.1	XP_033327918.1
OG0007303	XP_034187913.1	XP_033323332.1
OG0007304	XP_034184423.1	XP_033333285.1
OG0007305	XP_034184403.1	XP_033333295.1
OG0007306	XP_034191707.1	XP_033333006.1
OG0007307	XP_034183913.1	XP_033334353.1
OG0007308	XP_034190180.1	XP_033330543.1
OG0007309	XP_034183367.1	XP_033331593.1
OG0007310	XP_034183878.1	XP_033340876.1
OG0007311	XP_034183884.1	XP_033339571.1
OG0007312	XP_034187090.1	XP_033338315.1
OG0007313	XP_034196374.1	XP_033325690.1
OG0007314	XP_034186033.1	XP_033325381.1
OG0007315	XP_034190008.1	XP_033326034.1
OG0007316	XP_034190017.1	XP_033326039.1
OG0007317	XP_034189747.1	XP_033325508.1
OG0007318	XP_034183814.1	XP_033331814.1
OG0007319	XP_034182976.1	XP_033322603.1
OG0007320	XP_034183655.1	XP_033326019.1
OG0007321	XP_034186329.1	XP_033325706.1
OG0007322	XP_034185902.1	XP_033325478.1
OG0007323	XP_034189954.1	XP_033339559.1
OG0007324	XP_034185750.1	XP_033331416.1
OG0007325	XP_034183787.1	XP_033326050.1
OG0007326	XP_034190145.1	XP_033340620.1
OG0007328	XP_034183879.1	XP_033339505.1
OG0007329	XP_034183874.1	XP_033339508.1
OG0007330	XP_034186331.1	XP_033325714.1
OG0007331	XP_034194522.1	XP_033321958.1
OG0007332	XP_034185854.1	XP_033330374.1
OG0007333	XP_034183573.1	XP_033325444.1
OG0007334	XP_034183851.1	XP_033339579.1
OG0007335	XP_034185851.1	XP_033331459.1
OG0007336	XP_034189559.1	XP_033325816.1
OG0007337	XP_034189655.1	XP_033325460.1
OG0007338	XP_034183802.1	XP_033331743.1
OG0007339	XP_034186188.1	XP_033340531.1
OG0007340	XP_034189450.1	XP_033325719.1
OG0007341	XP_034190131.1	XP_033341074.1
OG0007342	XP_034189967.1	XP_033340698.1
OG0007343	XP_034189719.1	XP_033330532.1
OG0007344	XP_034183731.1	XP_033339318.1
OG0007345	XP_034183737.1	XP_033339320.1
OG0007346	XP_034185773.1	XP_033320929.1
OG0007347	XP_034184989.1	XP_033338945.1
OG0007348	XP_034176102.1	XP_033334800.1
OG0007349	XP_034192148.1	XP_033321362.1
OG0007350	XP_034175331.1	XP_033342923.1
OG0007351	XP_034192143.1	XP_033324441.1
OG0007352	XP_034176501.1	XP_033335050.1
OG0007353	XP_034175792.1	XP_033334918.1
OG0007354	XP_034175133.1	XP_033334949.1
OG0007355	XP_034194976.1	XP_033327166.1
OG0007356	XP_034176568.1	XP_033335042.1
OG0007357	XP_034176488.1	XP_033334597.1
OG0007359	XP_034176030.1	XP_033334840.1
OG0007360	XP_034175477.1	XP_033334688.1
OG0007361	XP_034176550.1	XP_033334674.1
OG0007362	XP_034193305.1	XP_033334691.1
OG0007363	XP_034184527.1	XP_033340526.1
OG0007364	XP_034192218.1	XP_033327170.1
OG0007365	XP_034192259.1	XP_033327173.1
OG0007366	XP_034175661.1	XP_033342685.1
OG0007367	XP_034193162.1	XP_033335108.1
OG0007368	XP_034175153.1	XP_033342563.1
OG0007369	XP_034187193.1	XP_033330849.1
OG0007370	XP_034181757.1	XP_033337560.1
OG0007372	XP_034175293.1	XP_033335568.1
OG0007373	XP_034188845.1	XP_033340341.1
OG0007374	XP_034175123.1	XP_033342625.1
OG0007375	XP_034177965.1	XP_033331020.1
OG0007376	XP_034172701.1	XP_033331040.1
OG0007377	XP_034175746.1	XP_033335095.1
OG0007378	XP_034192256.1	XP_033337921.1
OG0007379	XP_034175768.1	XP_033342981.1
OG0007380	XP_034175823.1	XP_033342528.1
OG0007381	XP_034193071.1	XP_033334805.1
OG0007383	XP_034175161.1	XP_033342887.1
OG0007384	XP_034176649.1	XP_033342549.1
OG0007385	XP_034176651.1	XP_033342255.1
OG0007386	XP_034177728.1	XP_033329969.1
OG0007387	XP_034185008.1	XP_033340042.1
OG0007388	XP_034181350.1	XP_033327503.1
OG0007389	XP_034176094.1	XP_033334437.1
OG0007390	XP_034193405.1	XP_033335150.1
OG0007391	XP_034193429.1	XP_033334695.1
OG0007392	XP_034190979.1	XP_033331650.1
OG0007393	XP_034188603.1	XP_033326815.1
OG0007394	XP_034176145.1	XP_033342936.1
OG0007395	XP_034175867.1	XP_033342729.1
OG0007396	XP_034175864.1	XP_033342539.1
OG0007397	XP_034175513.1	XP_033342934.1
OG0007398	XP_034186868.1	XP_033326313.1
OG0007399	XP_034183354.1	XP_033335308.1
OG0007400	XP_034187217.1	XP_033326259.1
OG0007401	XP_034183302.1	XP_033331353.1
OG0007402	XP_034190920.1	XP_033335241.1
OG0007403	XP_034183353.1	XP_033325165.1
OG0007404	XP_034187117.1	XP_033338897.1
OG0007405	XP_034186493.1	XP_033338514.1
OG0007406	XP_034179886.1	XP_033326513.1
OG0007407	XP_034186437.1	XP_033338649.1
OG0007408	XP_034186443.1	XP_033338653.1
OG0007409	XP_034183162.1	XP_033325106.1
OG0007410	XP_034191061.1	XP_033326305.1
OG0007411	XP_034191366.1	XP_033326301.1
OG0007412	XP_034186512.1	XP_033326339.1
OG0007413	XP_034179271.1	XP_033339471.1
OG0007414	XP_034173108.1	XP_033328738.1
OG0007415	XP_034183000.1	XP_033325093.1
OG0007416	XP_034179883.1	XP_033326785.1
OG0007417	XP_034179771.1	XP_033322313.1
OG0007418	XP_034176426.1	XP_033335597.1
OG0007419	XP_034182930.1	XP_033335491.1
OG0007420	XP_034179787.1	XP_033338158.1
OG0007421	XP_034191119.1	XP_033331315.1
OG0007422	XP_034183112.1	XP_033325087.1
OG0007423	XP_034191238.1	XP_033326303.1
OG0007424	XP_034187147.1	XP_033326343.1
OG0007425	XP_034191029.1	XP_033323044.1
OG0007426	XP_034190865.1	XP_033338663.1
OG0007427	XP_034179069.1	XP_033322343.1
OG0007428	XP_034179082.1	XP_033322401.1
OG0007429	XP_034182997.1	XP_033335298.1
OG0007430	XP_034186344.1	XP_033330034.1
OG0007431	XP_034191003.1	XP_033330095.1
OG0007432	XP_034186650.1	XP_033332532.1
OG0007433	XP_034183224.1	XP_033335504.1
OG0007434	XP_034173030.1	XP_033328837.1
OG0007435	XP_034178348.1	XP_033330150.1
OG0007436	XP_034178297.1	XP_033331209.1
OG0007437	XP_034185767.1, XP_034185765.1, XP_034185766.1	XP_033330909.1
OG0007438	XP_034178445.1	XP_033333572.1
OG0007439	XP_034172178.1	XP_033341147.1
OG0007440	XP_034178035.1	XP_033323437.1
OG0007441	XP_034178440.1	XP_033330223.1
OG0007442	XP_034178109.1	XP_033330291.1
OG0007443	XP_034178836.1	XP_033334326.1
OG0007444	XP_034178257.1	XP_033332035.1
OG0007445	XP_034173417.1	XP_033323022.1
OG0007446	XP_034180369.1	XP_033336315.1
OG0007447	XP_034180481.1	XP_033336692.1, XP_033335843.1
OG0007448	XP_034179995.1	XP_033335796.1
OG0007449	XP_034187761.1	XP_033339621.1
OG0007450	XP_034191796.1	XP_033336186.1
OG0007451	XP_034180410.1	XP_033336058.1
OG0007452	XP_034194035.1	XP_033330947.1
OG0007453	XP_034180188.1	XP_033330810.1
OG0007454	XP_034180192.1	XP_033330813.1
OG0007455	XP_034180513.1	XP_033336221.1
OG0007456	XP_034192023.1	XP_033336291.1
OG0007457	XP_034180833.1	XP_033335671.1
OG0007459	XP_034180374.1	XP_033335982.1
OG0007460	XP_034180181.1	XP_033323921.1
OG0007461	XP_034191554.1	XP_033336015.1
OG0007462	XP_034180763.1	XP_033336424.1
OG0007463	XP_034194064.1	XP_033331625.1
OG0007464	XP_034191901.1	XP_033336099.1
OG0007465	XP_034180164.1	XP_033336067.1
OG0007466	XP_034180252.1	XP_033323889.1
OG0007467	XP_034171773.1	XP_033327347.1
OG0007468	XP_034173393.1	XP_033328747.1
OG0007469	XP_034180464.1	XP_033331597.1
OG0007470	XP_034180724.1	XP_033336653.1
OG0007471	XP_034180823.1	XP_033336150.1
OG0007472	XP_034191866.1	XP_033336599.1
OG0007473	XP_034180632.1	XP_033336249.1
OG0007474	XP_034194053.1	XP_033330856.1
OG0007475	XP_034180211.1	XP_033323939.1
OG0007476	XP_034180110.1	XP_033336554.1
OG0007477	XP_034180476.1	XP_033336263.1
OG0007478	XP_034180307.1	XP_033323935.1
OG0007479	XP_034191481.1	XP_033336378.1
OG0007481	XP_034180033.1	XP_033336120.1
OG0007482	XP_034192077.1	XP_033336521.1
OG0007483	XP_034180311.1	XP_033336582.1
OG0007484	XP_034193495.1	XP_033324820.1
OG0007485	XP_034193503.1	XP_033324869.1
OG0007486	XP_034179203.1	XP_033324847.1
OG0007487	XP_034179653.1	XP_033342441.1
OG0007488	XP_034193258.1	XP_033331119.1
OG0007491	XP_034193927.1	XP_033341669.1
OG0007492	XP_034179673.1	XP_033324586.1
OG0007493	XP_034193467.1	XP_033331279.1
OG0007494	XP_034179659.1	XP_033341958.1
OG0007495	XP_034193909.1	XP_033341410.1
OG0007496	XP_034172226.1	XP_033328945.1
OG0007497	XP_034193574.1	XP_033324724.1
OG0007498	XP_034179591.1	XP_033340958.1
OG0007499	XP_034179601.1	XP_033341681.1
OG0007500	XP_034179233.1	XP_033330753.1
OG0007501	XP_034194827.1	XP_033331106.1
OG0007502	XP_034178919.1	XP_033322287.1
OG0007503	XP_034179848.1	XP_033324768.1
OG0007504	XP_034179733.1	XP_033342856.1
OG0007505	XP_034179868.1	XP_033324647.1
OG0007506	XP_034189382.1	XP_033340559.1
OG0007507	XP_034193640.1	XP_033327659.1
OG0007508	XP_034193983.1	XP_033322259.1
OG0007509	XP_034172802.1	XP_033328998.1
OG0007510	XP_034193770.1	XP_033324637.1
OG0007511	XP_034179839.1	XP_033340084.1
OG0007512	XP_034191285.1	XP_033338499.1
OG0007513	XP_034191284.1	XP_033338498.1
OG0007514	XP_034186992.1	XP_033338723.1
OG0007515	XP_034191159.1	XP_033338866.1
OG0007516	XP_034186929.1	XP_033321914.1
OG0007517	XP_034191330.1	XP_033338879.1
OG0007518	XP_034191095.1	XP_033326284.1
OG0007519	XP_034183084.1	XP_033332474.1
OG0007520	XP_034191197.1	XP_033338687.1
OG0007521	XP_034191257.1	XP_033338912.1
OG0007522	XP_034186387.1	XP_033324428.1
OG0007524	XP_034172090.1	XP_033328339.1
OG0007525	XP_034190738.1	XP_033330051.1
OG0007526	XP_034186981.1	XP_033338837.1
OG0007527	XP_034172254.1	XP_033321444.1
OG0007528	XP_034172125.1	XP_033328288.1, XP_033328287.1
OG0007529	XP_034191078.1	XP_033335288.1
OG0007530	XP_034187138.1	XP_033324574.1
OG0007531	XP_034187086.1	XP_033338896.1
OG0007532	XP_034183025.1	XP_033322044.1
OG0007533	XP_034186762.1	XP_033338571.1
OG0007534	XP_034186776.1	XP_033338572.1
OG0007535	XP_034186336.1	XP_033338730.1
OG0007536	XP_034187046.1	XP_033338643.1
OG0007537	XP_034171765.1	XP_033323081.1
OG0007538	XP_034191595.1	XP_033335769.1
OG0007539	XP_034191820.1	XP_033335885.1
OG0007540	XP_034192207.1	XP_033333973.1
OG0007541	XP_034173595.1	XP_033326164.1
OG0007543	XP_034174018.1	XP_033325578.1
OG0007544	XP_034185820.1	XP_033322441.1
OG0007545	XP_034173946.1	XP_033331826.1, XP_033331827.1
OG0007546	XP_034173015.1	XP_033328887.1
OG0007547	XP_034172324.1	XP_033328588.1
OG0007548	XP_034172889.1	XP_033341311.1
OG0007549	XP_034172801.1	XP_033341315.1
OG0007550	XP_034172068.1	XP_033328915.1
OG0007551	XP_034172556.1	XP_033341292.1
OG0007552	XP_034172539.1	XP_033322939.1
OG0007553	XP_034173485.1	XP_033322914.1
OG0007554	XP_034173232.1	XP_033325284.1
OG0007555	XP_034173709.1	XP_033337844.1
OG0007556	XP_034190141.1	XP_033323601.1
OG0007557	XP_034175956.1	XP_033339530.1
OG0007559	XP_034187026.1	XP_033330823.1
OG0007560	XP_034173273.1	XP_033323021.1
OG0007561	XP_034182636.1	XP_033340993.1
OG0007562	XP_034172400.1	XP_033340204.1
OG0007563	XP_034172836.1	XP_033328635.1
OG0007564	XP_034196340.1	XP_033340788.1
OG0007565	XP_034176565.1, XP_034176566.1	XP_033325867.1
OG0007566	XP_034195544.1	XP_033323054.1
OG0007567	XP_034171983.1	XP_033342117.1
OG0007569	XP_034188156.1	XP_033338215.1
OG0007570	XP_034182612.1	XP_033330669.1
OG0007571	XP_034176335.1	XP_033341892.1
OG0007572	XP_034171465.1	XP_033334426.1
OG0007573	XP_034171968.1	XP_033334266.1
OG0007574	XP_034188884.1	XP_033342067.1
OG0007575	XP_034171074.1	XP_033341762.1
OG0007576	XP_034175605.1	XP_033341987.1
OG0007577	XP_034182995.1	XP_033323098.1
OG0007578	XP_034186730.1	XP_033338308.1
OG0007579	XP_034185897.1	XP_033331634.1
OG0007580	XP_034183768.1	XP_033340596.1
OG0007581	XP_034176010.1	XP_033334548.1
OG0007582	XP_034176236.1	XP_033342447.1
OG0007583	XP_034175664.1	XP_033342687.1
OG0007584	XP_034174989.1	XP_033343014.1
OG0007585	XP_034175809.1	XP_033334785.1
OG0007586	XP_034179066.1	XP_033324939.1
OG0007587	XP_034183301.1	XP_033325114.1
OG0007588	XP_034178403.1	XP_033330247.1
OG0007589	XP_034178106.1	XP_033330235.1
OG0007590	XP_034178250.1	XP_033331980.1
OG0007591	XP_034178648.1	XP_033330190.1
OG0007592	XP_034178046.1	XP_033332017.1
OG0007593	XP_034178637.1	XP_033333522.1
OG0007594	XP_034178828.1	XP_033333488.1
OG0007595	XP_034178703.1	XP_033334844.1
OG0007596	XP_034178515.1	XP_033334163.1
OG0007597	XP_034191807.1	XP_033335811.1
OG0007598	XP_034191835.1	XP_033335809.1
OG0007599	XP_034180204.1	XP_033336143.1
OG0007600	XP_034180641.1	XP_033336248.1
OG0007601	XP_034180603.1	XP_033335786.1
OG0007602	XP_034191840.1	XP_033336216.1
OG0007603	XP_034180863.1	XP_033335742.1
OG0007605	XP_034179524.1	XP_033331015.1
OG0007606	XP_034179592.1	XP_033340974.1
OG0007607	XP_034179321.1	XP_033340380.1
OG0007608	XP_034178849.1	XP_033340736.1
OG0007609	XP_034178850.1	XP_033341661.1
OG0007610	XP_034190773.1	XP_033331384.1
OG0007611	XP_034182839.1	XP_033332505.1
OG0007612	XP_034190785.1	XP_033329997.1
OG0007613	XP_034172475.1	XP_033325283.1
OG0007614	XP_034173460.1	XP_033328744.1
OG0007615	XP_034172742.1	XP_033341425.1
OG0007616	XP_034179228.1	XP_033340333.1
OG0007617	XP_034178989.1	XP_033340330.1
OG0007618	XP_034186280.1	XP_033337815.1
OG0007619	XP_034183498.1	XP_033327940.1
OG0007621	XP_034172299.1	XP_033326149.1
OG0007622	XP_034189162.1	XP_033341903.1
OG0007623	XP_034171355.1	XP_033337495.1
OG0007624	XP_034196678.1	XP_033321576.1
OG0007625	XP_034170822.1	XP_033337962.1
OG0007626	XP_034182515.1	XP_033341718.1
OG0007627	XP_034188662.1	XP_033341710.1
OG0007628	XP_034182559.1	XP_033323124.1
OG0007629	XP_034181965.1	XP_033329885.1
OG0007630	XP_034182284.1	XP_033321735.1
OG0007631	XP_034194239.1	XP_033321982.1
OG0007632	XP_034174448.1, XP_034174447.1	XP_033326580.1
OG0007633	XP_034173962.1	XP_033326497.1
OG0007634	XP_034174082.1	XP_033324145.1
OG0007635	XP_034176905.1	XP_033338366.1
OG0007636	XP_034176928.1	XP_033321143.1
OG0007637	XP_034192832.1	XP_033328132.1
OG0007638	XP_034192622.1	XP_033339263.1
OG0007639	XP_034195612.1	XP_033323127.1
OG0007640	XP_034196265.1	XP_033322639.1
OG0007641	XP_034176366.1	XP_033340362.1
OG0007642	XP_034174211.1	XP_033329751.1
OG0007643	XP_034196568.1	XP_033328864.1
OG0007644	XP_034184664.1	XP_033342376.1
OG0007645	XP_034181711.1	XP_033333235.1
OG0007646	XP_034181286.1	XP_033333228.1
OG0007647	XP_034171954.1	XP_033326454.1
OG0007648	XP_034184512.1	XP_033332388.1
OG0007649	XP_034183945.1	XP_033333745.1
OG0007650	XP_034183982.1	XP_033336349.1
OG0007651	XP_034173429.1	XP_033321160.1
OG0007652	XP_034184797.1	XP_033330335.1
OG0007653	XP_034187240.1	XP_033330078.1
OG0007654	XP_034178380.1	XP_033330136.1
OG0007655	XP_034193144.1	XP_033322515.1
OG0007656	XP_034185145.1	XP_033337509.1
OG0007657	XP_034185574.1	XP_033335064.1
OG0007658	XP_034193466.1	XP_033328475.1
OG0007659	XP_034192451.1	XP_033329456.1
OG0007660	XP_034180692.1	XP_033336640.1
OG0007661	XP_034182670.1	XP_033340634.1
OG0007662	XP_034179759.1	XP_033333001.1
OG0007663	XP_034189696.1	XP_033325427.1
OG0007664	XP_034185247.1	XP_033342514.1
OG0007665	XP_034173607.1	XP_033326128.1
OG0007666	XP_034173872.1	XP_033323481.1
OG0007667	XP_034174278.1	XP_033327133.1
OG0007668	XP_034187187.1	XP_033332425.1
OG0007669	XP_034176122.1	XP_033334740.1
OG0007670	XP_034185354.1	XP_033327278.1
OG0007671	XP_034172826.1	XP_033340936.1
OG0007672	XP_034173974.1	XP_033332359.1
OG0007673	XP_034192241.1	XP_033332149.1
OG0007674	XP_034194000.1	XP_033324823.1
OG0007675	XP_034185561.1	XP_033330362.1
OG0007676	XP_034180145.1	XP_033323948.1
OG0007677	XP_034173324.1	XP_033341136.1
OG0007678	XP_034173646.1	XP_033340146.1
OG0007679	XP_034178366.1	XP_033330197.1
OG0007680	XP_034170840.1	XP_033341957.1
OG0007681	XP_034184876.1	XP_033337865.1
OG0007682	XP_034193120.1	XP_033343067.1
OG0007683	XP_034172845.1	XP_033328683.1
OG0007684	XP_034180671.1	XP_033323364.1
OG0007685	XP_034183917.1	XP_033334359.1
OG0007686	XP_034195440.1	XP_033323781.1, XP_033323780.1
OG0007687	XP_034192072.1	XP_033335881.1
OG0007688	XP_034182656.1	XP_033327217.1
OG0007689	XP_034172565.1	XP_033341302.1
OG0007690	XP_034184349.1	XP_033331770.1
OG0007691	XP_034184530.1	XP_033334383.1
OG0007692	XP_034177655.1	XP_033324305.1
OG0007693	XP_034185157.1	XP_033337741.1
OG0007694	XP_034188521.1	XP_033323299.1
OG0007695	XP_034188525.1	XP_033323304.1
OG0007696	XP_034188342.1	XP_033326825.1
OG0007697	XP_034171623.1	XP_033339752.1
OG0007698	XP_034182971.1	XP_033322447.1
OG0007699	XP_034189751.1	XP_033325515.1
OG0007700	XP_034184315.1	XP_033325789.1
OG0007701	XP_034185280.1	XP_033337610.1
OG0007702	XP_034190120.1	XP_033325850.1
OG0007703	XP_034181271.1	XP_033329413.1
OG0007704	XP_034188427.1	XP_033322015.1
OG0007705	XP_034191844.1	XP_033335744.1
OG0007706	XP_034181489.1	XP_033334047.1
OG0007707	XP_034188782.1	XP_033341087.1
OG0007708	XP_034186901.1	XP_033338820.1
OG0007709	XP_034171088.1	XP_033341763.1
OG0007710	XP_034175292.1	XP_033333816.1
OG0007711	XP_034179879.1	XP_033333655.1
OG0007712	XP_034188694.1	XP_033330614.1
OG0007713	XP_034193823.1	XP_033342162.1
OG0007714	XP_034182619.1	XP_033330673.1
OG0007715	XP_034177150.1	XP_033328078.1
OG0007716	XP_034195584.1	XP_033329076.1
OG0007717	XP_034176499.1	XP_033334606.1
OG0007718	XP_034185178.1	XP_033337745.1
OG0007719	XP_034179809.1	XP_033340349.1
OG0007720	XP_034192679.1	XP_033328262.1
OG0007721	XP_034177787.1	XP_033321427.1
OG0007722	XP_034191776.1	XP_033337641.1
OG0007723	XP_034186333.1	XP_033333465.1
OG0007724	XP_034187792.1	XP_033339556.1
OG0007725	XP_034193746.1	XP_033322374.1
OG0007726	XP_034191843.1	XP_033336463.1
OG0007727	XP_034190260.1	XP_033327379.1
OG0007728	XP_034188195.1	XP_033323089.1
OG0007729	XP_034188614.1	XP_033321943.1
OG0007730	XP_034186302.1	XP_033340718.1
OG0007731	XP_034182671.1	XP_033331203.1
OG0007732	XP_034193740.1	XP_033341580.1
OG0007733	XP_034193980.1	XP_033327668.1
OG0007734	XP_034183474.1	XP_033332628.1
OG0007735	XP_034172429.1	XP_033325207.1
OG0007736	XP_034193751.1	XP_033322378.1
OG0007737	XP_034177621.1	XP_033328145.1
OG0007738	XP_034176973.1	XP_033334030.1
OG0007739	XP_034178141.1	XP_033326529.1
OG0007740	XP_034172325.1	XP_033328315.1
OG0007741	XP_034181003.1	XP_033329634.1
OG0007742	XP_034180998.1	XP_033329404.1
OG0007743	XP_034174531.1	XP_033336756.1
OG0007744	XP_034182617.1	XP_033330577.1
OG0007745	XP_034192889.1	XP_033324067.1
OG0007746	XP_034181225.1	XP_033329227.1
OG0007747	XP_034193549.1	XP_033327726.1
OG0007748	XP_034177302.1	XP_033327992.1
OG0007749	XP_034177932.1	XP_033339998.1
OG0007750	XP_034191594.1	XP_033333588.1
OG0007751	XP_034172870.1	XP_033334387.1
OG0007752	XP_034182199.1	XP_033323116.1
OG0007753	XP_034182262.1	XP_033340991.1
OG0007754	XP_034187679.1	XP_033325320.1
OG0007755	XP_034172848.1	XP_033326221.1
OG0007756	XP_034188620.1	XP_033329852.1
OG0007757	XP_034193491.1	XP_033320831.1
OG0007758	XP_034186269.1	XP_033320905.1
OG0007759	XP_034187727.1	XP_033331806.1
OG0007760	XP_034184592.1	XP_033340697.1
OG0007761	XP_034190605.1	XP_033332933.1
OG0007762	XP_034196404.1	XP_033329681.1
OG0007763	XP_034175523.1	XP_033342854.1
OG0007764	XP_034180171.1	XP_033330850.1
OG0007765	XP_034190275.1	XP_033337489.1
OG0007766	XP_034190288.1	XP_033337297.1
OG0007767	XP_034195326.1	XP_033333429.1
OG0007768	XP_034173493.1	XP_033328857.1
OG0007769	XP_034189609.1	XP_033326069.1
OG0007770	XP_034187535.1	XP_033326694.1
OG0007771	XP_034178044.1	XP_033332015.1
OG0007772	XP_034183176.1	XP_033325120.1
OG0007773	XP_034184566.1	XP_033338410.1
OG0007774	XP_034182053.1	XP_033339135.1
OG0007775	XP_034184963.1	XP_033337892.1
OG0007776	XP_034172969.1	XP_033329465.1
OG0007777	XP_034195264.1	XP_033335718.1
OG0007778	XP_034195251.1	XP_033335713.1
OG0007779	XP_034189902.1	XP_033341064.1
