Orthogroup	Osmia_lignaria	Megachile_rotundata
OG0008108	XP_034188736.1	XP_003706327.1
OG0008110	XP_034181291.1	XP_003703474.1
OG0008111	XP_034171506.1	XP_012151312.1
OG0008112	XP_034196659.1	XP_003699561.1
OG0008113	XP_034175687.1	XP_003705752.1
OG0008114	XP_034189114.1	XP_003701944.2
OG0008115	XP_034185493.1	XP_003701146.1
OG0008116	XP_034180758.1	XP_003706115.1
OG0008117	XP_034176962.1	XP_012148313.1
OG0008118	XP_034189814.1	XP_012149035.1
OG0008119	XP_034177174.1	XP_003706598.1
OG0008120	XP_034181404.1, XP_034181413.1	XP_003707660.1
OG0008121	XP_034193005.1	XP_003700358.1
OG0008122	XP_034189184.1	XP_003701525.1
OG0008123	XP_034196538.1	XP_012138402.1
OG0008124	XP_034196660.1	XP_003699563.1
OG0008125	XP_034195752.1	XP_003703311.1
OG0008126	XP_034181682.1	XP_003703502.1
OG0008127	XP_034183575.1	XP_003706800.1
OG0008128	XP_034180335.1	XP_003699797.1
OG0008129	XP_034196540.1	XP_003702258.1
OG0008130	XP_034177575.1	XP_012150290.1
OG0008131	XP_034179829.1	XP_003708643.1
OG0008132	XP_034172770.1	XP_003708019.1
OG0008133	XP_034171729.1	XP_003701461.1
OG0008134	XP_034196692.1	XP_003700869.1
OG0008135	XP_034174856.1	XP_003700829.1
OG0008136	XP_034185546.1	XP_012138892.1
OG0008137	XP_034179088.1	XP_012148551.1
OG0008138	XP_034194971.1	XP_003699695.1
OG0008139	XP_034181359.1	XP_003703426.1
OG0008140	XP_034195572.1	XP_012137037.1
OG0008141	XP_034187571.1	XP_003704440.2
OG0008142	XP_034190193.1	XP_003702560.1
OG0008143	XP_034181658.1	XP_003705333.1
OG0008144	XP_034184080.1	XP_003702146.1
OG0008145	XP_034192700.1	XP_003707279.1
OG0008146	XP_034194580.1	XP_012146752.1
OG0008147	XP_034187393.1	XP_003708061.1
OG0008148	XP_034194394.1	XP_003708202.1
OG0008149	XP_034188719.1	XP_012136634.1
OG0008150	XP_034170962.1	XP_003701663.1
OG0008151	XP_034172656.1	XP_003706427.1
OG0008152	XP_034183179.1	XP_003700778.1
OG0008153	XP_034186719.1	XP_003700423.1
OG0008154	XP_034182269.1	XP_003699851.1
OG0008155	XP_034182310.1	XP_003699887.1
OG0008156	XP_034173887.1	XP_003703946.1
OG0008157	XP_034180112.1	XP_003704553.1
OG0008158	XP_034191397.1	XP_012145554.1
OG0008159	XP_034178942.1	XP_003701371.1
OG0008160	XP_034176867.1	XP_012150316.1
OG0008161	XP_034190492.1	XP_003706457.1
OG0008162	XP_034181749.1	XP_003705324.1
OG0008163	XP_034192318.1	XP_012152115.1
OG0008164	XP_034173411.1	XP_003707911.1
OG0008165	XP_034195408.1	XP_012137051.1
OG0008166	XP_034194907.1	XP_003703290.1
OG0008167	XP_034187183.1	XP_003708052.1
OG0008168	XP_034173432.1	XP_012144715.1
OG0008169	XP_034181894.1	XP_003703527.1
OG0008170	XP_034188101.1	XP_012137639.1
OG0008171	XP_034188815.1	XP_003706326.1
OG0008172	XP_034193139.1	XP_003700615.1
OG0008173	XP_034172936.1	XP_003705046.1
OG0008174	XP_034170904.1	XP_012136752.1
OG0008175	XP_034180484.1	XP_003708273.1
OG0008176	XP_034191243.1	XP_003705357.1
OG0008177	XP_034180196.1	XP_003699796.1
OG0008178	XP_034188650.1	XP_003704027.1
OG0008179	XP_034181486.1	XP_003703515.1
OG0008180	XP_034171754.1	XP_003700856.1
OG0008181	XP_034191879.1	XP_003708180.1
OG0008182	XP_034183885.1	XP_003707030.2
OG0008183	XP_034185584.1	XP_003705532.2
OG0008184	XP_034172346.1	XP_012147815.1
OG0008185	XP_034181191.1	XP_003706555.1
OG0008186	XP_034177505.1	XP_003705419.1
OG0008187	XP_034194927.1	XP_012140726.1
OG0008188	XP_034174003.1	XP_012142093.1
OG0008189	XP_034181036.1	XP_003706578.1
OG0008190	XP_034172356.1	XP_003706686.1
OG0008191	XP_034189296.1	XP_003708485.1
OG0008192	XP_034186611.1	XP_012153017.1
OG0008193	XP_034195741.1	XP_012146719.1
OG0008194	XP_034191909.1	XP_012143335.1
OG0008195	XP_034191376.1	XP_003705377.1
OG0008196	XP_034180055.1	XP_003704562.2
OG0008197	XP_034194523.1	XP_003699927.1
OG0008198	XP_034172349.1	XP_003706667.1
OG0008199	XP_034170850.1	XP_003702216.1
OG0008200	XP_034177020.1	XP_003705426.1
OG0008201	XP_034193457.1	XP_003700558.1
OG0008202	XP_034181106.1	XP_003701992.1
OG0008203	XP_034175430.1	XP_003699276.1
OG0008204	XP_034190917.1	XP_003705410.2
OG0008205	XP_034185874.1	XP_012148992.1
OG0008206	XP_034193566.1	XP_012153358.1
OG0008207	XP_034177776.1	XP_012145130.1
OG0008208	XP_034183920.1	XP_003707651.1
OG0008209	XP_034185545.1	XP_003702550.2
OG0008210	XP_034189085.1	XP_003701553.1
OG0008211	XP_034172593.1	XP_003702102.1
OG0008212	XP_034189692.1	XP_003706891.1
OG0008213	XP_034186310.1	XP_003701736.1
OG0008214	XP_034172645.1	XP_003703797.1
OG0008215	XP_034182748.1	XP_003705797.1
OG0008216	XP_034175720.1	XP_003703136.1
OG0008217	XP_034188078.1	XP_003703698.1
OG0008218	XP_034191561.1	XP_003707112.1
OG0008219	XP_034187242.1	XP_012152876.1
OG0008220	XP_034192521.1	XP_003703554.1
OG0008221	XP_034188462.1	XP_003705013.1
OG0008222	XP_034172578.1	XP_003703798.1
OG0008223	XP_034181546.1	XP_012148187.1
OG0008224	XP_034173831.1	XP_003699213.1
OG0008225	XP_034189963.1	XP_003706885.1
OG0008226	XP_034177519.1	XP_003702042.1
OG0008227	XP_034196683.1	XP_003704475.1
OG0008228	XP_034195114.1	XP_003705102.1
OG0008229	XP_034193995.1	XP_003699614.1
OG0008230	XP_034196688.1	XP_003704476.1
OG0008231	XP_034193165.1	XP_003700549.1
OG0008232	XP_034174755.1	XP_003703048.1
OG0008233	XP_034190393.1	XP_003706450.1
OG0008234	XP_034183863.1	XP_003706808.1
OG0008235	XP_034183487.1	XP_003699181.1
OG0008236	XP_034186721.1	XP_003700420.1
OG0008237	XP_034174863.1	XP_003699461.2
OG0008238	XP_034185526.1	XP_003701799.2
OG0008239	XP_034184081.1	XP_003700690.2
OG0008240	XP_034175286.1	XP_012140194.1
OG0008241	XP_034179430.1	XP_003701440.1
OG0008242	XP_034189498.1	XP_003704641.1
OG0008243	XP_034183853.1	XP_012148942.1
OG0008244	XP_034173483.1	XP_003703724.1
OG0008245	XP_034172276.1	XP_003703782.1
OG0008246	XP_034172079.1	XP_012141855.1
OG0008247	XP_034193451.1	XP_003699952.1
OG0008248	XP_034177601.1	XP_003705186.2
OG0008249	XP_034180407.1	XP_003701917.1
OG0008250	XP_034173022.1	XP_003703148.1
OG0008251	XP_034180168.1	XP_012139789.1
OG0008252	XP_034188295.1	XP_003708075.1
OG0008253	XP_034185416.1	XP_003701154.1
OG0008254	XP_034179911.1	XP_003706014.1
OG0008255	XP_034187483.1	XP_003706227.1
OG0008256	XP_034194384.1	XP_003708142.1
OG0008257	XP_034178842.1	XP_003701414.1
OG0008258	XP_034184406.1	XP_003704874.1
OG0008259	XP_034172046.1	XP_003700952.1
OG0008260	XP_034170868.1	XP_003707246.1
OG0008261	XP_034185847.1	XP_003706870.1
OG0008262	XP_034171286.1	XP_003701487.1
OG0008263	XP_034178314.1	XP_012142916.1
OG0008264	XP_034182668.1	XP_003699862.1
OG0008265	XP_034190565.1	XP_003701107.1
OG0008266	XP_034181215.1, XP_034181206.1	XP_003702179.1
OG0008267	XP_034185249.1	XP_012135647.1
OG0008268	XP_034192234.1	XP_003707707.1
OG0008269	XP_034189386.1	XP_003699396.1
OG0008270	XP_034192235.1	XP_003707708.1
OG0008271	XP_034172370.1	XP_003708026.1
OG0008272	XP_034172122.1	XP_012151584.1
OG0008273	XP_034188082.1	XP_003707671.1
OG0008274	XP_034175355.1	XP_003699256.1
OG0008275	XP_034176179.1	XP_003702061.1
OG0008276	XP_034172950.1	XP_003703870.1
OG0008277	XP_034184998.1	XP_003705284.1
OG0008278	XP_034196019.1	XP_003702048.1
OG0008279	XP_034182180.1	XP_003699876.2
OG0008280	XP_034182070.1	XP_003708227.1
OG0008281	XP_034185375.1	XP_003706237.1
OG0008282	XP_034192872.1	XP_003700373.1
OG0008283	XP_034183032.1	XP_012134629.1
OG0008284	XP_034186429.1	XP_012144351.1
OG0008285	XP_034188972.1	XP_012139046.1
OG0008286	XP_034171089.1	XP_003701466.1
OG0008287	XP_034178149.1	XP_012142933.1
OG0008288	XP_034180942.1	XP_003706353.1
OG0008290	XP_034184410.1	XP_012144118.1
OG0008291	XP_034194335.1	XP_003708170.1
OG0008292	XP_034184811.1	XP_003707509.1
OG0008293	XP_034193709.1	XP_012136319.1
OG0008294	XP_034192499.1	XP_003703524.1
OG0008295	XP_034176690.1	XP_012150975.1
OG0008296	XP_034176886.1	XP_003707452.1
OG0008297	XP_034181746.1	XP_003706527.1
OG0008298	XP_034172524.1	XP_003706424.1
OG0008299	XP_034187482.1	XP_003706155.1
OG0008300	XP_034177632.1	XP_003702691.1
OG0008301	XP_034191250.1	XP_003707836.1
OG0008302	XP_034189045.1	XP_003702608.1
OG0008303	XP_034187085.1	XP_003700461.1
OG0008304	XP_034187744.1	XP_003706156.1
OG0008305	XP_034176180.1	XP_003707243.1
OG0008306	XP_034188826.1	XP_003700942.1
OG0008307	XP_034173648.1	XP_003703757.1
OG0008308	XP_034179148.1	XP_003706587.1
OG0008309	XP_034177287.1	XP_003707289.1
OG0008310	XP_034183825.1	XP_012149222.1
OG0008311	XP_034184495.1	XP_003704893.1
OG0008312	XP_034191773.1	XP_003699835.1
OG0008313	XP_034174811.1	XP_003699494.1
OG0008314	XP_034185261.1, XP_034185263.1	XP_003701263.2
OG0008315	XP_034182728.1	XP_003702362.1
OG0008316	XP_034187066.1	XP_003704571.1
OG0008317	XP_034174243.1	XP_012150627.1
OG0008318	XP_034192352.1	XP_012140926.1
OG0008319	XP_034191752.1	XP_012145354.1
OG0008320	XP_034191116.1	XP_003700457.1
OG0008321	XP_034189855.1	XP_003699728.1
OG0008322	XP_034176065.1	XP_003707802.1
OG0008323	XP_034179318.1	XP_003705976.1
OG0008324	XP_034186788.1	XP_012154142.1
OG0008325	XP_034192123.1	XP_003702812.1
OG0008326	XP_034178709.1	XP_003700035.1
OG0008327	XP_034184815.1	XP_012144909.1
OG0008328	XP_034177343.1	XP_003700036.1
OG0008329	XP_034189670.1	XP_003706793.1
OG0008330	XP_034185357.1	XP_012150485.1
OG0008331	XP_034175475.1	XP_003705761.2
OG0008332	XP_034188500.1	XP_003704067.1
OG0008333	XP_034177151.1	XP_012145060.1
OG0008334	XP_034184463.1	XP_012144273.1
OG0008335	XP_034186737.1	XP_003700483.1
OG0008336	XP_034191236.1	XP_003704139.1
OG0008337	XP_034175467.1	XP_012146398.1
OG0008338	XP_034181075.1	XP_003706339.1
OG0008339	XP_034192036.1	XP_003702795.1
OG0008340	XP_034188760.1	XP_003701551.1
OG0008341	XP_034186568.1	XP_003700694.1
OG0008342	XP_034176493.1	XP_003699252.1
OG0008343	XP_034174456.1	XP_012135015.1
OG0008344	XP_034189300.1	XP_003699408.1
OG0008345	XP_034192049.1	XP_003702798.1
OG0008346	XP_034174363.1	XP_012142098.1
OG0008347	XP_034180099.1	XP_003702764.1
OG0008348	XP_034194510.1	XP_003708197.1
OG0008349	XP_034175825.1	XP_003707681.1
OG0008350	XP_034188152.1	XP_003703602.2
OG0008351	XP_034192653.1	XP_003700365.1
OG0008352	XP_034176288.1	XP_012147569.1
OG0008353	XP_034191135.1	XP_003708684.1
OG0008354	XP_034180665.1	XP_003702861.1
OG0008355	XP_034193850.1	XP_003699606.1
OG0008356	XP_034180475.1	XP_003708276.1
OG0008357	XP_034193847.1	XP_012140909.1
OG0008358	XP_034183068.1	XP_003706101.1
OG0008359	XP_034186490.1	XP_012134809.1
OG0008360	XP_034176997.1	XP_003707307.1
OG0008361	XP_034186974.1	XP_003706096.1
OG0008362	XP_034174372.1	XP_003708522.1
OG0008363	XP_034178955.1	XP_003708565.1
OG0008364	XP_034190961.1	XP_003704123.1
OG0008365	XP_034171457.1	XP_003706329.1
OG0008366	XP_034191048.1	XP_003704128.2
OG0008367	XP_034193647.1	XP_003708577.1
OG0008368	XP_034181548.1	XP_012137597.1
OG0008369	XP_034179225.1	XP_003701428.1
OG0008370	XP_034193433.1	XP_003701004.1
OG0008371	XP_034173670.1	XP_012152788.1
OG0008372	XP_034178899.1	XP_012143928.1
OG0008373	XP_034178880.1	XP_003704746.1
OG0008374	XP_034179737.1	XP_003708581.1
OG0008375	XP_034174709.1	XP_003706162.1
OG0008376	XP_034187327.1	XP_003703891.1
OG0008377	XP_034174282.1	XP_003708451.1
OG0008378	XP_034179900.1	XP_012146886.1
OG0008379	XP_034194455.1	XP_012152386.1
OG0008380	XP_034176562.1	XP_003706593.1
OG0008381	XP_034178781.1	XP_012150608.1, XP_003707569.1
OG0008382	XP_034188252.1	XP_012142301.1, XP_003704032.1
OG0008384	XP_034177358.1	XP_012149941.1
OG0008385	XP_034175616.1	XP_003704787.1
OG0008386	XP_034184261.1	XP_003700064.1
OG0008387	XP_034174180.1, XP_034174191.1	XP_003707578.1
OG0008388	XP_034186088.1	XP_003699208.1
OG0008389	XP_034186250.1	XP_003699793.1
OG0008390	XP_034186160.1	XP_012143590.1
OG0008391	XP_034176056.1, XP_034176057.1	XP_012151156.1
OG0008392	XP_034187182.1	XP_012151887.1, XP_012151885.1, XP_012151888.1, XP_012151886.1
OG0008393	XP_034186471.1	XP_012134771.1
OG0008395	XP_034180751.1	XP_012145764.1, XP_012145765.1
OG0008396	XP_034179595.1	XP_012153343.1
OG0008397	XP_034183439.1	XP_003705781.1
OG0008398	XP_034190570.1	XP_012135713.1
OG0008399	XP_034187745.1	XP_003706196.2
OG0008400	XP_034177682.1	XP_003705207.1
OG0008401	XP_034175851.1, XP_034175850.1, XP_034175853.1, XP_034175852.1	XP_003705570.2
OG0008402	XP_034189567.1	XP_012143714.1
OG0008404	XP_034185871.1	XP_003706948.1
OG0008405	XP_034185699.1	XP_012137744.1
OG0008406	XP_034185983.1	XP_003705711.1
OG0008407	XP_034175243.1	XP_003700254.1
OG0008409	XP_034186883.1	XP_003707704.1
OG0008410	XP_034194736.1	XP_012142165.1
OG0008411	XP_034183473.1	XP_012149013.1
OG0008412	XP_034188282.1	XP_012145680.1
OG0008413	XP_034173426.1	XP_012151756.1
OG0008415	XP_034176027.1, XP_034176047.1, XP_034176037.1	XP_003702178.1
OG0008417	XP_034178187.1	XP_003704447.1
OG0008418	XP_034170827.1, XP_034170826.1	XP_003702270.1
OG0008419	XP_034188435.1	XP_012142395.1
OG0008420	XP_034196559.1	XP_003702245.1
OG0008421	XP_034195340.1	XP_012143888.1, XP_012147983.1
OG0008423	XP_034194978.1	XP_003700342.1
OG0008425	XP_034194595.1	XP_012147359.1
OG0008425	XP_034194201.1	XP_012146603.1
OG0008426	XP_034177217.1	XP_012138540.1, XP_012138542.1, XP_012138541.1
OG0008428	XP_034175783.1	XP_012151143.1
OG0008428	XP_034178409.1	XP_012143764.1, XP_012153187.1
OG0008429	XP_034192368.1, XP_034194805.1, XP_034179313.1	XP_012152152.1
OG0008430	XP_034171032.1, XP_034171031.1	XP_012143521.1, XP_003704516.1, XP_003704528.2
OG0008433	XP_034186846.1	XP_012144480.1
OG0008434	XP_034173651.1	XP_003705057.1
OG0008435	XP_034174107.1	XP_012152889.1
OG0008437	XP_034180689.1	XP_012145760.1
OG0008438	XP_034194746.1	XP_003701696.1
OG0008439	XP_034174064.1	XP_003708386.2
OG0008440	XP_034173904.1	XP_003708385.1
OG0008442	XP_034188747.1	XP_012138446.1
OG0008443	XP_034173112.1	XP_012151651.1
OG0008444	XP_034170982.1	XP_003700933.2, XP_003700932.1
OG0008445	XP_034181170.1	XP_012141146.1
OG0008446	XP_034179980.1	XP_003700093.1
OG0008447	XP_034187376.1	XP_012141976.1
OG0008448	XP_034174961.1	XP_012138801.1
OG0008449	XP_034178642.1	XP_003704320.2
OG0008451	XP_034172402.1	XP_003706434.1
OG0008452	XP_034172301.1	XP_003706418.1
OG0008454	XP_034171732.1	XP_003700948.1
OG0008455	XP_034174465.1	XP_012136856.1
OG0008456	XP_034181229.1	XP_012141474.1
OG0008457	XP_034172398.1	XP_003706432.1
OG0008459	XP_034172602.1	XP_003707872.1
OG0008460	XP_034175717.1	XP_012138949.1
OG0008461	XP_034194748.1	XP_012136831.1
OG0008462	XP_034193323.1	XP_003705450.2
OG0008463	XP_034183041.1	XP_012134621.1, XP_003700707.1
OG0008464	XP_034174131.1	XP_012142006.1
OG0008465	XP_034183382.1	XP_003706466.1
OG0008466	XP_034187201.1	XP_003700684.1
OG0008467	XP_034183418.1	XP_003706467.1
OG0008468	XP_034196461.1	XP_003702228.1
OG0008469	XP_034188280.1	XP_003707248.1
OG0008470	XP_034178954.1	XP_003708564.1
OG0008471	XP_034176741.1	XP_012145443.1
OG0008472	XP_034193436.1	XP_012138968.1
OG0008473	XP_034172150.1	XP_003707875.1
OG0008475	XP_034194726.1	XP_003701697.1
OG0008476	XP_034183181.1	XP_012134646.1
OG0008477	XP_034188216.1	XP_003704039.1
OG0008478	XP_034171291.1	XP_012136652.1, XP_003701485.1
OG0008479	XP_034173601.1	XP_012141891.1
OG0008481	XP_034191136.1	XP_012138164.1
OG0008482	XP_034171492.1	XP_003702299.1
OG0008484	XP_034173130.1	XP_012147984.1
OG0008485	XP_034193550.1	XP_012146815.1
OG0008486	XP_034187770.1	XP_012143225.1
OG0008487	XP_034171962.1	XP_012135088.1, XP_003700833.1
OG0008488	XP_034193416.1	XP_012140340.1
OG0008489	XP_034171706.1	XP_012138189.1
OG0008490	XP_034182297.1	XP_003699844.1
OG0008492	XP_034180229.1	XP_012152478.1
OG0008493	XP_034184211.1	XP_003700141.1
OG0008495	XP_034187348.1	XP_012153879.1
OG0008496	XP_034171124.1	XP_003702626.1
OG0008500	XP_034171008.1	XP_003702261.1
OG0008501	XP_034187818.1	XP_012134968.1
OG0008502	XP_034187476.1	XP_012147473.1
OG0008503	XP_034178862.1	XP_012148570.1
OG0008504	XP_034186307.1	XP_012140620.1
OG0008507	XP_034190499.1	XP_003707533.1
OG0008508	XP_034192531.1	XP_003706531.1
OG0008509	XP_034178364.1	XP_012142685.1
OG0008511	XP_034182240.1	XP_003699916.1
OG0008512	XP_034182291.1	XP_003699850.1
OG0008513	XP_034177976.1, XP_034177977.1	XP_012142953.1
OG0008514	XP_034178712.1	XP_003704230.1
OG0008515	XP_034181134.1	XP_003703685.1
OG0008516	XP_034181133.1	XP_012141436.1
OG0008518	XP_034171132.1	XP_003700835.1
OG0008520	XP_034184447.1	XP_003704865.1
OG0008522	XP_034183231.1	XP_003701319.1
OG0008523	XP_034183044.1	XP_012134623.1
OG0008524	XP_034195476.1	XP_003703378.1
OG0008525	XP_034179230.1	XP_003706714.1
OG0008526	XP_034182509.1	XP_003704012.1
OG0008527	XP_034196554.1	XP_003701612.1
OG0008528	XP_034170986.1	XP_003702263.1
OG0008530	XP_034177442.1	XP_003707377.2
OG0008531	XP_034192812.1	XP_003707334.1
OG0008532	XP_034192763.1	XP_003707454.2
OG0008533	XP_034190443.1	XP_003701160.2
OG0008534	XP_034189412.1	XP_012136786.1
OG0008535	XP_034171152.1	XP_003702305.1
OG0008536	XP_034176283.1	XP_003699235.1
OG0008537	XP_034194763.1	XP_012137115.1
OG0008538	XP_034195658.1	XP_012148397.1
OG0008540	XP_034172277.1	XP_012141880.1
OG0008542	XP_034179019.1	XP_003705817.2
OG0008543	XP_034187030.1	XP_012154359.1
OG0008544	XP_034193157.1	XP_012145972.1
OG0008545	XP_034186793.1, XP_034186791.1	XP_012154156.1
OG0008546	XP_034186904.1	XP_003700484.2
OG0008547	XP_034174312.1	XP_012147597.1
OG0008548	XP_034195536.1	XP_012138609.1
OG0008549	XP_034181511.1	XP_012141195.1
OG0008551	XP_034188153.1	XP_012140977.1
OG0008552	XP_034189061.1	XP_003708510.2
OG0008553	XP_034180866.1	XP_012152973.1
OG0008554	XP_034193308.1	XP_003705469.2
OG0008555	XP_034193665.1	XP_003701750.1
OG0008556	XP_034179576.1	XP_003706006.1
OG0008557	XP_034178491.1	XP_012142992.1
OG0008558	XP_034185050.1	XP_003702544.1
OG0008559	XP_034184890.1	XP_012135766.1
OG0008560	XP_034184725.1	XP_012135810.1
OG0008561	XP_034188642.1	XP_012142350.1
OG0008562	XP_034181618.1	XP_012148239.1
OG0008563	XP_034178844.1	XP_012136285.1
OG0008564	XP_034177604.1	XP_003700236.1
OG0008565	XP_034178130.1	XP_012142894.1
OG0008566	XP_034178636.1	XP_012142747.1
OG0008567	XP_034185810.1	XP_012143573.1
OG0008568	XP_034174858.1	XP_012152924.1
OG0008569	XP_034173930.1	XP_003703002.2
OG0008570	XP_034173798.1	XP_003703942.1
OG0008571	XP_034174193.1	XP_003703920.1, XP_012142064.1
OG0008572	XP_034193994.1	XP_012140994.1
OG0008573	XP_034179486.1	XP_003708570.2
OG0008574	XP_034179969.1	XP_012153550.1
OG0008575	XP_034178949.1	XP_012153492.1
OG0008576	XP_034184153.1	XP_012134557.1
OG0008577	XP_034188207.1	XP_003699907.1
OG0008578	XP_034178963.1	XP_012145818.1
OG0008579	XP_034179459.1	XP_012146792.1
OG0008580	XP_034179483.1	XP_012146776.1
OG0008581	XP_034179282.1	XP_012153277.1
OG0008582	XP_034179401.1	XP_003708654.1
OG0008583	XP_034195375.1	XP_012146620.1
OG0008584	XP_034183086.1	XP_012154371.1
OG0008585	XP_034180005.1	XP_012152454.1
OG0008586	XP_034195655.1	XP_012146092.1
OG0008587	XP_034192945.1	XP_012150346.1
OG0008588	XP_034183852.1	XP_003706805.1
OG0008589	XP_034187141.1	XP_003700734.2
OG0008590	XP_034194295.1	XP_003704796.1
OG0008592	XP_034184893.1	XP_012137161.1
OG0008594	XP_034187667.1	XP_012141971.1
OG0008596	XP_034173809.1	XP_003705008.1
OG0008600	XP_034180903.1	XP_012152533.1
OG0008601	XP_034194165.1	XP_012134754.1
OG0008602	XP_034186345.1	XP_012134728.1
OG0008603	XP_034190793.1	XP_003704581.2
OG0008604	XP_034189850.1	XP_012135467.1, XP_012135468.1, XP_003701038.1
OG0008605	XP_034178877.1	XP_012143915.1
OG0008607	XP_034195234.1	XP_012153235.1
OG0008608	XP_034178964.1	XP_012142604.1
OG0008610	XP_034194017.1	XP_012145423.1
OG0008611	XP_034179162.1	XP_012146052.1
OG0008612	XP_034171864.1	XP_012139933.1
OG0008613	XP_034181062.1	XP_012141566.1
OG0008614	XP_034181015.1	XP_012141040.1
OG0008615	XP_034176082.1	XP_003700995.1
OG0008616	XP_034177498.1	XP_012145638.1
OG0008617	XP_034190132.1	XP_003707007.1
OG0008618	XP_034185282.1	XP_012135928.1
OG0008619	XP_034190329.1	XP_012135890.1
OG0008620	XP_034196620.1	XP_012148676.1
OG0008621	XP_034196603.1	XP_012148681.1
OG0008622	XP_034196618.1	XP_012148683.1
OG0008623	XP_034176810.1	XP_012145247.1
OG0008625	XP_034191065.1	XP_012146673.1
OG0008626	XP_034194537.1	XP_003705452.1
OG0008627	XP_034185881.1	XP_003706821.2
OG0008628	XP_034189661.1	XP_012149097.1
OG0008630	XP_034180001.1	XP_012139423.1
OG0008631	XP_034180870.1	XP_012139457.1
OG0008632	XP_034171750.1	XP_003700965.1
OG0008633	XP_034170997.1	XP_012138424.1
OG0008634	XP_034171069.1	XP_012135134.1
OG0008636	XP_034170964.1	XP_003702239.2
OG0008637	XP_034189446.1	XP_012149459.1
OG0008639	XP_034176416.1	XP_012154416.1
OG0008641	XP_034185321.1	XP_003702506.1
OG0008642	XP_034190726.1	XP_003701302.2
OG0008643	XP_034173712.1	XP_012152772.1
OG0008644	XP_034180280.1	XP_003700159.1
OG0008645	XP_034173489.1	XP_003700013.1
OG0008646	XP_034178589.1	XP_003700032.1
OG0008647	XP_034170942.1	XP_012138224.1, XP_003702336.1
OG0008649	XP_034172526.1	XP_003702111.1
OG0008650	XP_034195386.1	XP_012137730.1
OG0008652	XP_034171632.1	XP_003700946.1
OG0008653	XP_034171466.1	XP_012138318.1
OG0008654	XP_034171899.1	XP_012136710.1
OG0008655	XP_034171686.1	XP_012138438.1
OG0008656	XP_034171598.1	XP_003702224.1
OG0008658	XP_034189858.1	XP_012138595.1
OG0008660	XP_034183058.1	XP_012147256.1
