Orthogroup	Osmia_lignaria	Apis_mellifera
OG0008284	XP_034186429.1	XP_624559.3
OG0008285	XP_034188972.1	XP_624561.1
OG0008286	XP_034171089.1	XP_624564.1
OG0008287	XP_034178149.1	XP_624571.2
OG0008288	XP_034180942.1	XP_624581.2
OG0008290	XP_034184410.1	XP_624597.2
OG0008291	XP_034194335.1	XP_624613.1
OG0008292	XP_034184811.1	XP_624616.1
OG0008293	XP_034193709.1	XP_624637.2
OG0008294	XP_034192499.1	XP_624642.1
OG0008295	XP_034176690.1	XP_624661.1
OG0008296	XP_034176886.1	XP_624678.1
OG0008297	XP_034181746.1	XP_624690.4
OG0008298	XP_034172524.1	XP_624693.1
OG0008299	XP_034187482.1	XP_624700.1
OG0008300	XP_034177632.1	XP_624701.1
OG0008301	XP_034191250.1	XP_624703.1
OG0008302	XP_034189045.1	XP_624710.1
OG0008303	XP_034187085.1	XP_624713.1
OG0008304	XP_034187744.1	XP_624715.1
OG0008305	XP_034176180.1	XP_624722.1
OG0008306	XP_034188826.1	XP_624725.1
OG0008307	XP_034173648.1	XP_624749.4
OG0008308	XP_034179148.1	XP_624751.3
OG0008309	XP_034177287.1	XP_624758.3
OG0008310	XP_034183825.1	XP_624768.1
OG0008311	XP_034184495.1	XP_624777.3
OG0008312	XP_034191773.1	XP_624801.1
OG0008313	XP_034174811.1	XP_624805.1
OG0008314	XP_034185261.1, XP_034185263.1	XP_624808.1
OG0008315	XP_034182728.1	XP_624811.3
OG0008316	XP_034187066.1	XP_624815.2
OG0008317	XP_034174243.1	XP_624818.1
OG0008318	XP_034192352.1	XP_624820.3
OG0008319	XP_034191752.1	XP_624821.1
OG0008320	XP_034191116.1	XP_624824.3
OG0008321	XP_034189855.1	XP_624836.1
OG0008322	XP_034176065.1	XP_624837.1
OG0008323	XP_034179318.1	XP_624838.1
OG0008324	XP_034186788.1	XP_624846.2
OG0008325	XP_034192123.1	XP_624861.2
OG0008326	XP_034178709.1	XP_624863.2
OG0008327	XP_034184815.1	XP_624871.1
OG0008328	XP_034177343.1	XP_624877.1
OG0008329	XP_034189670.1	XP_624879.1
OG0008330	XP_034185357.1	XP_624881.1
OG0008331	XP_034175475.1	XP_624890.1
OG0008332	XP_034188500.1	XP_624898.3
OG0008333	XP_034177151.1	XP_624902.1
OG0008334	XP_034184463.1	XP_624908.3
OG0008335	XP_034186737.1	XP_624910.1
OG0008336	XP_034191236.1	XP_624913.1
OG0008337	XP_034175467.1	XP_624936.3
OG0008338	XP_034181075.1	XP_624938.1
OG0008339	XP_034192036.1	XP_624958.3
OG0008340	XP_034188760.1	XP_624971.1
OG0008341	XP_034186568.1	XP_624987.1
OG0008342	XP_034176493.1	XP_624989.2
OG0008343	XP_034174456.1	XP_624998.3
OG0008344	XP_034189300.1	XP_625005.1
OG0008345	XP_034192049.1	XP_625009.2
OG0008346	XP_034174363.1	XP_625031.3
OG0008347	XP_034180099.1	XP_625050.3
OG0008348	XP_034194510.1	XP_625059.4
OG0008349	XP_034175825.1	XP_625093.1
OG0008350	XP_034188152.1	XP_625095.1
OG0008351	XP_034192653.1	XP_625098.1
OG0008352	XP_034176288.1	XP_625101.1
OG0008353	XP_034191135.1	XP_625103.3
OG0008354	XP_034180665.1	XP_625104.2
OG0008355	XP_034193850.1	XP_625108.2
OG0008356	XP_034180475.1	XP_625113.1
OG0008357	XP_034193847.1	XP_625114.2
OG0008358	XP_034183068.1	XP_625119.1
OG0008359	XP_034186490.1	XP_625120.4
OG0008360	XP_034176997.1	XP_625143.2
OG0008361	XP_034186974.1	XP_625146.1
OG0008362	XP_034174372.1	XP_625157.2
OG0008363	XP_034178955.1	XP_625159.2
OG0008364	XP_034190961.1	XP_625165.1
OG0008365	XP_034171457.1	XP_625166.2
OG0008366	XP_034191048.1	XP_625184.4
OG0008367	XP_034193647.1	XP_625196.1
OG0008368	XP_034181548.1	XP_625201.3
OG0008369	XP_034179225.1	XP_625205.1
OG0008370	XP_034193433.1	XP_625206.1
OG0008371	XP_034173670.1	XP_625214.3
OG0008372	XP_034178899.1	XP_625223.2
OG0008373	XP_034178880.1	XP_625224.4
OG0008374	XP_034179737.1	XP_625227.2
OG0008375	XP_034174709.1	XP_625254.1
OG0008376	XP_034187327.1	XP_625261.1
OG0008377	XP_034174282.1	XP_625265.1
OG0008378	XP_034179900.1	XP_625274.4
OG0008379	XP_034194455.1	XP_625275.2
OG0008380	XP_034176562.1	XP_625277.1
OG0008381	XP_034178781.1	XP_625284.1
OG0008433	XP_034186846.1	NP_001011638.1
OG0008434	XP_034173651.1	NP_001072129.1, XP_026298840.1
OG0008435	XP_034174107.1	NP_001078814.1
OG0008437	XP_034180689.1	NP_001138311.1, XP_026300665.1
OG0008438	XP_034194746.1	NP_001165849.1
OG0008439	XP_034174064.1	NP_001167615.1
OG0008440	XP_034173904.1	NP_001167616.1
OG0008442	XP_034188747.1	NP_001229486.1, XP_026302164.1
OG0008443	XP_034173112.1	NP_001229506.1
OG0008444	XP_034170982.1	NP_001229900.1
OG0008445	XP_034181170.1	NP_001257751.1
OG0008446	XP_034179980.1	NP_001257752.1
OG0008447	XP_034187376.1	NP_001257758.1
OG0008448	XP_034174961.1	NP_001265635.1
OG0008449	XP_034178642.1	NP_001318046.1
OG0008451	XP_034172402.1	XP_001119966.1
OG0008452	XP_034172301.1	XP_001119967.1
OG0008454	XP_034171732.1	XP_001120007.2
OG0008455	XP_034174465.1	XP_001120012.2
OG0008456	XP_034181229.1	XP_001120020.1
OG0008457	XP_034172398.1	XP_001120032.3
OG0008459	XP_034172602.1	XP_001120153.2
OG0008460	XP_034175717.1	XP_001120182.3
OG0008461	XP_034194748.1	XP_001120217.1
OG0008462	XP_034193323.1	XP_001120291.5
OG0008463	XP_034183041.1	XP_001120351.1
OG0008464	XP_034174131.1	XP_001120384.3
OG0008465	XP_034183382.1	XP_001120425.1
OG0008466	XP_034187201.1	XP_001120432.1
OG0008467	XP_034183418.1	XP_001120482.1
OG0008468	XP_034196461.1	XP_001120540.2
OG0008469	XP_034188280.1	XP_001120556.1
OG0008470	XP_034178954.1	XP_001120581.3
OG0008471	XP_034176741.1	XP_001120636.1
OG0008472	XP_034193436.1	XP_001120665.2
OG0008473	XP_034172150.1	XP_001120930.3
OG0008475	XP_034194726.1	XP_001120957.3
OG0008476	XP_034183181.1	XP_001120975.1
OG0008477	XP_034188216.1	XP_001121007.2
OG0008478	XP_034171291.1	XP_001121022.1
OG0008479	XP_034173601.1	XP_001121032.2
OG0008480	XP_034175259.1	XP_001121132.2
OG0008481	XP_034191136.1	XP_001121190.3
OG0008482	XP_034171492.1	XP_001121218.1
OG0008483	XP_034187435.1	XP_001121220.1
OG0008484	XP_034173130.1	XP_001121241.3
OG0008485	XP_034193550.1	XP_001121277.2
OG0008486	XP_034187770.1	XP_001121365.2
OG0008487	XP_034171962.1	XP_001121453.1
OG0008488	XP_034193416.1	XP_001121539.3
OG0008489	XP_034171706.1	XP_001121566.1
OG0008490	XP_034182297.1	XP_001121598.1
OG0008492	XP_034180229.1	XP_001121754.3
OG0008493	XP_034184211.1	XP_001122039.4
OG0008494	XP_034176113.1	XP_001122049.2
OG0008495	XP_034187348.1	XP_001122183.1
OG0008496	XP_034171124.1	XP_001122195.1
OG0008500	XP_034171008.1	XP_001122434.2
OG0008501	XP_034187818.1	XP_001122445.1
OG0008502	XP_034187476.1	XP_001122571.3
OG0008503	XP_034178862.1	XP_001122615.2
OG0008504	XP_034186307.1	XP_001122734.2
OG0008507	XP_034190499.1	XP_001123277.1
OG0008508	XP_034192531.1	XP_003249082.2
OG0008509	XP_034178364.1	XP_003249184.2
OG0008511	XP_034182240.1	XP_003249300.1
OG0008512	XP_034182291.1	XP_003249307.1
OG0008513	XP_034177976.1, XP_034177977.1	XP_003249323.1
OG0008514	XP_034178712.1	XP_003249325.1
OG0008515	XP_034181134.1	XP_003249567.2
OG0008516	XP_034181133.1	XP_003249575.3
OG0008517	XP_034178834.1	XP_003249681.1
OG0008518	XP_034171132.1	XP_003249809.1
OG0008520	XP_034184447.1	XP_003249893.4
OG0008522	XP_034183231.1	XP_003250043.1
OG0008523	XP_034183044.1	XP_003250048.2
OG0008524	XP_034195476.1	XP_003250098.2
OG0008525	XP_034179230.1	XP_003250331.2
OG0008526	XP_034182509.1	XP_003250376.2, XP_026295386.1
OG0008527	XP_034196554.1	XP_003250511.1
OG0008528	XP_034170986.1	XP_003250774.1
OG0008530	XP_034177442.1	XP_003251088.2
OG0008531	XP_034192812.1	XP_003251099.1
OG0008532	XP_034192763.1	XP_003251110.1
OG0008533	XP_034190443.1	XP_003251243.2
OG0008534	XP_034189412.1	XP_003251270.1
OG0008535	XP_034171152.1	XP_003251314.2
OG0008536	XP_034176283.1	XP_003251540.1
OG0008537	XP_034194763.1	XP_003251651.1
OG0008538	XP_034195658.1	XP_003251652.1
OG0008540	XP_034172277.1	XP_003251741.1
OG0008541	XP_034196367.1	XP_003251782.2
OG0008542	XP_034179019.1	XP_003251792.1
OG0008543	XP_034187030.1	XP_006557352.1
OG0008544	XP_034193157.1	XP_006557527.1
OG0008545	XP_034186793.1, XP_034186791.1	XP_006557769.1
OG0008546	XP_034186904.1	XP_006557778.1
OG0008547	XP_034174312.1	XP_006557977.1
OG0008548	XP_034195536.1	XP_006558190.2
OG0008549	XP_034181511.1	XP_006558278.1
OG0008551	XP_034188153.1	XP_006558979.1
OG0008552	XP_034189061.1	XP_006559006.1
OG0008553	XP_034180866.1	XP_006559054.1
OG0008554	XP_034193308.1	XP_006559113.3
OG0008555	XP_034193665.1	XP_006559119.1
OG0008556	XP_034179576.1	XP_006559251.1
OG0008557	XP_034178491.1	XP_006559394.2
OG0008558	XP_034185050.1	XP_006559491.1
OG0008559	XP_034184890.1	XP_006559519.2
OG0008560	XP_034184725.1	XP_006559646.1
OG0008561	XP_034188642.1	XP_006559762.2
OG0008562	XP_034181618.1	XP_006559915.2
OG0008563	XP_034178844.1	XP_006560037.1
OG0008564	XP_034177604.1	XP_006560077.1
OG0008565	XP_034178130.1	XP_006560462.1
OG0008566	XP_034178636.1	XP_006560491.1
OG0008567	XP_034185810.1	XP_006560496.2
OG0008568	XP_034174858.1	XP_006560617.1
OG0008569	XP_034173930.1	XP_006560640.1
OG0008570	XP_034173798.1	XP_006560659.1
OG0008571	XP_034174193.1	XP_006560665.1
OG0008572	XP_034193994.1	XP_006560751.3
OG0008573	XP_034179486.1	XP_006560759.1
OG0008574	XP_034179969.1	XP_006560760.1
OG0008575	XP_034178949.1	XP_006560766.2
OG0008576	XP_034184153.1	XP_006560796.1
OG0008577	XP_034188207.1	XP_006560914.1
OG0008578	XP_034178963.1	XP_006561056.2
OG0008579	XP_034179459.1	XP_006561073.2
OG0008580	XP_034179483.1	XP_006561079.1
OG0008581	XP_034179282.1	XP_006561083.2
OG0008582	XP_034179401.1	XP_006561108.1
OG0008583	XP_034195375.1	XP_006561304.2
OG0008584	XP_034183086.1	XP_006561474.1
OG0008585	XP_034180005.1	XP_006561942.2
OG0008586	XP_034195655.1	XP_006561981.1
OG0008587	XP_034192945.1	XP_006562263.2
OG0008588	XP_034183852.1	XP_006562406.1
OG0008589	XP_034187141.1	XP_006562433.1
OG0008590	XP_034194295.1	XP_006562554.1
OG0008591	XP_034185257.1	XP_006562620.2
OG0008592	XP_034184893.1	XP_006562621.2
OG0008594	XP_034187667.1	XP_006562676.2
OG0008596	XP_034173809.1	XP_006562706.1
OG0008599	XP_034191502.1	XP_006563068.1
OG0008600	XP_034180903.1	XP_006563105.1
OG0008601	XP_034194165.1	XP_006563221.1
OG0008602	XP_034186345.1	XP_006563226.1
OG0008603	XP_034190793.1	XP_006563262.2
OG0008604	XP_034189850.1	XP_006563273.1
OG0008605	XP_034178877.1	XP_006563531.2
OG0008607	XP_034195234.1	XP_006563668.1
OG0008608	XP_034178964.1	XP_006563705.1
OG0008609	XP_034178972.1	XP_006563707.1
OG0008610	XP_034194017.1	XP_006563720.1
OG0008611	XP_034179162.1	XP_006563756.3
OG0008612	XP_034171864.1	XP_006563807.2
OG0008613	XP_034181062.1	XP_006563908.1
OG0008614	XP_034181015.1	XP_006563925.1
OG0008615	XP_034176082.1	XP_006564097.2
OG0008616	XP_034177498.1	XP_006564219.1
OG0008617	XP_034190132.1	XP_006564533.2
OG0008618	XP_034185282.1	XP_006564670.1
OG0008619	XP_034190329.1	XP_006564732.1
OG0008620	XP_034196620.1	XP_006564781.1
OG0008621	XP_034196603.1	XP_006564785.1
OG0008622	XP_034196618.1	XP_006564790.2
OG0008623	XP_034176810.1	XP_006564792.1
OG0008624	XP_034176901.1	XP_006564801.1
OG0008625	XP_034191065.1	XP_006565410.2
OG0008626	XP_034194537.1	XP_392416.4, XP_006565449.2
OG0008627	XP_034185881.1	XP_006565580.1
OG0008628	XP_034189661.1	XP_006565607.1
OG0008629	XP_034189771.1	XP_006565618.1
OG0008630	XP_034180001.1	XP_006565700.1
OG0008631	XP_034180870.1	XP_006565786.2
OG0008632	XP_034171750.1	XP_006565929.1
OG0008633	XP_034170997.1	XP_006565931.3
OG0008634	XP_034171069.1	XP_006565937.2
OG0008636	XP_034170964.1	XP_006565974.1
OG0008637	XP_034189446.1	XP_006566136.2
OG0008638	XP_034186312.1	XP_006566272.1
OG0008639	XP_034176416.1	XP_006566537.1
OG0008640	XP_034193455.1	XP_006566669.1
OG0008641	XP_034185321.1	XP_395120.3, XP_006566895.1
OG0008642	XP_034190726.1	XP_006566916.1
OG0008643	XP_034173712.1	XP_006567272.1
OG0008644	XP_034180280.1	XP_006567501.2
OG0008645	XP_034173489.1	XP_006567516.1
OG0008646	XP_034178589.1	XP_006567646.2
OG0008647	XP_034170942.1	XP_006568260.1
OG0008649	XP_034172526.1	XP_006568378.2
OG0008650	XP_034195386.1	XP_006568381.2
OG0008651	XP_034182119.1	XP_006568482.3
OG0008652	XP_034171632.1	XP_006568942.1
OG0008653	XP_034171466.1	XP_006568944.2
OG0008654	XP_034171899.1	XP_006569098.1
OG0008655	XP_034171686.1	XP_006569119.1
OG0008656	XP_034171598.1	XP_006569146.1
OG0008657	XP_034189975.1	XP_006569198.1
OG0008658	XP_034189858.1	XP_006569262.2
OG0008659	XP_034187746.1	XP_006569436.1
OG0008660	XP_034183058.1	XP_006569965.2
OG0008661	XP_034191346.1	XP_006570013.1
OG0008662	XP_034191296.1	XP_006570014.1
OG0008663	XP_034189013.1	XP_006570030.3
OG0008664	XP_034182044.1	XP_006570099.2
OG0008665	XP_034181435.1	XP_006570181.2
OG0008666	XP_034193087.1	XP_006570354.1
OG0008667	XP_034172885.1	XP_006570876.1
OG0008669	XP_034196408.1	XP_006570969.1
OG0008670	XP_034192426.1	XP_006570980.1
OG0008671	XP_034195938.1, XP_034195939.1	XP_006570994.1, XP_006570995.1
OG0008672	XP_034172610.1	XP_006571076.1
OG0008673	XP_034172149.1	XP_006571227.1
OG0008674	XP_034172275.1	XP_006571427.1
OG0008675	XP_034172682.1	XP_006571428.1
OG0008676	XP_034172835.1	XP_006571598.1
OG0008677	XP_034173586.1	XP_006571642.2
OG0008678	XP_034195688.1	XP_006571710.1
OG0008679	XP_034196372.1	XP_006571760.3
OG0008680	XP_034179143.1	XP_006571787.1
OG0008681	XP_034187461.1	XP_006572261.1
OG0008682	XP_034177799.1	XP_006572354.1
OG0008683	XP_034171154.1	XP_016766255.1
OG0008684	XP_034171688.1	XP_016766305.2
OG0008685	XP_034182130.1	XP_016766579.1
OG0008686	XP_034188321.1	XP_016766789.1
OG0008688	XP_034187485.1, XP_034187484.1	XP_016767077.2
OG0008689	XP_034174441.1	XP_016767158.1
OG0008690	XP_034174373.1	XP_016767276.2
OG0008691	XP_034187507.1	XP_016767291.1
OG0008692	XP_034187520.1	XP_016767295.1
OG0008693	XP_034173751.1	XP_016767367.1
OG0008694	XP_034174136.1	XP_016767395.1
OG0008695	XP_034180518.1	XP_016767481.2, XP_026295961.1
OG0008696	XP_034193017.1	XP_016767624.2
OG0008697	XP_034176904.1	XP_016767845.1
OG0008698	XP_034196048.1	XP_016767877.1
OG0008699	XP_034176731.1	XP_016767947.2
OG0008700	XP_034176735.1	XP_016767961.2
OG0008701	XP_034193435.1	XP_016767984.1
OG0008702	XP_034196015.1	XP_016768172.2
OG0008703	XP_034175565.1	XP_016768254.1
OG0008704	XP_034171123.1	XP_392398.3, XP_016768376.1
OG0008705	XP_034188017.1	XP_016768706.1
OG0008706	XP_034183406.1	XP_016768773.1
OG0008708	XP_034185268.1	XP_016768985.2
OG0008711	XP_034188019.1	XP_016769261.1
OG0008715	XP_034187210.1	XP_016770082.2
OG0008716	XP_034185932.1	XP_016770119.1
OG0008717	XP_034178524.1	XP_016770221.1, XP_026301813.1
OG0008718	XP_034175359.1	XP_016770294.1
OG0008719	XP_034187095.1	XP_016770414.2
OG0008720	XP_034189554.1	XP_016770523.2
OG0008721	XP_034175203.1	XP_016770688.2
OG0008722	XP_034187218.1	XP_016770853.1
OG0008723	XP_034183143.1	XP_016770902.1
OG0008724	XP_034178948.1	XP_016771050.1
OG0008725	XP_034178666.1	XP_016771214.2
OG0008726	XP_034178430.1	XP_016771274.2
OG0008728	XP_034178132.1	XP_016771441.1
OG0008729	XP_034172527.1	XP_016771938.1
OG0008730	XP_034193537.1	XP_016772209.2
OG0008731	XP_034195239.1	XP_016772228.1
OG0008732	XP_034179024.1	XP_016772309.1
OG0008733	XP_034179398.1	XP_016772311.2
OG0008734	XP_034179842.1	XP_016772351.2
OG0008735	XP_034179946.1	XP_016772368.1
OG0008736	XP_034187015.1	XP_016772523.1
OG0008737	XP_034178075.1	XP_016772711.1
OG0008738	XP_034176700.1	XP_016772834.1
OG0008739	XP_034185853.1	XP_016772857.2
OG0008740	XP_034172553.1	XP_016772943.1
OG0008742	XP_034171352.1	XP_016773571.1
OG0008743	XP_034188246.1	XP_026294632.1
OG0008744	XP_034196556.1	XP_026294732.1
OG0008745	XP_034188242.1	XP_026294814.1
OG0008746	XP_034171150.1	XP_026294829.1
OG0008747	XP_034171033.1	XP_026294856.1
OG0008748	XP_034196707.1	XP_026294880.1
OG0008749	XP_034176327.1	XP_026294886.1
OG0008750	XP_034196049.1	XP_026294890.1
OG0008751	XP_034171586.1	XP_026294901.1
OG0008752	XP_034170976.1	XP_026294930.1
OG0008753	XP_034196474.1	XP_026294937.1
OG0008754	XP_034172042.1	XP_026294954.1
OG0008755	XP_034171591.1	XP_026294963.1
OG0008756	XP_034182574.1	XP_026294980.1
OG0008757	XP_034171961.1	XP_026295020.1
OG0008758	XP_034196591.1	XP_026295089.1
OG0008759	XP_034190117.1	XP_026295374.1
OG0008760	XP_034188208.1	XP_026295459.1
OG0008761	XP_034182281.1	XP_026295504.1
OG0008762	XP_034188285.1	XP_026295564.1
OG0008763	XP_034180187.1	XP_026295854.1
OG0008764	XP_034173964.1	XP_026295978.1
OG0008765	XP_034196430.1, XP_034196428.1, XP_034196429.1	XP_026295987.1
OG0008766	XP_034174749.1	XP_026296013.1
OG0008767	XP_034174357.1	XP_026296055.1
OG0008768	XP_034187488.1	XP_026296145.1
OG0008769	XP_034174090.1	XP_026296194.1
OG0008770	XP_034174512.1	XP_026296195.1
OG0008771	XP_034174513.1	XP_026296196.1
OG0008772	XP_034173961.1	XP_026296220.1
OG0008773	XP_034177396.1	XP_026296502.1
OG0008774	XP_034176943.1, XP_034176942.1	XP_026296515.1
OG0008775	XP_034177786.1	XP_026296549.1
OG0008776	XP_034176897.1	XP_026296614.1
OG0008777	XP_034177736.1	XP_026296662.1
OG0008778	XP_034186950.1	XP_026296671.1
OG0008779	XP_034177473.1	XP_026296674.1
OG0008780	XP_034177522.1	XP_026296676.1
OG0008781	XP_034177274.1, XP_034177273.1	XP_026296690.1
OG0008782	XP_034177434.1	XP_026296752.1
OG0008783	XP_034177436.1	XP_026296754.1
OG0008784	XP_034177500.1	XP_026296837.1
OG0008785	XP_034177804.1	XP_026296841.1
OG0008786	XP_034192367.1	XP_026297045.1
OG0008787	XP_034193337.1	XP_026297052.1
OG0008788	XP_034195015.1	XP_026297145.1
OG0008789	XP_034195570.1	XP_026297153.1
OG0008790	XP_034195521.1	XP_026297187.1, XP_026297188.1
OG0008792	XP_034190573.1	XP_026297495.1
OG0008794	XP_034181650.1	XP_026297517.1
OG0008795	XP_034177705.1	XP_026297667.1
OG0008796	XP_034181715.1	XP_026297681.1
OG0008797	XP_034181504.1	XP_026297712.1
OG0008798	XP_034181220.1	XP_026297737.1, XP_026297735.1
OG0008799	XP_034175584.1	XP_026297752.1
OG0008800	XP_034188022.1	XP_026297809.1
OG0008801	XP_034184888.1	XP_026298076.1
OG0008802	XP_034180978.1	XP_026298207.1
OG0008803	XP_034184790.1	XP_026298358.1
OG0008804	XP_034185599.1	XP_026298541.1
OG0008805	XP_034190448.1	XP_026298555.1
OG0008806	XP_034190256.1	XP_026298573.1
OG0008808	XP_034183601.1	XP_026298998.1
OG0008809	XP_034185961.1	XP_026299026.1
OG0008811	XP_034172830.1	XP_026299120.1
OG0008813	XP_034190074.1	XP_026299207.1
OG0008814	XP_034186300.1	XP_026299239.1
OG0008815	XP_034189805.1	XP_026299247.1
OG0008816	XP_034175842.1	XP_026299453.1
OG0008817	XP_034175226.1	XP_026299486.1
OG0008818	XP_034175453.1	XP_026299499.1
OG0008819	XP_034172979.1, XP_034172980.1	XP_026299557.1
OG0008820	XP_034196555.1	XP_026299648.1
OG0008821	XP_034181411.1	XP_026299664.1
OG0008822	XP_034193163.1	XP_026299686.1
OG0008823	XP_034175199.1	XP_026299692.1
OG0008824	XP_034176652.1	XP_026299696.1
OG0008825	XP_034170943.1	XP_026299698.1
OG0008826	XP_034194966.1	XP_026299706.1
OG0008827	XP_034175328.1	XP_026299764.1
OG0008829	XP_034193183.1	XP_026299858.1
OG0008830	XP_034190895.1	XP_026299949.1
OG0008831	XP_034183279.1, XP_034183280.1	XP_026300232.1
OG0008832	XP_034186519.1	XP_026300236.1
OG0008833	XP_034182898.1	XP_026300238.1
OG0008834	XP_034191011.1	XP_026300242.1
OG0008836	XP_034189639.1	XP_026300413.1
OG0008837	XP_034178312.1	XP_026300472.1
OG0008838	XP_034178316.1	XP_026300574.1
OG0008839	XP_034178582.1	XP_026300581.1
OG0008840	XP_034183905.1	XP_026300714.1
OG0008841	XP_034180079.1	XP_026300723.1
OG0008842	XP_034180178.1	XP_026300867.1
OG0008843	XP_034172399.1	XP_026301019.1
OG0008844	XP_034193948.1	XP_026301143.1
OG0008845	XP_034171396.1	XP_026301144.1
OG0008846	XP_034179953.1	XP_026301171.1
OG0008847	XP_034179644.1	XP_026301195.1
OG0008849	XP_034193880.1	XP_026301363.1
OG0008850	XP_034179159.1	XP_026301406.1
OG0008851	XP_034179967.1	XP_026301440.1
OG0008852	XP_034187028.1	XP_026301517.1
OG0008853	XP_034196280.1	XP_026301558.1
OG0008854	XP_034186794.1	XP_026301568.1
OG0008855	XP_034172140.1	XP_026301635.1
OG0008856	XP_034186780.1	XP_026301652.1
OG0008857	XP_034186857.1	XP_026301683.1
OG0008858	XP_034182621.1	XP_026302041.1
OG0008860	XP_034171829.1	XP_026302212.1
OG0008861	XP_034188697.1	XP_026302246.1
OG0008863	XP_034179624.1	XP_392077.1
OG0008864	XP_034182838.1	XP_392103.2
OG0008865	XP_034189281.1	XP_392190.2
OG0008866	XP_034171003.1	XP_392231.4
OG0008867	XP_034196552.1	XP_392237.2
OG0008868	XP_034182680.1	XP_392257.1
OG0008869	XP_034188347.1	XP_392262.4
OG0008870	XP_034194425.1	XP_392530.3
OG0008871	XP_034184171.1	XP_392553.1
OG0008872	XP_034174461.1	XP_392640.1
OG0008873	XP_034180180.1	XP_392723.3
OG0008874	XP_034179391.1	XP_393172.2
OG0008875	XP_034179930.1	XP_393179.1
OG0008876	XP_034195888.1	XP_393219.2
OG0008877	XP_034174530.1	XP_393267.5
OG0008878	XP_034179764.1	XP_393307.3
OG0008881	XP_034178814.1	XP_393453.3
OG0008882	XP_034183543.1	XP_393558.1
OG0008883	XP_034183772.1	XP_393726.2
OG0008884	XP_034193195.1	XP_393856.2
OG0008886	XP_034178875.1	XP_394084.6
OG0008887	XP_034179614.1	XP_394092.3
OG0008888	XP_034196458.1	XP_394320.2
OG0008889	XP_034170911.1	XP_394351.2
OG0008890	XP_034171204.1	XP_394359.2
OG0008891	XP_034174288.1	XP_394462.2
OG0008893	XP_034174498.1	XP_394499.4
OG0008894	XP_034189285.1	XP_394614.1
OG0008895	XP_034185457.1	XP_394746.4
OG0008896	XP_034184516.1	XP_394768.4
OG0008899	XP_034193901.1	XP_395193.1
OG0008900	XP_034193518.1	XP_395371.3
OG0008901	XP_034174051.1	XP_395502.2
OG0008902	XP_034194162.1	XP_395661.4
OG0008903	XP_034196588.1	XP_395792.4
OG0008904	XP_034188861.1	XP_395833.4
OG0008906	XP_034194227.1	XP_395921.4
OG0008907	XP_034174765.1	XP_395929.2
OG0008908	XP_034174826.1	XP_396096.4
OG0008909	XP_034195103.1	XP_396280.4
OG0008910	XP_034183230.1	XP_396281.5
OG0008911	XP_034184719.1	XP_396499.5
OG0008912	XP_034193194.1	XP_396504.1
OG0008913	XP_034181671.1	XP_396549.3
OG0008914	XP_034188800.1	XP_396615.2
OG0008915	XP_034181537.1	XP_396778.2
OG0008916	XP_034186866.1	XP_397213.2
OG0008917	XP_034188663.1	XP_397274.4
OG0008918	XP_034180645.1	XP_397318.4
OG0008919	XP_034172962.1	XP_397475.2
OG0008920	XP_034173211.1	XP_397510.4
OG0008921	XP_034193419.1	XP_397573.4
OG0008922	XP_034193421.1	XP_623055.1
OG0008923	XP_034196457.1	XP_623133.4
OG0008924	XP_034186144.1	XP_623273.1
