Orthogroup	Osmia_lignaria	Ceratina_calcarata
OG0008158	XP_034191397.1	XP_017892655.1
OG0008159	XP_034178942.1	XP_017889748.1
OG0008160	XP_034176867.1	XP_017891631.1
OG0008161	XP_034190492.1	XP_017891752.1
OG0008162	XP_034181749.1	XP_017878630.1
OG0008163	XP_034192318.1	XP_026668800.1
OG0008164	XP_034173411.1	XP_017888202.1
OG0008165	XP_034195408.1	XP_017891164.1
OG0008166	XP_034194907.1	XP_017879774.1
OG0008167	XP_034187183.1	XP_017886818.1
OG0008168	XP_034173432.1	XP_017883327.1
OG0008169	XP_034181894.1	XP_017883225.1
OG0008170	XP_034188101.1	XP_017892206.1
OG0008171	XP_034188815.1	XP_017889844.1
OG0008172	XP_034193139.1	XP_017890477.1
OG0008173	XP_034172936.1	XP_026669161.1
OG0008174	XP_034170904.1	XP_017892779.1
OG0008175	XP_034180484.1	XP_017875488.1
OG0008176	XP_034191243.1	XP_017880222.1
OG0008177	XP_034180196.1	XP_017881927.2
OG0008178	XP_034188650.1	XP_017880840.1
OG0008179	XP_034181486.1	XP_026669222.1
OG0008180	XP_034171754.1	XP_017884279.1
OG0008181	XP_034191879.1	XP_026670479.1
OG0008182	XP_034183885.1	XP_026670406.1
OG0008183	XP_034185584.1	XP_017880101.1
OG0008184	XP_034172346.1	XP_017882977.1
OG0008185	XP_034181191.1	XP_017876948.1
OG0008186	XP_034177505.1	XP_017891311.1
OG0008187	XP_034194927.1	XP_017879759.1
OG0008188	XP_034174003.1	XP_017878831.1
OG0008189	XP_034181036.1	XP_017875834.1
OG0008190	XP_034172356.1	XP_017876143.1
OG0008191	XP_034189296.1	XP_017881496.1
OG0008192	XP_034186611.1	XP_017880246.1
OG0008193	XP_034195741.1	XP_017880721.1
OG0008194	XP_034191909.1	XP_026675491.1
OG0008195	XP_034191376.1	XP_017877168.1
OG0008196	XP_034180055.1	XP_017878263.1
OG0008197	XP_034194523.1	XP_017880780.1
OG0008198	XP_034172349.1	XP_017879800.1
OG0008199	XP_034170850.1	XP_017884345.1
OG0008200	XP_034177020.1	XP_017891323.1
OG0008201	XP_034193457.1	XP_017879029.1
OG0008202	XP_034181106.1	XP_017881844.1
OG0008203	XP_034175430.1	XP_017878462.1
OG0008204	XP_034190917.1	XP_017886774.1
OG0008205	XP_034185874.1	XP_017891926.1
OG0008206	XP_034193566.1	XP_017889651.1
OG0008207	XP_034177776.1	XP_017883110.1
OG0008208	XP_034183920.1	XP_017881181.1
OG0008209	XP_034185545.1	XP_026667469.1
OG0008210	XP_034189085.1	XP_026668959.1
OG0008211	XP_034172593.1	XP_017880448.1
OG0008212	XP_034189692.1	XP_017877396.1
OG0008213	XP_034186310.1	XP_017886599.1
OG0008214	XP_034172645.1	XP_017875125.2
OG0008215	XP_034182748.1	XP_017893439.1
OG0008216	XP_034175720.1	XP_026672343.1
OG0008217	XP_034188078.1	XP_017892242.1
OG0008218	XP_034191561.1	XP_017877293.1
OG0008219	XP_034187242.1	XP_017877924.1
OG0008220	XP_034192521.1	XP_017891047.1
OG0008221	XP_034188462.1	XP_026672030.1
OG0008222	XP_034172578.1	XP_017891425.2
OG0008223	XP_034181546.1	XP_017880326.1
OG0008224	XP_034173831.1	XP_017891855.1
OG0008225	XP_034189963.1	XP_017881973.1
OG0008226	XP_034177519.1	XP_017875112.1
OG0008227	XP_034196683.1	XP_017888645.2
OG0008228	XP_034195114.1	XP_017883377.1
OG0008229	XP_034193995.1	XP_017886472.1
OG0008230	XP_034196688.1	XP_026668801.1
OG0008231	XP_034193165.1	XP_017878484.1
OG0008232	XP_034174755.1	XP_026673613.1
OG0008233	XP_034190393.1	XP_017889964.1
OG0008234	XP_034183863.1	XP_017882239.1
OG0008235	XP_034183487.1	XP_017876518.1
OG0008236	XP_034186721.1	XP_017890011.1
OG0008237	XP_034174863.1	XP_017877917.1
OG0008238	XP_034185526.1	XP_017885475.1
OG0008239	XP_034184081.1	XP_017876958.1
OG0008240	XP_034175286.1	XP_026675395.1
OG0008241	XP_034179430.1	XP_017878134.1
OG0008242	XP_034189498.1	XP_017885173.1
OG0008243	XP_034183853.1	XP_017882313.1
OG0008244	XP_034173483.1	XP_017881055.1
OG0008245	XP_034172276.1	XP_017890400.1
OG0008246	XP_034172079.1	XP_026667453.1
OG0008247	XP_034193451.1	XP_017878501.1
OG0008248	XP_034177601.1	XP_017883485.2
OG0008249	XP_034180407.1	XP_017893320.1
OG0008250	XP_034173022.1	XP_017892379.1
OG0008251	XP_034180168.1	XP_017884984.1
OG0008252	XP_034188295.1	XP_017885756.1
OG0008253	XP_034185416.1	XP_017890710.1
OG0008254	XP_034179911.1	XP_017889685.1
OG0008255	XP_034187483.1	XP_017891660.1
OG0008256	XP_034194384.1	XP_026672926.1
OG0008257	XP_034178842.1	XP_026668404.1
OG0008258	XP_034184406.1	XP_026669870.1
OG0008259	XP_034172046.1	XP_017880500.1
OG0008260	XP_034170868.1	XP_017876916.1
OG0008261	XP_034185847.1	XP_026667711.1
OG0008262	XP_034171286.1	XP_017876781.1
OG0008263	XP_034178314.1	XP_017886982.1
OG0008264	XP_034182668.1	XP_017884031.1
OG0008265	XP_034190565.1	XP_017877299.1
OG0008266	XP_034181215.1, XP_034181206.1	XP_017892352.1
OG0008267	XP_034185249.1	XP_017877300.1
OG0008268	XP_034192234.1	XP_017890437.1
OG0008269	XP_034189386.1	XP_017891142.1
OG0008270	XP_034192235.1	XP_026674568.1
OG0008271	XP_034172370.1	XP_017889176.1
OG0008272	XP_034172122.1	XP_017879926.1
OG0008273	XP_034188082.1	XP_017887697.1
OG0008274	XP_034175355.1	XP_017878976.1
OG0008275	XP_034176179.1	XP_017885913.1
OG0008276	XP_034172950.1	XP_017875354.1
OG0008277	XP_034184998.1	XP_017879696.2
OG0008278	XP_034196019.1	XP_026671992.1
OG0008279	XP_034182180.1	XP_017886799.1
OG0008280	XP_034182070.1	XP_017885072.1
OG0008281	XP_034185375.1	XP_017889803.1
OG0008282	XP_034192872.1	XP_017890170.1
OG0008283	XP_034183032.1	XP_017881843.1
OG0008284	XP_034186429.1	XP_017888606.1
OG0008285	XP_034188972.1	XP_017892189.1
OG0008286	XP_034171089.1	XP_017879251.1
OG0008287	XP_034178149.1	XP_017875302.1
OG0008288	XP_034180942.1	XP_017891106.1
OG0008290	XP_034184410.1	XP_017880414.1
OG0008291	XP_034194335.1	XP_017887248.1
OG0008292	XP_034184811.1	XP_017887679.1
OG0008293	XP_034193709.1	XP_017891539.1
OG0008294	XP_034192499.1	XP_017891210.1
OG0008295	XP_034176690.1	XP_017876783.1
OG0008296	XP_034176886.1	XP_017890083.1
OG0008297	XP_034181746.1	XP_026672905.1
OG0008298	XP_034172524.1	XP_017889421.1
OG0008299	XP_034187482.1	XP_017879112.1
OG0008300	XP_034177632.1	XP_017883038.1
OG0008301	XP_034191250.1	XP_017880133.1
OG0008302	XP_034189045.1	XP_026667922.1
OG0008303	XP_034187085.1	XP_017886892.1
OG0008304	XP_034187744.1	XP_017879107.1
OG0008305	XP_034176180.1	XP_026673267.1
OG0008306	XP_034188826.1	XP_017876854.1
OG0008307	XP_034173648.1	XP_017889433.1
OG0008308	XP_034179148.1	XP_017885862.1
OG0008309	XP_034177287.1	XP_017883060.1
OG0008310	XP_034183825.1	XP_017882138.1
OG0008311	XP_034184495.1	XP_017885402.1
OG0008312	XP_034191773.1	XP_017888101.1
OG0008313	XP_034174811.1	XP_017885340.1
OG0008314	XP_034185261.1, XP_034185263.1	XP_026667967.1
OG0008315	XP_034182728.1	XP_017876270.1
OG0008316	XP_034187066.1	XP_017881815.1
OG0008317	XP_034174243.1	XP_017885134.1
OG0008318	XP_034192352.1	XP_017892654.1
OG0008319	XP_034191752.1	XP_017888099.1
OG0008320	XP_034191116.1	XP_017875369.1
OG0008321	XP_034189855.1	XP_017883898.1
OG0008322	XP_034176065.1	XP_017881984.1
OG0008323	XP_034179318.1	XP_017889840.1
OG0008324	XP_034186788.1	XP_017890665.1
OG0008325	XP_034192123.1	XP_017877562.1
OG0008326	XP_034178709.1	XP_026666898.1
OG0008327	XP_034184815.1	XP_017875997.1
OG0008328	XP_034177343.1	XP_017876251.1
OG0008329	XP_034189670.1	XP_017882181.1
OG0008330	XP_034185357.1	XP_017880046.1
OG0008331	XP_034175475.1	XP_017876857.1
OG0008332	XP_034188500.1	XP_017880614.1
OG0008333	XP_034177151.1	XP_017883546.1
OG0008334	XP_034184463.1	XP_017889587.1
OG0008335	XP_034186737.1	XP_017876915.1
OG0008336	XP_034191236.1	XP_017886689.1
OG0008337	XP_034175467.1	XP_026667775.1
OG0008338	XP_034181075.1	XP_017884123.1
OG0008339	XP_034192036.1	XP_017875472.1
OG0008340	XP_034188760.1	XP_017876881.1
OG0008341	XP_034186568.1	XP_017888443.1
OG0008342	XP_034176493.1	XP_017888331.1
OG0008343	XP_034174456.1	XP_017877787.1
OG0008344	XP_034189300.1	XP_017891249.1
OG0008345	XP_034192049.1	XP_017875441.1
OG0008346	XP_034174363.1	XP_017878809.1
OG0008347	XP_034180099.1	XP_017885018.1
OG0008348	XP_034194510.1	XP_017883561.1
OG0008349	XP_034175825.1	XP_017887516.1
OG0008350	XP_034188152.1	XP_017878768.1
OG0008351	XP_034192653.1	XP_017890198.1
OG0008352	XP_034176288.1	XP_017881958.1
OG0008353	XP_034191135.1	XP_017890690.1
OG0008354	XP_034180665.1	XP_017884956.1
OG0008355	XP_034193850.1	XP_017878284.1
OG0008356	XP_034180475.1	XP_017888147.1
OG0008357	XP_034193847.1	XP_026668470.1
OG0008358	XP_034183068.1	XP_017884152.1
OG0008359	XP_034186490.1	XP_017886694.1
OG0008360	XP_034176997.1	XP_017891811.1
OG0008361	XP_034186974.1	XP_017880126.1
OG0008362	XP_034174372.1	XP_017881493.1
OG0008363	XP_034178955.1	XP_017886311.1
OG0008364	XP_034190961.1	XP_017893685.1
OG0008365	XP_034171457.1	XP_017876907.1
OG0008366	XP_034191048.1	XP_017883729.1
OG0008367	XP_034193647.1	XP_017892597.1
OG0008368	XP_034181548.1	XP_017880324.1
OG0008369	XP_034179225.1	XP_017889418.1
OG0008370	XP_034193433.1	XP_017888343.1
OG0008371	XP_034173670.1	XP_026668310.1
OG0008372	XP_034178899.1	XP_017889671.1
OG0008373	XP_034178880.1	XP_017889830.1
OG0008374	XP_034179737.1	XP_017889512.1
OG0008375	XP_034174709.1	XP_017878785.1
OG0008377	XP_034174282.1	XP_017877923.1
OG0008378	XP_034179900.1	XP_017889686.1
OG0008379	XP_034194455.1	XP_017887332.1
OG0008380	XP_034176562.1	XP_017885869.1
OG0008381	XP_034178781.1	XP_017875023.1
OG0008382	XP_034188252.1	XP_017880812.1
OG0008383	XP_034187518.1	XP_026666868.1
OG0008384	XP_034177358.1	XP_026671091.1
OG0008385	XP_034175616.1	XP_026666633.1
OG0008387	XP_034174180.1, XP_034174191.1	XP_026669891.1
OG0008388	XP_034186088.1	XP_017891815.2, XP_017883837.1
OG0008389	XP_034186250.1	XP_017881969.1
OG0008390	XP_034186160.1	XP_017882262.1
OG0008391	XP_034176056.1, XP_034176057.1	XP_026670312.1
OG0008392	XP_034187182.1	XP_017877191.1
OG0008393	XP_034186471.1	XP_017888489.1
OG0008394	XP_034184993.1	XP_017889614.1, XP_017889615.1, XP_017889616.1
OG0008395	XP_034180751.1	XP_017881925.1
OG0008396	XP_034179595.1	XP_017889435.1
OG0008397	XP_034183439.1	XP_017890997.1
OG0008398	XP_034190570.1	XP_026667960.1
OG0008399	XP_034187745.1	XP_017879108.1
OG0008400	XP_034177682.1	XP_026671083.1, XP_017883486.1
OG0008401	XP_034175851.1, XP_034175850.1, XP_034175853.1, XP_034175852.1	XP_026674007.1
OG0008402	XP_034189567.1	XP_017885182.1
OG0008404	XP_034185871.1	XP_017876629.1
OG0008405	XP_034185699.1	XP_017883832.1
OG0008406	XP_034185983.1	XP_026668294.1, XP_017891654.1
OG0008407	XP_034175243.1	XP_017889170.1
OG0008408	XP_034175416.1	XP_017876438.1, XP_017876443.1, XP_017876430.1, XP_017876450.1
OG0008409	XP_034186883.1	XP_017886680.1
OG0008410	XP_034194736.1	XP_026667035.1
OG0008411	XP_034183473.1	XP_017891890.1
OG0008412	XP_034188282.1	XP_017885461.1
OG0008413	XP_034173426.1	XP_017892147.1, XP_017888228.1
OG0008414	XP_034174594.1	XP_017893333.1
OG0008415	XP_034176027.1, XP_034176047.1, XP_034176037.1	XP_017885823.2
OG0008417	XP_034178187.1	XP_017880958.1
OG0008418	XP_034170827.1, XP_034170826.1	XP_017890819.1
OG0008419	XP_034188435.1	XP_017893413.1
OG0008420	XP_034196559.1	XP_017884268.1
OG0008423	XP_034194978.1	XP_026667506.1, XP_017888537.1, XP_017878040.1, XP_017882740.1
OG0008425	XP_034194595.1	XP_026667096.1
OG0008425	XP_034194201.1	XP_026666823.1, XP_026669018.1
OG0008426	XP_034177217.1	XP_026673255.1
OG0008427	XP_034195077.1	XP_026673634.1
OG0008427	XP_034192558.1, XP_034194789.1, XP_034195011.1, XP_034194850.1, XP_034194963.1	XP_026673635.1
OG0008433	XP_034186846.1	XP_017888466.1
OG0008437	XP_034180689.1	XP_026670317.1
OG0008438	XP_034194746.1	XP_017886036.1
OG0008439	XP_034174064.1	XP_017881713.1
OG0008440	XP_034173904.1	XP_017881695.1
OG0008442	XP_034188747.1	XP_017892836.1
OG0008443	XP_034173112.1	XP_026666994.1
OG0008444	XP_034170982.1	XP_017878907.2
OG0008445	XP_034181170.1	XP_017893255.1
OG0008446	XP_034179980.1	XP_017880978.1
OG0008447	XP_034187376.1	XP_026667860.1
OG0008448	XP_034174961.1	XP_026675528.1
OG0008449	XP_034178642.1	XP_017887185.1
OG0008451	XP_034172402.1	XP_017888963.1
OG0008452	XP_034172301.1	XP_017883226.1
OG0008454	XP_034171732.1	XP_017880569.1
OG0008456	XP_034181229.1	XP_017883185.1
OG0008457	XP_034172398.1	XP_017888978.1
OG0008460	XP_034175717.1	XP_026673260.1
OG0008461	XP_034194748.1	XP_017886062.1
OG0008462	XP_034193323.1	XP_017875039.1
OG0008464	XP_034174131.1	XP_026668197.1
OG0008465	XP_034183382.1	XP_017879753.1
OG0008466	XP_034187201.1	XP_017881800.1
OG0008467	XP_034183418.1	XP_017879757.1
OG0008468	XP_034196461.1	XP_017876897.1
OG0008469	XP_034188280.1	XP_017892376.1
OG0008470	XP_034178954.1	XP_017886436.1
OG0008471	XP_034176741.1	XP_017879877.1
OG0008472	XP_034193436.1	XP_026673082.1
OG0008473	XP_034172150.1	XP_017889130.1, XP_017889129.1
OG0008475	XP_034194726.1	XP_017886124.1
OG0008476	XP_034183181.1	XP_017875330.1
OG0008477	XP_034188216.1	XP_026669638.1
OG0008478	XP_034171291.1	XP_017879272.1
OG0008479	XP_034173601.1	XP_017876160.1
OG0008480	XP_034175259.1	XP_017879654.1
OG0008481	XP_034191136.1	XP_017887566.1
OG0008482	XP_034171492.1	XP_017884201.1
OG0008483	XP_034187435.1	XP_017891661.1
OG0008484	XP_034173130.1	XP_017889019.2
OG0008485	XP_034193550.1	XP_026672560.1
OG0008486	XP_034187770.1	XP_017884465.1
OG0008487	XP_034171962.1	XP_017891490.1
OG0008488	XP_034193416.1	XP_017889392.1
OG0008489	XP_034171706.1	XP_026675106.1
OG0008492	XP_034180229.1	XP_026670131.1
OG0008493	XP_034184211.1	XP_026667712.1
OG0008494	XP_034176113.1	XP_017880383.1
OG0008495	XP_034187348.1	XP_026673540.1
OG0008496	XP_034171124.1	XP_017892486.1
OG0008500	XP_034171008.1	XP_017876794.1
OG0008503	XP_034178862.1	XP_017882877.1
OG0008504	XP_034186307.1	XP_026675635.1
OG0008507	XP_034190499.1	XP_017888262.1
OG0008509	XP_034178364.1	XP_017891833.1
OG0008511	XP_034182240.1	XP_017886158.1
OG0008513	XP_034177976.1, XP_034177977.1	XP_017887118.1
OG0008514	XP_034178712.1	XP_026670668.1
OG0008515	XP_034181134.1	XP_017893189.1
OG0008516	XP_034181133.1	XP_017893194.1
OG0008517	XP_034178834.1	XP_017888578.1
OG0008518	XP_034171132.1	XP_017891599.1
OG0008520	XP_034184447.1	XP_017882267.1
OG0008522	XP_034183231.1	XP_017882358.1
OG0008524	XP_034195476.1	XP_017875157.1
OG0008525	XP_034179230.1	XP_017882821.1
OG0008526	XP_034182509.1	XP_026670540.1
OG0008528	XP_034170986.1	XP_017876849.1
OG0008530	XP_034177442.1	XP_026674363.1
OG0008532	XP_034192763.1	XP_017890176.1
OG0008533	XP_034190443.1	XP_017888167.2
OG0008534	XP_034189412.1	XP_017876750.1
OG0008535	XP_034171152.1	XP_026671419.1
OG0008536	XP_034176283.1	XP_017892859.1
OG0008537	XP_034194763.1	XP_017883930.1
OG0008538	XP_034195658.1	XP_017890934.1
OG0008540	XP_034172277.1	XP_026674489.1
OG0008541	XP_034196367.1	XP_017877106.1
OG0008542	XP_034179019.1	XP_017877694.1
OG0008543	XP_034187030.1	XP_026671114.1
OG0008544	XP_034193157.1	XP_017887703.1
OG0008545	XP_034186793.1, XP_034186791.1	XP_026671128.1
OG0008547	XP_034174312.1	XP_017893117.1
OG0008549	XP_034181511.1	XP_026672180.1
OG0008551	XP_034188153.1	XP_026668671.1
OG0008552	XP_034189061.1	XP_017887524.1
OG0008553	XP_034180866.1	XP_017887939.1
OG0008554	XP_034193308.1	XP_017875050.1
OG0008555	XP_034193665.1	XP_017875608.1
OG0008556	XP_034179576.1	XP_017889646.1
OG0008557	XP_034178491.1	XP_026672749.1
OG0008558	XP_034185050.1	XP_017885069.1
OG0008560	XP_034184725.1	XP_017888839.1
OG0008561	XP_034188642.1	XP_017886060.1
OG0008562	XP_034181618.1	XP_017890619.1
OG0008563	XP_034178844.1	XP_017878182.1
OG0008564	XP_034177604.1	XP_017879887.1
OG0008565	XP_034178130.1	XP_017890361.1
OG0008566	XP_034178636.1	XP_017890311.1
OG0008567	XP_034185810.1	XP_017879139.1
OG0008568	XP_034174858.1	XP_017881702.1
OG0008572	XP_034193994.1	XP_017886470.1
OG0008573	XP_034179486.1	XP_017886284.2
OG0008574	XP_034179969.1	XP_017886290.1
OG0008575	XP_034178949.1	XP_017886433.1
OG0008576	XP_034184153.1	XP_017877399.1
OG0008577	XP_034188207.1	XP_017886123.1
OG0008578	XP_034178963.1	XP_017891456.1
OG0008579	XP_034179459.1	XP_026674963.1
OG0008580	XP_034179483.1	XP_026672994.1
OG0008582	XP_034179401.1	XP_017889764.1
OG0008583	XP_034195375.1	XP_017890388.1
OG0008584	XP_034183086.1	XP_017892675.1
OG0008585	XP_034180005.1	XP_026670062.1
OG0008586	XP_034195655.1	XP_026672116.1
OG0008587	XP_034192945.1	XP_026669061.1
OG0008588	XP_034183852.1	XP_017882293.1
OG0008589	XP_034187141.1	XP_026673496.1
OG0008590	XP_034194295.1	XP_017875159.1
OG0008591	XP_034185257.1	XP_017881269.1
OG0008592	XP_034184893.1	XP_017881194.1
OG0008594	XP_034187667.1	XP_017887847.1
OG0008599	XP_034191502.1	XP_017884646.1
OG0008600	XP_034180903.1	XP_026671706.1, XP_026671705.1, XP_017883789.1
OG0008601	XP_034194165.1	XP_026672665.1
OG0008602	XP_034186345.1	XP_017886793.1
OG0008604	XP_034189850.1	XP_017878180.1
OG0008605	XP_034178877.1	XP_026674194.1
OG0008607	XP_034195234.1	XP_017886351.1
OG0008608	XP_034178964.1	XP_026670784.1
OG0008609	XP_034178972.1	XP_017882896.1
OG0008610	XP_034194017.1	XP_017878097.1
OG0008611	XP_034179162.1	XP_026670435.1
OG0008612	XP_034171864.1	XP_017892769.1
OG0008613	XP_034181062.1	XP_017892216.1
OG0008614	XP_034181015.1	XP_026674842.1
OG0008615	XP_034176082.1	XP_026671288.1
OG0008616	XP_034177498.1	XP_026674919.1
OG0008618	XP_034185282.1	XP_026668206.1, XP_026668207.1
OG0008621	XP_034196603.1	XP_017892950.1
OG0008622	XP_034196618.1	XP_026666497.1
OG0008623	XP_034176810.1	XP_017879822.1
OG0008624	XP_034176901.1	XP_017883005.2
OG0008625	XP_034191065.1	XP_017889123.1
OG0008626	XP_034194537.1	XP_017875227.1
OG0008627	XP_034185881.1	XP_026675190.1
OG0008628	XP_034189661.1	XP_017892081.1
OG0008629	XP_034189771.1	XP_017891968.1
OG0008630	XP_034180001.1	XP_017884978.1
OG0008631	XP_034180870.1	XP_017884529.2
OG0008632	XP_034171750.1	XP_017876853.1
OG0008633	XP_034170997.1	XP_017876826.1
OG0008634	XP_034171069.1	XP_017876815.1
OG0008636	XP_034170964.1	XP_026674956.1
OG0008637	XP_034189446.1	XP_017882160.1
OG0008638	XP_034186312.1	XP_017886600.1
OG0008639	XP_034176416.1	XP_017888325.1, XP_026673466.1
OG0008640	XP_034193455.1	XP_017878504.1
OG0008642	XP_034190726.1	XP_026669814.1
OG0008643	XP_034173712.1	XP_017878053.1
OG0008644	XP_034180280.1	XP_026670092.1
OG0008645	XP_034173489.1	XP_017881183.1
OG0008649	XP_034172526.1	XP_017892443.1
OG0008650	XP_034195386.1	XP_017892337.1
OG0008651	XP_034182119.1	XP_026672829.1
OG0008652	XP_034171632.1	XP_017879184.1
OG0008653	XP_034171466.1	XP_017884185.1
OG0008654	XP_034171899.1	XP_017876796.1
OG0008655	XP_034171686.1	XP_017880543.1
OG0008656	XP_034171598.1	XP_017876919.1
OG0008657	XP_034189975.1	XP_026670307.1, XP_017881974.1
OG0008658	XP_034189858.1	XP_017876448.1
OG0008659	XP_034187746.1	XP_017879124.1
OG0008660	XP_034183058.1	XP_017880118.1
OG0008661	XP_034191346.1	XP_026669365.1
OG0008662	XP_034191296.1	XP_017880214.1
OG0008663	XP_034189013.1	XP_026670642.1
OG0008664	XP_034182044.1	XP_017887683.1
OG0008665	XP_034181435.1	XP_017875062.1
OG0008666	XP_034193087.1	XP_017877616.1
OG0008670	XP_034192426.1	XP_017890972.1
OG0008671	XP_034195938.1, XP_034195939.1	XP_026675564.1
OG0008672	XP_034172610.1	XP_017875297.1
OG0008674	XP_034172275.1	XP_017890401.1
OG0008675	XP_034172682.1	XP_017879768.1
OG0008676	XP_034172835.1	XP_026674621.1
OG0008677	XP_034173586.1	XP_017876147.1
OG0008678	XP_034195688.1	XP_026670649.1
OG0008679	XP_034196372.1	XP_026667857.1
OG0008680	XP_034179143.1	XP_017877695.2
OG0008682	XP_034177799.1	XP_017883053.1
OG0008683	XP_034171154.1	XP_017876801.1, XP_017876802.1
OG0008684	XP_034171688.1	XP_017880547.1
OG0008685	XP_034182130.1	XP_026672833.1
OG0008686	XP_034188321.1	XP_017887007.1
OG0008688	XP_034187485.1, XP_034187484.1	XP_026668242.1
OG0008691	XP_034187507.1	XP_017893631.1
OG0008692	XP_034187520.1	XP_026666843.1
OG0008693	XP_034173751.1	XP_017877674.1
OG0008694	XP_034174136.1	XP_017877965.1
OG0008695	XP_034180518.1	XP_017893313.1, XP_017893310.1
OG0008696	XP_034193017.1	XP_026674371.1
OG0008697	XP_034176904.1	XP_017879807.1
OG0008698	XP_034196048.1	XP_017885245.1
OG0008699	XP_034176731.1	XP_026670852.1
OG0008700	XP_034176735.1	XP_026669185.1
OG0008701	XP_034193435.1	XP_017891021.2
OG0008704	XP_034171123.1	XP_026671889.1, XP_017892498.1
OG0008705	XP_034188017.1	XP_026673281.1
OG0008706	XP_034183406.1	XP_017879754.1
OG0008708	XP_034185268.1	XP_017876031.1
OG0008711	XP_034188019.1	XP_026674812.1, XP_026674813.1
OG0008715	XP_034187210.1	XP_017889977.1
OG0008716	XP_034185932.1	XP_017876527.1
OG0008717	XP_034178524.1	XP_017883321.1
OG0008718	XP_034175359.1	XP_017878547.1
OG0008719	XP_034187095.1	XP_017887932.1
OG0008720	XP_034189554.1	XP_017885180.1
OG0008721	XP_034175203.1	XP_026666559.1
OG0008722	XP_034187218.1	XP_026673740.1
OG0008723	XP_034183143.1	XP_017880236.1
OG0008724	XP_034178948.1	XP_017879455.1
OG0008726	XP_034178430.1	XP_017891818.1
OG0008728	XP_034178132.1	XP_026668138.1
OG0008729	XP_034172527.1	XP_026675306.1
OG0008730	XP_034193537.1	XP_017878321.1
OG0008731	XP_034195239.1	XP_017886363.1
OG0008732	XP_034179024.1	XP_026674047.1
OG0008733	XP_034179398.1	XP_026674046.1
OG0008734	XP_034179842.1	XP_017889907.1
OG0008736	XP_034187015.1	XP_017883659.1
OG0008737	XP_034178075.1	XP_017881380.1
OG0008738	XP_034176700.1	XP_017887503.1
OG0008739	XP_034185853.1	XP_026667707.1
OG0008740	XP_034172553.1	XP_017877047.1
OG0008742	XP_034171352.1	XP_017884013.1
